"d_yearmonthnum","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
199210,"SAUDI ARABIA",6775,115954,6106845,118197
199210,"JORDAN",6775,18647,3719960,93938
199208,"IRAQ",24923,186579,7994736,99934
199203,"EGYPT",25238,176714,7341911,107442
199203,"EGYPT",25238,31176,4448609,66430
199207,"JORDAN",7162,15141,211228,63368
199207,"JORDAN",7162,184985,6694315,124198
199203,"SAUDI ARABIA",13394,100315,6445019,78918
199208,"IRAQ",22735,165832,5072899,113869
199201,"IRAQ",28312,101521,1790483,91351
199206,"IRAQ",1355,35988,4336650,115438
199206,"EGYPT",1355,47699,1467200,98801
199212,"IRAQ",9272,46085,1010458,61864
199212,"SAUDI ARABIA",1936,109576,5127733,95134
199212,"SAUDI ARABIA",1936,192535,637991,97651
199201,"EGYPT",16207,23290,4564396,72797
199204,"EGYPT",13060,136462,1027943,89907
199203,"IRAQ",5321,30684,949431,96880
199208,"EGYPT",14141,138777,5160418,108946
199207,"IRAQ",17428,58188,1123256,68770
199207,"SAUDI ARABIA",1126,79841,546252,109250
199207,"SAUDI ARABIA",20729,40772,5256491,102766
199203,"EGYPT",5953,121682,1180650,102220
199208,"SAUDI ARABIA",15454,111831,3501377,110569
199205,"IRAN",22063,112832,368966,110689
199205,"JORDAN",22063,194093,4886062,71225
199211,"IRAN",23149,193907,5348405,120054
199204,"JORDAN",26959,78866,8117384,110691
199204,"SAUDI ARABIA",26959,88696,1816095,101081
199208,"SAUDI ARABIA",15950,12920,544377,109975
199204,"IRAQ",6955,86768,7296292,105285
199212,"IRAQ",17687,72850,6857561,109371
199212,"JORDAN",17687,127650,6375070,100659
199201,"JORDAN",10873,111181,3422748,71530
199210,"EGYPT",22789,169786,4409333,111346
199208,"EGYPT",26435,179037,4812321,66961
199204,"IRAQ",12097,83789,8248745,106366
199204,"IRAQ",4294,19279,1761456,71896
199203,"IRAQ",19067,166209,5100800,76512
199203,"IRAQ",19067,175268,3223824,80595
199203,"JORDAN",17587,84717,6503935,102102
199212,"IRAN",29242,92580,4088708,94354
199209,"SAUDI ARABIA",15835,190255,6053625,80715
199209,"JORDAN",15835,168734,3533350,108163
199209,"IRAQ",15835,110906,759092,115014
199206,"SAUDI ARABIA",21226,185367,4981594,87141
199206,"IRAQ",27509,73584,6784818,93454
199201,"EGYPT",3373,177879,6393094,117412
199208,"JORDAN",8060,185060,3514189,68703
199212,"IRAN",18304,110708,6905736,103122
199205,"IRAN",15937,60945,7658066,114356
199201,"EGYPT",8216,53275,1215987,73696
199205,"IRAN",28054,15472,5906459,83248
199212,"EGYPT",802,17091,2116989,60485
199212,"IRAN",802,36338,5494910,76459
199212,"EGYPT",24442,3825,4621135,103729
199205,"EGYPT",14464,180884,6354421,117892
199203,"EGYPT",11312,197791,4627535,113327
199212,"EGYPT",827,130775,8402247,108346
199210,"EGYPT",1573,108849,2574966,111470
199210,"JORDAN",1573,57193,690114,69011
199212,"EGYPT",11551,122376,4933449,83902
199205,"JORDAN",28435,156334,6056277,83419
199210,"IRAQ",2542,121333,5417320,81259
199203,"JORDAN",3493,18772,2651127,101446
199209,"IRAQ",5221,49862,3766856,108711
199211,"EGYPT",2462,139121,5283186,69607
199211,"EGYPT",19453,103550,7146330,93213
199202,"IRAQ",3980,189009,1829268,65880
199202,"IRAQ",3980,60725,2528580,101143
199210,"IRAN",15037,306,2291970,72378
199205,"IRAQ",13249,81480,1012805,87688
199212,"SAUDI ARABIA",16820,9670,157967,94780
199207,"IRAQ",28303,160949,6894094,120596
199207,"SAUDI ARABIA",9095,29851,352608,106851
199207,"SAUDI ARABIA",9095,129628,6172976,99457
199204,"SAUDI ARABIA",19651,44155,538583,65949
199204,"IRAN",2326,72692,3460890,99881
199207,"JORDAN",12761,18232,1014502,69013
199208,"EGYPT",15043,148790,8649668,110327
199207,"SAUDI ARABIA",13376,88358,5789305,80781
199211,"EGYPT",17296,109367,1376360,82581
199211,"EGYPT",17296,23968,2060344,113517
199203,"IRAN",8515,184706,8863965,107442
199209,"SAUDI ARABIA",11402,185583,6674320,100114
199202,"EGYPT",19267,161335,3557848,83779
199203,"EGYPT",18859,137235,3816690,76333
199201,"SAUDI ARABIA",1231,41308,2815922,74958
199207,"IRAN",2146,32638,6686171,94237
199211,"SAUDI ARABIA",15653,88852,6995230,110451
199210,"SAUDI ARABIA",10870,493,3483725,83609
199209,"EGYPT",28930,79598,309207,94655
199201,"IRAN",7736,4795,2860746,101987
199210,"SAUDI ARABIA",11477,2395,1027532,77843
199211,"IRAN",7063,99468,1869544,88047
199204,"SAUDI ARABIA",28421,130208,1941497,74292
199208,"SAUDI ARABIA",3160,16542,433186,87512
199203,"IRAN",12739,133174,591513,72430
199202,"IRAQ",20228,88980,2165878,118138
199205,"IRAQ",2390,23694,2853605,97061
199203,"EGYPT",7832,80171,4259329,69070
199211,"IRAN",8486,90810,2823670,108048
199204,"EGYPT",20749,105722,5418129,103663
199209,"EGYPT",14185,172977,9224865,122998
199202,"IRAN",11359,199487,7151851,95188
199202,"JORDAN",6595,197976,2903558,124438
199202,"IRAQ",6595,177515,4777530,95550
199211,"SAUDI ARABIA",24832,2018,4057244,55200
199202,"SAUDI ARABIA",1264,145244,1148712,77354
199205,"IRAN",13,192740,4669821,109964
199207,"IRAN",16655,25869,527688,107691
199208,"JORDAN",21440,16173,2722925,65350
199211,"EGYPT",22387,129532,4059978,93691
199207,"EGYPT",20108,74859,7548126,110031
199207,"IRAN",20108,59371,1843892,79822
199202,"EGYPT",18559,87401,2221440,83304
199208,"SAUDI ARABIA",21418,112195,3742289,72431
199202,"SAUDI ARABIA",28670,145654,7908471,101979
199210,"SAUDI ARABIA",10061,79583,6651903,93754
199207,"EGYPT",6629,126829,3340476,111349
199210,"IRAQ",18598,62735,509319,101863
199212,"IRAN",11023,148467,6980208,90927
199206,"IRAN",10046,19450,1762482,82167
199210,"IRAN",13807,41917,6011714,111534
199207,"EGYPT",562,197512,2996907,96570
199208,"EGYPT",14488,61916,8366089,112674
199208,"SAUDI ARABIA",14488,187734,714118,109303
199201,"SAUDI ARABIA",2939,73888,1105956,111712
199202,"EGYPT",27731,194291,3186167,83117
199207,"IRAN",6760,73650,795588,97419
199202,"EGYPT",1604,116865,3912386,112911
199208,"JORDAN",19930,17294,1661889,72677
199210,"IRAQ",13552,124179,3930756,72190
199208,"SAUDI ARABIA",9310,173551,804152,97473
199212,"JORDAN",17101,2859,4580810,105711
199205,"JORDAN",12373,97425,281639,85345
199201,"JORDAN",3103,45211,1373577,69372
199205,"IRAQ",15391,183519,2403765,96150
199202,"SAUDI ARABIA",24262,163925,2953546,119335
199202,"IRAQ",24262,56784,8007588,104446
199207,"IRAN",7126,54183,1478334,68230
199211,"JORDAN",25069,177761,540595,110325
199208,"SAUDI ARABIA",2830,70902,7892400,112374
199201,"SAUDI ARABIA",20780,161543,1283632,96272
199206,"IRAN",19054,190006,1302048,65760
199202,"JORDAN",24928,130576,4565871,96394
199206,"IRAN",27235,107298,3359816,78317
199209,"SAUDI ARABIA",15688,92987,6731932,118798
199203,"EGYPT",3388,197709,8943165,108402
199209,"SAUDI ARABIA",4573,27557,4364577,89073
199201,"SAUDI ARABIA",24890,57973,3861940,115858
199202,"IRAQ",12820,79914,9280159,113634
199205,"JORDAN",17998,132823,5456110,111349
199201,"SAUDI ARABIA",13111,174137,2757743,72667
199204,"IRAQ",8887,110364,412308,82461
199207,"IRAN",28093,56496,5608063,87149
199202,"EGYPT",9856,163474,1383723,92248
199205,"IRAQ",23836,2828,1187342,103849
199205,"JORDAN",7702,35993,7561640,115739
199206,"SAUDI ARABIA",25495,72723,7890185,101743
199202,"IRAQ",24005,94980,4739952,118498
199212,"IRAQ",20,44820,882410,105889
199212,"JORDAN",20,40324,3379527,75859
199207,"IRAQ",3232,131010,4740759,62460
199206,"IRAQ",18968,196021,1094679,67021
199209,"IRAQ",28544,111068,2114957,64743
199207,"SAUDI ARABIA",19171,65691,3444258,99401
199207,"EGYPT",9389,110330,2495694,80419
199203,"IRAQ",20300,86902,4911140,113334
199209,"JORDAN",28321,97065,3469750,63723
199205,"EGYPT",28453,75812,5080956,107268
199211,"IRAN",6541,150251,2933017,78075
199211,"JORDAN",6541,58903,2580593,111714
199208,"IRAQ",5812,73844,8278443,109070
199211,"IRAN",13411,142088,2685070,67804
199201,"SAUDI ARABIA",27919,64081,1758869,62704
199202,"JORDAN",18874,181303,5814060,83058
199208,"IRAQ",24907,3929,5443772,109975
199209,"IRAQ",14596,127568,473881,95733
199204,"JORDAN",12655,13607,1937244,91236
199205,"EGYPT",20167,146068,5073429,66843
199206,"IRAN",19039,98800,2849299,107928
199204,"JORDAN",50,118493,299275,90689
199208,"SAUDI ARABIA",13067,166170,856665,74170
199211,"IRAN",6293,85489,1605708,88468
199204,"IRAN",23905,160493,4567260,93209
199204,"EGYPT",23905,197661,5223220,105519
199204,"IRAN",14815,98032,1816972,61801
199209,"JORDAN",19705,127541,5176182,94112
199210,"IRAQ",18808,62715,3523191,100662
199206,"IRAQ",9361,188127,2045046,72907
199206,"JORDAN",9361,169102,2693530,70266
199205,"EGYPT",16082,125188,1091862,72790
199204,"EGYPT",11423,136022,2221842,63481
199207,"IRAN",13762,48030,677774,58681
199206,"SAUDI ARABIA",18616,60372,6199517,79942
199212,"IRAN",2539,175040,2899104,66902
199212,"SAUDI ARABIA",2539,90386,5665180,82582
199205,"IRAQ",21905,78390,136839,82103
199204,"IRAQ",23555,155182,734884,74230
199202,"EGYPT",28849,22640,7197519,93758
199204,"IRAQ",12857,95945,5896575,116456
199201,"IRAN",19057,46451,3834602,83847
199206,"SAUDI ARABIA",27875,167282,6545357,80956
199208,"JORDAN",14147,26097,3171579,61385
199204,"IRAN",3499,4793,1867569,101867
199208,"SAUDI ARABIA",34,35336,635665,76279
199212,"IRAN",27782,73091,1915362,63845
199201,"SAUDI ARABIA",14573,41389,1862532,79822
199202,"EGYPT",14150,189039,221093,67681
199210,"EGYPT",11338,57296,1879935,75197
199204,"SAUDI ARABIA",27905,131152,3748219,70989
199205,"IRAQ",12727,158315,6591888,82398
199205,"SAUDI ARABIA",12727,44789,7306148,104026
199210,"IRAQ",21898,184241,3180576,79514
199205,"IRAQ",16121,27894,2186268,109313
199202,"JORDAN",28939,139175,1322231,72850
199208,"EGYPT",12685,88490,5940572,88709
199204,"IRAQ",7466,158012,1070010,64200
199211,"SAUDI ARABIA",27724,195379,3756694,88462
199204,"IRAN",24457,52850,2677232,108171
199202,"JORDAN",2677,129364,2069139,83601
199201,"SAUDI ARABIA",8506,118513,3001759,91890
199211,"EGYPT",10250,118919,9115928,116274
199210,"SAUDI ARABIA",8332,188742,3624865,109844
199210,"IRAN",8332,154952,3736940,120417
199211,"JORDAN",18638,128157,117329,71109
199209,"EGYPT",22996,150141,1650920,71468
199207,"SAUDI ARABIA",21187,161331,137840,83539
199212,"IRAN",8921,3420,1323420,79405
199208,"EGYPT",3407,19854,4214667,106431
199205,"IRAN",18299,155269,1966526,79455
199205,"EGYPT",18299,189351,5041225,86421
199203,"JORDAN",20008,92131,3522135,67387
199203,"EGYPT",10280,100617,5605018,97056
199201,"IRAQ",25214,171037,4168408,66481
199201,"EGYPT",25214,11818,678085,103788
199208,"JORDAN",643,68922,936005,113455
199211,"JORDAN",16,90066,2006514,63363
199210,"IRAQ",12703,82123,656441,66307
199210,"IRAN",12703,26545,1019777,88292
199212,"EGYPT",18227,106074,3916333,64804
199202,"EGYPT",11182,7430,2912922,80245
199206,"SAUDI ARABIA",11996,135396,841657,85883
199210,"IRAN",9610,188676,8646883,105880
199202,"EGYPT",4981,20240,4135095,69614
199212,"SAUDI ARABIA",7204,49786,1360851,104146
199211,"JORDAN",18529,1195,5480950,65771
199207,"SAUDI ARABIA",9205,89906,3715964,113754
199208,"IRAQ",11494,199333,425402,85939
199210,"IRAQ",17662,17614,3790734,91896
199204,"SAUDI ARABIA",26422,57226,351416,70993
199204,"IRAQ",20495,93235,2087991,73693
199201,"IRAN",18065,132585,4438639,97054
199208,"EGYPT",9200,119443,4679808,87746
199202,"IRAQ",1660,188200,4973740,77292
199210,"JORDAN",4745,28374,4899515,78142
199210,"SAUDI ARABIA",1945,116464,7328277,88827
199203,"IRAQ",14183,76962,1357272,116337
199203,"IRAQ",14183,82478,6726924,87628
199203,"EGYPT",19291,49553,3005100,90153
199205,"JORDAN",2956,145140,5866443,71108
199206,"EGYPT",29429,47443,6268103,83426
199201,"JORDAN",1801,59310,380793,76158
199203,"IRAQ",4693,170427,1630690,89845
199209,"EGYPT",11110,30443,4079116,82406
199211,"IRAQ",17779,142874,191687,115012
199206,"SAUDI ARABIA",7966,185393,6948433,88703
199205,"SAUDI ARABIA",1060,138201,850091,74352
199205,"IRAN",1060,130255,6426250,77115
199207,"SAUDI ARABIA",27337,30359,2274413,77361
199206,"SAUDI ARABIA",8359,172506,6719674,94710
199206,"EGYPT",8359,110979,1790973,119398
199205,"IRAQ",19588,15075,198014,59404
199207,"EGYPT",20663,52321,6302934,76399
199206,"SAUDI ARABIA",18745,184924,9546387,120535
199204,"JORDAN",23834,57390,2640884,80843
199206,"IRAQ",25477,185687,1216058,106360
199204,"IRAQ",5458,43115,4044096,63486
199208,"EGYPT",10504,78177,1471686,69310
199209,"SAUDI ARABIA",16930,62917,7143658,112794
199209,"EGYPT",19726,84204,1397323,71292
199202,"IRAQ",3802,178131,4976779,72547
199208,"IRAN",9037,197338,3657220,86119
199203,"JORDAN",11674,129213,122978,74532
199207,"EGYPT",23815,30487,4069585,85048
199209,"SAUDI ARABIA",9148,179994,10162551,124439
199206,"IRAN",14677,70396,3922905,81983
199205,"JORDAN",29383,158467,4379595,91527
199203,"IRAN",25940,183187,3017947,76210
199207,"JORDAN",25250,71404,3676444,82524
199206,"IRAN",6962,125970,4694521,119758
199208,"EGYPT",12935,69709,1495721,100722
199205,"IRAQ",22510,116401,6528544,85044
199208,"SAUDI ARABIA",5177,182469,2280646,93087
199210,"JORDAN",6055,145884,3056929,115792
199210,"IRAQ",6055,70114,5420550,65046
199206,"JORDAN",14146,105139,5720650,68647
199205,"IRAN",20530,149189,3761590,74290
199204,"IRAQ",20290,56547,3458142,90212
199210,"JORDAN",24253,132891,1539112,115433
199206,"SAUDI ARABIA",6139,121370,5565480,83482
199210,"EGYPT",27254,197482,5108038,94768
199202,"SAUDI ARABIA",27263,124511,1520154,92130
199202,"IRAQ",7651,9289,5032776,71896
199210,"JORDAN",22871,26561,5007126,89253
199208,"SAUDI ARABIA",1154,93271,4424945,75856
199207,"IRAQ",19886,21127,2670609,62887
199207,"IRAN",19886,20533,1709351,87211
199207,"JORDAN",2728,91039,1236036,61801
199204,"IRAN",10805,184864,6559862,116931
199210,"IRAQ",13819,154451,1639435,90327
199211,"IRAN",4600,78967,3051265,116757
199206,"IRAQ",6923,117514,3452023,91890
199206,"SAUDI ARABIA",6923,20009,1579300,55740
199206,"EGYPT",6923,79725,4091328,102283
199205,"SAUDI ARABIA",18268,29123,2783909,63127
199201,"JORDAN",16142,145911,3643766,117414
199208,"JORDAN",17956,29503,4071165,85950
199204,"IRAQ",7531,154763,1799582,109065
199207,"JORDAN",29080,5987,742048,113578
199202,"EGYPT",9482,66620,6064061,95197
199205,"SAUDI ARABIA",14914,180517,2396265,95850
199208,"SAUDI ARABIA",29540,67831,2820565,107929
199203,"IRAN",1690,163437,2352674,90025
199210,"IRAN",16678,176428,5510690,90265
199210,"IRAQ",16678,14411,132541,79524
199209,"EGYPT",11602,148592,7054537,98435
199207,"IRAQ",22990,154809,7082440,111828
199211,"JORDAN",8494,120612,1306088,97956
199206,"EGYPT",4987,69791,2266136,105647
199206,"SAUDI ARABIA",5569,17953,7884183,112257
199204,"EGYPT",11137,105925,772368,115855
199202,"EGYPT",3724,18649,1862356,94058
199206,"IRAN",8752,39566,4769614,90333
199202,"IRAQ",28021,152461,2097655,90807
199212,"IRAN",29281,45909,2726703,111294
199208,"IRAN",27272,128763,5733632,107505
199212,"IRAQ",5533,94340,3302491,80060
199204,"IRAQ",29267,176865,190302,116511
199204,"EGYPT",29267,64403,6566254,82044
199201,"IRAN",14017,169015,1931705,65040
199211,"EGYPT",1432,65021,390463,59161
199208,"IRAQ",26608,27819,2270853,104808
199211,"IRAN",12788,58514,874670,88350
199204,"EGYPT",2276,162258,3696700,79215
199211,"IRAQ",29011,178881,6596956,117592
199209,"JORDAN",17599,4231,3065121,68113
199211,"IRAN",10064,67452,5535855,85167
199206,"IRAN",6383,151582,4162361,98014
199206,"EGYPT",6383,35580,7426342,90934
199206,"SAUDI ARABIA",6383,186566,7287789,99153
199202,"JORDAN",1072,184130,4735107,72847
199204,"IRAQ",22364,22669,1432494,95499
199209,"IRAQ",20768,4765,1335808,100185
199206,"SAUDI ARABIA",1810,166671,4768166,104260
199208,"IRAQ",6820,20622,7558838,92557
199207,"SAUDI ARABIA",20089,10343,1842409,75200
199210,"SAUDI ARABIA",5446,140187,1472616,73630
199210,"EGYPT",5446,117554,2022584,94293
199208,"JORDAN",11387,133558,2387325,95493
199211,"IRAQ",9476,77269,1587735,74775
199211,"EGYPT",3863,33463,4653004,83787
199210,"SAUDI ARABIA",26348,66735,5054138,102103
199212,"IRAQ",2518,78358,1309623,80181
199211,"EGYPT",11911,186957,9712850,122637
199208,"IRAQ",4994,40355,4274655,77721
199211,"EGYPT",26272,117618,7693909,98136
199207,"IRAN",13909,172906,8509270,118734
199201,"SAUDI ARABIA",11806,14310,6121550,73458
199208,"JORDAN",26341,186751,3782089,110265
199210,"IRAN",12367,162579,2954826,98494
199205,"SAUDI ARABIA",21869,141021,1366819,63721
199202,"SAUDI ARABIA",1639,160188,1123362,74890
199207,"IRAQ",6725,104752,8263752,105405
199207,"IRAN",6725,109167,2561676,70569
199203,"JORDAN",25786,63105,5129016,64086
199204,"SAUDI ARABIA",29159,33662,3989150,95739
199211,"JORDAN",4039,137057,1299731,65643
199211,"JORDAN",20092,197308,3513250,84318
199204,"SAUDI ARABIA",6787,20957,6197235,112677
199207,"IRAQ",1099,19672,4775010,95500
199207,"IRAN",1099,21182,2839585,66190
199210,"SAUDI ARABIA",3656,32530,4299838,87751
199211,"EGYPT",21697,30758,2674980,101325
199202,"EGYPT",4180,64881,180896,110752
199202,"SAUDI ARABIA",4180,97788,4375161,107146
199211,"IRAN",9949,584,146973,89074
199212,"IRAN",2326,184518,2403765,96150
199206,"JORDAN",14653,20214,1908875,68052
199208,"SAUDI ARABIA",28933,54714,1168097,100122
199208,"JORDAN",28933,177276,1339737,81196
199208,"SAUDI ARABIA",28933,46410,1595138,81384
199203,"EGYPT",18284,32075,805656,60424
199210,"EGYPT",23947,155620,5418955,100537
199209,"IRAN",529,162734,1067257,107803
199205,"IRAN",8056,110503,3745912,90810
199201,"IRAQ",5227,103982,5362146,119158
199210,"SAUDI ARABIA",1894,54248,5594022,72134
199205,"EGYPT",2047,18245,1861184,69794
199202,"SAUDI ARABIA",16279,135649,2501690,101078
199206,"IRAQ",2170,51288,5824616,74356
199212,"SAUDI ARABIA",10781,161506,6759060,94050
199207,"IRAN",9559,152653,5683225,102339
199210,"IRAN",20953,35610,3091220,92736
199207,"IRAN",27430,1482,1245132,83008
199204,"IRAN",7619,36153,4162731,65349
199201,"EGYPT",6415,43883,8951712,109612
199207,"JORDAN",28222,60511,1030057,88290
199210,"IRAQ",1532,148705,3645942,105222
199205,"IRAN",22925,128479,3693301,90448
199211,"IRAN",15361,77464,3603650,86487
199211,"SAUDI ARABIA",19291,131490,3280332,91289
199205,"IRAQ",6074,7519,847346,85590
199205,"IRAQ",5188,183595,6314855,100715
199205,"EGYPT",22972,178018,3329678,65760
199210,"IRAN",12820,94311,775354,78318
199201,"IRAN",13048,13482,2651412,83728
199208,"JORDAN",3364,51664,5008546,96939
199207,"JORDAN",12932,27362,4722925,77361
199209,"SAUDI ARABIA",29806,88452,6559809,86427
199201,"SAUDI ARABIA",24811,157472,1529470,91768
199212,"IRAN",15379,57453,691120,84627
199208,"JORDAN",26096,69243,3326386,72734
199201,"IRAQ",14666,111448,3003527,87566
199201,"IRAN",14666,105554,5458425,93573
199201,"JORDAN",12505,160044,865567,66242
199204,"IRAN",12536,154486,3623208,92428
199204,"IRAN",3391,91248,981478,74354
199203,"IRAN",13717,158990,1807209,122939
199211,"JORDAN",20170,92211,4812840,72192
199208,"JORDAN",14195,101821,4192486,109369
199210,"SAUDI ARABIA",5482,144287,3653032,79876
199207,"IRAN",25084,73153,4966321,67569
199201,"JORDAN",6832,113777,4476925,107446
199204,"IRAQ",5044,26100,4207010,61566
199201,"EGYPT",1655,199298,1521648,83837
199201,"IRAN",25774,105416,6680627,85284
199210,"IRAN",8266,97242,1104162,74354
199209,"JORDAN",23183,109624,2450430,98017
199209,"EGYPT",26720,1285,3138896,71176
199201,"SAUDI ARABIA",9965,177220,2440070,77833
199202,"IRAN",18185,148429,2954840,88645
199211,"IRAQ",15407,195994,819276,125399
199203,"JORDAN",22904,171218,2400509,77352
199206,"IRAN",9739,80135,4589875,66907
199208,"IRAN",18751,125208,5005558,73992
199202,"IRAQ",20089,192907,1175941,119994
199207,"JORDAN",25054,13495,5298739,84509
199202,"IRAQ",11159,174951,8825038,121557
199202,"EGYPT",14080,88877,8594197,111952
199211,"JORDAN",23567,186063,4616923,68943
199207,"IRAQ",8788,26060,2169332,59163
199202,"IRAQ",29764,21661,940100,94959
199201,"JORDAN",548,30287,3615321,73036
199203,"IRAQ",12796,11030,2823090,56461
199207,"IRAN",6763,90821,2536548,108709
199210,"EGYPT",1061,78788,6406344,106006
199212,"IRAN",18508,65840,7945696,108350
199201,"SAUDI ARABIA",14543,123093,3093801,66965
199209,"JORDAN",16000,129447,4576964,88586
199202,"SAUDI ARABIA",4162,111383,2788760,83662
199207,"IRAQ",25241,120583,2357262,96214
199211,"IRAQ",15728,100299,1948935,77957
199205,"IRAQ",19775,18381,764035,77962
199205,"SAUDI ARABIA",19775,183888,5410838,118312
199209,"SAUDI ARABIA",5783,36030,4070850,57961
199212,"JORDAN",26546,193498,3781380,95489
199206,"JORDAN",9035,77140,3981486,67028
199207,"SAUDI ARABIA",14713,29305,1466348,74058
199212,"IRAN",8893,76434,705215,84625
199212,"EGYPT",8893,25959,1662525,113097
199209,"IRAN",5761,94601,5528754,95736
199211,"IRAN",1147,150178,5175508,73690
199203,"IRAN",23434,155097,5760450,69125
199210,"EGYPT",11830,28664,4257180,95559
199210,"IRAQ",11830,145392,711508,86243
199206,"SAUDI ARABIA",23596,6060,1243319,57963
199205,"IRAQ",8258,86827,533263,108829
199205,"IRAQ",8258,124710,3642891,104082
199201,"IRAQ",24850,57513,3602749,88230
199204,"EGYPT",28217,23236,5738188,69553
199205,"EGYPT",18340,51160,5333568,66669
199211,"SAUDI ARABIA",2530,156309,2568129,81918
199208,"IRAN",15310,117165,4213218,70929
199203,"IRAN",4180,141969,2189935,120657
199212,"IRAQ",2728,91873,369244,111892
199211,"IRAN",13651,87368,5711487,81321
199209,"SAUDI ARABIA",9826,84493,5265774,88649
199206,"IRAN",27676,32400,2480928,79944
199209,"IRAQ",18943,111355,5816551,81981
199206,"JORDAN",14338,166749,4176202,108944
199206,"IRAQ",14338,161598,813199,99575
199212,"IRAQ",18367,7865,2304718,106371
199202,"IRAN",27994,161871,7271456,115972
199204,"IRAQ",2917,107466,294692,88407
199204,"EGYPT",12091,131074,3719665,66304
199211,"IRAQ",7024,29580,1056706,90574
199204,"IRAN",11005,63286,5246976,74956
199202,"IRAN",20467,581,4065455,88894
199204,"EGYPT",24658,157220,6386100,76633
199206,"IRAN",12718,7355,5428105,75741
199209,"SAUDI ARABIA",23447,193769,745104,111765
199201,"SAUDI ARABIA",1177,63919,6524283,112974
199201,"JORDAN",1177,54512,5461283,87990
199208,"IRAQ",20539,83764,4152677,104865
199208,"IRAN",20539,28115,4956858,62586
199203,"IRAN",12814,153683,7294056,104200
199210,"SAUDI ARABIA",15626,81315,256669,77778
199210,"IRAN",15626,173062,3448312,68103
199210,"IRAN",19006,40440,811698,82826
199205,"IRAQ",9133,105207,3682663,72732
199203,"EGYPT",15011,180495,7330754,94529
199201,"EGYPT",29998,130307,1069840,80238
199211,"EGYPT",2036,190278,4741055,82096
199212,"IRAN",26612,162959,8718648,121317
199209,"SAUDI ARABIA",7834,1221,2356662,67333
199202,"JORDAN",17962,55759,840227,102885
199209,"JORDAN",8149,124891,2299068,114953
199211,"JORDAN",25085,86771,522057,105466
199209,"EGYPT",803,175039,4148647,66841
199212,"SAUDI ARABIA",18416,169359,1142680,85701
199201,"EGYPT",24053,125309,3269035,80058
199205,"JORDAN",12847,67963,7758597,115857
199211,"EGYPT",14941,55174,4359725,67750
199208,"SAUDI ARABIA",176,97521,902000,91111
199211,"IRAQ",22612,136535,1232079,94291
199202,"JORDAN",20176,115950,3660598,117957
199202,"IRAN",17512,115193,5920131,72491
199202,"IRAQ",1699,145446,6869572,89486
199202,"SAUDI ARABIA",20693,185345,1541906,85820
199206,"EGYPT",248,71585,2593262,93394
199212,"IRAN",11089,100755,351150,105345
199208,"SAUDI ARABIA",22342,117456,3465554,88407
199210,"SAUDI ARABIA",27946,120774,3230586,107686
199209,"SAUDI ARABIA",3362,152260,2572029,78735
199208,"JORDAN",1195,102399,412008,84083
199205,"IRAQ",21850,16333,244868,74959
199210,"IRAN",14638,138355,696675,83601
199204,"SAUDI ARABIA",12293,144671,3602907,102940
199211,"SAUDI ARABIA",27964,36209,793623,68712
199212,"SAUDI ARABIA",11935,166313,6344826,82758
199212,"SAUDI ARABIA",2116,28622,4406862,93037
199207,"SAUDI ARABIA",16843,31616,7583289,92856
199202,"JORDAN",25265,12829,8709100,104509
199202,"IRAQ",19675,165565,7425570,97833
199207,"SAUDI ARABIA",22331,18788,1013827,102406
199207,"JORDAN",25672,5114,4891728,61146
199205,"JORDAN",15562,53281,4112620,74056
199205,"JORDAN",15562,86408,4919443,83664
199205,"SAUDI ARABIA",15562,44385,3816649,79762
199212,"IRAQ",11504,59368,1327360,79641
199212,"EGYPT",10093,119319,1457419,80298
199210,"JORDAN",17533,11653,306671,93879
199206,"IRAQ",12718,26077,2507675,60184
199210,"IRAN",15010,15909,4562250,109494
199212,"IRAQ",15709,120558,773489,94713
199212,"JORDAN",20926,80136,3794842,66967
199205,"IRAN",24566,78692,4584373,100241
199211,"JORDAN",7796,97537,1687983,92071
199204,"IRAQ",16799,157788,365464,110746
199207,"EGYPT",9871,90952,2475318,116577
199210,"JORDAN",19196,125561,2221184,95193
199210,"IRAQ",19196,88691,6584384,100781
199205,"IRAQ",4688,174795,5497182,112187
199205,"IRAN",4688,32961,7795539,113637
199202,"IRAN",7813,195545,1148378,98432
199206,"IRAN",7769,56798,5439849,105287
199202,"SAUDI ARABIA",1838,34138,1260824,64327
199208,"IRAN",27670,199950,4667736,122997
199205,"IRAN",15254,191790,8298693,112907
199202,"SAUDI ARABIA",19520,57747,511422,102284
199205,"JORDAN",28430,180356,6032670,86181
199202,"IRAQ",29230,184222,4049282,78373
199211,"SAUDI ARABIA",15178,129085,4344912,66844
199203,"JORDAN",19036,63990,6893676,117239
199204,"SAUDI ARABIA",14417,107136,3960945,68587
199212,"IRAN",5374,164016,534604,64800
199211,"IRAQ",22129,46765,5703584,102705
199202,"IRAN",28138,85016,5005050,60060
199201,"JORDAN",27881,110593,5772924,96215
199201,"IRAQ",27881,129741,2454245,106244
199201,"EGYPT",17573,131411,1856381,86544
199210,"JORDAN",19870,95662,3573914,99459
199202,"EGYPT",17444,126644,8353200,100238
199203,"IRAQ",13700,14100,3776508,60846
199207,"SAUDI ARABIA",27922,197377,7371850,88462
199211,"JORDAN",25849,71662,3267320,98019
199210,"EGYPT",13325,155609,8239770,99876
