"d_year","s_city","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED ST0",4387,18747,3554689,99944
1992,"UNITED ST1",8255,4995,5585970,113999
1992,"UNITED ST3",7889,1793,4318324,101687
1993,"UNITED ST7",16037,159921,5241514,118855
1993,"UNITED ST4",10697,124024,762958,62881
1993,"UNITED ST1",2369,160979,5752715,122398
1992,"UNITED ST9",1193,105927,6156350,115975
1992,"UNITED ST1",25049,88550,1735484,92313
1992,"UNITED ST1",26767,134461,1905216,89727
1993,"UNITED ST8",12700,76617,1968108,95616
1992,"UNITED ST1",12856,5949,6232598,111296
1993,"UNITED ST3",9268,81078,3009876,63544
1992,"UNITED ST0",3856,126586,2786538,96754
1992,"UNITED ST1",23701,81008,3457544,59340
1992,"UNITED ST5",3649,185653,1738650,104319
1992,"UNITED ST4",21949,38178,2120723,66970
1992,"UNITED ST6",14306,19371,3832398,77422
1992,"UNITED ST4",5033,39158,1632559,65829
1992,"UNITED ST1",19372,157112,3551756,70146
1993,"UNITED ST4",9244,184649,6060805,104018
1993,"UNITED ST9",26729,154530,6179667,95071
1993,"UNITED ST0",12329,110881,2815117,113512
1993,"UNITED ST9",824,118402,4359207,85224
1992,"UNITED ST0",11219,158230,1043466,77293
1993,"UNITED ST5",25928,86004,2445300,59400
1993,"UNITED ST9",22517,182069,1496378,69063
1992,"UNITED ST8",15040,43994,546513,116279
1992,"UNITED ST0",15040,155989,6680949,122698
1992,"UNITED ST4",9175,68726,2994570,101683
1993,"UNITED ST4",23893,127070,2958797,65824
1992,"UNITED ST1",27196,37797,3710715,104087
1992,"UNITED ST8",26908,45316,1101123,75678
1992,"UNITED ST8",24209,196526,2466230,97351
1993,"UNITED ST4",10048,45508,872100,87210
1992,"UNITED ST2",5542,126608,3261027,98076
1993,"UNITED ST3",109,152426,5708179,88705
1992,"UNITED ST9",27451,64965,5681802,115797
1992,"UNITED ST9",6661,137534,429027,94291
1992,"UNITED ST4",19232,129841,4864184,112250
1992,"UNITED ST6",19232,176355,1417036,85881
1992,"UNITED ST6",11642,151478,431310,91768
1993,"UNITED ST6",11041,77909,8868430,113214
1992,"UNITED ST4",4850,59635,2200589,95677
1992,"UNITED ST3",806,105155,2561611,69609
1992,"UNITED ST7",29369,34668,2770999,96159
1993,"UNITED ST0",18922,14979,5681910,113638
1992,"UNITED ST7",10648,16788,4677916,102286
1992,"UNITED ST8",10648,145551,910033,95793
1993,"UNITED ST0",17608,19251,567571,70215
1993,"UNITED ST0",25990,50203,3009852,69192
1993,"UNITED ST1",11209,64065,100847,61743
1993,"UNITED ST8",28375,35685,5756655,97240
1993,"UNITED ST7",11617,18931,9064657,110995
1993,"UNITED ST6",6050,119774,6457572,107626
1993,"UNITED ST1",6050,36483,3202346,85168
1993,"UNITED ST9",12208,173986,6196419,123598
1992,"UNITED ST8",7204,63315,5821423,76698
1992,"UNITED ST5",7204,152457,5615154,90567
1992,"UNITED ST9",12550,89745,5323917,104084
1992,"UNITED ST9",28838,9771,3001855,100846
1993,"UNITED ST3",14989,85771,1119062,105406
1992,"UNITED ST1",1358,56806,8292211,105768
1993,"UNITED ST9",15283,146589,2104991,98134
1993,"UNITED ST5",20884,34890,2861427,109493
1993,"UNITED ST6",15019,179148,2429737,73628
1993,"UNITED ST0",15019,127229,2487315,75373
1993,"UNITED ST0",14101,60359,1139918,79161
1993,"UNITED ST1",7681,173445,5308466,91106
1992,"UNITED ST9",1090,24368,4768808,77541
1992,"UNITED ST9",3286,124789,5259962,108826
1992,"UNITED ST4",3286,127408,667461,86124
1993,"UNITED ST7",12013,78666,3177483,98679
1993,"UNITED ST9",21577,46220,4198392,69973
1993,"UNITED ST7",18865,13675,1900049,95320
1992,"UNITED ST6",4333,4162,4597281,63969
1993,"UNITED ST3",5413,138865,8772986,114231
1992,"UNITED ST1",19768,64448,1762725,84746
1992,"UNITED ST4",10699,38573,302314,90694
1993,"UNITED ST1",8842,107299,2283394,78377
1993,"UNITED ST1",20989,160524,5323987,95071
1993,"UNITED ST3",11797,120881,1825804,114112
1992,"UNITED ST8",24940,18297,5954921,72917
1992,"UNITED ST9",14555,119653,471687,100359
1993,"UNITED ST6",12502,12909,4357984,109314
1993,"UNITED ST9",19822,129712,5705841,104502
1993,"UNITED ST1",17239,63672,6330042,98140
1993,"UNITED ST4",10289,153843,8825996,113810
1992,"UNITED ST4",1909,35997,6572166,115979
1992,"UNITED ST9",25111,83596,5882393,94775
1992,"UNITED ST1",7795,122002,4183040,61440
1993,"UNITED ST0",6686,118277,4569712,77716
1993,"UNITED ST1",6164,31742,150636,100424
1992,"UNITED ST3",9446,37587,3137585,91474
1992,"UNITED ST1",24502,42944,7870426,113216
1993,"UNITED ST5",14470,120359,1142101,82761
1993,"UNITED ST0",20929,167480,6468466,92848
1993,"UNITED ST6",20929,30367,1971987,77841
1993,"UNITED ST8",27877,89643,5061184,97958
1993,"UNITED ST9",25399,189989,8182865,124738
1993,"UNITED ST3",22490,99491,2633695,89429
1993,"UNITED ST9",15823,121038,4575009,63541
1993,"UNITED ST5",701,143798,1786536,110507
1993,"UNITED ST0",2041,169992,8619118,123719
1993,"UNITED ST3",21568,79645,763580,97478
1992,"UNITED ST4",15505,57626,4225098,95017
1992,"UNITED ST5",15505,133721,6316992,105283
1992,"UNITED ST1",15505,11923,6679108,110095
1993,"UNITED ST1",1024,49921,1515445,112255
1992,"UNITED ST0",11176,15521,4266464,86191
1992,"UNITED ST9",25831,52911,4059595,111834
1992,"UNITED ST0",10216,31510,5189436,86490
1992,"UNITED ST0",10216,178007,2886100,65100
1992,"UNITED ST6",10679,10512,5735560,85350
1992,"UNITED ST7",19550,177527,4723706,96271
1992,"UNITED ST4",19550,91146,2757564,68228
1993,"UNITED ST7",10384,85921,6607477,114415
1993,"UNITED ST4",10384,68157,5072176,67509
1993,"UNITED ST0",10384,101944,7260302,116756
1992,"UNITED ST2",10402,97145,651019,68528
1993,"UNITED ST1",9778,56656,3983245,96759
1993,"UNITED ST8",16625,21114,4571045,62106
1992,"UNITED ST1",11089,199032,1791551,67861
1992,"UNITED ST4",23902,103409,2603053,84744
1992,"UNITED ST6",24941,21423,3710599,80665
1992,"UNITED ST3",21790,109953,5778924,117777
1992,"UNITED ST1",4501,5739,5319056,98683
1992,"UNITED ST5",5543,34594,3329269,91715
1993,"UNITED ST1",16955,4386,2171709,77422
1993,"UNITED ST7",6865,102400,2347617,84144
1993,"UNITED ST6",21508,182575,6166160,99454
1992,"UNITED ST4",6937,135127,1057529,69727
1993,"UNITED ST7",24979,176705,5587411,106902
1993,"UNITED ST1",12125,84645,306372,97778
1993,"UNITED ST4",10738,192157,363502,74949
1993,"UNITED ST6",14972,158753,869640,108705
1992,"UNITED ST3",29270,183488,2090068,94288
1993,"UNITED ST6",17879,145599,7183569,98675
1993,"UNITED ST0",4801,152854,3603946,114411
1993,"UNITED ST6",2998,22175,1579924,65830
1992,"UNITED ST7",17743,54683,5188170,98260
1993,"UNITED ST6",9653,89109,108711,65886
1992,"UNITED ST3",9370,110871,1072665,112912
1992,"UNITED ST0",9370,119536,6354340,93331
1992,"UNITED ST9",16772,151499,294593,93029
1992,"UNITED ST3",16772,124940,4293393,117896
1993,"UNITED ST6",27509,178018,3540112,65760
1993,"UNITED ST4",27706,103303,2407510,78378
1993,"UNITED ST4",10756,157937,2567474,119695
1993,"UNITED ST3",16369,10111,1940109,61266
1992,"UNITED ST3",5413,89361,1350360,81021
1992,"UNITED ST3",19558,80139,2240498,67147
1992,"UNITED ST4",26167,85692,5148830,100661
1993,"UNITED ST6",4654,145475,2378015,91228
1993,"UNITED ST7",23401,124882,953440,114412
1993,"UNITED ST1",14587,158837,1725205,113749
1992,"UNITED ST9",1804,109837,6249672,110809
1993,"UNITED ST7",10576,8117,3444369,61506
1992,"UNITED ST5",23738,186711,2365786,107862
1993,"UNITED ST4",18212,28654,3974034,94959
1993,"UNITED ST1",24242,172044,2669567,66962
1992,"UNITED ST2",1720,71464,3376201,86127
1993,"UNITED ST8",29977,14803,639021,103068
1992,"UNITED ST0",1592,68146,2328552,66848
1992,"UNITED ST1",17914,807,8026660,102468
1992,"UNITED ST0",5270,164569,6295740,98013
1992,"UNITED ST9",20690,176987,9708961,123838
1992,"UNITED ST7",10525,77422,5680245,83965
1992,"UNITED ST0",10525,135384,2753597,85162
1992,"UNITED ST6",10880,88689,3452665,100660
1992,"UNITED ST9",21310,167723,5440207,107443
1992,"UNITED ST0",29600,42939,7301888,112915
1993,"UNITED ST4",18508,26022,3208099,56881
1992,"UNITED ST0",6601,171341,7061700,84740
1992,"UNITED ST0",1915,50514,5064275,87870
1992,"UNITED ST5",22108,110396,4430128,84383
1992,"UNITED ST4",27250,85714,464020,101982
1993,"UNITED ST6",8813,165806,5338373,112308
1993,"UNITED ST7",18445,123787,1318247,108646
1993,"UNITED ST0",13738,84621,7311993,96337
1993,"UNITED ST1",23308,70512,1114847,88950
1993,"UNITED ST9",5671,139682,5230463,103300
1993,"UNITED ST6",29749,125167,5374257,71529
1992,"UNITED ST7",22069,179294,3213498,82397
1992,"UNITED ST7",27211,69707,2300432,100602
1992,"UNITED ST5",22718,46096,3301341,62525
1993,"UNITED ST0",29147,98357,3388375,81321
1993,"UNITED ST1",29147,60314,3996236,76458
1992,"UNITED ST9",8663,16754,6507571,100245
1993,"UNITED ST6",6133,104350,1061810,81261
1992,"UNITED ST8",24008,79681,1813462,99640
1992,"UNITED ST0",24008,133633,4289905,99997
1992,"UNITED ST1",10591,42755,2353081,101865
1993,"UNITED ST2",10948,49929,7102317,112735
1992,"UNITED ST9",21971,85636,2108119,97297
1993,"UNITED ST3",17816,190245,5419739,80114
1993,"UNITED ST1",17816,31015,4450031,56760
1993,"UNITED ST9",17816,67580,1501152,92854
1993,"UNITED ST5",6010,101605,4051845,96396
1992,"UNITED ST5",793,87197,1278925,71051
1993,"UNITED ST1",4429,37825,3839421,105769
1992,"UNITED ST5",8083,87469,3425593,87387
1992,"UNITED ST7",21079,192178,2159289,76210
1992,"UNITED ST9",26120,124746,6990881,106244
1993,"UNITED ST2",20044,41049,3553253,59402
1992,"UNITED ST9",9046,190267,370531,81435
1992,"UNITED ST0",15652,14344,3397518,75500
1992,"UNITED ST9",13547,17854,7562255,106311
1992,"UNITED ST6",9640,23339,4064702,75739
1993,"UNITED ST0",17575,22541,6375180,87812
1992,"UNITED ST1",16360,77908,4209328,113154
1993,"UNITED ST6",21116,167895,5712009,117773
1993,"UNITED ST3",17521,88982,926360,118258
1992,"UNITED ST1",23758,87801,7083648,107328
1993,"UNITED ST0",7306,194902,3163089,119814
1993,"UNITED ST3",18910,51139,1853221,65407
1992,"UNITED ST1",10676,79199,643291,70691
1993,"UNITED ST0",4958,7602,6388627,90576
1993,"UNITED ST9",22955,106036,3603339,62521
1993,"UNITED ST5",12923,193277,1995113,82216
1993,"UNITED ST7",12439,7054,3390584,57663
1993,"UNITED ST4",22882,94527,3599916,91291
1993,"UNITED ST1",22345,176936,4971937,120775
1992,"UNITED ST9",7907,85302,3243996,77238
1993,"UNITED ST3",13555,150282,1939799,79936
1993,"UNITED ST3",5758,51428,251054,82765
1993,"UNITED ST6",5758,144384,3856626,85702
1993,"UNITED ST3",29648,93958,749548,117117
1992,"UNITED ST3",6358,57275,3824966,73936
1992,"UNITED ST4",658,85667,1457646,99159
1993,"UNITED ST4",20494,127288,2967271,78916
1992,"UNITED ST6",20377,47294,4409062,74477
1993,"UNITED ST0",3544,10698,2663990,96521
1993,"UNITED ST4",4361,47555,2554335,90153
1993,"UNITED ST3",4361,41791,1386232,103967
1993,"UNITED ST4",4361,136092,3322225,67685
1993,"UNITED ST6",26179,32848,4637307,106850
1993,"UNITED ST3",6623,102981,8481514,119038
1992,"UNITED ST4",58,186984,9443668,124258
1993,"UNITED ST7",6560,176747,1276618,109424
1992,"UNITED ST6",25372,110772,5134377,106966
1992,"UNITED ST9",9200,109445,1570795,87266
1993,"UNITED ST9",12589,148881,4438724,115792
1992,"UNITED ST1",14794,181760,838000,110505
1992,"UNITED ST0",22921,89178,2867736,70030
1992,"UNITED ST7",15079,56747,7106299,102224
1993,"UNITED ST6",24430,118358,269764,82581
1992,"UNITED ST4",27907,170412,4669591,88944
1992,"UNITED ST3",5906,187704,2780718,107502
1993,"UNITED ST7",21572,87417,2831290,84264
1993,"UNITED ST3",21572,9351,5623681,75621
1993,"UNITED ST9",6349,112843,5567520,111350
1992,"UNITED ST0",22556,44913,2002826,111474
1993,"UNITED ST4",18121,134438,3183393,88345
1993,"UNITED ST4",11239,89871,883913,111652
1992,"UNITED ST9",17729,197965,4266201,123777
1992,"UNITED ST9",21034,16029,3955853,56701
1992,"UNITED ST9",10856,1787,7540402,101326
1993,"UNITED ST0",3626,26862,7362947,107331
1993,"UNITED ST9",12707,110066,4504387,64563
1992,"UNITED ST0",18005,112788,171074,108046
1992,"UNITED ST1",18005,15376,4158211,77482
1993,"UNITED ST7",27647,19797,2935710,103007
1992,"UNITED ST0",4105,49716,5008789,99942
1992,"UNITED ST6",25295,98172,4268780,70210
1993,"UNITED ST9",29314,72356,4865746,79701
1993,"UNITED ST5",24574,11751,6577839,99765
1992,"UNITED ST0",19156,84235,2655482,73153
1993,"UNITED ST4",21013,132356,3132117,83301
1992,"UNITED ST7",28627,85307,4174129,77538
1993,"UNITED ST7",26110,73562,6536878,92133
1992,"UNITED ST1",7504,71682,5953248,99220
1992,"UNITED ST4",5224,39458,1635016,83847
1992,"UNITED ST1",17630,79285,1643564,75856
1993,"UNITED ST0",24202,65289,3601037,75256
1992,"UNITED ST6",17974,128902,9171775,115854
1992,"UNITED ST7",5845,38954,757180,113577
1992,"UNITED ST0",5845,89734,2456315,103423
1992,"UNITED ST5",27721,150991,185821,122519
1992,"UNITED ST5",27721,94119,4958905,66786
1992,"UNITED ST5",27103,82261,5196826,74595
1992,"UNITED ST3",478,176777,2930810,111226
1993,"UNITED ST1",22573,52303,2623577,75318
1992,"UNITED ST5",13462,160793,4315623,111227
1992,"UNITED ST5",12937,173077,3606619,69004
1992,"UNITED ST3",12484,116226,2713008,74533
1993,"UNITED ST9",5185,7848,6838996,105350
1992,"UNITED ST4",20591,118399,1449989,85043
1993,"UNITED ST9",20824,58929,3296308,113275
1992,"UNITED ST0",28483,177353,5767171,85821
1992,"UNITED ST1",28483,72063,1104409,62103
1993,"UNITED ST0",6676,187119,1637897,72366
1993,"UNITED ST9",8953,157104,5805500,69666
1992,"UNITED ST6",24071,162446,1843313,90506
1993,"UNITED ST7",25201,104371,1407003,82522
1993,"UNITED ST1",25258,80192,3733425,70331
1992,"UNITED ST8",3478,119604,1750240,97416
1992,"UNITED ST3",26926,65658,2264991,97419
1993,"UNITED ST1",19234,43960,380792,114237
1993,"UNITED ST9",16426,119028,4428894,62821
1992,"UNITED ST3",18298,178600,2209037,100716
1992,"UNITED ST9",18298,121373,6832413,83662
1993,"UNITED ST9",24302,50084,687663,62044
1993,"UNITED ST4",20291,112250,3639066,75735
1992,"UNITED ST8",1861,159794,1090028,111227
1992,"UNITED ST5",29671,13442,3949752,81326
1993,"UNITED ST7",24322,76185,4412484,69670
1992,"UNITED ST7",25282,77896,4384902,112433
1992,"UNITED ST2",25282,192286,4465627,82696
1993,"UNITED ST9",17794,8497,5020410,84329
1993,"UNITED ST8",17794,16983,372396,113998
1992,"UNITED ST7",17681,13396,3531424,78563
1992,"UNITED ST7",2996,96210,5731909,72372
1992,"UNITED ST1",2996,186964,812180,123057
1993,"UNITED ST6",26731,60838,1780841,107929
1992,"UNITED ST2",3509,81791,1872066,106367
1992,"UNITED ST4",22360,96354,6751750,81021
1993,"UNITED ST9",14614,104435,5953482,86365
1993,"UNITED ST1",15226,15419,5100115,80064
1992,"UNITED ST4",6793,117418,2954073,86124
1992,"UNITED ST3",6232,59236,4919566,71713
1993,"UNITED ST0",5980,92421,3454398,84805
1992,"UNITED ST4",14434,132026,3385664,63481
1992,"UNITED ST7",14042,74260,5220919,74055
1993,"UNITED ST7",25381,83296,3883924,76757
1993,"UNITED ST1",19925,55030,3181646,59101
1993,"UNITED ST0",19804,125988,8801092,120838
1993,"UNITED ST0",17012,83036,3485082,61141
1992,"UNITED ST1",12691,123674,2607621,101860
1993,"UNITED ST4",1892,112078,1360407,65404
1992,"UNITED ST2",26926,163300,6208468,81798
1993,"UNITED ST5",2300,167331,1879355,83899
1992,"UNITED ST4",29185,40061,1359439,60063
1993,"UNITED ST9",14944,158935,8573899,119635
1993,"UNITED ST0",24640,137405,4846464,86544
1992,"UNITED ST6",27478,2618,4911570,91236
1993,"UNITED ST5",4186,23512,2009714,86130
1993,"UNITED ST7",9943,136746,2294386,106964
1992,"UNITED ST4",14732,155935,4013714,119455
1992,"UNITED ST1",12352,6219,4557100,67512
1992,"UNITED ST6",12352,42115,1141678,63426
1993,"UNITED ST1",15298,156210,1037025,75972
1993,"UNITED ST6",26807,49769,680628,103125
1992,"UNITED ST6",5416,187993,8332283,124859
1992,"UNITED ST1",15377,56502,2143995,87510
1993,"UNITED ST9",21626,52571,4628605,91414
1993,"UNITED ST0",21626,32225,1041498,69433
1993,"UNITED ST4",22295,111852,6262536,111831
1992,"UNITED ST6",15467,181847,1614439,115730
1993,"UNITED ST8",2506,97756,7912920,105225
1993,"UNITED ST9",26948,147686,8410081,104020
1992,"UNITED ST1",20537,40044,805928,59042
1992,"UNITED ST3",6839,141961,9013320,120177
1993,"UNITED ST5",3779,65765,2180757,103845
1992,"UNITED ST9",28394,74235,2463201,72553
1992,"UNITED ST9",12802,47607,3769905,93276
1992,"UNITED ST3",3161,30644,755827,94478
1992,"UNITED ST0",4378,153098,1466488,69065
1992,"UNITED ST6",28837,57671,2685676,97720
1993,"UNITED ST9",4879,13611,3979232,91476
1993,"UNITED ST5",1411,187015,4055396,66120
1992,"UNITED ST0",11899,57409,2885836,81984
1993,"UNITED ST0",9466,154410,2464602,87864
1992,"UNITED ST9",15169,138876,4808238,114892
1992,"UNITED ST8",23539,45786,6776455,103906
1993,"UNITED ST2",18310,73044,4329539,61022
1993,"UNITED ST9",6920,68844,6816278,108770
1992,"UNITED ST0",11924,143139,5106801,70927
1992,"UNITED ST6",11924,1962,6905971,111837
1993,"UNITED ST7",27572,132156,230501,71289
1993,"UNITED ST7",29050,149042,102557,65462
1992,"UNITED ST8",9088,165254,4306032,79155
1992,"UNITED ST0",27691,156221,252889,76633
1993,"UNITED ST4",20623,109228,805430,74233
1992,"UNITED ST5",15716,54772,6989964,103606
1993,"UNITED ST5",12646,51080,2616881,61864
1992,"UNITED ST4",23975,168398,4227602,87983
1992,"UNITED ST1",12883,68149,5198052,67028
1992,"UNITED ST3",12817,70889,4149392,111592
1992,"UNITED ST1",6727,38464,3673042,84147
1993,"UNITED ST3",4951,111074,103081,65104
1992,"UNITED ST1",5290,11350,2436928,75681
1993,"UNITED ST1",18356,115514,1927182,91770
1992,"UNITED ST0",18583,74049,5012896,61382
1993,"UNITED ST1",14404,11109,2299305,61206
1993,"UNITED ST4",14404,108193,815608,72071
1993,"UNITED ST1",6259,153647,5169945,102038
1993,"UNITED ST7",29215,163618,166479,100896
1992,"UNITED ST0",18992,145651,2015620,101799
1993,"UNITED ST1",18046,77057,702119,62043
1992,"UNITED ST3",22582,114537,6494704,93091
1992,"UNITED ST0",25096,164762,5041857,109605
1993,"UNITED ST3",4507,118827,2327579,110749
1992,"UNITED ST0",8770,184891,2726728,118553
1992,"UNITED ST0",1489,134176,2755557,72610
1993,"UNITED ST4",13096,52684,1505745,98200
1993,"UNITED ST1",13096,97958,8187606,117357
1993,"UNITED ST6",4633,134322,2838777,81379
1993,"UNITED ST5",6413,22978,7223686,114058
1993,"UNITED ST1",2212,19601,2098428,91236
1993,"UNITED ST7",25049,57763,4413749,103245
1993,"UNITED ST7",631,143278,3303175,79276
1993,"UNITED ST4",17704,11022,3638778,55981
1992,"UNITED ST0",13249,87550,4921697,92253
1992,"UNITED ST8",10420,47421,129999,82105
1992,"UNITED ST1",13915,197283,6695738,82816
1992,"UNITED ST7",25597,61886,9147006,110872
1992,"UNITED ST4",13777,185562,1917759,98853
1992,"UNITED ST7",574,57138,4100166,65707
1993,"UNITED ST4",13933,20833,3298954,105229
1992,"UNITED ST0",12887,1909,164791,108654
1993,"UNITED ST7",24424,114134,3029915,68887
1993,"UNITED ST0",24424,17146,1530921,63788
1993,"UNITED ST0",23468,46714,5739413,99642
1993,"UNITED ST1",806,127926,5306846,117235
1992,"UNITED ST8",7699,139142,2455590,70868
1992,"UNITED ST7",23150,64221,1379596,71113
1993,"UNITED ST9",20081,164168,2106993,73929
1992,"UNITED ST6",10967,121275,502952,77776
1992,"UNITED ST1",3076,168827,3981222,113749
1993,"UNITED ST0",26923,110473,4724851,89008
1993,"UNITED ST9",26923,116406,140817,85344
1993,"UNITED ST0",12280,96815,7500893,108708
1993,"UNITED ST0",6583,180239,2844259,79153
1992,"UNITED ST4",2087,36378,4156037,78862
1993,"UNITED ST1",24848,142937,1275074,118795
1992,"UNITED ST4",28769,173295,738876,82097
1993,"UNITED ST7",2893,85482,2113171,88048
1993,"UNITED ST0",1211,45498,6042449,86609
1992,"UNITED ST0",14936,113840,8527664,111230
1992,"UNITED ST3",21418,15377,1902368,77542
1993,"UNITED ST1",25939,15180,5098062,65710
1993,"UNITED ST4",25939,115804,706082,109188
1992,"UNITED ST5",12751,171200,880941,76272
1992,"UNITED ST0",27028,118231,363525,74953
1993,"UNITED ST9",27274,2585,2811526,89254
1993,"UNITED ST0",4555,134837,7597757,112309
1992,"UNITED ST9",24464,116741,7593436,105464
1992,"UNITED ST7",16163,172468,4436524,92427
1992,"UNITED ST0",22165,6043,1209076,56942
1992,"UNITED ST4",22165,128454,1294178,88947
1993,"UNITED ST3",19168,113593,6362096,96395
1992,"UNITED ST5",12742,36300,6057870,74178
1993,"UNITED ST5",17959,123369,3106355,83541
1993,"UNITED ST8",11143,151582,1617244,98014
1993,"UNITED ST1",8630,161228,4376901,77353
1992,"UNITED ST0",24502,64751,4889887,102945
1992,"UNITED ST1",19301,153213,3488408,75972
1993,"UNITED ST5",2971,27777,330725,102286
1992,"UNITED ST9",26959,65276,993016,74476
1993,"UNITED ST4",20423,84168,1267376,69129
1992,"UNITED ST5",18358,196240,372810,80174
1992,"UNITED ST7",8491,44547,1342386,89492
1993,"UNITED ST3",1759,20395,3255590,78923
1993,"UNITED ST1",15401,30803,7568037,104028
1992,"UNITED ST9",1115,104475,4448766,88768
1992,"UNITED ST3",18853,145200,5247272,74712
