"s_city","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST1",2036,19921103,167015,103872,64920
"UNITED ST7",8945,19940420,11573,987239,89074
"UNITED ST4",982,19980625,18271,1268951,71356
"UNITED ST4",21880,19950411,17717,4757006,98082
"UNITED ST5",25507,19930211,36860,4625117,107811
"UNITED ST4",29119,19980611,35002,2290028,56220
"UNITED ST8",8695,19940330,184030,1693325,66841
"UNITED ST4",29512,19970708,133256,3190893,77355
"UNITED ST7",16231,19950201,92861,2780790,111231
"UNITED ST2",11905,19961220,182229,4295556,78673
"UNITED ST5",23900,19940708,105492,3881494,89849
"UNITED ST4",5044,19930625,191381,5936636,88342
"UNITED ST9",5044,19930625,126585,7413268,96694
"UNITED ST0",5044,19930625,92952,548475,116697
"UNITED ST9",19870,19950515,23922,8675824,110755
"UNITED ST3",19033,19950702,136708,4494347,104682
"UNITED ST4",14914,19940508,196242,5476078,80294
"UNITED ST8",12556,19960518,40332,2084076,76339
"UNITED ST0",8630,19920126,13617,4848972,91836
"UNITED ST0",26956,19931117,721,4774343,97303
"UNITED ST7",25079,19920715,49372,2510603,79282
"UNITED ST7",9610,19950731,92761,2455264,105225
"UNITED ST7",12302,19920126,181202,4144736,76992
"UNITED ST9",5044,19980607,91195,4191995,71171
"UNITED ST1",5242,19960223,7171,1940706,64690
"UNITED ST2",5072,19940915,39334,5092046,76399
"UNITED ST7",3034,19980411,185895,6340828,118853
"UNITED ST2",13423,19950913,22073,2897643,59704
"UNITED ST9",6101,19980409,172703,5625417,106542
"UNITED ST9",2056,19950201,194880,5172210,118492
"UNITED ST1",19759,19970524,174739,344608,108823
"UNITED ST1",29431,19920115,36516,2379211,87150
"UNITED ST5",15595,19970205,56381,4980403,80242
"UNITED ST3",1480,19951021,1208,537962,66552
"UNITED ST9",8569,19970922,37185,3375517,67330
"UNITED ST1",17645,19940627,40515,4564479,87330
"UNITED ST7",6760,19950506,95486,1392591,88888
"UNITED ST7",25712,19980508,51349,4767046,78020
"UNITED ST5",16889,19940213,187736,2914320,109423
"UNITED ST4",18715,19920720,166764,6393013,109845
"UNITED ST7",27817,19920906,17265,4750320,70935
"UNITED ST8",27817,19920906,63714,2852107,100662
"UNITED ST6",14324,19960525,141347,4981363,83300
"UNITED ST2",20618,19950113,135563,5559791,95913
"UNITED ST1",21932,19930704,9273,4617946,70936
"UNITED ST5",28589,19950216,26144,428056,64208
"UNITED ST1",11962,19921214,120019,2836497,62340
"UNITED ST2",2776,19920607,91658,7753355,98979
"UNITED ST4",13630,19940509,25103,3358802,61686
"UNITED ST9",7673,19940916,73423,5200268,83785
"UNITED ST6",11530,19970202,30246,4469712,70574
"UNITED ST0",10787,19940402,183290,823974,82397
"UNITED ST9",29732,19951206,93798,1612611,107507
"UNITED ST0",29732,19951206,135504,6581362,92370
"UNITED ST9",29101,19930509,21297,336248,73097
"UNITED ST9",1984,19980326,96363,5502689,81561
"UNITED ST6",15433,19961014,44566,4205399,90633
"UNITED ST1",22336,19921211,16963,7955990,112797
"UNITED ST8",9274,19950825,150628,5346404,100717
"UNITED ST4",24629,19930416,73826,6878912,107989
"UNITED ST0",13042,19951111,104403,3276427,84444
"UNITED ST9",4901,19940523,111850,6825542,111711
"UNITED ST3",26854,19930128,92995,2616194,119279
"UNITED ST8",10480,19941201,97066,4443590,63783
"UNITED ST6",8633,19950607,191170,4648672,75670
"UNITED ST0",9509,19940815,72091,1063090,63785
"UNITED ST4",3358,19920608,61701,6650800,99762
"UNITED ST3",13765,19960206,37385,3239831,79342
"UNITED ST4",26042,19970825,25379,5810968,78262
"UNITED ST9",2465,19920821,169932,2912808,120115
"UNITED ST9",13049,19970626,178788,362155,112006
"UNITED ST6",14734,19940515,58067,3690216,61503
"UNITED ST4",18865,19951211,155429,3023763,89065
"UNITED ST4",19450,19920727,183292,2508528,82517
"UNITED ST6",14665,19960103,103265,3267037,76095
"UNITED ST7",9559,19940601,100188,4774107,71290
"UNITED ST9",23287,19920822,42950,8359267,113577
"UNITED ST1",23287,19920822,47264,232561,72675
"UNITED ST1",22816,19960507,78633,2248223,96697
"UNITED ST9",1906,19950513,67369,4349851,80181
"UNITED ST2",21859,19980222,11723,4408839,98083
"UNITED ST6",14236,19960302,70605,5095490,94536
"UNITED ST8",4093,19920517,81908,4864602,113394
"UNITED ST1",2074,19920121,57505,2337075,87750
"UNITED ST0",4870,19960813,28800,3734208,103728
"UNITED ST7",18553,19980529,58720,3088844,100723
"UNITED ST3",4891,19960315,3344,785824,74840
"UNITED ST9",16097,19970623,144339,2730693,82999
"UNITED ST9",23218,19920419,132480,3980847,90748
"UNITED ST9",568,19940808,142376,3097720,85102
"UNITED ST0",29338,19971121,24350,3303115,76461
"UNITED ST7",19952,19950424,15204,3809756,67152
"UNITED ST9",3662,19980201,190098,4540879,71285
"UNITED ST3",15545,19940817,34682,7604862,97000
"UNITED ST0",12859,19950407,165149,1878274,72848
"UNITED ST1",18703,19940105,146742,7899075,107324
"UNITED ST1",2254,19960111,79822,4591037,108109
"UNITED ST2",25682,19920719,176867,2449263,116631
"UNITED ST7",4027,19960407,170326,5495915,83779
"UNITED ST1",1261,19951019,50776,5242473,103606
"UNITED ST6",22642,19940326,75079,632442,63244
"UNITED ST0",28786,19951111,62024,585695,59161
"UNITED ST1",4219,19960228,47063,4751322,60603
"UNITED ST1",17473,19970419,190846,4047995,116210
"UNITED ST8",28180,19970919,25265,3299400,71415
"UNITED ST1",14584,19960118,117709,6262740,103602
"UNITED ST6",15214,19940924,140456,4638995,89787
"UNITED ST4",6673,19960222,179691,8499312,106241
"UNITED ST7",26708,19980407,71832,3427277,108229
"UNITED ST0",6020,19940131,74805,8115888,106788
"UNITED ST0",10342,19940728,40290,1417294,73817
"UNITED ST7",19010,19980520,23411,3661621,80064
"UNITED ST4",646,19930313,55048,3691187,60182
"UNITED ST9",533,19961112,162470,7355856,91948
"UNITED ST8",15094,19920630,195646,3378781,104498
"UNITED ST0",12982,19941116,163383,2314208,86782
"UNITED ST0",5965,19950930,189388,6388191,88642
"UNITED ST9",5933,19920731,7580,7140384,89254
"UNITED ST9",5876,19961104,79354,2062692,80001
"UNITED ST1",12319,19950622,94962,2684949,117417
"UNITED ST3",6226,19950405,33660,6374640,95619
"UNITED ST6",7943,19940220,20768,7683858,101325
"UNITED ST3",2929,19941219,174696,7082760,106241
"UNITED ST3",22408,19951227,36342,2756101,76700
"UNITED ST0",27586,19940523,152839,3342863,113509
"UNITED ST8",3370,19920930,178058,991771,68163
"UNITED ST5",21236,19930831,106455,2805984,87687
"UNITED ST1",26251,19930720,192386,2152521,88702
"UNITED ST1",11824,19920805,6780,941223,101206
"UNITED ST9",13477,19960913,84592,7184520,94595
"UNITED ST5",13999,19921021,12507,134852,85170
"UNITED ST9",27872,19950603,165699,160586,105881
"UNITED ST7",2138,19950311,7305,823151,72738
"UNITED ST4",4381,19940813,20897,5290059,109073
"UNITED ST3",11135,19971103,25741,5013553,100004
"UNITED ST9",7993,19920811,84401,407307,83124
"UNITED ST0",11207,19971205,143174,1471558,73030
"UNITED ST0",15454,19930114,53957,5912479,114657
"UNITED ST0",18946,19970124,3034,275486,56221
"UNITED ST8",24424,19930730,151100,3948273,69066
"UNITED ST5",28172,19950814,170026,832975,65761
"UNITED ST7",3238,19950117,63183,2682061,68770
"UNITED ST0",1088,19950810,65327,4174193,77539
"UNITED ST1",26924,19960416,48985,3133047,116038
"UNITED ST7",26924,19960416,84939,5602484,115435
"UNITED ST9",11056,19960503,83553,3764547,92193
"UNITED ST4",19078,19960123,111274,5498385,77116
"UNITED ST0",10420,19920618,33559,295524,89553
"UNITED ST7",5894,19940513,127708,3263116,104142
"UNITED ST3",17902,19971111,95638,1063493,98017
"UNITED ST9",17902,19971111,8778,327233,101206
"UNITED ST7",20113,19951210,129771,5024148,108046
"UNITED ST8",5779,19920126,182403,5050360,89124
"UNITED ST0",25522,19950116,116491,7014350,90449
"UNITED ST1",16043,19960724,119329,1003150,80899
"UNITED ST8",21271,19940719,76893,8975472,112193
"UNITED ST3",2053,19920105,43623,3665890,93997
"UNITED ST5",18274,19960409,172264,3499664,80175
"UNITED ST9",27250,19931102,153595,3198264,98915
"UNITED ST3",21238,19920320,122481,5532806,90208
"UNITED ST1",3905,19960813,21069,4098848,59403
"UNITED ST4",13120,19960710,15920,7341844,110155
"UNITED ST7",22325,19931226,153625,1735693,100717
"UNITED ST3",3887,19970829,11038,1315355,56941
"UNITED ST0",17018,19920104,79321,1235304,78019
"UNITED ST8",295,19970429,29376,5580456,78322
"UNITED ST2",295,19970429,182664,4715982,104799
"UNITED ST0",22553,19960305,84452,5744363,86187
"UNITED ST1",16768,19930606,118157,3424387,70509
"UNITED ST3",10681,19940123,178922,6338914,120055
"UNITED ST0",10186,19960618,22914,7004137,110214
"UNITED ST6",21379,19980428,104564,6929898,94113
"UNITED ST6",21379,19980428,40642,153516,94958
"UNITED ST7",14723,19930927,106224,1948668,73813
"UNITED ST0",19004,19950108,14414,3788625,79704
"UNITED ST9",19004,19950108,181669,5047152,105039
"UNITED ST7",12388,19921122,125607,6824268,97956
"UNITED ST3",22898,19950416,37554,3684128,89493
"UNITED ST7",26680,19980517,113692,844316,102341
"UNITED ST2",24139,19960129,66840,3781716,108410
"UNITED ST3",2323,19920306,14206,4792215,67212
"UNITED ST0",18923,19960216,169565,5263283,98073
"UNITED ST9",9079,19970219,171954,8022762,121557
"UNITED ST6",9079,19970219,22866,6135789,107331
"UNITED ST9",4426,19920224,60639,743827,95977
"UNITED ST4",25061,19941201,61852,5332719,108831
"UNITED ST1",10009,19970304,49308,800900,75438
"UNITED ST0",5293,19930208,188017,546979,66300
"UNITED ST9",7414,19960212,123518,554943,92490
"UNITED ST9",7414,19960212,181565,2608151,98793
"UNITED ST1",8324,19980614,135172,946421,72430
"UNITED ST7",248,19920913,192251,515808,80595
"UNITED ST8",17870,19930407,143891,9384216,116093
"UNITED ST7",24584,19920818,43982,3620842,115558
"UNITED ST6",27823,19950426,72307,5756850,76758
"UNITED ST4",16130,19940528,83780,8127498,105826
"UNITED ST7",12454,19950330,10326,1251155,74179
"UNITED ST9",23218,19940612,56281,5567760,74236
"UNITED ST1",24605,19920324,156486,3299364,92548
"UNITED ST0",15761,19951122,137207,462842,74652
"UNITED ST7",15761,19951122,33975,7616790,114538
"UNITED ST7",21400,19970124,42480,6482241,85348
"UNITED ST9",25676,19960703,126487,6312725,90808
"UNITED ST4",10054,19950308,76792,5078196,106127
"UNITED ST1",1864,19950219,72641,6754697,96818
"UNITED ST7",28279,19950718,147279,5310385,79576
"UNITED ST1",1606,19940317,59290,1609085,74957
"UNITED ST6",3766,19920323,57529,138246,89191
"UNITED ST4",21890,19980716,86098,4336360,65045
"UNITED ST7",11515,19950519,195587,666301,100954
"UNITED ST9",21016,19961009,23505,4628340,85710
"UNITED ST0",10753,19970705,133393,2875602,85583
"UNITED ST5",17450,19960425,140799,6959925,110387
"UNITED ST8",5233,19960605,67521,3000856,89311
"UNITED ST9",24538,19930126,40798,6915167,104327
"UNITED ST4",13555,19970925,10629,560421,92377
"UNITED ST3",27233,19920516,120103,889495,67386
"UNITED ST4",23585,19970615,101290,1104052,77477
"UNITED ST1",13385,19930526,65466,6733587,85887
"UNITED ST9",15746,19920403,26241,1260619,70034
"UNITED ST9",15746,19920403,1377,118888,76702
"UNITED ST5",355,19961130,110691,5836796,102101
"UNITED ST9",13021,19970119,31666,4249775,95859
"UNITED ST5",18995,19980520,76774,6413070,105046
"UNITED ST5",27961,19940830,133106,205038,68346
"UNITED ST6",2470,19960911,88287,4693030,76516
"UNITED ST5",2470,19960911,29326,4349683,75319
"UNITED ST0",18533,19941205,26665,5086945,95499
"UNITED ST3",6868,19950822,127124,1298463,69067
"UNITED ST1",22111,19980204,27512,2488912,86370
"UNITED ST1",18034,19980706,115423,5048854,86305
"UNITED ST9",28873,19940421,45629,4440428,94477
"UNITED ST5",10075,19960120,127524,3258192,93091
"UNITED ST4",10075,19960120,79394,4725834,82403
"UNITED ST3",9565,19970604,92138,5424624,67807
"UNITED ST3",19760,19961120,46157,992835,66189
"UNITED ST8",10069,19971011,31377,2113017,78502
"UNITED ST9",11666,19960917,102708,7318374,102642
"UNITED ST7",16436,19920430,12520,5280268,85951
"UNITED ST6",13639,19970802,113135,3970233,68887
"UNITED ST9",28499,19960327,62608,4528039,94236
"UNITED ST8",20155,19970521,40908,4171118,110934
"UNITED ST4",28354,19921111,114065,837350,64743
"UNITED ST0",28354,19921111,76921,2319258,113875
"UNITED ST6",26111,19971114,32115,1744485,62826
"UNITED ST3",10235,19930109,101608,7404160,96576
"UNITED ST4",8023,19961002,190615,2537947,102336
"UNITED ST9",589,19931114,17376,2525951,77602
"UNITED ST5",9433,19950522,172512,3061273,95070
"UNITED ST1",17386,19961013,42276,609135,73096
"UNITED ST9",2344,19920210,148383,5359086,85882
"UNITED ST9",13723,19980118,78718,7316213,101802
"UNITED ST9",29603,19941103,13856,4601610,106191
"UNITED ST0",16981,19930215,133093,4607960,67565
"UNITED ST9",12874,19930717,176125,5361799,72067
"UNITED ST6",7118,19940215,126802,1629460,109728
"UNITED ST7",9370,19980402,141209,682609,75012
"UNITED ST7",28144,19931017,9469,4999674,82707
"UNITED ST2",25394,19920429,127567,1546723,95673
"UNITED ST9",9962,19951101,61489,5317459,87028
"UNITED ST5",20477,19950907,33959,363446,113577
"UNITED ST6",22030,19970125,55659,2552761,96879
"UNITED ST4",22030,19970125,89128,623352,67027
"UNITED ST5",8759,19940512,112194,4559398,72371
"UNITED ST1",4063,19950807,44162,4479948,66369
"UNITED ST8",29165,19980712,18737,4718830,99343
"UNITED ST9",21166,19930305,70939,916766,114595
"UNITED ST6",9580,19971212,24510,1078751,86070
"UNITED ST2",26401,19931002,86880,3110222,112012
"UNITED ST4",21205,19940111,168318,5611782,83178
"UNITED ST6",10015,19930916,144642,5866133,101198
"UNITED ST3",13039,19960918,125794,3603184,109187
"UNITED ST0",1136,19951016,165953,4506296,121137
"UNITED ST9",13588,19980417,166859,190659,115551
"UNITED ST4",6854,19921003,152197,2643286,74951
"UNITED ST0",17150,19980628,136579,7365383,96934
"UNITED ST5",7285,19930205,159984,4513107,122638
"UNITED ST4",26902,19951018,71001,673596,58320
"UNITED ST8",6988,19970524,49551,4075493,90033
"UNITED ST5",16855,19921104,190067,226783,69423
"UNITED ST4",22000,19921211,153564,5866890,97053
"UNITED ST4",25273,19950719,29722,4864315,99103
"UNITED ST0",14927,19970822,117621,7467191,98317
"UNITED ST3",14302,19941210,68726,1643878,101683
"UNITED ST4",14302,19941210,47326,2099704,76399
"UNITED ST3",1033,19931106,192535,5354573,97651
"UNITED ST0",25855,19970319,67309,4227105,76578
"UNITED ST1",20647,19980321,181639,7598302,103237
"UNITED ST9",6739,19940417,143612,5574438,99336
"UNITED ST2",11504,19960617,199722,1027450,109303
"UNITED ST3",22456,19930317,98295,2132635,77597
"UNITED ST9",1528,19961105,83119,1496665,66126
"UNITED ST0",10771,19920815,123042,1356860,63902
"UNITED ST4",23224,19980228,141394,5649695,86123
"UNITED ST8",14281,19940409,15427,3157371,80545
"UNITED ST1",18794,19920527,43780,2068536,103426
"UNITED ST5",17584,19930403,183347,7151700,85820
"UNITED ST0",13675,19940716,1715,7449799,97002
"UNITED ST8",25531,19930608,199765,2853082,111885
"UNITED ST4",7,19960303,106185,1500886,71470
"UNITED ST0",14941,19980416,2988,3131462,113458
"UNITED ST6",11482,19930317,59762,6198336,103305
"UNITED ST4",29062,19980411,174650,6357059,103479
"UNITED ST9",29413,19980211,37679,3458057,97000
"UNITED ST0",29413,19980211,114239,1736976,75193
"UNITED ST4",10969,19951106,54538,5529823,89551
"UNITED ST7",18454,19970815,333,473598,73999
"UNITED ST4",10564,19940926,17305,5115325,73338
"UNITED ST8",8573,19920607,176370,1861478,86782
"UNITED ST0",20995,19940314,66486,137985,87148
"UNITED ST1",5467,19970402,46010,2174922,57360
"UNITED ST3",10738,19961223,131095,3141791,67565
"UNITED ST1",14398,19940317,153912,6982912,117954
"UNITED ST1",20512,19971013,65077,1800696,62524
"UNITED ST4",17998,19940316,47586,6011633,92014
"UNITED ST6",14701,19980702,82259,2712131,74475
"UNITED ST9",9853,19930921,117524,6728734,92491
"UNITED ST6",10711,19960107,154810,7034063,111888
"UNITED ST1",10627,19970910,116533,751522,92971
"UNITED ST4",28198,19931209,97062,4280720,63543
"UNITED ST3",25672,19940521,81227,2461144,72493
"UNITED ST9",25672,19940521,125604,6006705,97776
"UNITED ST1",28091,19920126,24397,1546026,79283
"UNITED ST5",8653,19940113,77962,7507645,116397
"UNITED ST0",19696,19980103,76029,4572841,60301
"UNITED ST3",27445,19920416,87569,2957464,93393
"UNITED ST9",27445,19920416,118378,6635550,83782
"UNITED ST1",22186,19930314,22136,2095097,63487
"UNITED ST0",26800,19940809,95666,2392790,99699
"UNITED ST9",29692,19980317,154905,9799500,117594
"UNITED ST3",12020,19920225,124458,3261390,88947
"UNITED ST1",22039,19970511,71521,2988025,89551
"UNITED ST0",4151,19960304,131314,1565940,80718
"UNITED ST4",7351,19940930,22043,3392115,57902
"UNITED ST5",7351,19940930,56411,2056584,82044
"UNITED ST9",21055,19920211,75296,2776497,76277
"UNITED ST1",7417,19960826,18788,3379424,102406
"UNITED ST0",14626,19921017,187787,3599577,112486
"UNITED ST8",16603,19980709,75238,5417071,72793
"UNITED ST5",16603,19980709,115551,4652653,93993
"UNITED ST6",14420,19950324,172849,5481087,115310
"UNITED ST7",14420,19950324,119288,4400304,78436
"UNITED ST5",10048,19940801,125487,5039583,90748
"UNITED ST1",10048,19940801,194525,1489958,97171
"UNITED ST0",4492,19970817,168305,4129513,82398
"UNITED ST0",19927,19940924,102656,7802289,99519
"UNITED ST7",15796,19970331,134719,7995163,105222
"UNITED ST1",2929,19970326,183192,4387928,76511
"UNITED ST1",18695,19950808,177199,1531428,76571
"UNITED ST1",14506,19940408,145350,6161865,83721
"UNITED ST4",1012,19951231,49409,5868288,81504
"UNITED ST1",22813,19980323,13496,6159471,84569
"UNITED ST7",6325,19940725,80008,2909660,59280
"UNITED ST5",25855,19930227,104019,893087,61380
"UNITED ST0",19702,19970209,24930,8547517,111295
"UNITED ST4",18376,19951015,32440,741117,82346
"UNITED ST3",9602,19940808,44350,3230697,77661
"UNITED ST2",10895,19950104,92366,2580884,81501
"UNITED ST4",24355,19950615,5933,720860,110335
"UNITED ST4",22790,19950701,93677,2796701,100240
"UNITED ST1",26621,19930114,99531,5999677,91831
"UNITED ST8",25009,19961129,14255,3816432,70155
"UNITED ST7",689,19961020,179147,3347362,73568
"UNITED ST6",26837,19950123,62095,4306584,63425
"UNITED ST1",26837,19950123,19666,5808272,95139
"UNITED ST9",23932,19941103,174089,2842567,69784
"UNITED ST3",13621,19930115,56438,5890072,83665
"UNITED ST3",13621,19930115,140851,2610753,113511
"UNITED ST6",13072,19930112,67578,3091140,92734
"UNITED ST0",8795,19971001,177752,2510417,109785
"UNITED ST1",21848,19960307,21724,5941049,98743
"UNITED ST4",9163,19920604,35078,4862736,60784
"UNITED ST9",22123,19971016,124789,6308326,108826
"UNITED ST7",15352,19980103,28264,1245911,71535
"UNITED ST9",24556,19940324,64685,7671012,98980
"UNITED ST4",26858,19950719,160874,4628209,116092
"UNITED ST5",5693,19940804,40230,3555158,70213
"UNITED ST1",3859,19960102,175745,1048746,109244
"UNITED ST4",27304,19921020,145601,2476486,98796
"UNITED ST6",29594,19930327,35931,1909869,112015
"UNITED ST0",1019,19961017,61182,967130,68590
"UNITED ST7",17413,19980403,42500,2827300,86550
"UNITED ST4",12644,19951016,163719,2795289,106962
"UNITED ST9",22339,19941220,30165,492822,65709
"UNITED ST9",5615,19980330,124590,3516577,96875
"UNITED ST7",18977,19960513,157555,4092651,96753
"UNITED ST9",6760,19930212,194045,3189312,68342
"UNITED ST0",21581,19920929,45607,3765055,93156
"UNITED ST7",23993,19980207,61142,642027,66188
"UNITED ST4",4228,19920121,67516,719502,89010
"UNITED ST1",14528,19951016,197184,2306124,76870
"UNITED ST1",15055,19940128,184735,171054,109183
"UNITED ST7",19733,19921209,9300,2725762,72558
