"s_nation","d_year","lo_custkey","lo_revenue"
"INDONESIA",1995,269417,7905379
"JAPAN",1994,148234,3594630
"VIETNAM",1992,252289,256765
"INDIA",1993,106079,805576
"JAPAN",1996,268363,4498765
"INDONESIA",1996,268363,5625137
"INDIA",1996,268363,2219747
"VIETNAM",1996,268363,6863374
"INDIA",1995,165707,5927080
"INDONESIA",1997,259814,6069747
"INDONESIA",1993,147325,439243
"INDIA",1995,109882,5286566
"INDIA",1996,272542,1462834
"VIETNAM",1996,209197,2491580
"INDONESIA",1993,173251,2990616
"INDONESIA",1992,9224,2181063
"JAPAN",1992,9224,181790
"INDONESIA",1992,9224,3081763
"CHINA",1992,212701,3153955
"JAPAN",1995,161144,4100026
"INDIA",1995,161144,472365
"VIETNAM",1995,161144,910874
"INDONESIA",1993,297685,2119576
"INDIA",1993,297685,5455039
"INDONESIA",1993,7570,3249421
"INDONESIA",1993,7570,2981638
"VIETNAM",1992,270493,986515
"INDIA",1992,55652,4079088
"JAPAN",1992,55652,5047109
"VIETNAM",1997,46517,3957555
"INDIA",1996,7031,5136012
"CHINA",1996,7031,3001457
"CHINA",1996,140107,4319758
"INDONESIA",1995,66196,2542653
"JAPAN",1992,251026,2553168
"INDONESIA",1995,158440,2590013
"CHINA",1995,79661,4947465
"CHINA",1997,254906,4734116
"CHINA",1993,202294,1130470
"VIETNAM",1993,202294,1353003
"VIETNAM",1997,172537,8296943
"INDONESIA",1997,172537,3515957
"INDIA",1993,101027,2659532
"INDONESIA",1993,44839,4347604
"CHINA",1994,275581,858503
"CHINA",1993,274129,5061630
"INDONESIA",1993,165884,157931
"INDIA",1993,165884,755289
"INDONESIA",1992,109394,5020652
"INDONESIA",1994,207937,540569
"VIETNAM",1996,70894,6486940
"JAPAN",1996,70894,2256914
"INDIA",1995,209677,2831384
"INDONESIA",1993,213226,6348110
"INDONESIA",1993,213226,3283814
"INDIA",1996,180842,4031557
"JAPAN",1995,107239,1005032
"INDIA",1993,237469,1769493
"CHINA",1993,151876,2320318
"JAPAN",1994,161143,3507714
"JAPAN",1994,161143,3281968
"CHINA",1995,151021,2836229
"JAPAN",1995,136,3925368
"JAPAN",1995,136,6675146
"CHINA",1996,247879,279216
"VIETNAM",1992,297913,4444540
"JAPAN",1992,7765,3648375
"INDIA",1993,147377,4952944
"JAPAN",1993,147377,1516330
"VIETNAM",1995,247045,2946762
"INDIA",1995,247045,7553348
"CHINA",1995,84428,3747963
"INDIA",1995,92017,2046636
"INDONESIA",1993,10369,240878
"CHINA",1993,10369,4804340
"JAPAN",1993,10369,256767
"INDIA",1995,267155,2497636
"JAPAN",1995,267155,7764816
"CHINA",1996,273586,2038717
"CHINA",1996,273586,5585796
"JAPAN",1994,50860,1037813
"INDIA",1993,100975,184579
"VIETNAM",1993,100975,3432818
"INDONESIA",1994,284573,1838982
"INDIA",1994,284573,3749903
"INDONESIA",1992,258775,3103302
"INDONESIA",1994,103429,3131692
"VIETNAM",1992,164582,4508058
"JAPAN",1992,164582,4271568
"INDIA",1996,203429,5584788
"CHINA",1996,203429,2618403
"INDIA",1992,216109,4773158
"INDONESIA",1995,238915,5642103
"INDONESIA",1995,238915,1809627
"INDONESIA",1997,116927,3240207
"VIETNAM",1997,116927,1400277
"INDIA",1995,184816,962658
"JAPAN",1992,231550,849107
"INDONESIA",1996,202060,3546191
"INDIA",1994,14362,2763192
"CHINA",1992,3425,5322218
"CHINA",1992,3425,3980312
"CHINA",1994,251824,3523003
"JAPAN",1995,277135,2041591
"JAPAN",1995,277135,5636943
"VIETNAM",1995,277135,2878702
"INDONESIA",1996,209092,3444137
"INDONESIA",1992,87745,4896384
"CHINA",1992,87745,3186324
"INDIA",1992,87745,3421065
"JAPAN",1994,80947,4533247
"VIETNAM",1995,270632,8148111
"INDIA",1995,270632,1179972
"INDIA",1996,169612,3548327
"INDIA",1996,169612,2876267
"CHINA",1994,35590,5143386
"INDONESIA",1992,240731,6396868
"CHINA",1996,15269,1314025
"CHINA",1996,118151,2197872
"INDIA",1995,62638,5166235
"INDIA",1995,62638,4939590
"INDONESIA",1995,62638,1201568
"JAPAN",1996,54077,7430062
"INDIA",1996,54077,4801433
"VIETNAM",1996,289357,5406469
"CHINA",1997,195710,1257823
"INDONESIA",1997,235276,7531341
"INDONESIA",1997,235276,6560097
"VIETNAM",1992,52687,2705040
"JAPAN",1996,209755,1757854
"CHINA",1995,169256,5939368
"INDIA",1996,69814,1131696
"INDONESIA",1996,69814,8239814
"JAPAN",1993,43961,5206977
"INDIA",1992,237007,3468707
"VIETNAM",1992,237007,440170
"VIETNAM",1994,267943,4693646
"CHINA",1993,13882,4100152
"CHINA",1994,197617,4111446
"JAPAN",1995,37951,514635
"JAPAN",1995,9167,2506388
"VIETNAM",1997,167335,2609605
"INDONESIA",1997,167335,3541659
"INDONESIA",1995,13963,4450075
"CHINA",1995,117034,693601
"INDONESIA",1997,172252,97101
"VIETNAM",1994,10906,2088347
"CHINA",1997,285340,538659
"CHINA",1997,285340,497649
"JAPAN",1996,199483,264137
"CHINA",1996,199483,823036
"INDIA",1992,202372,2984423
"INDIA",1993,164899,3801960
"VIETNAM",1994,48721,3744934
"JAPAN",1993,130117,1288321
"CHINA",1993,130117,1050610
"INDONESIA",1993,130117,6485718
"CHINA",1993,112453,2018826
"INDIA",1996,286825,6124502
"CHINA",1993,240730,277183
"INDONESIA",1996,128987,1383376
"INDIA",1996,128987,7483460
"INDIA",1996,128987,4790925
"CHINA",1996,79438,982550
"VIETNAM",1996,79438,910790
"JAPAN",1993,83180,4957585
"INDONESIA",1997,1127,3825927
"JAPAN",1997,1127,7255311
"JAPAN",1992,28627,1382479
"VIETNAM",1997,227194,6858097
"JAPAN",1997,227194,4415489
"CHINA",1993,17465,1379736
"JAPAN",1996,124757,5509356
"VIETNAM",1996,124757,4714834
"CHINA",1996,124757,973917
"VIETNAM",1997,150655,1344762
"INDIA",1997,15844,5537060
"VIETNAM",1995,158152,2633676
"VIETNAM",1995,158152,741607
"CHINA",1997,49657,6410916
"CHINA",1995,55727,2342640
"INDIA",1996,290102,318205
"JAPAN",1996,290102,904741
"VIETNAM",1994,138748,135594
"INDIA",1993,14416,6454224
"INDIA",1994,168538,5012158
"INDIA",1994,6844,2086359
"CHINA",1992,170501,308124
"CHINA",1994,3737,6244572
"CHINA",1995,292501,1250975
"INDIA",1995,292501,738920
"INDIA",1993,251317,4154867
"INDIA",1993,251317,6181996
"CHINA",1992,164078,3464032
"INDONESIA",1994,281020,5771029
"JAPAN",1994,281020,3858420
"VIETNAM",1994,14099,4493751
"CHINA",1995,256721,4854126
"INDIA",1995,270161,107196
"VIETNAM",1992,5251,6196629
"VIETNAM",1992,5251,5062067
"CHINA",1993,49232,2590184
"VIETNAM",1992,84154,837522
"INDIA",1996,168061,394307
"INDONESIA",1994,35260,697766
"JAPAN",1994,35260,2365306
"INDONESIA",1995,99101,7847789
"INDONESIA",1993,273832,748715
"JAPAN",1994,59140,565812
"JAPAN",1993,201527,1519112
"INDIA",1993,201527,3456279
"JAPAN",1993,201527,8807377
"JAPAN",1994,1697,460032
"INDIA",1997,16561,2053841
"INDIA",1994,202016,6301557
"VIETNAM",1997,40255,2389916
"INDONESIA",1997,40255,939925
"CHINA",1994,187387,7185332
"INDONESIA",1994,187387,2507441
"CHINA",1994,187387,3277456
"CHINA",1993,105427,7929376
"VIETNAM",1993,105427,5255791
"CHINA",1997,198946,2381068
"JAPAN",1994,217520,7131311
"VIETNAM",1994,217520,4518795
"JAPAN",1995,106003,2870038
"CHINA",1997,172768,2733834
"JAPAN",1997,172768,5877333
"INDIA",1994,284567,5612601
"INDIA",1997,255790,5323145
"INDONESIA",1994,50878,6530436
"JAPAN",1995,86399,320880
"INDONESIA",1994,132329,385659
"CHINA",1997,174830,5298315
"VIETNAM",1992,159046,6505048
"INDONESIA",1996,85996,3284201
"JAPAN",1995,231965,2322583
"JAPAN",1993,129425,3954322
"CHINA",1997,136724,1585458
"INDIA",1995,246434,1540608
"INDIA",1995,246434,2936285
"VIETNAM",1992,5689,4114417
"INDIA",1992,5689,755914
"JAPAN",1995,32878,2923812
"INDONESIA",1992,241010,4495461
"INDONESIA",1992,241010,1449339
"VIETNAM",1992,241010,1876654
"INDIA",1993,53117,5321809
"INDONESIA",1993,53117,5252495
"VIETNAM",1992,6784,1842834
"JAPAN",1992,6784,6494617
"JAPAN",1993,298610,6070648
"VIETNAM",1994,187420,5849865
"INDONESIA",1993,237941,8833876
"VIETNAM",1992,121027,147265
"CHINA",1992,121027,6881937
"JAPAN",1995,99454,7070068
"JAPAN",1995,3520,1335111
"CHINA",1994,98638,4884627
"INDIA",1996,29717,5896640
"JAPAN",1992,114319,6610048
"CHINA",1992,114319,4787411
"VIETNAM",1993,251254,4532017
"INDIA",1997,2195,4318427
"INDONESIA",1997,2195,1391327
"INDONESIA",1997,2195,6002170
"VIETNAM",1996,289516,5126860
"JAPAN",1996,289516,7724031
"INDIA",1993,2050,1044224
"CHINA",1992,237490,7711294
"CHINA",1992,237490,6679534
"CHINA",1994,151807,1954071
"VIETNAM",1994,151807,6397030
"INDONESIA",1995,279463,3574441
"INDIA",1995,279463,7725810
"INDONESIA",1992,115441,6201432
"VIETNAM",1992,115441,978760
"INDONESIA",1996,192859,4877179
"VIETNAM",1994,170224,1616723
"INDIA",1994,170224,143403
"INDONESIA",1997,144586,4097963
"INDONESIA",1997,144586,4003428
"INDIA",1995,25265,2830460
"INDIA",1995,112360,243173
"CHINA",1995,112360,1648626
"VIETNAM",1997,211330,5034076
"INDIA",1992,190517,4940174
"VIETNAM",1992,20209,3142528
"INDIA",1995,49391,5015407
"CHINA",1995,49391,3541608
"INDONESIA",1995,8170,2210939
"INDONESIA",1993,204550,1522765
"INDONESIA",1997,166297,5259236
"CHINA",1992,145078,1085932
"VIETNAM",1992,145078,1772661
"JAPAN",1994,216985,1714363
"INDIA",1992,117220,4927225
"VIETNAM",1992,123871,7152217
"INDIA",1996,197684,1941891
"INDONESIA",1996,197684,6561876
"INDONESIA",1996,197684,294472
"JAPAN",1997,259165,1160216
"INDIA",1995,57388,6557243
"VIETNAM",1995,57388,4373367
"CHINA",1992,16958,4124977
"VIETNAM",1992,276859,1424350
"INDONESIA",1992,164366,5764740
"JAPAN",1992,164366,3796953
"INDONESIA",1994,110969,132692
"CHINA",1993,241645,5643070
"CHINA",1993,225904,3913945
"INDIA",1994,263696,3378994
"VIETNAM",1994,10837,4106558
"INDIA",1994,4097,1768731
"INDONESIA",1993,143273,2862786
"JAPAN",1993,143273,3629410
"CHINA",1992,184367,2095093
"JAPAN",1992,250258,3490801
"CHINA",1997,57373,5408832
"INDIA",1992,48655,2206322
"INDONESIA",1992,48655,4897287
"VIETNAM",1993,190765,2359512
"INDIA",1996,66409,8240514
"JAPAN",1992,283123,5630196
"VIETNAM",1993,33199,1197054
"VIETNAM",1993,33199,1785181
"INDONESIA",1993,121051,4117974
"INDONESIA",1993,78337,689083
"JAPAN",1993,78337,3712753
"JAPAN",1993,78337,3373968
"INDONESIA",1992,192961,1349150
"INDIA",1992,192961,913922
"CHINA",1995,73598,2240293
"VIETNAM",1994,52255,6657529
"CHINA",1994,123416,1438812
"INDIA",1996,49648,192178
"CHINA",1994,123262,305726
"INDONESIA",1995,130834,287794
"INDIA",1993,184870,583887
"JAPAN",1995,5519,3138636
"JAPAN",1995,88628,3244059
"INDONESIA",1995,88628,7182875
"INDONESIA",1992,56006,1301259
"JAPAN",1994,61597,6133436
"CHINA",1994,61597,3134079
"CHINA",1994,251824,5585274
"CHINA",1992,143560,3488224
"INDIA",1993,36493,1688843
"CHINA",1992,133333,6012714
"INDIA",1992,133333,2335459
"INDONESIA",1992,133333,3420244
"CHINA",1997,194743,4348622
"INDIA",1996,93443,1406986
"INDIA",1992,193517,7231332
"INDONESIA",1993,101377,5578577
"JAPAN",1993,101377,5050295
"INDONESIA",1993,101377,1047639
"VIETNAM",1993,101377,6078469
"INDIA",1993,101377,4128540
"CHINA",1995,124978,987489
"JAPAN",1995,124978,7641512
"INDIA",1992,59164,2245034
"INDIA",1995,165277,2236312
"CHINA",1993,240464,1758597
"JAPAN",1993,240464,2648818
"INDIA",1995,36322,3973551
"INDIA",1994,95440,5826277
"JAPAN",1994,95440,912580
"INDONESIA",1994,246341,5963328
"VIETNAM",1993,240808,2308723
"CHINA",1993,240808,3234193
"VIETNAM",1994,249328,5084367
"VIETNAM",1994,1573,5367404
"VIETNAM",1994,1573,1577657
"JAPAN",1994,88981,3164807
"CHINA",1992,223655,810864
"INDONESIA",1996,260722,6540256
"INDONESIA",1993,1058,2636487
"CHINA",1994,143075,4445132
"JAPAN",1994,143075,1715216
"INDIA",1995,152602,4167038
"CHINA",1997,72010,4942828
"INDIA",1995,57424,8175840
"JAPAN",1994,217787,3074296
"INDONESIA",1994,217787,5441576
"INDIA",1994,217787,4640235
"INDIA",1993,32017,4930274
"INDONESIA",1993,32017,5287376
"INDONESIA",1993,203183,3954296
"VIETNAM",1995,283453,576887
"INDIA",1993,286031,3802438
"INDONESIA",1993,286031,3622454
"VIETNAM",1994,121672,151012
"INDIA",1993,130762,2899872
"VIETNAM",1992,55465,1914841
"JAPAN",1994,94672,3628872
"INDIA",1994,236503,4339832
"INDIA",1994,236503,4083668
"JAPAN",1993,67232,3980587
"VIETNAM",1996,202145,5719898
"CHINA",1997,237668,4697164
"INDONESIA",1997,280030,4963170
"JAPAN",1993,261449,3994758
"CHINA",1997,150919,4783236
"VIETNAM",1997,139394,1874086
"JAPAN",1997,139394,872369
"VIETNAM",1997,139394,403361
"VIETNAM",1992,88081,8163955
"INDONESIA",1993,165025,4373886
"VIETNAM",1996,6142,3867964
"INDONESIA",1996,6142,4634054
"INDONESIA",1992,297944,1805421
"INDONESIA",1992,297944,5895491
"INDIA",1992,230044,6070170
"INDONESIA",1992,139831,1631182
"INDIA",1992,139831,5325309
"JAPAN",1993,214139,3391699
"INDIA",1993,214139,5620037
"INDIA",1993,233881,3777142
"INDONESIA",1993,233881,3476746
"JAPAN",1993,233881,2585475
"INDIA",1994,258334,8413218
"INDIA",1994,258334,5665391
"VIETNAM",1993,187993,4060170
"JAPAN",1992,67138,1790377
"VIETNAM",1992,67138,2100842
"JAPAN",1995,116845,3799302
"JAPAN",1997,289918,6068088
"VIETNAM",1992,44648,2874849
"CHINA",1992,44648,2546676
"INDIA",1993,83708,1178407
"VIETNAM",1993,83708,2884900
"JAPAN",1992,174905,643238
"INDIA",1994,214141,7995794
"VIETNAM",1994,214141,5031911
"INDONESIA",1992,263464,7188467
"CHINA",1994,27766,5681514
"CHINA",1995,185492,363751
"INDONESIA",1995,185492,6928219
"JAPAN",1995,185492,2831616
"JAPAN",1997,250684,6120625
"CHINA",1996,32863,4707292
"JAPAN",1996,32863,3005180
"INDIA",1996,32863,5413521
"CHINA",1992,79465,2204511
"INDIA",1992,79465,5107577
"JAPAN",1993,132716,8792880
"INDIA",1993,132716,4299908
"INDIA",1997,280873,3691521
"JAPAN",1997,280873,1193515
"INDONESIA",1993,26909,5441243
"INDIA",1993,26909,9447266
"INDONESIA",1993,26909,3139629
"INDIA",1994,157610,3088989
"INDONESIA",1996,47668,1656312
"INDIA",1996,175424,4161948
"VIETNAM",1994,80452,1631376
"JAPAN",1994,42772,5273650
"CHINA",1996,47134,2128401
"INDONESIA",1997,174524,7839270
"INDONESIA",1997,174524,5022045
"JAPAN",1997,62830,6908088
"VIETNAM",1994,163066,3984247
"VIETNAM",1993,50498,1814494
"INDONESIA",1993,10568,431920
"INDONESIA",1993,10568,3649176
"CHINA",1993,10568,5610287
"JAPAN",1993,1142,5618933
"JAPAN",1997,277885,2857916
"INDIA",1993,297394,3290364
"VIETNAM",1997,108814,2796896
"INDONESIA",1995,284452,1276205
"JAPAN",1996,183874,2085388
"INDIA",1996,183874,6120424
"INDIA",1996,183874,4229481
"INDONESIA",1995,41422,8018167
"INDONESIA",1995,41422,4485074
"CHINA",1993,169690,6483406
"JAPAN",1993,169690,3096913
"INDONESIA",1993,169690,2482219
"JAPAN",1997,84764,989479
"CHINA",1992,226927,260073
"INDONESIA",1993,9754,3688156
"JAPAN",1992,70939,4667248
"CHINA",1994,84713,4577170
"JAPAN",1994,84713,5359774
"INDIA",1993,257269,6644688
"INDONESIA",1993,257269,3183334
"INDIA",1993,257269,8824635
"JAPAN",1997,10136,3174076
"CHINA",1995,253078,5591624
"INDIA",1997,103543,4482135
"INDONESIA",1997,103543,974529
"CHINA",1995,158833,3578615
"JAPAN",1995,158833,6413320
"INDONESIA",1992,74320,684864
"VIETNAM",1997,191479,3286320
"CHINA",1996,72166,2970196
"INDIA",1996,72166,5693455
"INDONESIA",1997,99163,1945346
"CHINA",1992,118018,257055
"INDONESIA",1994,48697,6647031
"CHINA",1994,48697,2594680
"INDONESIA",1993,1450,145389
"INDONESIA",1993,281690,5811601
"VIETNAM",1995,288770,6393446
"VIETNAM",1995,288770,2686404
"INDIA",1993,253153,2082294
"VIETNAM",1993,253153,1022516
"CHINA",1993,253153,6333770
"INDIA",1993,253153,4704268
"JAPAN",1993,133360,1596213
"JAPAN",1997,62099,3064689
"INDONESIA",1994,161261,4305539
"INDONESIA",1994,161261,154857
"INDIA",1997,108847,149908
"CHINA",1996,223618,2853912
"CHINA",1994,243893,2463601
"INDIA",1994,243893,5732336
"INDONESIA",1994,193829,2418687
"JAPAN",1994,193829,6527983
"INDONESIA",1995,272074,2987086
"INDIA",1995,272074,1183362
"CHINA",1995,115192,4409650
"INDONESIA",1994,263036,5238217
"VIETNAM",1993,29950,7611687
"INDIA",1996,89054,6828543
"INDONESIA",1993,4375,3462666
"INDONESIA",1993,4375,4724565
"CHINA",1992,17438,1407861
"VIETNAM",1996,265886,6064679
"VIETNAM",1995,232378,1642162
"VIETNAM",1995,232378,2637237
"INDONESIA",1993,126320,2722662
"INDIA",1993,256592,4780542
"INDONESIA",1993,256592,939466
"VIETNAM",1994,32206,5710079
"INDIA",1992,256582,5434611
"JAPAN",1992,142504,1557384
"JAPAN",1992,142504,657982
"JAPAN",1992,148301,7397887
"CHINA",1995,138536,5577300
"INDONESIA",1995,138536,5678164
"CHINA",1993,64153,698893
"CHINA",1994,224626,3448936
"VIETNAM",1994,224626,6262308
"VIETNAM",1993,86722,6365070
"INDONESIA",1996,42169,4483992
"CHINA",1996,42169,654012
"INDONESIA",1996,42169,986520
"INDONESIA",1993,126425,3513863
"INDIA",1994,245470,1510063
"JAPAN",1992,292657,1221953
"JAPAN",1992,292657,1854164
"INDIA",1992,292657,3947716
"JAPAN",1992,292657,3968004
"VIETNAM",1996,167107,6865403
"INDONESIA",1996,167107,4775058
"VIETNAM",1996,167107,3841656
"INDONESIA",1993,229831,123500
"VIETNAM",1992,251446,2921443
"CHINA",1996,251948,286523
"INDONESIA",1996,280004,6025083
"CHINA",1996,280004,1888836
"JAPAN",1995,81362,293310
"JAPAN",1995,81362,3493674
"INDONESIA",1994,71402,3319680
"INDONESIA",1996,251836,5905226
"VIETNAM",1996,251836,1670500
"JAPAN",1995,204620,1715686
"INDIA",1992,132866,289385
"VIETNAM",1992,234382,1900427
"VIETNAM",1992,234382,4481614
"JAPAN",1992,243040,2004109
"INDIA",1992,243040,6272566
"CHINA",1992,243040,1559197
"INDIA",1992,243040,2945018
"INDONESIA",1994,239779,2023928
"JAPAN",1996,171683,3407391
"CHINA",1996,171683,839040
"JAPAN",1995,294856,1212400
"VIETNAM",1997,206726,1562057
"INDONESIA",1995,96365,6511946
"INDONESIA",1995,214609,444974
"INDONESIA",1995,214609,2322551
"INDIA",1996,21199,5559125
"VIETNAM",1996,21199,3989643
"INDONESIA",1994,166748,3339626
"VIETNAM",1994,166748,820864
"CHINA",1992,232535,4191767
"INDONESIA",1992,232535,4099766
"VIETNAM",1995,206077,859793
"JAPAN",1994,20026,1039268
"JAPAN",1995,123655,3918474
"INDIA",1995,123655,690971
"CHINA",1992,155551,5263442
"INDIA",1995,119201,3731236
"VIETNAM",1994,190484,7010496
"INDIA",1996,63619,6873636
"INDONESIA",1992,38917,4533724
"INDONESIA",1992,38917,7886538
"VIETNAM",1995,56398,544326
"CHINA",1993,287449,4608838
"INDIA",1993,230116,2392689
"INDIA",1993,230116,2261990
"CHINA",1992,257932,3257930
"JAPAN",1995,56005,204929
"VIETNAM",1995,160144,2122555
"INDONESIA",1995,160144,2855402
"INDIA",1996,43801,2819655
"INDIA",1996,43801,2145834
"INDIA",1996,43801,4202162
"CHINA",1996,75265,5772276
"VIETNAM",1992,255400,7006043
"INDIA",1992,255400,154460
"VIETNAM",1992,255400,1541992
"INDONESIA",1993,97663,4073085
"JAPAN",1993,97663,8542209
"VIETNAM",1993,121096,3094185
"CHINA",1993,121096,1688824
"VIETNAM",1996,51092,5820337
"JAPAN",1995,258539,2058443
"INDONESIA",1995,63272,2508603
"CHINA",1995,63272,557366
"CHINA",1995,145885,3094517
"INDIA",1996,54088,2173750
"CHINA",1996,54088,4643365
"VIETNAM",1992,133949,467332
"VIETNAM",1992,75310,4313786
"VIETNAM",1996,13723,1481035
"INDONESIA",1996,13723,2704964
"JAPAN",1993,110255,5053242
"JAPAN",1993,110255,4480948
"CHINA",1993,110255,1585743
"CHINA",1993,228115,517346
"INDONESIA",1993,228115,853259
"INDONESIA",1993,228115,2630929
"JAPAN",1996,224188,8617836
"JAPAN",1995,224854,4475403
"VIETNAM",1997,280753,2382942
"JAPAN",1994,196216,4859551
"INDONESIA",1994,196216,3628625
"INDONESIA",1994,196216,4897454
"JAPAN",1994,196216,2132273
"JAPAN",1994,186634,190625
"INDONESIA",1997,250798,590985
"CHINA",1997,250798,512009
"INDONESIA",1997,250798,1800470
"JAPAN",1996,293606,5635016
"CHINA",1996,21707,2556508
"VIETNAM",1992,97094,1780890
"JAPAN",1992,97094,236597
"VIETNAM",1992,97094,3729411
"JAPAN",1993,126220,4136140
"INDONESIA",1993,71464,9999500
"INDIA",1995,210977,6208918
"INDONESIA",1993,15844,5930987
"JAPAN",1993,15844,5203182
"INDONESIA",1996,180631,6228591
"INDIA",1996,16249,4756704
"INDONESIA",1997,204161,4132460
"JAPAN",1995,3778,2791370
"CHINA",1996,181981,8957629
"INDONESIA",1993,45433,3734359
"CHINA",1997,289666,4130836
"INDONESIA",1995,290518,2677226
"INDONESIA",1995,290518,3012575
"INDIA",1993,203824,1533729
"INDONESIA",1996,225025,449678
"JAPAN",1996,225025,1121560
"VIETNAM",1996,225025,2633914
"VIETNAM",1993,191749,2010305
"INDIA",1996,298375,2526812
"JAPAN",1993,259937,5526183
"CHINA",1993,259937,3999368
"VIETNAM",1996,228875,6975662
"JAPAN",1996,228875,3425781
"VIETNAM",1993,94060,1637812
"CHINA",1993,94060,5062242
"INDONESIA",1997,137941,4096682
"JAPAN",1993,190792,6100475
"JAPAN",1997,143779,4440852
"INDONESIA",1996,252748,2510185
"VIETNAM",1993,226678,4929569
"INDIA",1992,48220,6884577
"CHINA",1997,104030,3245689
"CHINA",1992,21337,2330182
"VIETNAM",1995,233674,6498542
"INDIA",1995,233674,1002360
"VIETNAM",1994,194758,5381771
"CHINA",1994,194758,5357027
"INDIA",1994,194758,3759226
"JAPAN",1997,28318,3368314
"INDIA",1997,51709,6837607
"VIETNAM",1995,162613,3455122
"JAPAN",1997,28907,5351466
"INDONESIA",1997,28907,4073087
"INDONESIA",1996,249331,4097995
"INDIA",1995,222386,5115427
"INDIA",1995,222386,7610800
"CHINA",1995,222386,6400091
"JAPAN",1994,232420,3467112
"CHINA",1994,232420,4666028
"CHINA",1994,232420,5096227
"CHINA",1994,232420,2254392
"CHINA",1996,271651,667327
"CHINA",1996,271651,2923848
"CHINA",1992,19018,2312142
"INDONESIA",1992,19018,1539120
"CHINA",1995,128096,2302711
"VIETNAM",1995,128096,1590347
"JAPAN",1993,103685,3492667
"VIETNAM",1992,46030,1820777
"INDONESIA",1992,46030,4032916
"INDONESIA",1996,222247,4780412
"VIETNAM",1992,291341,4795451
"JAPAN",1992,291341,3410213
"INDIA",1996,116527,1550522
"CHINA",1993,53593,4839291
"INDONESIA",1993,53593,3691147
"VIETNAM",1993,150043,3112914
"INDIA",1993,150043,4191685
"INDIA",1992,265408,3245333
"INDONESIA",1992,6571,2863498
"INDONESIA",1997,13475,3357376
"INDONESIA",1993,264821,7526813
"CHINA",1995,216136,6622836
"JAPAN",1996,176678,5788936
"INDONESIA",1997,22381,1667592
"JAPAN",1997,22381,2320431
"INDONESIA",1997,22381,2989261
"JAPAN",1994,97228,381982
"JAPAN",1995,287462,5957122
"INDONESIA",1996,5083,6527844
"INDIA",1993,198700,2632554
"JAPAN",1993,299266,4590275
"CHINA",1994,169871,4597740
"INDONESIA",1992,128185,4093221
