"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"ARGENTINA",1992,23693,189805,1856904,113688
"PERU",1992,33307,473773,4061193,104805
"ARGENTINA",1992,131440,317388,4679882,84322
"CANADA",1992,79324,556913,6914313,118193
"CANADA",1992,54643,168635,3202824,102217
"PERU",1993,132127,50604,2602400,93276
"ARGENTINA",1992,147130,181392,1989076,88403
"CANADA",1992,290569,532775,3042443,108465
"BRAZIL",1992,16049,544575,4719368,97173
"UNITED STATES",1993,6037,31628,3587126,93577
"PERU",1992,199616,196049,2332446,68702
"UNITED STATES",1992,231703,383765,8152987,110925
"BRAZIL",1992,231703,535475,5618874,90627
"UNITED STATES",1992,231703,327769,7761960,107805
"CANADA",1992,231703,133270,4725657,78196
"CANADA",1992,227080,111167,4733846,70689
"ARGENTINA",1993,94667,479124,2378283,66186
"ARGENTINA",1993,12191,521363,1899314,83060
"PERU",1992,284924,465889,8346870,111291
"BRAZIL",1992,284924,190651,6419721,104499
"CANADA",1992,284924,256829,848259,107148
"UNITED STATES",1993,32311,141639,1936085,100837
"ARGENTINA",1992,45622,80538,1243676,91111
"ARGENTINA",1993,224908,154410,5539863,87864
"UNITED STATES",1993,154480,422301,440380,73396
"UNITED STATES",1993,116846,291678,6533379,100179
"CANADA",1992,113254,303995,7822008,119938
"BRAZIL",1992,113254,234248,1702411,70933
"CANADA",1992,113254,529353,259878,82939
"PERU",1992,228343,560994,1146673,123298
"CANADA",1992,228343,198750,2994975,110925
"UNITED STATES",1993,16973,117998,2903025,120959
"PERU",1993,16973,176696,6204415,106361
"BRAZIL",1993,16973,292394,5739613,83182
"PERU",1992,23560,221912,2288707,110034
"ARGENTINA",1993,103511,261948,3949735,114595
"BRAZIL",1993,103511,344096,102607,68404
"CANADA",1992,244687,156535,4726844,95491
"UNITED STATES",1992,244687,92336,5282768,79699
"PERU",1992,80747,463160,3414345,67388
"UNITED STATES",1992,150725,185481,2083418,93988
"UNITED STATES",1992,24772,223506,3938244,85769
"BRAZIL",1992,5773,459363,5077785,79340
"UNITED STATES",1992,5773,97926,7503288,115435
"ARGENTINA",1993,10115,275003,1486544,58679
"UNITED STATES",1992,225119,538688,4399529,103599
"ARGENTINA",1993,272314,238392,4903780,79822
"CANADA",1993,77078,147569,751700,96993
"PERU",1993,77078,380919,4415779,119994
"BRAZIL",1993,77078,530367,4288436,83840
"BRAZIL",1992,276142,425749,4093015,100483
"PERU",1993,92324,455565,1660429,91232
"BRAZIL",1993,260890,220784,7594750,102286
"UNITED STATES",1993,260890,276465,3282181,86487
"BRAZIL",1993,268684,490120,4156214,66606
"UNITED STATES",1993,151252,91887,9114446,112732
"BRAZIL",1992,166042,107966,4721712,118437
"CANADA",1992,12841,7885,1703236,107572
"CANADA",1992,145796,431729,8137430,99642
"UNITED STATES",1992,145796,189111,2429022,72006
"ARGENTINA",1993,288242,185739,6864634,109483
"CANADA",1993,67292,165000,5114130,63900
"PERU",1993,67292,545445,6426691,89425
"BRAZIL",1992,23311,351178,715371,73749
"CANADA",1992,37186,221264,5575416,71115
"PERU",1993,228940,476226,1442640,72132
"BRAZIL",1993,228940,527244,2928890,76273
"CANADA",1992,251210,360893,8540409,117232
"CANADA",1992,182530,406316,1185621,73337
"PERU",1992,182530,111002,3610332,60780
"UNITED STATES",1993,276898,50361,5322810,78681
"CANADA",1993,219106,563704,5373747,106060
"BRAZIL",1992,1300,572155,714189,73627
"BRAZIL",1992,12463,321231,3365967,75133
"PERU",1993,188956,324879,1947648,114231
"ARGENTINA",1992,255164,202187,4803239,65350
"ARGENTINA",1993,35533,460343,4822284,78199
"ARGENTINA",1992,199550,43718,1834527,99702
"CANADA",1993,278780,207429,4490337,80184
"ARGENTINA",1992,50740,138857,1782099,113751
"BRAZIL",1992,50740,367514,581992,94890
"PERU",1993,143212,346724,3828275,106242
"PERU",1992,218507,571009,2645951,64798
"ARGENTINA",1992,218507,239136,483804,64507
"CANADA",1993,143713,297403,3059852,84023
"ARGENTINA",1993,143713,441142,4289155,64987
"CANADA",1993,53878,416166,3458519,64928
"PERU",1993,53878,223367,5574312,77421
"BRAZIL",1992,270835,540039,4811305,64740
"UNITED STATES",1992,270835,512254,2074084,75973
"BRAZIL",1992,270835,45028,4672442,58381
"BRAZIL",1992,88409,6535,1311792,86491
"PERU",1993,153610,492963,5016986,117356
"PERU",1992,200090,74057,1077447,61863
"BRAZIL",1992,200090,135477,4594883,90748
"BRAZIL",1992,259933,575073,3885001,68883
"UNITED STATES",1992,259933,437651,6570573,95317
"ARGENTINA",1992,204344,498334,3923652,79938
"BRAZIL",1992,9034,570815,7622363,113147
"BRAZIL",1992,153472,393639,1848705,103957
"BRAZIL",1993,280264,110527,5004627,92251
"PERU",1992,34693,154626,998288,100837
"BRAZIL",1992,34693,197042,4975326,68342
"ARGENTINA",1993,124132,361771,1550514,109965
"BRAZIL",1993,124132,219070,2349017,59343
"UNITED STATES",1992,82642,317068,3934391,65103
"ARGENTINA",1993,60160,395070,3099059,69903
"BRAZIL",1992,166079,75803,3884899,106728
"ARGENTINA",1992,123979,594981,9964608,124557
"CANADA",1992,202864,457681,3696816,98319
"UNITED STATES",1993,215659,51458,5878815,84567
"CANADA",1992,155401,250674,1644155,97479
"ARGENTINA",1993,138448,334335,2801628,82159
"ARGENTINA",1993,138448,200199,1984019,65950
"UNITED STATES",1993,138448,542724,339206,106002
"CANADA",1993,138448,357309,3634331,81977
"UNITED STATES",1992,95290,367907,5669909,118493
"PERU",1993,252958,367954,5095288,121316
"PERU",1993,252958,242542,4463981,89071
"CANADA",1993,63239,543006,2672801,62938
"PERU",1993,63239,288899,6626458,113272
"UNITED STATES",1993,63239,502067,2234293,64142
"CANADA",1992,249004,553802,6755039,111346
"PERU",1992,249004,396756,4768952,111164
"CANADA",1993,74728,91464,410439,87327
"CANADA",1993,295348,67668,1884280,98139
"ARGENTINA",1993,86242,157664,2401715,103299
"UNITED STATES",1993,191128,292353,3465595,80720
"BRAZIL",1992,40120,1219,1904357,67212
"UNITED STATES",1992,145057,342603,1895719,98735
"CANADA",1992,145057,88994,4897985,118979
"BRAZIL",1993,163978,175376,827280,87082
"CANADA",1993,126529,457719,325277,100601
"PERU",1993,126529,414670,155295,95079
"UNITED STATES",1993,235126,90554,5458439,92673
"PERU",1992,146821,310303,2686991,78797
"UNITED STATES",1992,146821,51656,7798710,96459
"BRAZIL",1993,290587,148297,6064567,80717
"PERU",1993,290587,133353,4437706,83181
"BRAZIL",1992,191785,470695,4797129,99940
"CANADA",1993,81716,247749,5151272,101803
"ARGENTINA",1993,290669,489466,7058884,87326
"CANADA",1993,89359,172986,6255181,123538
"CANADA",1993,89359,128846,7086895,112490
"PERU",1993,63499,382230,2571951,78733
"UNITED STATES",1992,100175,246569,6765415,90933
"UNITED STATES",1992,100175,234064,2766594,59883
"ARGENTINA",1992,100175,301696,3032056,101860
"BRAZIL",1992,51244,499007,4116470,60358
"BRAZIL",1993,283577,291708,5874128,101981
"UNITED STATES",1993,283577,205562,5776276,88053
"PERU",1992,166456,410259,638399,70153
"UNITED STATES",1992,166456,10363,2223286,76401
"CANADA",1993,138982,426144,3445786,64207
"UNITED STATES",1993,247670,264488,3304369,87148
"BRAZIL",1993,247670,199764,894604,111825
"ARGENTINA",1993,247670,97142,1152809,68348
"BRAZIL",1992,140875,77438,4484082,84925
"ARGENTINA",1992,140875,357184,5242702,74470
"BRAZIL",1992,78476,401754,655669,99343
"ARGENTINA",1992,172036,191713,4466657,108282
"PERU",1992,172036,116513,4314747,91770
"BRAZIL",1993,37825,522898,8486403,115252
"UNITED STATES",1993,60446,36499,4547632,86129
"BRAZIL",1992,25507,284077,286486,63663
"BRAZIL",1992,8354,571139,3071259,72606
"ARGENTINA",1992,2410,448204,3456540,69130
"UNITED STATES",1993,47881,324410,6885120,86064
"CANADA",1993,286288,359372,6870528,85881
"ARGENTINA",1993,286288,373444,2379330,91045
"ARGENTINA",1993,186832,348856,5714520,114290
"ARGENTINA",1993,157843,350398,1361477,86902
"UNITED STATES",1992,180973,217993,6955967,114658
"UNITED STATES",1993,98713,287100,4950607,65225
"PERU",1992,48016,265899,6004913,111892
"BRAZIL",1992,134590,180097,1071151,70625
"ARGENTINA",1992,134590,436600,7375584,92194
"ARGENTINA",1992,48799,447412,6389133,81563
"BRAZIL",1992,69149,562010,2138620,64319
"PERU",1992,69149,514964,3961837,118736
"CANADA",1992,69149,584208,4160819,77530
"CANADA",1993,186077,196855,4567329,117111
"ARGENTINA",1992,195028,438275,2208115,72795
"CANADA",1993,114133,366803,4394006,112187
"ARGENTINA",1993,114133,442119,1890862,63665
"BRAZIL",1993,143354,265810,340953,106548
"UNITED STATES",1992,215993,336733,5376409,106183
"PERU",1992,215993,342833,4584504,112549
"PERU",1992,215993,301204,5437817,72311
"PERU",1992,215993,393890,3769372,119032
"UNITED STATES",1993,178757,302962,3253957,117897
"BRAZIL",1993,178757,277782,330836,105586
"PERU",1993,1198,271935,5072407,114415
"PERU",1992,26869,387390,7094378,88642
"CANADA",1993,210230,483085,4123779,64083
"BRAZIL",1993,210230,193094,4798217,71225
"PERU",1993,210230,114968,6742064,118977
"CANADA",1993,109306,448659,803815,96457
"PERU",1993,86150,590746,5466078,110203
"ARGENTINA",1993,86150,242476,6741940,85107
"UNITED STATES",1993,86150,81815,8452194,107808
"UNITED STATES",1993,83557,301594,4395822,95734
"PERU",1993,83557,74882,3758325,111412
"BRAZIL",1993,29365,130121,4496274,69067
"UNITED STATES",1992,29071,401724,5042921,97542
"PERU",1992,187538,217225,5311276,68532
"ARGENTINA",1993,79199,9182,1003885,65470
"ARGENTINA",1993,218974,204486,2814311,83428
"PERU",1993,218974,586216,5271265,78131
"CANADA",1993,80809,14271,2617076,71116
"ARGENTINA",1992,276527,428784,2911692,102765
"BRAZIL",1993,238102,440059,387623,59941
"ARGENTINA",1992,281402,489028,1855008,61020
"UNITED STATES",1992,281402,479292,4678273,76276
"UNITED STATES",1993,234541,506680,2762749,101199
"BRAZIL",1993,234541,75909,4478522,113094
"CANADA",1993,207139,343656,1250935,101978
"CANADA",1993,207139,126457,5611891,89007
"UNITED STATES",1993,153535,407675,1709262,94959
"BRAZIL",1992,198583,417668,5067705,95138
"UNITED STATES",1992,198583,69790,1145623,105587
"BRAZIL",1992,198583,543834,7323459,112668
"ARGENTINA",1993,56239,242427,5358501,82164
"BRAZIL",1993,193585,131360,1552757,83481
"UNITED STATES",1993,193585,358471,1293923,91767
"CANADA",1993,251632,209856,487371,105950
"UNITED STATES",1993,662,189370,6378906,87562
"CANADA",1993,194368,372150,611070,73328
"PERU",1993,63901,18088,585538,60364
"PERU",1992,284015,304867,7566017,112311
"PERU",1992,284015,294921,6006377,114954
"UNITED STATES",1992,85106,261239,4195969,72013
"CANADA",1992,61966,431836,503825,106068
"ARGENTINA",1993,45416,478752,2928395,103843
"CANADA",1993,45416,216589,4620594,90334
"BRAZIL",1993,6590,78882,8932224,111652
"BRAZIL",1992,165199,375790,3403182,111946
"UNITED STATES",1992,165199,31217,1462819,68892
"CANADA",1992,165199,255719,7083981,100482
"UNITED STATES",1992,169363,579132,1150554,72666
"CANADA",1992,153626,50537,288580,89251
"PERU",1993,136793,475386,1858256,81681
"PERU",1992,292808,403014,1982532,55019
"BRAZIL",1993,222016,471340,3802828,78679
"UNITED STATES",1993,222016,596554,2081318,99031
"CANADA",1993,237550,79580,1834066,93574
"CANADA",1992,156376,290289,4839478,76756
"PERU",1992,156376,278110,1738783,65286
"ARGENTINA",1993,185438,541278,1139832,79155
"CANADA",1993,13490,366063,2671332,67743
"PERU",1993,109235,371168,4170978,74349
"BRAZIL",1993,13513,569779,4969440,110925
"BRAZIL",1993,13513,177486,5669178,93808
"PERU",1993,13513,395343,5104633,86299
"UNITED STATES",1993,285424,433752,758578,101143
"ARGENTINA",1993,86824,455953,572679,114535
"PERU",1993,286381,255595,1240464,93034
"PERU",1993,286381,33121,1138449,63247
"UNITED STATES",1992,37027,452406,3337539,81502
"UNITED STATES",1992,37027,73717,3077092,101442
"BRAZIL",1993,45530,546780,8677110,109605
"UNITED STATES",1993,198445,162856,3177615,115131
"CANADA",1992,293443,396667,8040480,105819
"BRAZIL",1992,293443,314531,5605601,92731
"BRAZIL",1992,293443,308203,5208117,72671
"PERU",1993,41122,544240,3294024,77053
"CANADA",1993,41122,29493,2731180,85349
"UNITED STATES",1992,136514,196059,1924313,69303
"UNITED STATES",1992,251438,169857,1063621,115611
"ARGENTINA",1992,251438,574442,4221713,90985
"ARGENTINA",1993,114689,416662,6365076,94718
"BRAZIL",1993,2923,396830,9056054,115609
"BRAZIL",1993,2923,507043,2953706,63001
"ARGENTINA",1993,157787,386515,3241436,96090
"PERU",1992,286897,450861,4565836,108710
"UNITED STATES",1993,240944,136304,5669469,80418
"PERU",1992,127940,24680,7943166,96280
"BRAZIL",1992,127940,73724,8318828,101863
"PERU",1992,164677,439994,4270205,116038
"UNITED STATES",1993,229231,450878,2523813,109731
"BRAZIL",1993,267988,522298,5228269,79216
"ARGENTINA",1993,218059,446097,511104,62584
"CANADA",1993,218059,545883,9162085,115731
"PERU",1993,218059,477168,1444021,68708
"CANADA",1993,198088,252127,694946,64746
"PERU",1993,8248,313567,4096785,94833
"ARGENTINA",1993,8248,466388,1145788,81261
"BRAZIL",1992,132974,160343,378901,84200
"PERU",1993,295007,231234,5476534,69913
"UNITED STATES",1993,295007,121741,6805939,105764
"BRAZIL",1993,295007,416408,5267059,79462
"CANADA",1992,10183,231219,837345,69012
"CANADA",1992,10183,491865,2116797,111410
"PERU",1992,245020,68896,6661387,111893
"ARGENTINA",1993,142306,13439,1298332,81145
"PERU",1993,142306,596855,7951755,117109
"ARGENTINA",1993,142306,536771,5323823,108465
"CANADA",1992,58816,88436,4736229,85465
"CANADA",1993,3331,288138,3752231,67567
"CANADA",1993,3331,366195,1759346,75670
"PERU",1992,158641,465309,2842918,76456
"UNITED STATES",1992,158641,293525,2997538,91110
"CANADA",1992,207857,196691,160892,107261
"CANADA",1992,207857,144534,1818466,94711
"CANADA",1992,207857,378770,5782921,110925
"BRAZIL",1992,26647,43744,324046,101264
"BRAZIL",1992,251362,158571,5270029,97774
"BRAZIL",1992,256981,297390,5113882,83242
"BRAZIL",1992,256981,105892,5412782,113873
"UNITED STATES",1993,66571,317029,3210204,62760
"UNITED STATES",1992,274993,472294,1613227,75976
"CANADA",1992,227252,455475,411969,85827
"CANADA",1992,227252,170897,3701601,118073
"UNITED STATES",1992,108562,15392,125509,78443
"PERU",1992,298657,191905,391392,119814
"ARGENTINA",1992,298657,346900,2126003,116813
"PERU",1992,298657,362053,1949089,66902
"CANADA",1993,217387,345076,4596346,67263
"ARGENTINA",1993,217387,91766,7997808,105465
"CANADA",1993,67813,540995,8579577,122158
"UNITED STATES",1993,67813,87662,8000851,98979
"CANADA",1992,207547,412976,7553911,113337
"ARGENTINA",1992,167015,375925,1128513,120054
"BRAZIL",1992,184216,346176,2322104,73329
"BRAZIL",1992,184216,192778,7984446,112246
"PERU",1993,240577,406462,2988672,82106
"ARGENTINA",1993,240577,415315,1272119,73817
"CANADA",1993,189554,98446,262888,86666
"UNITED STATES",1993,132037,153370,6084906,85402
"PERU",1992,99209,16808,3440976,103488
"CANADA",1992,28810,39801,3523379,104448
"ARGENTINA",1992,28810,525092,311662,67024
"ARGENTINA",1992,159137,392856,8231900,116930
"UNITED STATES",1993,269497,192514,1767161,96390
"ARGENTINA",1993,26440,583013,1807287,65759
"CANADA",1993,26440,88260,4718422,74895
"PERU",1993,26440,176882,8188118,117532
"CANADA",1992,232246,443236,2334835,70752
"CANADA",1992,232246,461610,2357385,94295
"UNITED STATES",1993,198052,514024,3668292,62280
"PERU",1993,246116,327713,2339500,104442
"BRAZIL",1993,246116,461924,5899095,113154
"CANADA",1993,159872,186005,3024252,65460
"ARGENTINA",1992,168682,416277,810216,71595
"ARGENTINA",1992,53179,551888,1458774,116391
"PERU",1992,53179,368652,7028814,103238
"UNITED STATES",1993,24997,143249,3225431,77534
"PERU",1992,98554,339699,3541691,104320
"ARGENTINA",1992,98554,268876,6475458,110691
"UNITED STATES",1992,98554,394840,2786155,116089
"CANADA",1992,66664,583500,2913603,95008
"BRAZIL",1992,168433,400785,2481438,101145
"ARGENTINA",1992,168433,489895,3509627,113092
"ARGENTINA",1992,168433,453558,4838407,90691
"UNITED STATES",1992,168433,548441,5150414,89365
"CANADA",1993,130081,290625,783570,96936
"ARGENTINA",1993,147586,245689,6991483,98080
"UNITED STATES",1993,147586,84698,5275233,100961
"UNITED STATES",1992,71624,256672,2814324,97719
"BRAZIL",1992,71624,554950,392966,120295
"CANADA",1993,271028,577460,3074880,92246
"BRAZIL",1992,266357,369072,2053908,68463
"BRAZIL",1992,266357,186652,8011699,104319
"PERU",1992,266357,252250,2356390,72134
"PERU",1992,200836,512308,5228308,79216
"UNITED STATES",1992,144349,517676,934894,101619
"BRAZIL",1992,105601,180971,7922656,123118
"ARGENTINA",1993,26110,336666,1532385,102159
"ARGENTINA",1993,58723,316599,5234479,96934
"PERU",1993,58723,274406,133897,82823
"UNITED STATES",1992,253252,482067,4200356,62942
"PERU",1992,253252,205024,2478598,55740
"ARGENTINA",1993,85909,593736,3955833,109782
"PERU",1992,263263,156755,2925976,108705
"PERU",1992,296683,170975,4096031,122758
"CANADA",1993,195548,439974,5198288,114837
"ARGENTINA",1993,151936,87891,518573,112733
"ARGENTINA",1992,154264,85583,602334,94114
"BRAZIL",1993,92551,227119,2536792,62766
"ARGENTINA",1993,92551,575495,5078899,94228
"PERU",1993,92551,340541,2206234,94891
"BRAZIL",1993,10759,170741,681214,108704
"UNITED STATES",1992,182297,364636,2448892,102037
"CANADA",1992,163501,18345,600086,75800
"CANADA",1992,163501,323008,2448601,61859
"CANADA",1993,172373,457470,4646349,85647
"CANADA",1993,172373,283327,4064581,78618
"UNITED STATES",1993,172373,260688,153326,98920
"BRAZIL",1992,161011,6848,5617242,105290
"BRAZIL",1992,84037,121198,1170422,73151
"BRAZIL",1992,84037,574752,5315784,109603
"UNITED STATES",1992,84037,443077,1054731,61203
"ARGENTINA",1992,299060,127803,173926,109848
"ARGENTINA",1992,947,504863,6529968,112070
"BRAZIL",1992,947,440982,6438070,115377
"ARGENTINA",1993,7801,331857,8514890,113330
"CANADA",1993,7801,157041,4084708,65882
"UNITED STATES",1992,63559,264630,5209623,95677
"UNITED STATES",1992,216824,260753,6393963,102824
"ARGENTINA",1992,216824,63923,2886987,113215
"BRAZIL",1993,47417,156963,7799065,121197
"PERU",1993,47417,507628,4048110,98136
"UNITED STATES",1993,134506,230760,5403637,101445
"UNITED STATES",1992,230392,529332,3185465,81678
"CANADA",1992,168484,587688,2958249,106539
"PERU",1992,168484,65879,6979143,110692
"BRAZIL",1992,198823,465469,522136,86066
"UNITED STATES",1992,198823,322059,2951239,64862
"PERU",1992,198823,17707,1182781,97482
"PERU",1992,4289,422166,2937978,65288
"BRAZIL",1992,4289,275093,2818663,64084
"PERU",1992,67537,151854,7364204,114351
"BRAZIL",1992,67537,157952,8556357,120597
"ARGENTINA",1993,290629,300148,103331,68887
"ARGENTINA",1993,60650,93183,1176180,70570
"PERU",1992,237536,214648,5319192,93757
"PERU",1993,273922,317394,1536992,84682
"PERU",1993,290260,268757,6326562,103544
"CANADA",1993,94393,216692,1716461,96520
"UNITED STATES",1993,94393,537122,1416420,69546
"PERU",1993,2614,240469,4329830,84567
"PERU",1992,59314,161368,6312053,85761
"BRAZIL",1992,101555,89380,4610702,82162
"ARGENTINA",1993,632,459392,4064920,81082
"UNITED STATES",1993,126554,69229,3414927,71893
"ARGENTINA",1993,126554,314307,6150604,79277
"ARGENTINA",1993,272164,439521,2444877,87630
"ARGENTINA",1993,140698,302308,4942413,78617
"CANADA",1992,54352,423800,1706542,103426
"UNITED STATES",1992,272935,342605,3130421,98855
"CANADA",1993,281300,82691,6701454,100421
"ARGENTINA",1993,281300,585662,5309330,104858
"BRAZIL",1992,113135,280252,2328933,73934
"UNITED STATES",1992,113135,193207,3531343,78012
"PERU",1992,50416,46844,6355691,107450
"BRAZIL",1993,134765,205491,6705896,83788
"CANADA",1992,193897,348915,190498,117834
"CANADA",1992,94580,424062,2366496,59162
"ARGENTINA",1992,94580,493663,2261313,99398
"UNITED STATES",1992,271411,85964,7335749,116997
