"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1993,438791,5147795,103786
"CANADA",1993,64072,4232345,62164
"PERU",1993,63651,1380525,96879
"UNITED STATES",1993,375709,1659761,107081
"ARGENTINA",1993,300912,6978259,114774
"PERU",1993,143258,6115875,78075
"CANADA",1993,78413,5923232,83484
"CANADA",1993,549253,3663172,78133
"UNITED STATES",1993,241695,6896969,98200
"UNITED STATES",1993,139516,6649805,93330
"UNITED STATES",1993,522525,294025,92850
"CANADA",1993,382696,6317871,106720
"ARGENTINA",1993,358122,3908524,70806
"CANADA",1993,136491,3015265,91649
"CANADA",1992,426474,1247800,84027
"CANADA",1992,178839,3064692,115069
"ARGENTINA",1993,238781,4364776,103186
"PERU",1993,388666,3783025,105279
"PERU",1993,109051,207769,63603
"PERU",1993,169411,680988,88824
"PERU",1992,521357,3797299,82699
"PERU",1992,65794,950286,105587
"UNITED STATES",1992,382756,5766288,110324
"ARGENTINA",1992,392990,8615205,124978
"ARGENTINA",1993,584403,6920779,89242
"UNITED STATES",1992,72737,7471520,102583
"BRAZIL",1992,255536,4429814,89491
"BRAZIL",1993,575074,2927779,68943
"UNITED STATES",1992,395814,945351,114588
"BRAZIL",1993,13225,517890,68293
"PERU",1992,257772,2712263,103785
"UNITED STATES",1992,237265,2945512,72135
"UNITED STATES",1992,455178,3023244,67989
"UNITED STATES",1992,172002,2221032,64440
"ARGENTINA",1993,56310,5445133,75978
"PERU",1992,554534,3469305,95310
"UNITED STATES",1992,103108,4246624,66666
"CANADA",1992,132365,1643295,83841
"PERU",1993,254712,5915118,100002
"CANADA",1993,388271,3180668,81555
"PERU",1993,85844,3198560,109790
"UNITED STATES",1993,28501,6444186,85770
"UNITED STATES",1993,473870,2743648,110631
"CANADA",1993,531480,1278695,90687
"ARGENTINA",1993,372642,7571806,102877
"ARGENTINA",1993,185996,6870567,124919
"BRAZIL",1992,443015,2203377,57479
"UNITED STATES",1992,143099,3864832,68525
"UNITED STATES",1993,110020,2544149,61801
"PERU",1993,503722,4814703,103542
"CANADA",1993,590295,1385270,83116
"CANADA",1993,426315,2259147,74477
"ARGENTINA",1993,469555,878129,91471
"UNITED STATES",1992,330078,2892036,66483
"ARGENTINA",1993,322537,611331,93571
"CANADA",1992,422420,4966880,80544
"UNITED STATES",1993,260558,2798669,91112
"PERU",1993,532782,1584285,108885
"CANADA",1993,51240,2401539,71474
"CANADA",1993,2034,2785625,56161
"CANADA",1992,488457,679352,86725
"PERU",1992,250563,5975495,90813
"CANADA",1992,353705,5342900,105521
"CANADA",1992,519740,7851870,105583
"ARGENTINA",1992,345675,7116649,103239
"UNITED STATES",1992,544769,3101495,108824
"UNITED STATES",1992,519270,3306926,77355
"CANADA",1993,49473,278804,85348
"UNITED STATES",1993,585947,6375237,121975
"PERU",1993,258488,1984556,86788
"BRAZIL",1993,133527,6142206,93631
"UNITED STATES",1993,548131,3697688,70746
"BRAZIL",1993,546879,358208,115551
"ARGENTINA",1993,589745,5449118,110083
"PERU",1993,143680,3547333,103420
"CANADA",1992,132718,4114168,105042
"BRAZIL",1993,248429,250688,82644
"UNITED STATES",1993,17719,641590,98202
"ARGENTINA",1993,455661,8002368,96998
"PERU",1993,95573,2854797,94114
"CANADA",1992,201102,1404326,60185
"UNITED STATES",1993,365852,7096008,115070
"ARGENTINA",1993,424252,3293444,70573
"BRAZIL",1993,120264,2454220,77055
"CANADA",1993,473760,7730746,104024
"BRAZIL",1993,205321,4495652,73578
"PERU",1993,228610,5600504,92316
"BRAZIL",1993,556754,7224812,108643
"ARGENTINA",1992,401155,811107,63367
"BRAZIL",1992,507594,7151010,96094
"UNITED STATES",1992,555529,2947170,95070
"BRAZIL",1993,59498,6168097,87449
"UNITED STATES",1993,185211,477005,77772
"CANADA",1993,307848,727485,111349
"UNITED STATES",1993,187434,4089603,91285
"PERU",1992,175124,4885214,71947
"UNITED STATES",1992,306799,3022875,108346
"UNITED STATES",1992,422628,2769371,93036
"CANADA",1992,445247,115645,71533
"UNITED STATES",1993,303832,3917639,110149
"UNITED STATES",1993,488070,97340,63483
"PERU",1993,64559,5186164,91413
"UNITED STATES",1993,302608,2142084,96635
"CANADA",1993,427973,6187592,114057
"UNITED STATES",1993,238385,1685973,79402
"CANADA",1993,207313,5037398,73218
"CANADA",1992,113832,8068122,110749
"UNITED STATES",1992,393433,5421843,91585
"CANADA",1992,259509,7122176,88109
"ARGENTINA",1992,596776,1192941,112365
"UNITED STATES",1992,399842,6641058,116509
"PERU",1993,341628,1412490,100176
"PERU",1993,46512,4910803,87510
"CANADA",1993,523402,5958088,85522
"ARGENTINA",1993,34519,4190469,87210
"ARGENTINA",1993,83513,146657,89790
"ARGENTINA",1993,189354,1062305,86601
"BRAZIL",1992,49173,4740046,67330
"BRAZIL",1992,361133,1274126,71647
"CANADA",1992,241068,2940371,60543
"ARGENTINA",1992,68731,5216471,101983
"CANADA",1993,448763,7066062,102704
"ARGENTINA",1992,420770,5231180,101445
"PERU",1993,555611,5173095,99995
"ARGENTINA",1993,599038,5125641,68220
"ARGENTINA",1993,20622,3054387,92557
"BRAZIL",1992,273261,1147852,74055
"UNITED STATES",1993,365660,854196,103539
"PERU",1993,447522,3878010,88170
"UNITED STATES",1993,133972,9227462,120358
"UNITED STATES",1993,592373,278416,87921
"UNITED STATES",1993,196911,2216732,120474
"CANADA",1993,473139,5004495,66726
"BRAZIL",1993,110626,5027696,98197
"BRAZIL",1993,495031,779767,61560
"ARGENTINA",1992,238596,5977189,92074
"BRAZIL",1992,95200,4919443,71712
"CANADA",1992,351276,4710445,79635
"CANADA",1993,277901,6196579,112733
"ARGENTINA",1993,434649,5859394,95017
"UNITED STATES",1993,281509,1770702,89429
"PERU",1993,88752,4694802,104445
"PERU",1993,558316,1978977,82457
"CANADA",1993,204715,793653,97182
"UNITED STATES",1993,240823,4310751,105828
"UNITED STATES",1993,192776,8607554,112126
"UNITED STATES",1993,427780,7698582,102465
"PERU",1993,400002,545485,66119
"ARGENTINA",1993,300245,5674513,74713
"BRAZIL",1992,124664,7698600,101319
"ARGENTINA",1992,380350,4248109,85820
"UNITED STATES",1993,495358,5665039,81199
"CANADA",1992,350754,4288062,108284
"BRAZIL",1992,119115,2665158,68046
"UNITED STATES",1992,440440,1893936,82825
"ARGENTINA",1993,380614,3616276,101676
"UNITED STATES",1992,295090,1715511,65104
"ARGENTINA",1992,494479,5171809,88407
"CANADA",1992,203623,2222744,91596
"PERU",1992,486932,3949116,115134
"UNITED STATES",1992,292065,2029536,63423
"ARGENTINA",1992,15499,4950715,84869
"UNITED STATES",1992,103329,4439290,79939
"ARGENTINA",1992,246226,213342,70332
"PERU",1992,446297,4100304,74596
"CANADA",1992,34521,1835410,87331
"ARGENTINA",1992,406879,482179,107151
"UNITED STATES",1992,204367,4049249,76281
"UNITED STATES",1992,327588,6649686,96934
"ARGENTINA",1992,433581,3085158,90873
"UNITED STATES",1992,403277,5262734,70815
"BRAZIL",1993,417379,5775239,77781
"ARGENTINA",1992,129516,2250262,92730
"ARGENTINA",1992,466110,1517286,64565
"BRAZIL",1993,360194,737457,75250
"ARGENTINA",1993,489805,2067586,107686
"PERU",1993,546583,2395453,97773
"PERU",1993,409906,5720022,108952
"ARGENTINA",1993,405215,4740644,67211
"PERU",1993,109041,4347165,63002
"PERU",1993,320173,1909056,71589
"ARGENTINA",1993,495866,5483118,111710
"UNITED STATES",1993,251138,5118864,65347
"ARGENTINA",1993,561152,5409346,72787
"ARGENTINA",1993,563867,4668771,115850
"ARGENTINA",1992,530727,5721313,105462
"ARGENTINA",1993,127455,3818791,88947
"BRAZIL",1992,210619,3365120,91776
"UNITED STATES",1992,436835,2303353,106308
"PERU",1992,41465,6188424,84387
"PERU",1992,306012,4446624,61080
"UNITED STATES",1992,210491,399421,84088
"CANADA",1992,115166,2062305,70869
"BRAZIL",1992,195699,3137118,107681
"CANADA",1992,578804,2050347,112966
"BRAZIL",1992,186867,4800634,117231
"PERU",1992,267755,7504255,103364
"PERU",1992,407677,4021841,95079
"BRAZIL",1993,237673,6291237,96639
"BRAZIL",1993,396652,6365049,104918
"ARGENTINA",1993,36698,1176976,98081
"ARGENTINA",1993,287259,5608080,74774
"PERU",1992,433781,7736997,102885
"CANADA",1992,7944,7496653,111116
"ARGENTINA",1992,398761,7167476,111585
"PERU",1992,561148,3864347,72547
"ARGENTINA",1993,386105,1205383,71465
"ARGENTINA",1993,509247,2193360,75373
"PERU",1993,8891,7613534,107993
"UNITED STATES",1993,17469,2239132,83187
"PERU",1992,114239,114043,75193
"ARGENTINA",1992,598986,3544432,125097
"BRAZIL",1993,361175,5809952,74169
"PERU",1993,93157,4462582,69009
"UNITED STATES",1993,77236,3930865,72793
"PERU",1992,34667,4965146,96099
"PERU",1992,49457,964824,84387
"BRAZIL",1992,6160,3787000,63969
"CANADA",1992,496630,156154,97596
"BRAZIL",1992,34059,188679,59583
"PERU",1993,261652,3049779,96818
"ARGENTINA",1993,306100,2599311,66365
"PERU",1993,91853,8497379,110691
"CANADA",1993,560776,6592095,110205
"ARGENTINA",1992,338795,3671227,110026
"UNITED STATES",1992,477931,3436038,114534
"ARGENTINA",1993,523627,2749899,99036
"BRAZIL",1993,415346,479301,75679
"CANADA",1993,69572,701414,92494
"BRAZIL",1993,484554,2289332,92311
"UNITED STATES",1992,49719,2149298,100122
"ARGENTINA",1993,204228,4044254,67932
"UNITED STATES",1993,223946,2636601,112195
"PERU",1992,259177,620343,68169
"ARGENTINA",1992,128305,1151971,79998
"ARGENTINA",1992,12519,6255698,85890
"BRAZIL",1992,401540,5764638,86491
"ARGENTINA",1992,173165,2418126,74289
"ARGENTINA",1993,132362,3279534,83661
"BRAZIL",1992,165913,197891,118734
"CANADA",1992,449659,3820496,96517
"UNITED STATES",1992,105589,3788722,95674
"PERU",1992,433834,5939841,106068
"UNITED STATES",1993,320630,4412107,99037
"CANADA",1992,71784,7584969,105346
"ARGENTINA",1993,130237,4831947,76033
"ARGENTINA",1993,442767,615506,102584
"BRAZIL",1993,242392,4083202,80062
"CANADA",1993,280782,2062440,105766
"ARGENTINA",1993,312219,2363904,73872
"CANADA",1993,573909,9133145,118972
"BRAZIL",1993,554742,981009,107803
"BRAZIL",1993,134014,289250,62880
"CANADA",1993,106837,7030523,110629
"BRAZIL",1992,315419,5034744,86064
"UNITED STATES",1993,41014,2750428,57300
"CANADA",1993,508761,2208635,106184
"UNITED STATES",1993,377156,3662425,73988
"PERU",1992,153721,6087289,106483
"BRAZIL",1992,118215,2382561,73992
"BRAZIL",1992,34107,4737005,62466
"BRAZIL",1993,229775,5332489,102285
"ARGENTINA",1992,481231,5464642,72732
"ARGENTINA",1992,446656,4918471,96157
"BRAZIL",1992,335484,4239321,91168
"BRAZIL",1993,409465,4310243,82466
"BRAZIL",1993,515105,3369200,67204
"CANADA",1993,417561,1987157,88712
"PERU",1993,345094,733567,68344
"CANADA",1993,451897,5657542,110932
"ARGENTINA",1993,26184,3197318,66610
"ARGENTINA",1993,505992,3818120,119878
"CANADA",1993,197191,847629,77291
"UNITED STATES",1993,344991,5332231,122158
"ARGENTINA",1992,279056,3676462,62102
"BRAZIL",1992,463660,5197271,97418
"CANADA",1993,458428,806884,83184
"PERU",1993,189901,1755973,119454
"ARGENTINA",1993,228432,4130235,81625
"UNITED STATES",1993,440560,5101836,90032
"BRAZIL",1992,364806,1683711,112247
"ARGENTINA",1992,508497,1780971,90328
"BRAZIL",1992,312819,6228120,109908
"CANADA",1993,135715,1288522,105042
"ARGENTINA",1993,174197,236441,76271
"UNITED STATES",1992,292338,1806574,79819
"ARGENTINA",1993,480939,3501915,115194
"BRAZIL",1993,536390,1141096,85582
"ARGENTINA",1992,73160,407937,67989
"BRAZIL",1993,179619,6685728,101916
"CANADA",1992,328010,3010200,62280
"CANADA",1992,537964,6143953,120116
"PERU",1993,577574,6209828,99093
"UNITED STATES",1993,472814,1751054,107207
"BRAZIL",1992,236273,2871992,72555
"BRAZIL",1992,68568,5669906,92193
"ARGENTINA",1992,414368,4775434,76940
"BRAZIL",1992,372923,8813938,119754
"ARGENTINA",1992,296914,9554500,114654
"BRAZIL",1992,505540,7191304,92731
"ARGENTINA",1992,37258,3982573,71715
"PERU",1993,548425,3323990,88404
"CANADA",1992,471211,319191,70931
"UNITED STATES",1992,298120,1051023,67086
"CANADA",1992,487704,6927429,101500
"BRAZIL",1992,86727,5833502,102823
"UNITED STATES",1992,557348,5947314,84319
"CANADA",1992,254166,4998109,67209
"PERU",1992,585732,2675669,109062
"ARGENTINA",1992,192578,1336456,100234
"ARGENTINA",1992,89296,5141160,77117
"UNITED STATES",1992,397369,290337,87981
"UNITED STATES",1992,269975,2532337,116697
"PERU",1992,493585,6431053,94713
"BRAZIL",1992,100785,7721712,107146
"PERU",1992,83026,3888763,60541
"PERU",1993,103154,1087721,69429
"CANADA",1993,31795,4448211,103607
"ARGENTINA",1993,118859,7601536,112671
"ARGENTINA",1993,580754,1284311,110083
"PERU",1993,281801,5362632,106967
"ARGENTINA",1992,56787,7775515,104626
"PERU",1992,381045,331052,67561
"UNITED STATES",1993,88139,4639267,67627
"ARGENTINA",1993,27231,1685224,69493
"PERU",1993,323407,6050549,85823
"PERU",1992,539119,2692559,69485
"ARGENTINA",1992,569213,1230902,76931
"ARGENTINA",1993,317041,1005128,63481
"UNITED STATES",1992,137350,2497230,83241
"UNITED STATES",1992,61358,2041034,79161
"UNITED STATES",1993,337444,4124301,88885
"ARGENTINA",1992,121712,3547170,104022
"PERU",1992,451351,4740481,78139
"UNITED STATES",1993,497301,4024668,77896
"UNITED STATES",1992,47506,5720976,87210
"PERU",1992,81816,719124,107868
"CANADA",1992,478887,3545134,111951
"ARGENTINA",1992,294977,585672,118317
"ARGENTINA",1992,595772,3227472,112065
"CANADA",1993,448667,5619195,96938
"BRAZIL",1992,42859,7708314,108111
"PERU",1992,74728,510816,102163
"PERU",1993,275809,1186885,107087
"ARGENTINA",1993,99264,1662450,75795
"ARGENTINA",1993,575484,6393786,93567
"UNITED STATES",1992,308710,3918636,103122
"PERU",1992,486205,5836782,71470
"UNITED STATES",1992,271958,7903104,115796
"UNITED STATES",1993,441997,1745073,116338
"PERU",1993,367430,1037712,89845
"BRAZIL",1993,194466,6522722,93627
"BRAZIL",1993,374514,597276,95310
"PERU",1992,506920,1321853,115614
"BRAZIL",1992,4982,549111,113218
"BRAZIL",1992,323132,905614,69307
"CANADA",1993,329234,2955934,75793
"PERU",1992,440099,3971325,62344
"ARGENTINA",1992,531544,4890414,94531
"ARGENTINA",1993,327626,8021662,99216
"UNITED STATES",1993,90311,2813432,78078
"CANADA",1992,212859,3423194,106310
"ARGENTINA",1993,510477,5087079,89247
"ARGENTINA",1992,281833,4576976,108889
"CANADA",1992,351539,5916734,95431
"PERU",1992,106978,2695589,119098
"PERU",1992,347081,4347581,67684
"CANADA",1992,284045,2737219,61741
"ARGENTINA",1993,551842,1874881,113629
"BRAZIL",1992,98652,7606195,99039
"PERU",1992,547152,4036271,71947
"PERU",1992,375661,3874466,104199
"UNITED STATES",1992,357631,1122932,101317
"ARGENTINA",1992,447294,5310153,74476
"CANADA",1993,365023,2176020,65280
"UNITED STATES",1993,225372,1219518,77841
"ARGENTINA",1992,495691,3272139,101200
"ARGENTINA",1992,384490,2094058,94468
"BRAZIL",1992,361951,191229,120776
"CANADA",1992,503695,6161076,101920
"ARGENTINA",1993,493694,7202975,101260
"UNITED STATES",1993,109768,6117272,106665
"ARGENTINA",1992,101904,6220857,114354
"ARGENTINA",1992,303316,4048931,79158
"BRAZIL",1993,582282,3045028,81855
"UNITED STATES",1992,119268,4477090,77235
"BRAZIL",1992,545357,412285,84139
"BRAZIL",1992,437117,5113390,63245
"BRAZIL",1992,214689,2333339,96220
"BRAZIL",1992,155187,472028,74530
"CANADA",1993,561108,3587906,70144
"CANADA",1993,13731,5999975,98683
"ARGENTINA",1992,267884,3377810,111112
"UNITED STATES",1992,565004,962082,64138
"PERU",1993,138214,5708825,75132
"PERU",1992,375384,3082189,87562
"PERU",1992,69324,3724761,77599
"CANADA",1993,510795,8396830,108346
"UNITED STATES",1992,418418,6222231,80183
"UNITED STATES",1992,350841,1853993,113509
"UNITED STATES",1993,457857,5985309,108889
"CANADA",1992,565359,564034,85459
"UNITED STATES",1992,464131,876088,65706
"UNITED STATES",1993,87418,4722177,84324
"BRAZIL",1993,425127,2461914,63126
"UNITED STATES",1993,70750,6048436,103245
"ARGENTINA",1992,364008,3569726,64319
"UNITED STATES",1992,60084,2606023,62644
"PERU",1992,447149,2266776,65767
"UNITED STATES",1993,65573,301559,92314
"UNITED STATES",1992,139140,448073,70748
"CANADA",1992,75841,3586442,109010
"UNITED STATES",1992,219842,4328816,105709
"BRAZIL",1992,560251,1312541,78673
"UNITED STATES",1993,37601,761607,92316
"CANADA",1992,252617,4909708,94176
"ARGENTINA",1992,124360,996739,83061
"PERU",1993,35747,5914831,100964
"ARGENTINA",1992,560885,194586,116751
"PERU",1992,140147,3086564,71228
"ARGENTINA",1993,135276,1232593,78676
"BRAZIL",1992,521430,6130755,87084
"CANADA",1992,389177,5211514,75969
"CANADA",1993,41720,2210087,99703
"ARGENTINA",1992,163209,4544298,76332
"CANADA",1993,262975,7143320,116277
"CANADA",1993,266282,2179479,74896
"CANADA",1993,585125,1251243,72606
"BRAZIL",1993,44345,1044365,77360
"CANADA",1992,435791,6465026,103606
"BRAZIL",1993,1306,1815779,72438
"UNITED STATES",1993,347698,698272,104740
"PERU",1992,584952,7387945,122215
"CANADA",1993,374816,1913489,113448
"ARGENTINA",1993,65928,8352187,113635
"BRAZIL",1992,538665,1983036,102218
"BRAZIL",1992,534057,2592287,65461
"ARGENTINA",1993,357503,4163387,93629
"CANADA",1992,456478,5809522,86067
"ARGENTINA",1993,593554,148277,98851
"BRAZIL",1993,577021,2450736,65880
"CANADA",1993,12089,1825969,60064
"CANADA",1993,196438,5012982,92065
"ARGENTINA",1992,148059,4822309,66423
"PERU",1992,220968,3114878,113337
"BRAZIL",1992,404117,3063270,61265
"BRAZIL",1992,58643,621436,96098
"CANADA",1992,407358,5580105,75919
"CANADA",1992,457442,4114294,83965
"CANADA",1993,117824,714626,110509
"UNITED STATES",1993,76382,2968060,81502
"ARGENTINA",1993,543747,1031454,107443
"ARGENTINA",1993,271635,5321125,96397
"CANADA",1992,381813,180006,113688
"BRAZIL",1992,402923,6135024,109554
"PERU",1992,315224,2622168,74352
"CANADA",1993,361916,3821302,118674
"ARGENTINA",1993,509457,5864253,87985
"PERU",1993,501015,4106631,60959
"CANADA",1993,419229,3329780,68892
"ARGENTINA",1993,480154,2653864,68047
"ARGENTINA",1993,540122,327712,69726
"UNITED STATES",1993,414187,5014682,66069
"UNITED STATES",1992,128706,3989810,104082
"CANADA",1992,297816,4353120,108828
"PERU",1992,270033,401208,60181
"PERU",1993,584760,894698,110684
"BRAZIL",1992,166409,4576690,88524
"BRAZIL",1993,76815,5447102,107508
"PERU",1993,263547,1786956,90631
"BRAZIL",1993,466229,5796720,71712
"PERU",1992,281283,1264270,75856
"CANADA",1993,52114,3038413,63966
"BRAZIL",1992,365336,3328135,84079
"PERU",1993,291088,2616744,64744
"ARGENTINA",1992,440889,658749,109791
"PERU",1992,508651,4077710,99577
"UNITED STATES",1993,480354,5099809,80059
"UNITED STATES",1992,454171,4554607,67509
"BRAZIL",1993,558085,2464437,68583
"ARGENTINA",1992,186071,1770317,69424
"ARGENTINA",1993,106095,4347103,66065
"UNITED STATES",1993,543722,5244129,105942
"BRAZIL",1993,328347,2878565,82519
"PERU",1992,311317,2761535,79698
"ARGENTINA",1993,39339,3451491,76699
"CANADA",1993,550486,6408574,92187
"CANADA",1993,505275,1597752,76815
"CANADA",1993,353994,3354591,122878
"UNITED STATES",1992,116275,1472047,77476
"CANADA",1993,343050,3862803,65582
"ARGENTINA",1993,330343,3999136,82399
"PERU",1992,221279,1368296,72015
"PERU",1993,199488,6053061,95248
"UNITED STATES",1993,582603,4839300,101134
"ARGENTINA",1993,585560,1224281,98732
"CANADA",1992,1236,2351791,68233
"PERU",1992,370707,5119747,106661
"CANADA",1993,68853,163966,109311
"BRAZIL",1993,552403,4601911,87322
"BRAZIL",1992,208292,4561064,72016
"PERU",1992,191044,2359748,68102
"PERU",1993,204550,5527252,87272
"ARGENTINA",1993,456206,3451674,69730
"ARGENTINA",1993,98565,4315425,93813
"UNITED STATES",1992,36203,2099545,68352
"CANADA",1993,200273,2882699,70395
"CANADA",1992,203817,5902344,103248
"ARGENTINA",1992,141207,237158,74892
"UNITED STATES",1992,529324,4677004,81198
"BRAZIL",1993,203045,2701885,56881
"PERU",1992,503371,379320,82461
"PERU",1992,153501,3231805,93270
"ARGENTINA",1992,346324,4738531,82218
"UNITED STATES",1992,58962,8039217,115257
"BRAZIL",1992,215372,617932,77241
"UNITED STATES",1992,114098,889672,66725
"PERU",1993,348625,3571483,100416
"CANADA",1993,97895,3696814,113573
"CANADA",1993,39144,866512,64988
"BRAZIL",1993,286473,2521946,87567
"CANADA",1993,95089,1395210,65044
"UNITED STATES",1992,597155,1367325,75127
"CANADA",1993,324078,793483,66123
"BRAZIL",1993,6418,5604903,79464
"BRAZIL",1993,489326,4735080,78918
"ARGENTINA",1992,428921,1178386,110994
"UNITED STATES",1992,14056,4513642,58203
"UNITED STATES",1992,463376,4532360,80361
"PERU",1992,556568,6173252,97472
"ARGENTINA",1993,45912,8204530,111474
"CANADA",1993,427017,1942731,56639
"CANADA",1993,421737,6867059,99522
"CANADA",1993,413098,2255697,60664
"CANADA",1993,333261,3610957,77655
"CANADA",1993,104097,990981,66065
"UNITED STATES",1993,443844,5486819,107269
"PERU",1992,352388,4658156,86422
