"d_year","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"CANADA",15026,71431,5033321,84145
1992,"CANADA",6634,155944,7919762,119996
1992,"UNITED STATES",607,169025,5415399,65641
1992,"ARGENTINA",2990,51684,1956273,98140
1992,"PERU",2990,37808,1747545,104748
1992,"PERU",25381,194403,2088873,89844
1992,"ARGENTINA",5401,115354,4469558,82161
1992,"UNITED STATES",5401,144147,3537685,71468
1992,"PERU",10988,123784,8156703,108466
1992,"CANADA",10988,30974,3897568,114298
1993,"UNITED STATES",25081,58203,1024178,69672
1992,"CANADA",26995,177711,3228621,107322
1993,"PERU",17929,33297,2679571,73817
1993,"ARGENTINA",17929,28383,4933411,78682
1993,"ARGENTINA",4358,104683,4124689,101260
1993,"BRAZIL",4358,42197,829330,68351
1992,"BRAZIL",7831,128418,3193673,86784
1993,"CANADA",1160,70976,5975250,116818
1992,"CANADA",16153,37032,1674483,58141
1992,"UNITED STATES",16153,186803,181420,113388
1992,"ARGENTINA",16153,132223,2309604,75313
1992,"CANADA",25150,64671,2486218,98140
1992,"ARGENTINA",25150,94651,7257316,98739
1993,"BRAZIL",2395,82093,1099817,64505
1993,"CANADA",13823,156081,4390265,68224
1993,"UNITED STATES",17443,136905,1118534,116514
1993,"UNITED STATES",28804,161125,234851,71167
1993,"PERU",28804,15516,1302674,85890
1992,"UNITED STATES",29813,77589,3239687,93994
1993,"PERU",16366,117380,4860087,83842
1993,"CANADA",16366,5336,3932533,74479
1993,"ARGENTINA",16366,70794,2064804,105887
1992,"BRAZIL",18565,80194,772617,70451
1992,"ARGENTINA",18565,19452,1275448,82287
1992,"UNITED STATES",18565,120505,585792,91530
1992,"BRAZIL",19906,146951,8455324,119877
1993,"PERU",22816,184559,3903431,98613
1993,"PERU",22816,72748,5337735,103244
1993,"CANADA",22816,94077,4883008,64264
1993,"PERU",16951,99841,662702,110450
1992,"ARGENTINA",20362,108806,1257656,108888
1992,"PERU",20362,94370,4221360,81862
1993,"UNITED STATES",1726,123502,4303435,91530
1993,"PERU",12184,164089,328627,69184
1993,"PERU",824,149667,7501804,102999
1993,"ARGENTINA",17927,110466,5025869,88587
1993,"UNITED STATES",17927,191328,3231791,85159
1992,"CANADA",18946,22718,4823687,98442
1993,"PERU",18118,35185,201632,67210
1993,"BRAZIL",5242,164546,459003,96632
1993,"UNITED STATES",5242,123410,1565283,86004
1993,"PERU",25730,179770,5786080,110986
1993,"CANADA",25730,41440,1934016,82886
1993,"BRAZIL",25442,11767,4029024,100725
1993,"BRAZIL",28468,36078,2383064,60844
1993,"PERU",28468,82943,8033095,115556
1993,"UNITED STATES",28468,7966,6362094,112437
1993,"PERU",19177,55074,2139436,61744
1993,"CANADA",17251,66617,148859,95016
1993,"UNITED STATES",5866,184707,2357877,107502
1993,"CANADA",4736,80924,3466954,114295
1992,"ARGENTINA",22627,93118,3513329,66666
1993,"PERU",11353,138816,5193468,111288
1993,"CANADA",16837,179740,8025053,109184
1992,"CANADA",22685,136590,7731182,97595
1992,"PERU",25177,152965,391484,121077
1992,"UNITED STATES",5327,185081,1518236,69964
1992,"CANADA",14161,90342,1055213,79940
1992,"CANADA",14161,106823,1548027,109789
1992,"UNITED STATES",14161,178389,5229742,88042
1993,"ARGENTINA",10648,187981,372416,124138
1992,"PERU",22568,176442,2854667,91106
1993,"ARGENTINA",29890,111832,1493502,110629
1993,"ARGENTINA",28937,108306,4258332,78858
1993,"ARGENTINA",18355,129308,3081139,80238
1993,"ARGENTINA",18355,187903,6703360,119454
1993,"ARGENTINA",13801,99551,3535254,93033
1993,"PERU",13801,5559,2557104,87873
1993,"UNITED STATES",23834,166566,3394092,97953
1992,"ARGENTINA",27848,24756,7731450,100845
1993,"BRAZIL",2456,199858,1370495,117471
1993,"PERU",17413,70692,4515866,99761
1992,"CANADA",2275,23884,6011201,108472
1992,"UNITED STATES",28343,26205,4838142,67872
1992,"ARGENTINA",28343,22803,4904723,103548
1992,"BRAZIL",23117,1353,2607793,75261
1993,"BRAZIL",19453,33588,830782,91294
1992,"ARGENTINA",12277,150591,7406854,98495
1992,"ARGENTINA",12277,23341,3527508,75860
1992,"CANADA",21760,174338,6851212,84739
1992,"PERU",11698,14513,2208357,85650
1992,"CANADA",13279,134095,3143386,67745
1992,"BRAZIL",13279,82473,3654685,87328
1992,"BRAZIL",13231,128754,3444273,106965
1992,"CANADA",13231,186055,4631521,68463
1992,"ARGENTINA",571,73421,2621509,83665
1993,"PERU",3763,110215,5128729,73512
1992,"CANADA",17371,52940,8620448,113576
1992,"CANADA",17371,158864,5710894,115371
1992,"PERU",4912,192519,1701754,96690
1992,"CANADA",3080,22035,1119725,57421
1992,"BRAZIL",11692,131636,4691043,100057
1992,"CANADA",11692,4251,2353244,69315
1993,"ARGENTINA",8137,184014,4216358,65880
1992,"ARGENTINA",3616,72343,5563888,78920
1992,"UNITED STATES",24550,18584,4890897,90154
1992,"UNITED STATES",24550,56068,3079348,61443
1992,"PERU",25765,8407,1712650,78924
1992,"BRAZIL",25765,87598,1490454,95135
1993,"BRAZIL",15064,155713,7301234,106122
1993,"BRAZIL",15064,163372,1349247,86122
1992,"CANADA",6016,109984,8715686,119638
1993,"ARGENTINA",1246,150492,3223804,92549
1993,"ARGENTINA",23017,199346,1558076,86720
1993,"BRAZIL",22370,147635,161532,100957
1993,"ARGENTINA",29246,182078,104406,69604
1993,"UNITED STATES",29246,179948,1557457,121676
1993,"BRAZIL",29912,97814,6033327,108708
1992,"UNITED STATES",18955,107503,5558640,90630
1992,"ARGENTINA",18955,81386,3322733,82042
1993,"BRAZIL",15764,17373,255493,77422
1992,"CANADA",7265,96371,4355073,82042
1993,"ARGENTINA",20641,143455,2325594,89907
1993,"BRAZIL",20641,17043,2566186,57602
1992,"BRAZIL",11578,63142,3253532,66308
1992,"ARGENTINA",11578,21009,4374720,55800
1993,"ARGENTINA",11224,27664,611197,95499
1992,"UNITED STATES",16667,197370,5804915,88042
1992,"BRAZIL",16667,186835,6468879,115309
1993,"BRAZIL",25837,98601,882979,95976
1993,"ARGENTINA",10081,121325,1715211,80779
1993,"ARGENTINA",10081,103559,5047036,93753
1992,"BRAZIL",12253,66812,3756846,106728
1992,"PERU",427,91514,7376999,90330
1993,"UNITED STATES",14606,55675,1878531,97840
1993,"CANADA",14606,51392,671695,80603
1993,"BRAZIL",16108,157960,4826960,121077
1992,"UNITED STATES",26677,162676,4339720,104320
1993,"UNITED STATES",18926,56805,6906256,105708
1993,"BRAZIL",18926,159908,8237629,118074
1992,"PERU",13744,69940,7104976,114596
1992,"BRAZIL",17015,173217,4629273,77412
1992,"PERU",9073,39806,7877049,104748
1992,"BRAZIL",9073,176993,7394004,124199
1992,"BRAZIL",21262,174294,1399760,82097
1992,"BRAZIL",4912,6218,2895964,67452
1992,"UNITED STATES",4912,166435,690657,90085
1992,"BRAZIL",4912,72567,4387746,92373
1992,"UNITED STATES",16225,20715,158663,98142
1992,"UNITED STATES",16225,65068,4338852,61983
1992,"PERU",6010,17278,1757046,71716
1992,"UNITED STATES",6010,136598,2919377,98075
1993,"UNITED STATES",5449,130720,4551872,105043
1993,"ARGENTINA",6602,8944,2584851,111176
1992,"BRAZIL",22720,98026,4193361,61441
1992,"BRAZIL",22720,110831,8137204,110509
1992,"UNITED STATES",5341,33451,2035141,83067
1993,"UNITED STATES",5303,128859,4757382,113271
1993,"ARGENTINA",19789,169040,537884,66542
1992,"ARGENTINA",2852,155218,4802548,76392
1992,"UNITED STATES",2852,122802,2529172,109488
1992,"CANADA",14089,110647,150845,99458
1992,"CANADA",10661,157780,6763030,110266
1993,"PERU",13895,58867,5490361,109551
1993,"BRAZIL",16174,14099,761843,60785
1993,"CANADA",842,27787,3292377,102886
1993,"UNITED STATES",842,4950,1181603,111297
1992,"PERU",16168,9250,3902035,69555
1993,"ARGENTINA",22054,115161,677468,70569
1993,"UNITED STATES",22054,117070,200020,65224
1993,"CANADA",8540,190267,3458298,81435
1993,"CANADA",11650,72232,5428668,72253
1993,"PERU",11650,160621,823993,100897
1992,"PERU",22981,26856,176502,106971
1992,"PERU",24085,150670,5621428,103240
1992,"BRAZIL",24572,133329,4141452,81739
1992,"BRAZIL",22241,38596,5450863,92075
1992,"BRAZIL",13852,560,1577404,87633
1992,"CANADA",13852,11138,814124,62947
1993,"UNITED STATES",21094,149670,1423886,103180
1992,"PERU",17929,24521,4257056,86731
1992,"BRAZIL",12784,14485,4156455,83968
1992,"BRAZIL",6283,134690,5855322,103481
1992,"PERU",6283,61663,487398,97479
1992,"UNITED STATES",9317,62679,3821807,98500
1993,"BRAZIL",4912,8535,1593657,86611
1992,"BRAZIL",6035,30530,6727201,87631
1993,"ARGENTINA",22360,131072,3282736,66184
1993,"PERU",25726,13209,3142160,67332
1993,"UNITED STATES",26686,3572,3979612,88534
1992,"PERU",18145,98594,7185766,95555
1993,"UNITED STATES",14056,92905,892013,113874
1992,"CANADA",25906,189414,5655828,90204
1992,"BRAZIL",25906,29885,5626128,108892
1993,"BRAZIL",23995,39741,7576775,100844
1993,"PERU",16669,125311,4443230,80178
1992,"PERU",971,45345,4167798,77420
1993,"PERU",14506,111433,2802194,86665
1993,"PERU",15796,28692,6194277,97241
1993,"UNITED STATES",15796,10112,1416644,61326
1993,"ARGENTINA",15796,151289,4146826,80416
1993,"BRAZIL",17938,199470,1398397,94168
1993,"ARGENTINA",2117,146621,7204118,100057
1993,"ARGENTINA",2117,52381,2816098,80002
1992,"CANADA",10511,179996,2644811,124559
1993,"BRAZIL",29185,153040,2157660,65582
1992,"PERU",14740,166896,1413280,117773
1992,"ARGENTINA",23872,10296,1809435,72377
1992,"BRAZIL",23872,38884,7379018,109372
1992,"BRAZIL",23872,107107,4430775,66846
1992,"PERU",8914,74104,3237534,64686
1993,"PERU",19966,158468,3045287,91587
1993,"CANADA",11413,133751,7881456,107085
1993,"CANADA",11413,147982,9337908,121798
1993,"ARGENTINA",4094,64257,3297375,73275
1992,"BRAZIL",8786,164653,2665792,103059
1992,"CANADA",1297,150487,419732,92248
1992,"BRAZIL",1297,26480,696207,84388
1992,"ARGENTINA",26138,115731,5973816,104803
1993,"ARGENTINA",4780,13526,1094035,86371
1993,"ARGENTINA",22546,106818,5540123,109488
1992,"BRAZIL",2401,135306,4195586,80478
1992,"ARGENTINA",2401,27344,4069559,76280
1992,"CANADA",27761,66299,4215946,75917
1992,"UNITED STATES",3583,113777,2165040,107446
1993,"UNITED STATES",14978,162289,3879524,81076
1993,"PERU",18431,158955,6380193,120837
1993,"CANADA",18431,19943,8755818,111776
1992,"CANADA",28564,143374,3968636,85042
1992,"UNITED STATES",17105,35199,3593113,68051
1993,"PERU",20251,152099,3812410,69065
1993,"PERU",9826,157153,3896683,72609
1992,"ARGENTINA",6971,5216,5005081,67272
1992,"UNITED STATES",6971,113493,4368821,90389
1992,"UNITED STATES",6971,74477,2612646,87088
1992,"CANADA",2335,70934,6476762,114295
1992,"PERU",15463,164693,2671688,105461
1992,"PERU",15463,185754,7870450,110385
1993,"BRAZIL",21733,105788,3691599,107626
1993,"PERU",11798,105363,2729878,82101
1992,"ARGENTINA",12301,133438,4552604,88285
1993,"ARGENTINA",18478,193400,3297427,89604
1992,"PERU",7445,198723,3034985,109303
1993,"UNITED STATES",21029,91622,3833961,96817
1992,"PERU",1448,52846,7051452,107930
1993,"BRAZIL",19765,84837,865369,109309
1992,"CANADA",9595,56714,162058,100242
1992,"BRAZIL",9595,42307,1079395,74958
1992,"ARGENTINA",9595,42917,7811622,111594
1992,"CANADA",14630,67719,2192723,101202
1992,"PERU",14630,39648,1078007,95258
1993,"ARGENTINA",20549,111064,1772773,64503
1993,"PERU",24400,155167,2969848,73329
1993,"ARGENTINA",15913,150359,3748871,84561
1992,"CANADA",5803,166457,548442,91407
1992,"UNITED STATES",5803,195829,2864132,115489
1992,"CANADA",21643,60980,2795011,116458
1992,"BRAZIL",4721,89939,8340693,115735
1992,"ARGENTINA",4721,190627,5783226,103057
1992,"UNITED STATES",15808,59318,2521409,76638
1993,"PERU",14717,66351,4969044,79041
1993,"PERU",21446,61236,3377385,71833
1993,"PERU",21446,139983,4248258,121378
1993,"BRAZIL",19972,32898,7653120,109853
1993,"PERU",19972,51527,4125070,88711
1992,"CANADA",13396,151054,2815667,66303
1992,"CANADA",16468,9763,2729944,100365
1992,"ARGENTINA",10430,144525,1356065,94171
1993,"UNITED STATES",25039,90295,1434383,77117
1993,"BRAZIL",21977,133698,2737801,103901
1993,"UNITED STATES",28022,121729,4670920,105043
1993,"PERU",28022,78579,3582411,93454
1993,"UNITED STATES",18634,94035,2572575,61741
1992,"UNITED STATES",19721,170218,2396070,77292
1992,"CANADA",9379,144894,1289361,116333
1992,"ARGENTINA",9379,22605,1026547,91656
1992,"PERU",9379,118787,353932,108346
1992,"CANADA",9379,42777,7112968,103186
1993,"UNITED STATES",19882,121289,5503176,78616
1992,"UNITED STATES",25810,89322,503546,78679
1992,"CANADA",25810,18332,4583709,75019
1992,"ARGENTINA",13198,161645,1986528,102398
1993,"CANADA",14359,138542,1006803,94832
1993,"ARGENTINA",1420,60469,5883657,85767
1993,"CANADA",17957,8754,4175165,99765
1992,"CANADA",7363,21185,219023,66370
1993,"ARGENTINA",8587,140526,1268881,93991
1993,"PERU",8587,165513,6463998,94710
1992,"BRAZIL",23822,43097,1544533,62405
1992,"PERU",23822,92557,2256144,92973
1992,"CANADA",145,111264,2639788,76515
1992,"UNITED STATES",27334,166772,4350529,110326
1992,"BRAZIL",15865,69080,3587853,62944
1992,"CANADA",15865,86645,6524928,97898
1993,"ARGENTINA",16996,164861,9153612,115551
1993,"BRAZIL",16996,186410,3519556,89784
1992,"PERU",21571,160105,3378790,69906
1992,"ARGENTINA",21571,175703,6211220,106722
1993,"CANADA",52,104428,5728247,85945
1993,"PERU",52,107668,1246691,100539
1992,"BRAZIL",4772,141004,1360590,62700
1992,"ARGENTINA",18769,69666,5718267,98139
1992,"CANADA",12712,32073,696513,60304
1992,"BRAZIL",4501,45290,4157986,74117
1992,"CANADA",25846,104488,3053614,89548
1993,"BRAZIL",233,113625,7547483,98317
1993,"CANADA",233,82867,177586,110991
1992,"UNITED STATES",118,103316,1139883,79158
1992,"CANADA",97,120861,2167902,112911
1993,"PERU",3580,87159,1702032,68769
1993,"ARGENTINA",3580,168620,6680180,101317
1993,"CANADA",3580,179812,6961860,113508
1992,"UNITED STATES",13549,174028,601702,66121
1992,"CANADA",13549,79123,3894892,66127
1992,"CANADA",16642,29930,5769502,111595
1993,"ARGENTINA",29759,165385,5649230,87022
1993,"PERU",29759,91969,7686963,117657
1993,"CANADA",1175,170064,1741916,68043
1992,"ARGENTINA",18245,64883,8415245,110872
1993,"UNITED STATES",23110,154752,1445400,108405
1993,"ARGENTINA",9565,178342,4312152,85220
1993,"CANADA",17990,55319,1835006,76458
1993,"UNITED STATES",24134,13994,8250148,114479
1992,"CANADA",4759,193190,3853419,76991
1992,"BRAZIL",4759,4832,6434955,104209
1992,"PERU",4759,195684,480513,106780
1992,"ARGENTINA",4759,56697,5075174,99221
1992,"CANADA",7039,77309,4242217,77178
1993,"PERU",4606,130414,4718887,86664
1993,"BRAZIL",3914,76709,4342363,101142
1993,"PERU",3914,42168,1371047,66609
1993,"PERU",19975,124094,3258114,67085
1993,"ARGENTINA",19975,172276,248081,80896
1993,"CANADA",19975,85674,995802,99580
1992,"UNITED STATES",28414,17559,1328895,88593
1993,"UNITED STATES",26716,165704,7724740,106182
1993,"PERU",26716,186022,1109128,66481
1992,"CANADA",18157,128563,299213,95493
1992,"BRAZIL",18157,141603,3905925,98676
1993,"BRAZIL",26975,66580,4314958,92794
1993,"CANADA",8335,45934,1658098,112795
1992,"BRAZIL",16687,136890,5913625,115613
1992,"ARGENTINA",12088,111219,4394310,73812
1993,"UNITED STATES",4708,177285,5721576,81736
1993,"BRAZIL",4708,130769,2814824,107985
1993,"ARGENTINA",4708,26899,4031565,109553
1993,"PERU",15332,168825,5636008,113629
1993,"BRAZIL",9763,61312,4308881,76398
1992,"ARGENTINA",25420,185550,5397315,98133
1992,"BRAZIL",25420,124269,2154571,77595
1993,"CANADA",18835,14939,6790945,111235
1992,"BRAZIL",3395,181126,2332155,72427
1992,"PERU",3395,182067,445835,68943
1992,"UNITED STATES",3395,184326,1269288,84619
1992,"BRAZIL",14860,180873,2680709,117232
1992,"PERU",16646,68460,5713840,85707
1992,"PERU",16646,70590,2162977,93635
1993,"ARGENTINA",11321,103467,2626241,88227
1993,"BRAZIL",11321,15995,7911498,114659
1993,"UNITED STATES",11321,13591,6066506,90275
1992,"PERU",11323,91327,3841584,79099
1992,"UNITED STATES",11323,115751,2570621,106005
1992,"BRAZIL",11323,11602,431376,90816
1992,"BRAZIL",4301,60423,5615301,83005
1993,"PERU",15700,10034,815641,56641
1993,"ARGENTINA",26914,198893,780820,119513
1993,"UNITED STATES",26914,186562,5222638,98913
1992,"UNITED STATES",19559,196464,156046,93627
1992,"PERU",12197,24367,2881024,77481
1992,"BRAZIL",173,41911,6648241,111174
1993,"BRAZIL",25463,85877,2056608,111772
1992,"ARGENTINA",12119,173949,3277162,121376
1993,"BRAZIL",7552,67477,4853419,86668
1992,"CANADA",20417,117505,4923765,91350
1992,"UNITED STATES",20417,100877,5646755,112672
1993,"BRAZIL",15071,104971,3955891,118558
1993,"PERU",18691,14540,7272700,87272
1992,"PERU",9481,61397,5305871,81503
1992,"CANADA",9481,96569,7439541,93933
1992,"ARGENTINA",6973,19679,5000639,95920
1993,"CANADA",11210,29040,630845,58142
1993,"BRAZIL",25306,63683,1048935,98800
1993,"UNITED STATES",25306,181429,4078134,90625
1993,"UNITED STATES",6679,53215,1537364,70092
1992,"CANADA",28390,68788,959201,105406
1992,"PERU",27136,14700,5105681,96882
1993,"PERU",28072,62210,4320766,70332
1993,"CANADA",18575,14862,2263719,106611
1993,"PERU",8132,159014,3692227,64380
1993,"ARGENTINA",17426,131779,5093696,108646
1993,"PERU",10978,52120,390251,64327
1993,"BRAZIL",29678,191411,4015941,90144
1993,"BRAZIL",29678,63334,1271383,77839
1992,"PERU",16012,16357,3983038,76401
1993,"CANADA",13499,6749,324525,99344
1993,"ARGENTINA",14105,160774,5570361,110086
1992,"PERU",19640,155009,3734640,63840
1993,"CANADA",4207,97646,7573893,98618
1993,"BRAZIL",4207,37451,2313157,83307
1993,"CANADA",11944,173520,5927894,95611
1992,"ARGENTINA",17854,118796,3103290,108887
1992,"ARGENTINA",17854,191142,4229670,73988
1992,"PERU",17854,111757,6438250,106125
1992,"BRAZIL",23912,170427,4212242,89845
1993,"PERU",7822,45207,428618,69132
1993,"ARGENTINA",646,196507,7776975,96210
1993,"BRAZIL",646,77930,2869526,114475
1992,"BRAZIL",9595,104859,8402235,111831
1992,"ARGENTINA",16334,186134,5051338,73207
1992,"BRAZIL",17728,11385,1415646,77782
1993,"PERU",5348,159288,5690910,80836
1992,"UNITED STATES",475,158683,330919,104500
1992,"ARGENTINA",475,46027,354179,58381
1992,"CANADA",13075,89935,8146303,115495
1992,"UNITED STATES",6325,174028,1127366,66121
1992,"BRAZIL",6325,135463,5634209,89907
1992,"ARGENTINA",6325,116370,5544093,83182
1992,"PERU",9880,89863,2501361,111171
1992,"UNITED STATES",25774,94418,6306410,84744
1992,"ARGENTINA",3031,196601,6788702,101856
1992,"PERU",3031,145379,5891194,85462
1992,"BRAZIL",21548,38406,1976268,80664
1992,"BRAZIL",7832,78750,5590777,103725
1992,"PERU",1670,36266,5014626,72135
1993,"ARGENTINA",6569,83282,1943470,75916
1993,"CANADA",27926,171947,9489018,121136
1993,"BRAZIL",27926,120365,4843218,83121
1993,"PERU",8462,194549,2603367,98612
1993,"PERU",19393,98830,1991595,109729
1993,"CANADA",19393,196568,6325328,99873
1992,"ARGENTINA",22298,59453,5952064,84747
1993,"CANADA",12721,128927,2182806,117355
1992,"ARGENTINA",9802,181828,3410938,114589
1992,"ARGENTINA",9802,169751,3080709,109245
1992,"BRAZIL",9802,168651,5881203,103179
1993,"UNITED STATES",667,180768,3741890,110925
1992,"PERU",7753,73160,3712232,67989
1992,"UNITED STATES",2830,122988,1646992,120658
1992,"UNITED STATES",21698,36192,2308276,67691
1992,"BRAZIL",15328,95362,130306,81441
1993,"BRAZIL",7357,92666,6435600,99519
1993,"ARGENTINA",7357,29877,5604910,108412
1992,"CANADA",27367,168377,3116217,86722
1993,"BRAZIL",8731,51554,5514829,90333
1992,"BRAZIL",14848,163616,4383782,100776
1993,"PERU",23299,111730,6270228,104503
1993,"ARGENTINA",23299,36358,1925992,77661
1993,"PERU",23299,182264,5371577,80775
1993,"CANADA",23299,110518,6609277,91710
1992,"BRAZIL",26062,20085,2080515,60304
1993,"PERU",29293,50802,7084817,105168
1993,"BRAZIL",22061,182597,2811633,100775
1993,"UNITED STATES",994,134378,1355875,84742
1993,"CANADA",994,165377,1725074,86542
1992,"ARGENTINA",10276,74988,5659271,117778
1992,"ARGENTINA",10276,146691,7922128,104261
1993,"ARGENTINA",11416,195266,4707237,81675
1992,"CANADA",29954,113100,2252914,66786
1993,"UNITED STATES",5621,121575,742405,95794
1992,"ARGENTINA",24076,12590,5281603,90155
1993,"CANADA",526,47383,3631937,79822
1993,"PERU",526,144138,3549936,70927
1993,"CANADA",20600,32815,7064648,104868
1993,"UNITED STATES",20600,107721,2541218,103723
1993,"CANADA",20600,172249,3967683,79274
1992,"BRAZIL",27239,99584,5743644,95014
1993,"UNITED STATES",5239,153436,1800720,89365
1993,"PERU",5239,185749,8806752,110084
1992,"BRAZIL",23491,133233,3969631,75973
1992,"BRAZIL",14659,147195,5663144,74531
1993,"CANADA",6610,80109,2304535,65346
1992,"CANADA",6815,29758,5620207,101265
1992,"PERU",2392,48614,7188006,93756
1992,"CANADA",23191,121400,4093632,85284
1992,"UNITED STATES",23191,25376,5986302,78082
1992,"CANADA",6533,84041,2357592,61502
1993,"BRAZIL",27088,60919,3068013,112794
1992,"BRAZIL",22915,189412,582547,90084
