"d_year","s_nation","lo_partkey","lo_revenue","lo_supplycost"
1992,"ARGENTINA",64678,156053,98560
1992,"ARGENTINA",28883,4451789,108712
1992,"CANADA",18884,1573914,108172
1992,"BRAZIL",167088,2858823,69304
1992,"UNITED STATES",36534,3880728,88231
1992,"PERU",165788,7118515,111226
1992,"CANADA",54066,3063240,61203
1993,"UNITED STATES",194008,2030986,66120
1992,"ARGENTINA",66007,788130,58380
1992,"PERU",100752,1545925,105165
1992,"CANADA",78167,888644,68709
1993,"UNITED STATES",76620,7124118,95797
1992,"UNITED STATES",18848,6145069,106010
1992,"UNITED STATES",19916,7270203,110154
1992,"ARGENTINA",29613,971844,92556
1992,"PERU",154427,6541950,88885
1993,"ARGENTINA",13127,713522,62407
1992,"PERU",100443,2143508,86606
1993,"PERU",76243,819329,73154
1992,"PERU",111671,166584,100960
1992,"BRAZIL",45618,2701918,93816
1993,"PERU",151977,8095590,121738
1993,"CANADA",67983,1650529,117058
1992,"PERU",164766,1548822,109845
1993,"UNITED STATES",115543,4058438,93512
1993,"PERU",30408,2987308,80304
1993,"CANADA",63816,1457664,106788
1993,"ARGENTINA",152706,7312674,105522
1993,"PERU",153092,1555032,68705
1992,"ARGENTINA",91681,481731,100360
1992,"PERU",117057,1563816,64443
1992,"BRAZIL",199739,5415059,110323
1992,"CANADA",100519,136755,91170
1992,"ARGENTINA",17720,5031075,98263
1992,"UNITED STATES",18912,4696284,109854
1992,"UNITED STATES",41264,5727395,72315
1992,"UNITED STATES",170962,3781305,121977
1992,"UNITED STATES",152876,4073773,115732
1992,"PERU",98525,3656448,91411
1992,"BRAZIL",8473,6354762,82888
1993,"BRAZIL",98035,94005,61981
1993,"BRAZIL",61649,4686962,96638
1993,"ARGENTINA",121220,4695535,74473
1992,"ARGENTINA",66991,4264502,117479
1992,"UNITED STATES",169753,1341544,109365
1992,"CANADA",158342,378091,84020
1992,"ARGENTINA",41715,1809127,99402
1993,"BRAZIL",107336,132989,80599
1993,"BRAZIL",81489,6276008,88228
1993,"CANADA",78200,5259484,70692
1993,"CANADA",125270,4060671,77716
1992,"BRAZIL",186574,3321140,99634
1993,"UNITED STATES",58046,2951877,60242
1993,"PERU",161207,2622637,76092
1993,"CANADA",174703,8447630,106662
1992,"UNITED STATES",124014,4439568,62280
1992,"CANADA",117229,2781563,74773
1992,"PERU",15690,730588,96341
1992,"CANADA",69578,6964065,92854
1993,"UNITED STATES",10614,6792137,91476
1993,"UNITED STATES",179565,1718565,98673
1993,"BRAZIL",166809,2626120,112548
1992,"BRAZIL",7487,129686,83668
1992,"CANADA",90779,3228060,106186
1992,"UNITED STATES",124416,1778906,86424
1992,"UNITED STATES",125221,1894254,74773
1992,"UNITED STATES",180441,4527805,91286
1992,"BRAZIL",141755,8099749,107805
1992,"ARGENTINA",158437,4688173,89725
1993,"PERU",30435,3443614,81925
1993,"ARGENTINA",192121,3821328,72787
1993,"UNITED STATES",57730,7297744,101263
1993,"UNITED STATES",15473,5671899,83308
1992,"UNITED STATES",114327,5783771,80479
1992,"CANADA",69912,7527640,112914
1992,"ARGENTINA",151916,1322435,118074
1992,"UNITED STATES",54648,3365544,96158
1992,"BRAZIL",160919,8652206,118794
1992,"UNITED STATES",149027,1721632,64561
1992,"PERU",194503,3343567,95850
1992,"PERU",134813,2282045,110868
1992,"PERU",192929,7331481,121315
1992,"CANADA",101924,3081472,115555
1993,"BRAZIL",138998,1833291,122219
1993,"UNITED STATES",105222,1711971,73633
1993,"UNITED STATES",64252,2919000,72975
1993,"UNITED STATES",72833,7882447,108349
1993,"ARGENTINA",111663,5626857,100479
1993,"CANADA",187896,730071,119033
1993,"BRAZIL",39549,4019058,89312
1993,"PERU",72017,1182855,59340
1993,"PERU",166098,3392158,69845
1992,"CANADA",168670,4638771,104320
1993,"PERU",14696,6661813,96641
1993,"UNITED STATES",188176,2252750,75850
1992,"BRAZIL",140148,2872922,71288
1993,"CANADA",115857,370824,112371
1993,"BRAZIL",99752,2918415,105105
1993,"UNITED STATES",127640,8088054,100058
1993,"UNITED STATES",39998,2494193,116279
1993,"ARGENTINA",20091,2232486,60665
1993,"ARGENTINA",184701,7199942,107142
1993,"UNITED STATES",66056,2376266,61323
1993,"CANADA",79966,4621655,116757
1992,"UNITED STATES",161545,3947268,96392
1992,"BRAZIL",10539,287006,86971
1992,"UNITED STATES",138231,5203843,76153
1993,"PERU",139866,6981165,114351
1993,"PERU",155101,3090255,69366
1993,"PERU",171219,5821427,77412
1992,"PERU",15730,1140490,98743
1992,"BRAZIL",162599,1595126,99695
1992,"ARGENTINA",68659,5962081,97659
1993,"PERU",22157,4100770,64749
1992,"CANADA",96410,3780430,84384
1993,"UNITED STATES",48815,994788,105828
1993,"BRAZIL",17235,3982106,69133
1993,"UNITED STATES",29093,1581173,61325
1992,"CANADA",38491,664712,85769
1992,"ARGENTINA",141458,4858218,89967
1992,"CANADA",114613,454103,97656
1992,"CANADA",9224,2243775,67993
1992,"BRAZIL",55302,6099162,75438
1993,"BRAZIL",13813,507682,103608
1993,"ARGENTINA",97037,93062,62041
1993,"CANADA",146975,8346692,121318
1993,"ARGENTINA",157121,2862831,70687
1993,"PERU",78469,4490020,86847
1993,"PERU",21187,3607125,66490
1993,"BRAZIL",137483,6258295,91228
1992,"CANADA",20473,5947329,83608
1992,"CANADA",81889,1481736,112252
1993,"BRAZIL",177347,5526439,85460
1993,"PERU",59472,1767865,85888
1993,"BRAZIL",60582,6380110,92554
1992,"CANADA",103338,249487,80479
1992,"ARGENTINA",191890,2421869,118913
1993,"BRAZIL",27754,5812128,100905
1992,"ARGENTINA",197814,2060931,114708
1993,"UNITED STATES",91831,3981060,109369
1993,"ARGENTINA",146336,1509504,82939
1993,"BRAZIL",139084,2273113,67384
1993,"BRAZIL",174460,5422781,92067
1993,"UNITED STATES",16380,2540904,77782
1993,"CANADA",149947,7967790,119816
1993,"UNITED STATES",157991,3169787,122939
1993,"BRAZIL",197418,1566933,90924
1993,"CANADA",83305,4336417,77298
1993,"PERU",136160,2344473,71769
1992,"BRAZIL",92405,1327530,83844
1992,"ARGENTINA",98481,2019490,88768
1993,"BRAZIL",123104,2754632,67626
1992,"CANADA",17330,2132934,74839
1992,"UNITED STATES",11781,5027556,101566
1992,"PERU",123493,4503975,90989
1992,"PERU",143682,6985552,103540
1992,"UNITED STATES",63854,4139244,109071
1992,"UNITED STATES",137206,2050036,74592
1992,"ARGENTINA",133807,892788,110448
1992,"ARGENTINA",46841,3579255,107270
1992,"UNITED STATES",95183,3245885,70690
1992,"PERU",135166,2680989,72069
1993,"UNITED STATES",194872,7867480,118012
1992,"CANADA",58281,2307539,74356
1993,"BRAZIL",37643,5753529,94838
1992,"ARGENTINA",41099,1008887,62405
1993,"CANADA",58414,2477200,82344
1993,"ARGENTINA",44148,4420982,65528
1992,"BRAZIL",145225,3388946,76213
1992,"PERU",189135,1162923,73447
1992,"PERU",176878,1548257,117292
1992,"BRAZIL",13790,6583444,102227
1992,"BRAZIL",142066,797803,66483
1993,"ARGENTINA",132592,1221691,97475
1993,"CANADA",118177,1623040,71710
1993,"UNITED STATES",3306,224929,72558
1993,"BRAZIL",11991,2711760,114179
1992,"BRAZIL",196025,312764,67261
1992,"UNITED STATES",56174,2522539,67810
1992,"UNITED STATES",18394,6299472,78743
1992,"BRAZIL",152376,4782182,85702
1992,"PERU",33502,4005045,86130
1992,"BRAZIL",117483,6064940,90028
1993,"BRAZIL",10259,4040928,70155
1993,"CANADA",150222,4834436,76333
1993,"BRAZIL",139427,5208723,87985
1992,"PERU",188105,5612342,71586
1992,"BRAZIL",69284,5534484,75196
1992,"ARGENTINA",143483,897570,91588
1992,"UNITED STATES",105621,4216199,97597
1993,"PERU",185669,1649380,105279
1993,"CANADA",162588,2172163,99034
1992,"PERU",193739,6817755,109963
1992,"BRAZIL",158076,2665064,68044
1993,"CANADA",138557,919036,95733
1992,"UNITED STATES",60547,280402,90452
1992,"PERU",194193,1776322,77231
1992,"UNITED STATES",189426,881974,90925
1992,"ARGENTINA",105876,5660664,112912
1992,"CANADA",153270,870711,79396
1992,"UNITED STATES",3407,4412116,78624
1992,"BRAZIL",49017,1155347,57960
1992,"UNITED STATES",172672,6938552,104680
1992,"PERU",112396,3520975,84503
1992,"PERU",79958,4866192,116277
1992,"PERU",170906,4410463,118614
1992,"UNITED STATES",184680,1058808,105880
1992,"UNITED STATES",14342,4654739,75380
1992,"ARGENTINA",5560,6133368,87933
1992,"BRAZIL",122459,6466529,88887
1993,"UNITED STATES",95231,1961968,73573
1992,"CANADA",104074,981043,64684
1993,"UNITED STATES",87467,1503911,87267
1993,"PERU",81235,4230047,72973
1992,"ARGENTINA",3742,4942157,98744
1992,"UNITED STATES",3531,5528678,86071
1992,"PERU",95051,2610940,62763
1993,"UNITED STATES",120213,3995600,73992
1992,"PERU",11283,3477743,71656
1992,"CANADA",133398,2524971,85883
1993,"PERU",72480,2323968,87148
1993,"CANADA",161774,2291040,110146
1993,"CANADA",198267,3108697,81915
1993,"ARGENTINA",122935,5394097,117475
1993,"ARGENTINA",183781,2610692,111886
1993,"CANADA",146325,3443384,82279
1993,"UNITED STATES",123995,1271963,121139
1992,"ARGENTINA",170021,1230670,65461
1992,"ARGENTINA",10991,564891,114119
1993,"PERU",125993,3836081,121139
1993,"ARGENTINA",163607,5292460,100236
1993,"CANADA",187273,3672729,81616
1992,"CANADA",137717,7243442,105282
1993,"BRAZIL",53704,2133459,99462
1993,"PERU",121504,5629095,91530
1992,"UNITED STATES",59748,167358,102464
1993,"CANADA",39096,3956113,62105
1992,"CANADA",21882,3290277,108232
1992,"BRAZIL",155144,3873222,71948
1992,"BRAZIL",53511,4261724,87870
1992,"CANADA",88827,5002584,108949
1993,"UNITED STATES",161041,3610283,66122
1992,"UNITED STATES",112,2605171,60726
1993,"ARGENTINA",78398,3256538,82583
1993,"PERU",155377,6325345,85942
1992,"BRAZIL",21710,326342,97902
1992,"CANADA",69116,3978013,65106
1992,"UNITED STATES",78104,4679000,64926
1992,"PERU",78285,1576573,75796
1993,"CANADA",83576,2994374,93574
1992,"CANADA",122723,5195262,104743
1993,"ARGENTINA",25907,6913698,109974
1993,"ARGENTINA",82483,696103,87928
1993,"CANADA",90203,4560410,71592
1992,"CANADA",189346,4090719,86120
1992,"BRAZIL",104250,1352081,75255
1992,"UNITED STATES",18823,6096370,104509
1992,"CANADA",28764,6842135,101565
1992,"BRAZIL",137743,8114832,106844
1992,"ARGENTINA",34538,2491520,88351
1992,"BRAZIL",72144,1948780,66968
1992,"CANADA",110155,629181,69909
1992,"ARGENTINA",66672,5276517,98320
1993,"UNITED STATES",13672,1010071,95140
1993,"BRAZIL",53202,1718937,69312
1993,"CANADA",1627,4494142,91717
1993,"BRAZIL",141005,1129680,62760
1993,"CANADA",683,4323446,95020
1992,"CANADA",152953,922737,120357
1993,"BRAZIL",170895,1334839,117953
1993,"CANADA",151274,6363946,79516
1993,"BRAZIL",33029,3172741,57721
1992,"UNITED STATES",109765,2956750,106485
1993,"UNITED STATES",10818,4062703,103728
1992,"PERU",36463,4937294,83967
1992,"BRAZIL",18959,6738084,112677
1992,"PERU",192572,3588812,99874
1992,"UNITED STATES",147276,131003,79396
1993,"PERU",165150,346317,72909
1992,"CANADA",29482,4200564,84688
1992,"BRAZIL",94919,1148346,114834
1992,"UNITED STATES",155735,515730,107443
1993,"PERU",190407,6536151,89844
1992,"ARGENTINA",112696,1537821,102521
1992,"ARGENTINA",39467,3898707,84387
1992,"BRAZIL",37392,2500582,79763
1992,"ARGENTINA",135119,1973528,69246
1992,"PERU",117002,937480,61140
1993,"UNITED STATES",135311,6003196,80778
1992,"UNITED STATES",184840,1266544,115490
1992,"UNITED STATES",191643,1873411,104078
1992,"PERU",92351,3387928,80601
1993,"UNITED STATES",112966,5343192,118737
1993,"CANADA",71217,4990482,71292
1993,"ARGENTINA",130277,1215761,78436
1993,"BRAZIL",18474,3634346,83548
1993,"UNITED STATES",77281,2415897,75496
1993,"BRAZIL",40948,7589760,113336
1993,"PERU",105967,1284396,118377
1993,"PERU",67075,3585762,62524
1992,"UNITED STATES",35181,892944,66970
1992,"BRAZIL",138648,4806924,101198
1992,"PERU",46672,6908483,97120
1992,"ARGENTINA",81106,3780933,65226
1993,"UNITED STATES",66488,436344,87268
1993,"BRAZIL",48319,4258161,76038
1993,"CANADA",138753,2752128,107505
1993,"CANADA",5355,5505208,75621
1993,"BRAZIL",181443,1358276,91466
1993,"CANADA",144600,2256391,98676
1992,"CANADA",153920,9188597,118435
1993,"ARGENTINA",143532,7411293,94531
1993,"UNITED STATES",140967,8590052,120477
1993,"CANADA",39852,499926,107511
1992,"CANADA",31816,6292116,104868
1992,"CANADA",116184,1881882,72010
1992,"ARGENTINA",103723,2272363,103603
1993,"CANADA",31279,4515517,72616
1993,"CANADA",9975,7019628,113098
1993,"UNITED STATES",187533,2406487,97231
1992,"ARGENTINA",38883,3927973,109312
1993,"UNITED STATES",34049,1637744,58982
1993,"ARGENTINA",143471,1499325,90868
1993,"BRAZIL",179525,2926644,96271
1992,"UNITED STATES",33828,2725535,105709
1993,"BRAZIL",67072,2148796,62344
1993,"BRAZIL",127751,4514467,106725
1992,"CANADA",35945,1768083,112856
1992,"ARGENTINA",94492,4423794,89189
1992,"ARGENTINA",58747,5963267,102344
1992,"ARGENTINA",189575,774025,99874
1993,"PERU",186847,5569459,116030
1993,"ARGENTINA",59288,1184916,74836
1992,"BRAZIL",102572,429857,94474
1992,"CANADA",189110,4395937,71946
1992,"PERU",55928,2253168,113035
1992,"ARGENTINA",179555,5624486,98073
1992,"PERU",109654,4034351,99819
1992,"CANADA",47522,872894,88171
1993,"BRAZIL",62639,2162200,96097
1992,"BRAZIL",126534,5886319,93631
1992,"CANADA",54462,3505738,84987
1992,"CANADA",195982,9367533,124678
1992,"ARGENTINA",60672,7601711,97960
1993,"UNITED STATES",12640,3428229,93158
1993,"ARGENTINA",191878,5074385,118192
1993,"UNITED STATES",12018,1674018,55800
1993,"CANADA",180246,3741323,79574
1993,"BRAZIL",187400,684204,89244
1993,"ARGENTINA",77308,1889391,77118
1993,"UNITED STATES",64863,6251281,109671
1993,"ARGENTINA",81552,3680520,92013
1993,"CANADA",172455,6415290,91647
1993,"UNITED STATES",158380,1691534,86302
1993,"UNITED STATES",88835,875438,109429
1993,"PERU",39390,4748581,79763
1993,"BRAZIL",3574,4964635,88654
1993,"ARGENTINA",132000,3715200,61920
1993,"ARGENTINA",71897,1375503,112133
1993,"BRAZIL",135162,3562748,71829
1993,"PERU",19211,2436732,67812
1993,"CANADA",26138,3336047,63847
1992,"UNITED STATES",188067,5265918,69303
1992,"CANADA",37223,112541,69613
1993,"BRAZIL",61539,582205,90031
1992,"PERU",172901,3063492,118434
1993,"ARGENTINA",1851,3779144,105171
1993,"BRAZIL",109424,5197580,86005
1992,"BRAZIL",70999,5129853,118199
1992,"PERU",98926,2302204,115495
1992,"BRAZIL",119147,3809779,69968
1992,"ARGENTINA",125137,1673467,69727
1992,"BRAZIL",81185,3036732,69970
1992,"UNITED STATES",95100,2184724,65706
1993,"UNITED STATES",171092,327991,69785
1993,"CANADA",164693,2147897,105461
1992,"UNITED STATES",62444,6081446,84386
1992,"ARGENTINA",16606,6723801,91356
1992,"UNITED STATES",91423,5656265,84865
1992,"UNITED STATES",135227,2081400,75733
1993,"ARGENTINA",3764,7429870,100065
1993,"CANADA",172543,1634926,96932
1992,"BRAZIL",88700,6552156,101322
1993,"BRAZIL",53180,5058515,67990
1992,"BRAZIL",126124,4867307,69007
1992,"CANADA",196229,4723084,79513
1993,"BRAZIL",78404,125798,82944
1993,"PERU",119884,6551251,114232
1993,"BRAZIL",31102,4958880,61986
1992,"UNITED STATES",26384,5634634,78622
1992,"UNITED STATES",196223,3803311,79153
1993,"UNITED STATES",104243,927946,74834
1993,"UNITED STATES",67957,8758522,115497
1993,"BRAZIL",141638,7180418,100777
1992,"PERU",52561,408661,90813
1992,"UNITED STATES",4725,149934,97783
1993,"PERU",101757,6561896,105525
1992,"PERU",117085,436423,66124
1993,"BRAZIL",186572,462741,99514
1992,"UNITED STATES",85321,5819655,78379
1993,"BRAZIL",152420,1205911,88345
1993,"UNITED STATES",117069,1087146,65163
1993,"BRAZIL",119131,115013,69007
1993,"CANADA",85147,2000491,67928
1993,"BRAZIL",15490,137738,84329
1992,"CANADA",3645,5698995,92918
1992,"UNITED STATES",155362,4982020,85041
1992,"PERU",187303,511630,83418
1992,"CANADA",69359,1315066,79701
1992,"ARGENTINA",199587,3108366,101194
1992,"UNITED STATES",164467,5819548,91887
1993,"BRAZIL",152177,722751,73750
1993,"CANADA",126416,1119310,86544
1993,"BRAZIL",88459,6666954,86847
1992,"PERU",180647,492377,103658
1993,"BRAZIL",50974,3464946,115498
1992,"BRAZIL",179309,799660,83298
1993,"ARGENTINA",179063,4604785,68523
1993,"PERU",115615,880529,97836
1993,"UNITED STATES",127686,8397032,102820
1993,"PERU",199056,5206965,69303
1993,"PERU",40020,1198104,57601
1993,"BRAZIL",153014,3811359,64020
1993,"PERU",106321,732680,79639
1993,"CANADA",85014,2937089,59940
1993,"UNITED STATES",159099,3145372,69485
1993,"UNITED STATES",45176,2754714,67270
1993,"PERU",40049,3758352,59342
1993,"BRAZIL",88112,4908690,66006
1992,"UNITED STATES",125722,1113297,104863
1992,"UNITED STATES",27781,6264387,102526
1993,"PERU",161730,4257150,107503
1993,"CANADA",6896,670675,108173
1992,"BRAZIL",25727,3801256,99163
1992,"BRAZIL",144800,6973344,110688
1993,"CANADA",87975,5537538,117778
1992,"BRAZIL",180962,6839830,122577
1992,"CANADA",46698,4513029,98681
1993,"BRAZIL",75111,619082,65166
1993,"BRAZIL",82302,2747117,77058
1992,"BRAZIL",162864,8410743,115611
1992,"UNITED STATES",169124,5046897,71587
1992,"ARGENTINA",28319,1481804,74838
1992,"UNITED STATES",82892,2069878,112493
1993,"ARGENTINA",9607,2232435,90996
1992,"CANADA",39473,3356028,84748
1993,"CANADA",22975,2936159,113878
1992,"CANADA",180554,161820,98073
1992,"BRAZIL",113268,3198024,76875
1992,"CANADA",58594,4657770,93155
1992,"PERU",174038,633857,66721
1992,"ARGENTINA",26138,2317675,63847
1992,"PERU",89197,1654735,71171
1992,"ARGENTINA",41410,5081301,81084
1992,"ARGENTINA",176468,3193943,92667
1993,"UNITED STATES",50595,2033996,92735
1992,"UNITED STATES",112513,3011356,91530
1992,"UNITED STATES",31315,5428926,74778
1992,"CANADA",10573,6345228,89014
1992,"PERU",92937,2865946,115795
1992,"ARGENTINA",116101,1785125,67026
1992,"ARGENTINA",169691,993029,105641
1993,"BRAZIL",93227,1317837,73213
1993,"ARGENTINA",157296,5760955,81197
1993,"BRAZIL",131080,4619870,66664
1993,"CANADA",129753,7608777,106965
1992,"PERU",37455,6754774,83547
1992,"CANADA",71481,3700919,87148
1992,"BRAZIL",192953,6549085,122757
1993,"BRAZIL",21796,7407110,103067
1993,"BRAZIL",70313,1257643,76998
1992,"UNITED STATES",127868,3526299,113751
1992,"CANADA",41942,1947993,113036
1992,"BRAZIL",183139,1572881,73327
1993,"ARGENTINA",101224,4443872,73513
1993,"UNITED STATES",67973,8392754,116458
1993,"BRAZIL",16580,290336,89794
1993,"ARGENTINA",68735,4163916,102223
1992,"CANADA",84295,841772,76757
1992,"CANADA",148297,2264123,80717
1993,"UNITED STATES",174294,4199282,82097
1993,"PERU",52703,3606114,99342
1993,"CANADA",67601,6542630,94116
1993,"CANADA",46997,4385641,116639
1993,"UNITED STATES",75231,5319474,72373
1992,"PERU",45539,1794796,89071
1992,"UNITED STATES",166586,5777419,99154
1993,"UNITED STATES",3355,5617274,75501
1993,"ARGENTINA",106238,6035759,74653
1993,"UNITED STATES",119898,8739824,115073
1993,"UNITED STATES",188599,1255566,101255
1992,"UNITED STATES",153845,721559,113930
1992,"PERU",39922,3792731,111715
1992,"UNITED STATES",88178,4457101,69970
1992,"PERU",7142,4293080,62948
1992,"CANADA",31979,7806312,114658
1992,"UNITED STATES",190047,4595915,68222
1993,"BRAZIL",135285,1829908,79216
1992,"UNITED STATES",18507,4198097,85530
1993,"PERU",91228,2062920,73153
1993,"BRAZIL",178298,534000,82577
1992,"CANADA",158687,6500912,104740
1992,"ARGENTINA",46200,4137782,68772
1992,"UNITED STATES",68519,812180,89250
1992,"UNITED STATES",185828,8533723,114829
1993,"PERU",175767,3980361,110565
1993,"ARGENTINA",41860,6133531,108111
1992,"BRAZIL",182707,7574010,107382
1992,"ARGENTINA",171190,2446708,75671
1992,"BRAZIL",154133,3864108,71227
1992,"CANADA",68896,7778456,111893
1992,"ARGENTINA",62191,3113613,69191
1992,"BRAZIL",86694,7583273,100841
1993,"ARGENTINA",26719,2633136,98742
1993,"BRAZIL",134273,5340197,78436
1992,"UNITED STATES",101215,109458,72972
1993,"CANADA",143821,1907710,111889
1993,"UNITED STATES",186260,4962314,80775
1993,"UNITED STATES",184477,7345154,93688
1992,"UNITED STATES",43460,3703730,84207
1992,"ARGENTINA",27181,1108180,66490
1992,"ARGENTINA",24540,1599277,87872
1993,"ARGENTINA",164881,8116265,116752
1993,"BRAZIL",53094,3018760,62825
1992,"ARGENTINA",36737,6427123,100423
1992,"UNITED STATES",31297,4181099,73697
1993,"CANADA",195085,1888128,70804
1992,"PERU",11298,3226385,72557
1993,"UNITED STATES",61039,2450073,60001
1993,"BRAZIL",19756,2986186,100545
1992,"BRAZIL",14033,2642213,56821
1992,"BRAZIL",36446,4693383,82946
1992,"UNITED STATES",55825,3800269,106849
1992,"PERU",10231,1679890,68473
1992,"PERU",87699,1001893,101201
1992,"CANADA",183839,7854760,115369
1993,"ARGENTINA",37901,9194500,110334
1992,"ARGENTINA",14583,404346,89854
1993,"ARGENTINA",10643,6003264,93218
1992,"BRAZIL",147408,6352821,87324
1992,"ARGENTINA",22149,964026,64268
1992,"CANADA",50286,5876038,74176
1992,"CANADA",129819,8515618,110928
1992,"BRAZIL",54405,1291430,81564
1992,"CANADA",161918,5397234,118794
1993,"UNITED STATES",71520,6309129,89491
1993,"CANADA",158593,1086746,99095
1992,"ARGENTINA",70977,3899835,116878
1993,"UNITED STATES",181946,8655247,121676
1992,"BRAZIL",38795,5149356,104027
