"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",23473,19941031,84465,2609028,86967
"PERU",23473,19941031,195088,4844712,70984
"UNITED STATES",19585,19920221,153197,4534439,75011
"ARGENTINA",19585,19920221,6136,4289407,62527
"BRAZIL",29825,19971221,27049,642234,58562
"UNITED STATES",20635,19980410,171213,4962187,77052
"ARGENTINA",15062,19980727,188525,3488430,96811
"ARGENTINA",15062,19980727,129865,6897290,113691
"ARGENTINA",24781,19940504,4315,2804413,73158
"UNITED STATES",29203,19931118,81328,5472957,78559
"PERU",8149,19960213,152933,5060149,119155
"ARGENTINA",8149,19960213,128634,6733651,99757
"BRAZIL",8149,19960213,151673,4863569,103480
"UNITED STATES",15758,19980207,110688,5313471,101920
"BRAZIL",23806,19960113,118088,758770,66364
"ARGENTINA",26941,19970804,2907,5274048,108594
"UNITED STATES",26941,19970804,17622,566580,92377
"CANADA",15796,19930107,86019,974859,60300
"ARGENTINA",22915,19940328,73400,2527056,82404
"BRAZIL",12688,19920130,25118,2373075,62586
"PERU",13925,19930521,56435,4096369,83485
"BRAZIL",13925,19930521,96294,885138,77417
"BRAZIL",13925,19930521,10393,4457593,78203
"UNITED STATES",28289,19941125,64087,1768967,63064
"BRAZIL",11398,19920413,69706,7088211,100542
"UNITED STATES",25006,19961108,70785,6710591,105346
"UNITED STATES",25006,19961108,79656,5593923,98139
"PERU",22321,19950128,59540,6828905,89972
"ARGENTINA",28276,19950115,134036,711569,64201
"PERU",25651,19961222,5968,7068577,112437
"PERU",10579,19970619,3751,1621655,99285
"BRAZIL",17857,19940601,198455,2685915,93207
"BRAZIL",17857,19940601,354,3135875,75261
"BRAZIL",9721,19941209,153627,7503968,100837
"BRAZIL",9721,19941209,62405,3213390,82044
"ARGENTINA",21808,19940913,37644,6766255,94898
"UNITED STATES",20681,19950214,54583,1640597,92254
"BRAZIL",20681,19950214,5196,2735355,66071
"UNITED STATES",20681,19950214,124414,6139133,86304
"UNITED STATES",28142,19960804,14908,4597353,109374
"CANADA",13246,19931230,7050,3471220,57423
"CANADA",25781,19930717,13521,5393795,86071
"BRAZIL",3856,19970119,8633,6021606,92497
"CANADA",3856,19970119,92249,2167205,74474
"BRAZIL",3856,19970119,27072,2347814,59944
"ARGENTINA",17227,19970408,83770,4209048,105226
"UNITED STATES",17227,19970408,110232,1284465,74533
"PERU",9373,19931112,179127,4562751,72367
"CANADA",842,19941006,245,4243114,68714
"CANADA",16694,19920728,160032,4265469,65521
"ARGENTINA",4277,19920223,98411,4873739,84564
"BRAZIL",13691,19920724,98578,4792772,94594
"ARGENTINA",13691,19920724,46834,2293709,106849
"CANADA",1291,19921108,185353,2704098,86301
"UNITED STATES",10225,19920325,8874,2118049,106972
"PERU",9634,19980518,84403,774169,83244
"BRAZIL",27478,19931231,155026,1129665,64861
"PERU",9019,19941108,117864,2879245,112911
"UNITED STATES",9019,19941108,97213,6051050,72612
"UNITED STATES",25783,19940622,24123,1574868,62827
"ARGENTINA",3745,19950621,80779,5923385,105586
"PERU",25825,19920221,1027,1000405,55681
"BRAZIL",26908,19980521,92497,4468470,89369
"UNITED STATES",21385,19980623,152480,5095496,91948
"ARGENTINA",15728,19920828,190273,4437443,81796
"UNITED STATES",10096,19921231,156140,118417,71768
"CANADA",10096,19921231,38071,2131155,60544
"CANADA",10096,19921231,51700,6150930,99102
"PERU",24745,19921121,99417,4769052,84984
"CANADA",24745,19921121,165987,4344105,123178
"BRAZIL",6625,19940207,69726,4680187,101743
"PERU",6625,19940207,76696,2224677,100361
"UNITED STATES",8045,19950123,36331,5718192,76039
"UNITED STATES",7858,19970421,122285,3059035,78436
"UNITED STATES",3331,19971116,68486,541066,87268
"ARGENTINA",3331,19971116,55960,4682606,114957
"CANADA",3331,19971116,115168,803365,70989
"ARGENTINA",682,19960419,15601,7134086,90996
"BRAZIL",682,19960419,46697,6855830,98621
"UNITED STATES",6419,19930815,120204,5013099,73452
"CANADA",6419,19930815,54629,3259089,95017
"ARGENTINA",28259,19950627,86319,5219934,78318
"PERU",2458,19930727,88149,1323630,68228
"UNITED STATES",2845,19940330,145567,3486354,96753
"BRAZIL",27500,19930810,24219,3258148,68592
"CANADA",8935,19950215,71121,1092120,65527
"BRAZIL",10270,19970412,88714,340542,102162
"UNITED STATES",25972,19940413,3119,2575717,61326
"BRAZIL",25307,19960612,188377,5707616,87922
"BRAZIL",25307,19960612,45830,6936391,106549
"ARGENTINA",25307,19960612,55250,3320463,72315
"PERU",7018,19961216,21302,2250872,73398
"CANADA",7018,19961216,9281,3808896,71416
"PERU",7018,19961216,61452,3218425,84807
"ARGENTINA",1408,19920517,21771,2733823,101566
"UNITED STATES",9388,19920218,163266,5286467,79755
"BRAZIL",1909,19930518,46870,5639564,109012
"BRAZIL",1909,19930518,128347,1716424,82520
"CANADA",28652,19950123,69214,4022914,70992
"PERU",28652,19950123,74598,1868236,94355
"ARGENTINA",28652,19950123,53459,6356025,84747
"CANADA",28912,19920918,134279,1040109,78796
"PERU",23215,19951217,188882,6164912,118252
"PERU",23215,19951217,152332,5260454,83059
"PERU",7759,19970329,100577,6941308,94654
"ARGENTINA",23852,19931117,137595,2481536,97955
"ARGENTINA",9772,19970205,171054,5076225,67503
"CANADA",9772,19970205,172788,530322,111646
"ARGENTINA",1888,19950526,54929,3466412,113035
"ARGENTINA",27518,19941202,116974,3782843,119458
"PERU",10186,19960209,182014,4077157,65760
"PERU",10186,19960209,91097,1943328,65285
"CANADA",25655,19950308,63651,316471,96879
"CANADA",22829,19980405,16677,5995386,95620
"PERU",17374,19950529,103603,3251758,96396
"CANADA",12398,19980208,173244,6191028,79034
"UNITED STATES",12398,19980208,95989,7199522,119098
"PERU",12398,19980208,39147,4151227,65168
"BRAZIL",23092,19921219,137360,4560983,83841
"UNITED STATES",23092,19921219,107632,4676224,98377
"PERU",10825,19930602,199681,1821635,106840
"CANADA",5402,19971225,3650,3315489,93219
"CANADA",8740,19930906,49911,3498510,111654
"CANADA",13076,19940427,14276,4549211,71416
"UNITED STATES",13076,19940427,165639,3375167,102277
"UNITED STATES",25750,19970903,132373,1090567,84322
"BRAZIL",25750,19970903,67402,4075334,82164
"PERU",25750,19970903,22970,3066611,113578
"BRAZIL",3211,19930418,76645,4877893,97298
"UNITED STATES",15166,19920221,27603,2507122,91836
"PERU",14044,19960630,130341,2121462,82280
"UNITED STATES",12721,19971010,127150,3140636,70629
"PERU",15379,19960222,196692,4443105,107321
"PERU",22412,19930721,161920,3353408,118915
"BRAZIL",8653,19951206,8063,2718968,58263
"PERU",11170,19940426,184590,1607606,100475
"CANADA",26218,19970601,172634,170663,102397
"ARGENTINA",12787,19980130,59690,6004871,98981
"BRAZIL",12787,19980130,101406,2047767,84444
"ARGENTINA",1007,19941016,12893,4117429,108353
"UNITED STATES",26407,19960424,150266,947707,78975
"UNITED STATES",4028,19941221,146316,2510737,81738
"PERU",6262,19940918,111889,5081052,114052
"UNITED STATES",3655,19970306,131039,3287132,64201
"BRAZIL",3655,19970306,7800,8112050,102468
"CANADA",646,19970527,161668,1556694,103779
"UNITED STATES",20254,19980523,141556,450509,95853
"CANADA",20254,19980523,81612,6090777,95616
"CANADA",20254,19980523,38108,3113193,62766
"ARGENTINA",9880,19920601,135748,1605366,107024
"PERU",29702,19940920,64408,782268,82344
"UNITED STATES",8926,19960406,1038,2206720,56341
"CANADA",15374,19930822,15426,5183246,80485
"UNITED STATES",3850,19950328,70573,6459840,92614
"PERU",8014,19921101,114147,3640173,69668
"UNITED STATES",598,19940404,152083,2247458,68104
"PERU",13579,19960628,48549,3659987,89852
"UNITED STATES",22495,19950920,177889,4885729,118012
"ARGENTINA",22495,19950920,150386,2046841,86182
"CANADA",28933,19970726,190222,740092,78733
"BRAZIL",6428,19930514,31921,5002884,111175
"UNITED STATES",25039,19930507,34884,8283179,109132
"BRAZIL",13397,19950821,128248,6253576,76574
"ARGENTINA",8837,19960222,18078,2434395,59764
"BRAZIL",23048,19940707,179280,1211118,81556
"ARGENTINA",19147,19930301,75539,1971918,90871
"ARGENTINA",18271,19970216,117567,3425818,95073
"UNITED STATES",18271,19970216,68413,6232921,82884
"ARGENTINA",14680,19940503,70742,1678485,102764
"CANADA",9518,19980708,130466,7033362,89787
"CANADA",11789,19960217,144888,7312085,115972
"UNITED STATES",4040,19960108,153137,1309143,71407
"BRAZIL",5780,19930419,44546,5097646,89432
"UNITED STATES",21148,19950807,29461,5230910,83427
"CANADA",19783,19940729,170453,7020057,91407
"BRAZIL",19783,19940729,197560,828780,99453
"BRAZIL",17333,19961216,23305,1154602,73698
"CANADA",15551,19980610,145187,3243097,73930
"BRAZIL",13331,19960229,179815,8638438,113688
"UNITED STATES",25585,19951207,74956,8978917,115857
"CANADA",4201,19931223,141071,2148519,66724
"BRAZIL",27835,19940223,151717,328980,106122
"CANADA",27835,19940223,99764,2109456,105825
"CANADA",27835,19940223,145513,2961169,93510
"BRAZIL",5969,19970613,199311,541559,84618
"ARGENTINA",24023,19980330,178355,666507,86001
"CANADA",24023,19980330,141208,3597696,74952
"CANADA",24592,19960104,111105,3080436,66966
"ARGENTINA",23164,19970124,186034,4894531,67201
"BRAZIL",6883,19971026,165650,6063107,102939
"CANADA",6883,19971026,71578,5922456,92974
"ARGENTINA",3898,19971223,170045,3813436,66902
"PERU",3898,19971223,66567,3907510,92013
"UNITED STATES",26011,19940225,93339,5883569,79939
"CANADA",9053,19970222,63043,4205247,60362
"PERU",9053,19970222,78216,5553076,71652
"ARGENTINA",17245,19920630,87845,7505479,109970
"PERU",17125,19961129,72375,5561943,80842
"CANADA",17125,19961129,192426,2503874,91105
"BRAZIL",23374,19970702,127301,3287542,79698
"BRAZIL",10837,19970221,92219,4118114,72672
"UNITED STATES",8245,19970330,148985,2776382,122038
"ARGENTINA",16615,19920107,126312,5299707,80298
"PERU",16615,19920107,114281,4696685,77716
"UNITED STATES",7252,19960925,9019,683015,55680
"BRAZIL",7252,19960925,180945,1375613,121556
"PERU",7252,19960925,81331,4724388,78739
"PERU",11110,19950219,16117,4512624,61986
"BRAZIL",27554,19980106,79232,3967989,72673
"PERU",27554,19980106,98099,309379,65825
"PERU",12793,19950515,11743,7543959,99284
"UNITED STATES",12793,19950515,83786,2775015,106186
"BRAZIL",12265,19960416,161811,1516976,112368
"ARGENTINA",5830,19970831,127586,3407880,96814
"PERU",19649,19941222,196069,2998864,69903
"CANADA",22018,19931207,128220,2471475,74893
"UNITED STATES",15611,19930125,82826,2280922,108529
"PERU",10808,19921014,72790,7377276,105767
"BRAZIL",18436,19950928,198828,7890327,115609
"PERU",18436,19950928,150163,3723188,72789
"BRAZIL",11306,19950317,174671,2793072,104740
"CANADA",20347,19980226,31603,856306,92076
"BRAZIL",5269,19940515,28391,1595142,79163
"UNITED STATES",6377,19940415,5436,987292,80485
"ARGENTINA",6377,19940415,146513,6244278,93570
"PERU",6377,19940415,41454,6497215,83727
"CANADA",15148,19930920,113900,3341669,114834
"CANADA",15148,19930920,103482,1934094,89128
"UNITED STATES",15148,19930920,23006,3954753,55740
"PERU",9799,19941031,5205,3699186,66612
"UNITED STATES",9799,19941031,167586,5671779,99214
"UNITED STATES",6415,19930102,141235,1786722,76573
"CANADA",25438,19921220,161886,905764,116872
"UNITED STATES",11176,19921107,156723,993083,106783
"PERU",11176,19921107,31553,3107163,89073
"CANADA",29902,19970612,46697,2654559,98621
"UNITED STATES",5363,19930404,175268,386858,80595
"UNITED STATES",7520,19930610,169469,6615378,92307
"PERU",7520,19930610,125198,234852,73391
"BRAZIL",5921,19950709,109822,2308093,109909
"CANADA",27578,19960831,138125,2354154,69787
"BRAZIL",27475,19980801,185974,5302362,123598
"PERU",5305,19980311,45301,1587786,74778
"CANADA",16183,19980404,126122,206661,68887
"UNITED STATES",16252,19920613,46643,4878605,95378
"PERU",16252,19920613,13518,5050367,85890
"PERU",16252,19920613,194133,2002676,73627
"ARGENTINA",17083,19941001,16895,8610101,108713
"ARGENTINA",26212,19970806,103806,2041454,108588
"PERU",18554,19940425,130211,5309896,74472
"ARGENTINA",18554,19940425,109170,657976,70750
"UNITED STATES",6191,19931026,80218,3489187,71892
"PERU",6191,19931026,15808,4862839,103428
"CANADA",6191,19931026,81770,7014087,105106
"CANADA",24649,19960418,185962,5529492,122877
"BRAZIL",24649,19960418,93691,4380194,101081
"CANADA",24649,19960418,59430,383482,83365
"CANADA",24649,19960418,31516,5897155,86850
"ARGENTINA",24956,19960505,138192,2049496,73811
"UNITED STATES",5774,19980504,81236,2351688,73033
"PERU",18748,19920816,124161,232291,71109
"BRAZIL",1778,19950613,16244,3202262,69614
"BRAZIL",1778,19950613,80515,5443656,89730
"ARGENTINA",16054,19960524,111293,4930216,78257
"UNITED STATES",27301,19951020,131885,4916797,115012
"UNITED STATES",1372,19970127,46946,5035220,113576
"CANADA",10486,19960527,14781,462947,101746
"ARGENTINA",10486,19960527,67562,6470038,91773
"ARGENTINA",29561,19920331,99402,5045040,84084
"PERU",14138,19951009,98774,6860619,106366
"CANADA",8260,19960627,165668,5540777,104019
"BRAZIL",10522,19930914,104466,2943860,88227
"PERU",4438,19940813,93256,697081,74955
"PERU",16895,19970402,72631,461845,96217
"PERU",18478,19930615,60571,4790750,91894
"ARGENTINA",15229,19971009,153268,4185751,79275
"CANADA",18727,19970811,178008,4948902,65160
"UNITED STATES",18727,19970811,164490,3575327,93269
"BRAZIL",18727,19970811,182278,5264244,81616
"UNITED STATES",18727,19970811,133148,3815082,70868
"BRAZIL",18727,19970811,10862,8082468,106371
"ARGENTINA",11591,19951114,128822,1499164,111049
"PERU",11591,19951114,77792,1975085,106187
"BRAZIL",5983,19960824,116381,2469170,83842
"UNITED STATES",12053,19970612,108539,2298082,92851
"CANADA",12053,19970612,9207,502290,66972
"PERU",17251,19940805,22757,1511775,100785
"CANADA",1243,19970602,71200,4465785,70272
"ARGENTINA",1243,19970602,50984,9003461,116098
"UNITED STATES",14410,19971224,143446,4087023,89366
"PERU",24556,19931203,82942,1828693,115496
"BRAZIL",24556,19931203,94355,6611815,80961
"UNITED STATES",28916,19950701,49035,1281207,59041
"UNITED STATES",28916,19950701,136058,955105,65643
"BRAZIL",19808,19971018,47798,2487750,104747
"CANADA",16,19951208,153539,148105,95551
"ARGENTINA",2692,19970721,65904,4921576,112194
"PERU",12566,19940922,122580,6929555,96154
"CANADA",12566,19940922,42701,3747636,98622
"ARGENTINA",26228,19931230,137763,1026433,108045
"CANADA",26228,19931230,154805,855508,111588
"BRAZIL",8614,19960305,50125,4011272,64507
"UNITED STATES",23974,19960313,162257,2631903,79155
"PERU",382,19980723,135796,5770138,109907
"UNITED STATES",19660,19960217,90316,4181498,78378
"CANADA",185,19930228,46417,1775159,81804
"ARGENTINA",185,19930228,117903,8574897,115254
"CANADA",185,19930228,170323,3636565,83599
"CANADA",9713,19930708,197012,2422077,66540
"PERU",12157,19980121,150136,3831199,71167
"UNITED STATES",5983,19921209,61796,799794,105467
"CANADA",5983,19921209,92763,6301422,105345
"CANADA",6344,19980704,64760,3549556,103485
"PERU",6344,19980704,32673,5086762,96340
"BRAZIL",26012,19970911,25253,2384778,70695
"BRAZIL",26012,19970911,184144,4012333,73688
"UNITED STATES",26012,19970911,182542,2391322,97472
"BRAZIL",28831,19931024,96643,6556920,98378
"BRAZIL",28831,19931024,67280,5510483,74836
"PERU",24698,19920830,171983,8004147,123298
"UNITED STATES",21592,19930826,42947,8693724,113396
"ARGENTINA",14555,19970827,137534,1571530,94291
"BRAZIL",28648,19940124,116840,8634306,111410
"ARGENTINA",15143,19930607,122339,3220906,81679
"ARGENTINA",9755,19960508,10966,4538489,112617
"UNITED STATES",9755,19960508,103382,773042,83122
"BRAZIL",5195,19920328,21062,4481770,58983
"CANADA",5195,19920328,187055,3504951,68523
"BRAZIL",979,19921022,107873,5127251,112852
"PERU",7363,19940918,174786,3217288,111646
"ARGENTINA",7363,19940918,19566,846769,89133
"BRAZIL",14165,19940304,191703,4673398,107682
"UNITED STATES",14165,19940304,135247,3077376,76934
"BRAZIL",14165,19940304,92033,2669178,61501
"ARGENTINA",7837,19920923,115656,4137333,100299
"CANADA",7837,19920923,17840,5013359,105470
"PERU",7837,19920923,27855,8472103,106971
"PERU",15841,19930420,90735,4970102,103543
"BRAZIL",17770,19971127,40187,4128860,67630
"UNITED STATES",17770,19971127,16125,296719,62467
"UNITED STATES",10676,19970308,94610,6692828,96276
"CANADA",15052,19941018,176890,8013109,118013
"ARGENTINA",9523,19930126,81216,5289273,71832
"BRAZIL",2248,19931114,194116,5343845,72606
"PERU",2248,19931114,94010,2439744,60240
"UNITED STATES",2248,19931114,172744,7604873,109004
"CANADA",1510,19940406,119877,6572654,113812
"BRAZIL",1510,19940406,166571,4493492,98254
"UNITED STATES",1510,19940406,69615,3486142,95076
"CANADA",1510,19940406,4314,3698789,73098
"CANADA",3692,19980218,121736,5273190,105463
"ARGENTINA",3692,19980218,9997,8604338,114419
"BRAZIL",20176,19951203,29936,4030408,111955
"PERU",736,19941226,27389,2156230,78982
"BRAZIL",6160,19920113,183202,4302849,77112
"PERU",20816,19970726,100931,8172063,115915
"ARGENTINA",13099,19940701,116783,7616668,107986
"BRAZIL",29843,19960920,1540,4803211,86492
"PERU",8236,19950502,170745,3813054,108944
"BRAZIL",4961,19961123,165673,3039195,104320
"PERU",12571,19940212,80826,4732061,108409
"BRAZIL",2048,19970527,180038,110684,67081
"PERU",5243,19970728,61518,6314548,88770
"BRAZIL",5243,19970728,125574,1551582,95974
"PERU",1072,19940328,56830,1965513,107209
"BRAZIL",15730,19940216,171289,6265449,81616
"BRAZIL",6317,19970106,126530,3502192,93391
"CANADA",6317,19970106,174439,1293982,90805
"BRAZIL",19165,19980206,116743,501525,105584
"CANADA",28600,19980719,180126,2865741,72367
"CANADA",10063,19950526,12755,2636712,100065
"PERU",10063,19950526,75420,2009404,83725
"UNITED STATES",15214,19930515,174306,6227913,82818
"BRAZIL",5704,19950907,49832,4689776,106909
"UNITED STATES",3193,19960409,166247,891689,78794
"BRAZIL",21637,19960308,136807,1609637,110628
"BRAZIL",29485,19980505,93665,5035691,99519
"ARGENTINA",3154,19940903,24989,5577337,114838
"CANADA",21536,19940122,160098,4290723,69485
"UNITED STATES",1183,19950604,9707,1996624,97002
"BRAZIL",1183,19950604,133525,2464020,93511
"CANADA",1183,19950604,35834,2495460,106189
"ARGENTINA",21259,19961106,56376,1982566,79942
"ARGENTINA",21259,19961106,100738,6468075,104323
"BRAZIL",26431,19960528,139873,3561763,114772
"BRAZIL",26431,19960528,40378,3915558,79102
"BRAZIL",26431,19960528,20267,5003113,71235
"UNITED STATES",26431,19960528,16257,3087994,70395
"PERU",24844,19960425,67705,3245038,100362
"ARGENTINA",21164,19950618,182084,1609190,69964
"UNITED STATES",21164,19950618,63514,3534203,88650
"CANADA",11293,19940519,135452,6781284,89247
"CANADA",29119,19970223,62155,2228714,67029
"CANADA",1819,19941119,69037,4225326,60361
"CANADA",23926,19980517,16351,1282558,76041
"CANADA",23926,19980517,3482,6788852,83128
"CANADA",23926,19980517,112016,2820859,61680
"UNITED STATES",28219,19970501,151160,3942325,72669
"CANADA",28219,19970501,189466,1446577,93327
"CANADA",5488,19960913,72509,4840060,88890
"BRAZIL",14155,19941017,81591,2390336,94355
"PERU",14155,19941017,97140,4498525,68228
"CANADA",14155,19941017,23980,7796798,114238
"BRAZIL",10499,19980527,131880,7307205,114712
"ARGENTINA",25576,19961226,144146,4284504,71408
"PERU",25576,19961226,4977,3974720,112918
"PERU",24758,19980303,29281,1557630,72616
"BRAZIL",22315,19960215,197331,2909508,85699
"BRAZIL",9578,19960212,4733,163773,98263
"ARGENTINA",12130,19921211,101455,1339934,87387
