"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1992,755998,9168877,123237
"BRAZIL",1993,191600,6071152,101496
"UNITED STATES",1992,747587,3718601,98073
"UNITED STATES",1993,607607,4648215,90874
"ARGENTINA",1993,308978,4959452,119217
"PERU",1993,675474,3033677,86966
"UNITED STATES",1992,103050,4602881,63183
"UNITED STATES",1992,185820,3922177,114349
"CANADA",1992,664693,457514,99459
"UNITED STATES",1992,184962,3573992,122817
"UNITED STATES",1992,24384,1825190,78502
"UNITED STATES",1993,283418,3783780,84084
"UNITED STATES",1993,197528,5851872,97531
"UNITED STATES",1993,637692,6657161,97779
"BRAZIL",1993,88560,3270558,92913
"UNITED STATES",1993,31292,2115068,73397
"PERU",1992,276861,8362217,110271
"ARGENTINA",1993,294883,8450415,112672
"PERU",1992,274351,4683751,79520
"ARGENTINA",1993,641806,2572717,104866
"ARGENTINA",1992,108046,3541574,63242
"BRAZIL",1993,794638,2094713,103956
"UNITED STATES",1992,87442,2987529,85766
"PERU",1992,27825,6460894,105169
"CANADA",1993,325327,5282122,81138
"UNITED STATES",1993,567912,5464496,118793
"CANADA",1992,493160,4809746,69188
"PERU",1993,551011,1159693,63719
"ARGENTINA",1993,400398,755651,77902
"PERU",1993,391059,4812917,69002
"CANADA",1993,115138,4981521,69187
"BRAZIL",1992,277136,317239,66787
"PERU",1992,209638,5819051,92857
"UNITED STATES",1992,181747,680291,109724
"UNITED STATES",1993,238031,3037877,58141
"PERU",1993,799493,5306076,95547
"UNITED STATES",1992,365408,137025,88403
"UNITED STATES",1992,605841,1767771,104808
"ARGENTINA",1993,58487,3035508,86728
"BRAZIL",1993,695320,5989830,78917
"ARGENTINA",1993,409702,3813234,96700
"UNITED STATES",1992,589091,1945935,70804
"BRAZIL",1992,354671,4017336,103539
"BRAZIL",1993,425992,4278991,115078
"BRAZIL",1993,567493,5680110,93628
"CANADA",1993,447248,1135459,71713
"UNITED STATES",1993,215078,3253264,59583
"CANADA",1993,413137,2264037,63006
"ARGENTINA",1993,316119,1634544,68106
"PERU",1993,206413,4266939,79164
"PERU",1992,732414,4078791,86782
"CANADA",1992,74618,4191749,95556
"UNITED STATES",1993,172464,1788439,92187
"UNITED STATES",1993,587167,3848955,75248
"CANADA",1993,106992,371812,119939
"UNITED STATES",1992,752018,4370868,64198
"BRAZIL",1993,742762,4316914,108283
"CANADA",1993,396415,3835933,90684
"PERU",1993,656000,281055,57358
"UNITED STATES",1992,505065,2236383,64202
"UNITED STATES",1992,468610,4134327,94715
"CANADA",1992,728178,566885,72368
"BRAZIL",1993,543820,5936203,111828
"PERU",1993,43974,8557982,115078
"PERU",1993,511213,4113278,73451
"CANADA",1993,34061,1590105,59703
"CANADA",1992,397564,5802132,99693
"PERU",1992,61893,8013124,111293
"PERU",1993,631073,1947837,60242
"CANADA",1992,525489,5512634,90867
"BRAZIL",1992,771429,1620421,90023
"BRAZIL",1992,600711,8058400,96700
"BRAZIL",1993,740317,5673430,81436
"PERU",1992,788778,5439680,112004
"UNITED STATES",1992,467312,4569623,76757
"BRAZIL",1992,202601,2968086,90215
"ARGENTINA",1993,546196,3408514,74530
"PERU",1992,228986,6501323,114898
"UNITED STATES",1992,551662,493528,102818
"CANADA",1992,359817,8023320,112608
"ARGENTINA",1993,167964,7258161,121917
"ARGENTINA",1993,554538,6006947,95550
"BRAZIL",1993,103460,6322147,87807
"BRAZIL",1992,225761,3171090,101205
"BRAZIL",1992,739436,2663097,88524
"UNITED STATES",1993,279914,2897667,113634
"BRAZIL",1992,231559,4048306,89432
"PERU",1993,65005,4469760,58200
"ARGENTINA",1992,102591,4060467,95615
"BRAZIL",1992,241005,1297898,56759
"UNITED STATES",1992,717152,2020239,70147
"BRAZIL",1992,428205,4793351,67990
"CANADA",1992,85448,6330071,86006
"ARGENTINA",1992,505777,4310689,106965
"PERU",1992,569752,7598435,109303
"BRAZIL",1992,621598,714193,91173
"CANADA",1993,52587,420305,92374
"ARGENTINA",1993,208882,6253718,107452
"UNITED STATES",1992,292498,7005256,89428
"BRAZIL",1992,572882,7428468,117291
"UNITED STATES",1993,285301,2809257,77177
"UNITED STATES",1993,570843,5063967,114829
"ARGENTINA",1993,299803,5532762,108167
"UNITED STATES",1992,635020,3949838,57299
"ARGENTINA",1992,729531,6816264,93630
"UNITED STATES",1992,675190,3286916,69909
"BRAZIL",1992,152121,4877832,70387
"CANADA",1993,483730,7252420,102822
"CANADA",1992,624105,473372,61744
"ARGENTINA",1992,208372,1756653,76821
"BRAZIL",1992,101400,3126523,84084
"ARGENTINA",1992,540070,2066913,66603
"ARGENTINA",1992,332163,1589549,71709
"ARGENTINA",1992,4735,4476462,98383
"PERU",1992,674014,880290,59278
"BRAZIL",1992,92311,5004710,78198
"CANADA",1992,316512,275130,91710
"CANADA",1992,220081,3398632,60064
"CANADA",1992,568724,645372,107562
"UNITED STATES",1992,717607,2137934,97474
"UNITED STATES",1992,132628,5559755,99637
"UNITED STATES",1993,371326,2797414,83838
"PERU",1992,473455,6019404,85705
"BRAZIL",1992,146067,3846735,66783
"ARGENTINA",1992,669143,3603236,66726
"UNITED STATES",1992,681396,2939286,82641
"UNITED STATES",1992,209444,4657152,81205
"CANADA",1992,108859,5603550,112071
"ARGENTINA",1992,287779,530028,106005
"UNITED STATES",1993,516540,6864253,93391
"ARGENTINA",1992,158483,4784753,92488
"PERU",1992,152,4259103,63129
"ARGENTINA",1993,373620,1016166,101616
"ARGENTINA",1992,249392,6116692,80482
"UNITED STATES",1992,126682,5753125,102520
"CANADA",1993,333247,5339839,76813
"CANADA",1993,325826,8355366,111108
"UNITED STATES",1993,220135,3479785,63307
"PERU",1993,592392,4945920,89062
"BRAZIL",1993,379130,4773605,72547
"CANADA",1993,768594,4219577,99753
"CANADA",1993,155173,357397,73690
"CANADA",1992,334684,4619784,103120
"UNITED STATES",1993,85055,823719,62403
"BRAZIL",1993,344040,2601672,65041
"CANADA",1992,541105,1889885,68764
"ARGENTINA",1993,179384,2238971,87802
"BRAZIL",1992,45772,6355749,103066
"ARGENTINA",1992,486385,1020291,82281
"CANADA",1992,697058,2592184,63301
"BRAZIL",1992,727678,6017497,102338
"ARGENTINA",1992,269159,5471479,67688
"CANADA",1993,374258,5334288,79934
"UNITED STATES",1993,726424,2610702,87023
"ARGENTINA",1993,196629,7542685,103537
"PERU",1993,741797,2730558,110325
"BRAZIL",1992,391410,6981510,90084
"ARGENTINA",1993,494566,4970319,93632
"UNITED STATES",1992,235250,5058604,71114
"CANADA",1992,19704,3023329,97422
"CANADA",1992,352200,815175,75131
"BRAZIL",1993,629713,650501,98560
"BRAZIL",1993,490863,1090057,111230
"PERU",1992,513301,780682,78856
"BRAZIL",1992,637076,1823472,60782
"PERU",1992,132226,5356242,75493
"ARGENTINA",1993,347750,4805359,107864
"UNITED STATES",1992,704704,1298589,102520
"PERU",1992,462838,1296583,108048
"UNITED STATES",1993,122684,7265336,102400
"UNITED STATES",1993,240536,4165262,88591
"BRAZIL",1992,206402,641111,78503
"UNITED STATES",1993,337699,7269742,104200
"PERU",1993,326320,129245,80778
"UNITED STATES",1993,197888,4521848,119152
"PERU",1993,683536,455850,91170
"CANADA",1993,591885,2787372,118611
"ARGENTINA",1992,624254,783516,70693
"ARGENTINA",1992,12173,1627755,65110
"BRAZIL",1992,63522,6016356,89131
"UNITED STATES",1992,610748,3773565,99522
"ARGENTINA",1992,49847,177887,107810
"CANADA",1992,80175,4082370,69310
"PERU",1993,726603,619236,97774
"UNITED STATES",1992,698289,1197142,77235
"CANADA",1993,730593,5039530,97413
"UNITED STATES",1993,231897,171914,109732
"PERU",1993,742098,3392818,68403
"CANADA",1993,727417,5838183,86662
"PERU",1993,556927,4848651,119034
"PERU",1993,405709,5289691,96880
"CANADA",1992,537883,9412214,115251
"PERU",1993,799287,537865,83175
"PERU",1993,5232,3241105,68233
"CANADA",1993,723130,4092351,69186
"BRAZIL",1992,95990,9244783,119159
"ARGENTINA",1992,418526,4528507,86670
"CANADA",1992,560033,4092229,65580
"UNITED STATES",1992,260072,2134300,61923
"ARGENTINA",1993,30864,4892788,107691
"ARGENTINA",1993,344801,6275686,110747
"ARGENTINA",1993,200012,1800288,54720
"PERU",1993,796982,5864717,124737
"ARGENTINA",1992,390475,6125644,93927
"UNITED STATES",1992,275399,1374380,82462
"UNITED STATES",1993,221288,770304,72556
"CANADA",1993,448910,6669697,111533
"PERU",1992,114687,959747,102100
"UNITED STATES",1992,338522,4737708,93630
"PERU",1993,547990,957845,122278
"ARGENTINA",1993,240839,8365154,106789
"PERU",1992,631657,730765,95317
"BRAZIL",1992,623395,4884523,79101
"CANADA",1992,410491,3610186,84088
"UNITED STATES",1992,716664,7394772,100837
"UNITED STATES",1993,651289,5085025,74415
"BRAZIL",1992,776362,719165,86299
"CANADA",1992,309398,4368507,84442
"BRAZIL",1992,42696,6046766,98321
"CANADA",1993,641771,1198918,102764
"CANADA",1993,497086,1510868,64983
"PERU",1993,193492,1958080,95129
"ARGENTINA",1992,124128,3107267,69127
"CANADA",1993,162498,7187616,93629
"BRAZIL",1993,228678,1301394,96399
"BRAZIL",1993,191060,4817186,69063
"BRAZIL",1992,395556,4905073,99092
"CANADA",1992,539189,2905826,73689
"CANADA",1993,292818,494348,108648
"ARGENTINA",1993,297465,4862646,87747
"CANADA",1992,437033,2328024,58200
"BRAZIL",1992,709418,3932431,85642
"ARGENTINA",1993,744497,2293692,92487
"BRAZIL",1993,490752,348546,104563
"BRAZIL",1992,460793,5103470,105226
"BRAZIL",1992,541094,2312137,68104
"UNITED STATES",1993,132414,5727783,86784
"PERU",1993,680517,1197984,89848
"ARGENTINA",1992,52479,2198737,85888
"ARGENTINA",1992,408512,3005756,85229
"ARGENTINA",1993,442344,846398,77179
"PERU",1993,743597,3204013,98433
"CANADA",1993,58667,443805,97539
"UNITED STATES",1993,251896,2328328,110872
"BRAZIL",1993,539414,6976272,87203
"CANADA",1993,318295,5095526,78796
"ARGENTINA",1993,732319,3243072,81076
"UNITED STATES",1992,118723,2821586,104503
"CANADA",1993,400120,4847515,61206
"CANADA",1993,717712,4151232,103780
"PERU",1993,380770,5330188,111045
"ARGENTINA",1992,299167,3325859,69969
"ARGENTINA",1992,460322,477015,76938
"PERU",1992,623307,4702091,73816
"ARGENTINA",1993,146333,2973835,82759
"PERU",1993,700912,6494227,114772
"UNITED STATES",1993,215775,1217347,101445
"CANADA",1992,654264,5603858,73093
"ARGENTINA",1992,728401,6583678,85762
"UNITED STATES",1992,270978,5238804,116937
"ARGENTINA",1993,634187,3440809,67269
"UNITED STATES",1992,185760,4415057,110745
"CANADA",1992,384584,6377274,100114
"UNITED STATES",1992,177413,6514582,89424
"ARGENTINA",1993,193025,4472080,67081
"BRAZIL",1993,478020,1742508,59880
"PERU",1993,253699,661072,99160
"ARGENTINA",1993,21007,1035648,55680
"CANADA",1992,634301,4157918,74116
"PERU",1993,352883,948576,116152
"PERU",1992,78701,618129,100782
"BRAZIL",1993,272201,4458122,70391
"BRAZIL",1993,645388,970678,80001
"PERU",1992,450102,94687,63124
"UNITED STATES",1993,285232,4576747,73033
"ARGENTINA",1993,476667,1854025,98618
"CANADA",1992,763294,3211277,81435
"PERU",1993,474456,549285,85825
"UNITED STATES",1993,523779,3151207,108165
"ARGENTINA",1993,115773,3330689,107326
"PERU",1992,620753,4519044,100423
"PERU",1992,679973,3220398,117176
"PERU",1992,136935,197193,118315
"PERU",1993,151810,5345256,111708
"CANADA",1993,303870,3895754,112431
"PERU",1992,222621,3111917,92616
"PERU",1992,787083,4289403,70203
"PERU",1993,415888,1149058,108231
"PERU",1993,75915,1796364,113454
"ARGENTINA",1992,228242,210641,70213
"CANADA",1993,117804,169427,109308
"PERU",1993,717807,346706,109486
"PERU",1993,512758,1227115,106243
"BRAZIL",1993,323119,3618172,68526
"UNITED STATES",1993,252408,1958961,81623
"ARGENTINA",1993,158621,5841718,100777
"UNITED STATES",1993,307403,6081601,84623
"BRAZIL",1992,566393,849353,87562
"CANADA",1993,759038,3440192,65820
"UNITED STATES",1993,349340,2778660,83359
"BRAZIL",1993,159864,3501425,115431
"BRAZIL",1992,192105,2501939,71826
"PERU",1992,452499,6614348,87088
"CANADA",1992,698496,6805770,89667
"UNITED STATES",1992,173636,507760,102577
"UNITED STATES",1992,315393,4689905,84502
"BRAZIL",1992,3212,2810329,66912
"PERU",1993,691293,4577102,77055
"UNITED STATES",1993,456405,5823983,81682
"UNITED STATES",1993,331386,5893424,85042
"PERU",1993,795989,1150892,125097
"ARGENTINA",1992,228844,4517170,106369
"BRAZIL",1993,568499,6997186,94048
"BRAZIL",1993,682503,4835204,89128
"ARGENTINA",1993,247566,2276379,90813
"CANADA",1992,379847,3368098,115609
"BRAZIL",1992,609034,2800710,56580
"UNITED STATES",1992,651523,402535,88469
"CANADA",1992,546741,2631523,107263
"CANADA",1992,82657,4828769,98379
"UNITED STATES",1992,26808,6292119,104088
"ARGENTINA",1992,329558,730268,95252
"CANADA",1992,49807,333792,105408
"CANADA",1993,439272,1239108,72675
"UNITED STATES",1992,436178,4755192,66849
"BRAZIL",1993,11538,3130984,86971
"CANADA",1993,31961,4092579,113577
"BRAZIL",1993,653388,5488804,80481
"ARGENTINA",1993,195364,1001120,87561
"PERU",1992,362932,8977140,119695
"CANADA",1992,672693,7328904,99939
"CANADA",1992,761044,3032147,66300
"CANADA",1992,465683,4154623,98919
"PERU",1993,68525,4773289,89611
"UNITED STATES",1993,486076,3793642,63723
"CANADA",1993,663107,3964609,64204
"ARGENTINA",1993,763220,3926561,76991
"PERU",1992,375563,8110822,98313
"PERU",1992,73416,516860,83364
"UNITED STATES",1992,66503,3209388,88170
"ARGENTINA",1992,197367,1732337,87861
"ARGENTINA",1992,635300,4553205,74116
"BRAZIL",1992,229284,3144795,72796
"UNITED STATES",1992,742561,144317,96211
"CANADA",1993,193270,388531,81796
"BRAZIL",1993,499440,4560082,86365
"PERU",1993,483517,148548,90029
"PERU",1992,358652,155668,102638
"ARGENTINA",1992,648373,6279007,79280
"PERU",1992,392155,872998,74828
"BRAZIL",1992,585763,3080000,110924
"BRAZIL",1992,107776,4816179,107026
"CANADA",1993,478922,5702700,114054
"UNITED STATES",1993,384117,4590604,72066
"ARGENTINA",1993,73211,2486841,71052
"PERU",1993,52509,3846668,87690
"CANADA",1992,93804,7191200,107868
"UNITED STATES",1992,550436,6055634,89184
"UNITED STATES",1992,579176,943872,75309
"BRAZIL",1993,525582,5710053,96453
"PERU",1993,576344,1829372,85219
"ARGENTINA",1992,85263,3366557,74895
"PERU",1993,345003,385660,62879
"CANADA",1992,295483,4308261,88708
"ARGENTINA",1993,460382,1570561,80541
"UNITED STATES",1993,722059,953459,64861
"ARGENTINA",1993,431087,1818255,61083
"UNITED STATES",1993,679472,6898694,87086
"CANADA",1992,225617,1905111,92556
"CANADA",1992,387553,3395917,98432
"BRAZIL",1992,113551,4505904,93873
"UNITED STATES",1993,214365,6204847,76761
"BRAZIL",1993,8073,3355259,58864
"ARGENTINA",1993,56156,3114020,66729
"PERU",1992,31070,3776036,60064
"BRAZIL",1992,587435,424752,91344
"BRAZIL",1992,214027,3039462,56460
"BRAZIL",1992,346986,1480002,121978
"PERU",1992,454995,1076383,116998
"ARGENTINA",1992,434188,1429631,67329
"ARGENTINA",1992,587522,1434064,96570
"PERU",1992,61663,2573461,97479
"ARGENTINA",1992,358670,2385550,103719
"UNITED STATES",1992,164552,1653730,96993
"CANADA",1992,257420,2564737,82644
"PERU",1992,20679,7278498,95980
"CANADA",1992,342688,2047382,103840
"PERU",1992,495256,840826,75073
"ARGENTINA",1992,526967,2751637,119636
"CANADA",1993,725366,5590363,83479
"ARGENTINA",1992,595716,8788508,108701
"ARGENTINA",1992,374412,3247784,89184
"PERU",1992,740243,365714,76992
"PERU",1992,450830,3146691,106848
"CANADA",1993,651819,3950610,106246
"BRAZIL",1993,77969,4006843,116817
"PERU",1992,256676,6599211,97959
"CANADA",1992,345251,3892608,77774
"BRAZIL",1993,461227,1764477,71292
"PERU",1993,629999,3049685,115737
"BRAZIL",1993,380047,5031061,67621
"UNITED STATES",1993,247262,5562550,72555
"ARGENTINA",1993,342429,2008474,88284
"BRAZIL",1992,248267,4950928,72915
"PERU",1993,618332,2082999,75018
"UNITED STATES",1993,664955,1823924,115195
"CANADA",1993,765479,6532981,92666
"BRAZIL",1993,26583,3075014,90574
"ARGENTINA",1993,684112,315671,65764
"UNITED STATES",1993,269521,5821932,89430
"UNITED STATES",1992,541772,340985,108825
"PERU",1992,559384,2217000,86601
"CANADA",1992,232510,4543875,86550
"BRAZIL",1992,589876,7155694,117951
"CANADA",1992,323778,1729689,108105
"BRAZIL",1992,716442,5234233,87504
"UNITED STATES",1992,796974,3466753,124256
"CANADA",1992,608049,4115143,57420
"UNITED STATES",1993,38081,1875107,61144
"ARGENTINA",1992,707162,1893990,70147
"CANADA",1992,470323,5051629,77598
"PERU",1992,226879,1592768,108351
"ARGENTINA",1993,160296,4741589,81377
"CANADA",1992,528474,6849669,90147
"PERU",1992,647993,3532547,116457
"CANADA",1992,413289,1453532,72135
"PERU",1993,111256,2608000,76035
"ARGENTINA",1993,405640,4868703,92737
"CANADA",1992,451867,6860664,109130
"CANADA",1992,625248,1689422,70392
"BRAZIL",1992,315278,3331437,77595
"UNITED STATES",1992,558128,5456060,71166
"PERU",1992,691269,2835517,75613
"BRAZIL",1992,163791,5972423,111287
"BRAZIL",1992,248922,2957908,112254
"BRAZIL",1992,430680,7260855,96639
"ARGENTINA",1992,36366,6001274,78141
"PERU",1993,395724,7087770,109182
"BRAZIL",1992,360306,5004720,81977
"CANADA",1992,461937,7861487,113934
"PERU",1992,195542,4493409,98252
"UNITED STATES",1993,744723,2036378,106061
"UNITED STATES",1993,691874,858286,111950
"BRAZIL",1992,285631,2618924,96997
"PERU",1992,674717,2598420,101500
"UNITED STATES",1992,44901,4118202,110754
"PERU",1992,501859,6942756,111649
"CANADA",1992,732780,3788647,108765
"PERU",1992,412088,1260075,60003
"ARGENTINA",1992,325929,4740656,117294
"UNITED STATES",1993,693419,3940540,84742
"CANADA",1992,41826,4065986,106069
"CANADA",1993,40015,1528016,57300
"CANADA",1993,523261,1232870,77054
"BRAZIL",1993,290853,2035599,110630
"UNITED STATES",1993,768551,2769379,97171
"CANADA",1992,236866,2448270,108171
"BRAZIL",1992,52670,5020540,97360
"CANADA",1992,414638,5873523,93156
"ARGENTINA",1992,765588,496065,99213
"UNITED STATES",1992,21917,5590286,110334
"CANADA",1993,15541,4151139,87392
"CANADA",1992,435867,1748754,108170
"CANADA",1992,605138,3859470,62586
"PERU",1992,27581,3804638,90514
"BRAZIL",1992,539517,924555,93389
"CANADA",1993,774969,7333620,122635
"UNITED STATES",1992,540248,1317849,77293
"UNITED STATES",1992,599738,7308572,110262
"UNITED STATES",1993,137448,5441166,89126
"PERU",1993,476832,8597273,108528
"ARGENTINA",1993,508099,108492,66424
"ARGENTINA",1993,416231,770925,68832
"PERU",1993,442574,6455953,90993
"ARGENTINA",1992,716029,2608295,62699
"UNITED STATES",1993,298278,3135770,76575
"PERU",1992,68731,7271444,101983
"BRAZIL",1992,213167,213869,64809
"BRAZIL",1992,394962,1740179,123417
"BRAZIL",1993,480028,4082400,60480
"BRAZIL",1993,629995,4023166,115497
"ARGENTINA",1993,373176,1305372,74949
"BRAZIL",1993,105818,2945453,109428
"BRAZIL",1993,418787,5895106,102345
"CANADA",1993,609461,4333299,82225
"BRAZIL",1993,258786,3248761,104686
"CANADA",1993,295360,4995820,81321
"ARGENTINA",1993,280690,162055,100240
"BRAZIL",1992,26406,4663400,79944
"UNITED STATES",1992,102902,8027248,114294
"UNITED STATES",1992,455571,3022569,91593
"BRAZIL",1992,492281,4117722,76395
"PERU",1992,160465,4580956,91527
"BRAZIL",1992,134953,2377588,119277
"ARGENTINA",1992,354677,322088,103899
"BRAZIL",1992,253410,809859,81804
"UNITED STATES",1993,598487,4375869,95127
"PERU",1992,599837,6575469,116208
"PERU",1993,430724,2488668,99282
"CANADA",1992,130440,6425822,88226
"UNITED STATES",1993,746249,1178641,77712
"ARGENTINA",1993,327372,137137,83961
"UNITED STATES",1993,539084,1650898,67383
"CANADA",1993,383925,8015550,120534
"PERU",1993,728862,8894464,113449
"CANADA",1993,383538,1066960,97291
"CANADA",1993,395352,130260,86840
"CANADA",1993,452286,3363114,74295
"BRAZIL",1993,762162,4121645,73447
"ARGENTINA",1993,648106,1163693,63244
"UNITED STATES",1993,757908,3361637,117952
"PERU",1993,556645,154847,102097
"UNITED STATES",1993,328813,1657620,110508
"ARGENTINA",1993,738418,133986,87382
"CANADA",1993,139386,397681,85522
"CANADA",1993,42558,2115775,90033
"PERU",1992,770250,2221930,79213
"CANADA",1992,777319,508245,83776
"BRAZIL",1992,620350,5975585,76219
"CANADA",1992,762388,3770910,87021
"BRAZIL",1992,1805,7144664,102408
"UNITED STATES",1993,459621,3562672,94836
"PERU",1993,359103,1673409,69725
"PERU",1993,234948,1225787,112975
"CANADA",1993,154205,3161851,75552
"PERU",1993,272222,4564270,71652
"BRAZIL",1992,730505,6771422,92128
"PERU",1993,181373,2140832,87262
"PERU",1993,316663,5717528,100779
"UNITED STATES",1992,294369,3558343,81801
"ARGENTINA",1993,554454,1942857,90505
"UNITED STATES",1993,305170,3533706,70509
"PERU",1993,499877,3387714,112611
"PERU",1993,74498,5742711,88349
"UNITED STATES",1992,575665,2217575,104438
"CANADA",1992,420486,6544258,84387
"BRAZIL",1992,371463,4615625,92067
"BRAZIL",1992,612121,1214913,61985
"ARGENTINA",1992,151604,3278088,99336
"UNITED STATES",1992,2859,7928325,105711
