"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1992,449545,611876,1828960,107270
"UNITED STATES",1992,449545,248068,2034132,60963
"PERU",1992,449545,474684,1149451,99519
"PERU",1992,720649,565816,4068429,112907
"ARGENTINA",1992,720649,57635,3862127,95557
"ARGENTINA",1992,720649,742465,6240760,90445
"BRAZIL",1993,163907,504207,4302111,72670
"UNITED STATES",1993,163907,661672,891967,98018
"ARGENTINA",1992,875117,540672,4363832,102759
"PERU",1993,284077,780621,8167632,102095
"UNITED STATES",1993,284077,692690,2756197,100959
"BRAZIL",1993,284077,778762,2678262,110443
"BRAZIL",1993,881996,350646,6484519,101797
"CANADA",1992,571696,643929,2180043,112373
"ARGENTINA",1993,147253,644151,1912079,65707
"BRAZIL",1992,753413,349829,1488017,112728
"PERU",1992,753413,375002,417872,64619
"ARGENTINA",1993,159976,294610,4088520,96276
"BRAZIL",1992,293498,232937,3332197,112195
"ARGENTINA",1993,722224,462815,4529808,106667
"PERU",1992,884144,315441,1779757,87385
"CANADA",1992,884144,456539,5285132,89730
"PERU",1992,884144,98281,1535136,76756
"BRAZIL",1992,737209,665090,392482,63303
"CANADA",1992,453946,181225,5156956,78373
"ARGENTINA",1993,157291,695436,3647207,85884
"ARGENTINA",1992,253153,376559,3423185,98132
"BRAZIL",1993,49472,304294,1830574,77896
"BRAZIL",1993,49472,659265,2326037,73453
"CANADA",1992,394474,588714,5537863,108161
"UNITED STATES",1992,171322,216062,1728214,58683
"PERU",1992,516878,704792,4578144,107805
"BRAZIL",1992,516878,715203,2689719,73090
"CANADA",1992,357134,783527,5899224,96629
"UNITED STATES",1992,245000,486915,2099686,114113
"PERU",1992,245000,271474,526147,86727
"BRAZIL",1992,245000,330254,642120,77054
"ARGENTINA",1992,287452,111606,931737,97056
"ARGENTINA",1992,499957,85138,3760239,67387
"ARGENTINA",1993,349057,62621,4845877,95017
"UNITED STATES",1993,70465,378789,6948104,112066
"ARGENTINA",1993,70465,303226,3097609,73752
"CANADA",1993,334733,550156,3015325,72367
"PERU",1993,334733,63981,7433713,116698
"UNITED STATES",1992,548140,770800,1088788,112246
"CANADA",1992,548140,426285,5222953,72675
"CANADA",1992,548140,51663,3820285,96879
"ARGENTINA",1993,360574,309970,6462589,118797
"ARGENTINA",1992,893213,658526,6484252,89069
"ARGENTINA",1993,807019,584231,3316959,78912
"UNITED STATES",1993,807019,767699,6006644,105999
"BRAZIL",1993,632146,125117,3572520,68526
"UNITED STATES",1993,269605,411590,2117213,90094
"UNITED STATES",1992,681530,66745,3937002,102704
"ARGENTINA",1992,167518,37204,1246190,68472
"PERU",1993,820243,700285,1619415,77115
"BRAZIL",1992,518965,703480,1928485,89007
"BRAZIL",1992,518965,92706,5371289,101922
"UNITED STATES",1992,826441,93128,3834230,67267
"UNITED STATES",1992,279572,196864,9804300,117651
"UNITED STATES",1992,279572,441567,5491085,90512
"PERU",1993,128585,194947,2574886,122516
"ARGENTINA",1993,128585,348907,2466377,117353
"ARGENTINA",1992,897778,372820,3024710,113568
"BRAZIL",1992,858071,178201,4763740,76752
"CANADA",1992,858071,72259,3435187,73875
"BRAZIL",1992,858071,753870,1400555,115430
"UNITED STATES",1993,107051,670092,773179,63723
"CANADA",1993,352054,481827,7235200,108528
"BRAZIL",1992,95671,111591,2187535,96155
"CANADA",1992,509147,686777,3183550,105824
"BRAZIL",1992,562318,685943,2256824,115734
"PERU",1992,562318,99142,4929724,68468
"CANADA",1992,690901,466692,8293350,99520
"CANADA",1993,158252,131118,1114636,68946
"PERU",1993,408632,787365,5071536,87139
"CANADA",1993,640939,724964,5171218,119335
"UNITED STATES",1993,640939,634277,4578487,72674
"PERU",1993,640939,255082,1626125,62224
"CANADA",1993,782614,164099,846729,69785
"UNITED STATES",1993,782614,338570,7325382,96513
"BRAZIL",1992,672733,780127,666313,72425
"BRAZIL",1992,184156,339959,2520663,119936
"UNITED STATES",1992,667105,162712,5430612,106482
"UNITED STATES",1992,117841,738671,3214123,102578
"ARGENTINA",1992,117841,430339,365561,76158
"UNITED STATES",1992,117841,705724,4649406,103781
"CANADA",1992,254401,684295,2558520,76755
"PERU",1992,331397,465111,1901451,64565
"PERU",1992,148690,656846,486758,108168
"ARGENTINA",1993,468643,105539,3330006,92671
"PERU",1992,818171,383905,2589534,119333
"UNITED STATES",1992,796648,760461,4244789,91285
"UNITED STATES",1992,864340,135386,6538348,85282
"UNITED STATES",1992,476216,411001,3859499,54718
"PERU",1993,348457,568747,7010494,108943
"BRAZIL",1993,348457,433699,1381238,97960
"BRAZIL",1993,348457,362484,2576419,92788
"ARGENTINA",1993,521815,187685,7267988,106360
"CANADA",1993,521815,6391,1416749,77843
"CANADA",1993,521815,410758,3170587,100123
"ARGENTINA",1993,542965,627838,1767565,105948
"BRAZIL",1992,826621,612940,355758,111174
"BRAZIL",1993,111553,80829,1216199,108589
"BRAZIL",1993,151684,571565,4860523,98192
"UNITED STATES",1992,542369,385988,3185617,124438
"BRAZIL",1993,656372,575265,2444597,80414
"UNITED STATES",1993,656372,399686,7464100,107140
"ARGENTINA",1993,338563,637593,2892758,91833
"PERU",1992,171433,366978,8367976,122697
"UNITED STATES",1992,171433,796333,3743336,85758
"BRAZIL",1992,171433,755046,3506716,66060
"PERU",1992,598319,397182,1535004,76750
"UNITED STATES",1992,64714,529833,6085800,111768
"BRAZIL",1993,205415,395903,6476403,119933
"ARGENTINA",1993,5429,121141,3807170,69728
"BRAZIL",1992,477961,129776,4904471,108346
"UNITED STATES",1992,372304,250720,4761523,100242
"ARGENTINA",1992,372304,249657,1090908,96398
"CANADA",1992,372304,776578,297817,99272
"PERU",1992,311509,680048,555125,61680
"ARGENTINA",1992,253618,771639,2032192,102636
"CANADA",1992,253618,123780,2298015,108226
"PERU",1993,363989,371723,3829911,107682
"BRAZIL",1993,418304,260969,8076840,115797
"BRAZIL",1992,405527,647669,4219404,96997
"CANADA",1992,479770,316733,3980613,104983
"PERU",1992,479770,125042,409743,64022
"CANADA",1993,272588,704177,4514317,70868
"BRAZIL",1993,272588,692808,3961694,108046
"ARGENTINA",1992,339433,194715,7492199,108582
"ARGENTINA",1992,339433,35366,3660725,78081
"BRAZIL",1993,613858,96158,4122623,69249
"PERU",1993,613858,645239,4563906,71052
"ARGENTINA",1993,872558,353551,2952353,96272
"ARGENTINA",1993,392617,266219,1653354,71112
"ARGENTINA",1992,386944,107947,6431752,117296
"UNITED STATES",1992,386944,657619,2163067,94594
"CANADA",1993,374710,664318,4872664,76936
"ARGENTINA",1993,160135,93233,4006093,73573
"BRAZIL",1992,377675,484050,3139315,62041
"CANADA",1993,483304,536474,5772939,90627
"UNITED STATES",1993,483304,504021,1025000,61500
"PERU",1993,12289,524822,5324324,110808
"CANADA",1992,103114,659038,3454605,59820
"CANADA",1993,682324,422974,9295055,113817
"BRAZIL",1992,872107,454023,2247100,58620
"CANADA",1992,833201,670125,823507,65705
"PERU",1993,448243,397231,4834720,79693
"CANADA",1993,448243,287033,2770374,61201
"ARGENTINA",1993,14587,790769,2940233,111583
"UNITED STATES",1993,395797,250630,3414139,94837
"BRAZIL",1993,395797,66014,364563,58800
"PERU",1992,498643,693085,3764550,64683
"ARGENTINA",1992,166417,538177,692635,72909
"ARGENTINA",1992,877276,673405,3308088,82702
"PERU",1992,877276,313386,6050875,83962
"PERU",1992,445636,49316,4638626,75918
"PERU",1992,445636,754504,7331042,93508
"UNITED STATES",1992,882002,660178,5070413,68288
"UNITED STATES",1992,30391,143914,1656391,117474
"CANADA",1992,30391,356563,5101582,97173
"CANADA",1993,284927,525950,7706127,118555
"CANADA",1993,284927,427862,3645904,107390
"UNITED STATES",1993,284927,336334,6577536,82219
"BRAZIL",1992,401689,317792,8600074,108586
"PERU",1992,190129,236712,1704755,98922
"CANADA",1992,550894,15646,4453797,93698
"BRAZIL",1992,550894,562163,3969453,73508
"UNITED STATES",1992,36631,410674,153711,95079
"UNITED STATES",1993,439288,709234,4971556,74592
"UNITED STATES",1992,385039,795184,2260258,76749
"ARGENTINA",1993,759424,442989,5564044,115917
"UNITED STATES",1993,759424,235764,989254,101985
"CANADA",1993,155150,414109,1104926,61384
"ARGENTINA",1992,568744,366269,1701108,80115
"BRAZIL",1993,108142,693290,3895977,76995
"UNITED STATES",1993,206674,117314,5667386,79878
"UNITED STATES",1993,206674,31172,1659167,66190
"ARGENTINA",1992,688022,475468,1273114,86606
"PERU",1992,297190,385029,1782416,66840
"CANADA",1993,486931,239246,1024038,71113
"ARGENTINA",1993,885254,665578,6106244,92612
"BRAZIL",1993,369677,50793,655665,104627
"PERU",1993,491375,162859,1522105,115311
"BRAZIL",1992,745273,761049,3296729,66600
"CANADA",1992,597971,424899,3771763,109432
"PERU",1992,532073,403766,3882145,100184
"ARGENTINA",1993,150049,635268,1082907,72193
"ARGENTINA",1993,527585,271344,3385659,78919
"ARGENTINA",1993,527585,381783,2797155,111886
"PERU",1992,81796,122022,2975457,62641
"UNITED STATES",1992,740110,285915,3672538,114054
"BRAZIL",1993,325628,126117,4837641,68586
"BRAZIL",1992,620755,357507,5945062,93869
"CANADA",1992,138412,185299,514955,83057
"PERU",1993,156865,404997,353766,114118
"UNITED STATES",1993,678893,134940,2666169,118496
"CANADA",1992,549304,164976,5600421,122458
"BRAZIL",1992,549304,722301,786022,79396
"ARGENTINA",1992,841475,685998,3690165,119037
"BRAZIL",1992,841475,752849,5074029,114108
"PERU",1992,841475,693721,4674244,102881
"BRAZIL",1993,442810,464876,4602125,110451
"CANADA",1992,248759,691539,1969753,91830
"BRAZIL",1993,311807,381761,1676902,110565
"PERU",1992,872129,656607,1125770,93814
"ARGENTINA",1992,464401,615996,3934813,114717
"PERU",1993,365836,495627,2409561,97356
"BRAZIL",1993,70270,23443,4285155,81986
"ARGENTINA",1993,222784,739601,6234166,98434
"CANADA",1993,490058,731433,834708,87864
"PERU",1993,490058,596095,216774,71464
"UNITED STATES",1993,490058,637980,368246,115077
"BRAZIL",1992,493963,23046,3350940,58142
"PERU",1992,493963,78810,6185704,107328
"ARGENTINA",1993,548515,711733,4569369,104682
"CANADA",1993,172780,727659,4371719,101197
"BRAZIL",1993,172780,148085,309330,67984
"UNITED STATES",1993,791401,523205,2100187,73690
"CANADA",1992,517264,211557,7195846,88112
"PERU",1992,230758,4314,1488774,73098
"CANADA",1993,291407,475588,5322358,93813
"UNITED STATES",1993,291407,460802,7125156,105766
"ARGENTINA",1993,766189,546832,2795669,112728
"BRAZIL",1993,41,168931,4091856,119995
"CANADA",1993,41,604323,5346075,73637
"UNITED STATES",1992,461047,228942,6220842,112255
"ARGENTINA",1992,35557,512587,6492614,95973
"ARGENTINA",1992,894407,317565,460522,94953
"UNITED STATES",1992,894407,452416,1781643,82103
"UNITED STATES",1993,98363,591191,746222,76930
"PERU",1993,98363,260138,5057940,65887
"ARGENTINA",1993,98363,576808,8311879,113086
"UNITED STATES",1993,229226,257219,3016953,70572
"CANADA",1992,101309,32143,2627642,64508
"UNITED STATES",1992,101309,74859,1742157,110031
"ARGENTINA",1993,340552,707794,8740337,108105
"ARGENTINA",1993,694294,62679,4826509,98500
"UNITED STATES",1993,694294,638657,312741,95737
"PERU",1992,467981,770196,2943822,75969
"BRAZIL",1992,871555,780407,4241979,89242
"ARGENTINA",1992,726928,208268,2568930,70575
"BRAZIL",1992,726928,344747,2666094,107503
"CANADA",1993,861868,611922,7412583,110033
"CANADA",1992,777592,536159,1909817,71707
"CANADA",1993,64147,142999,3193672,122519
"ARGENTINA",1992,88876,168082,3459440,69004
"PERU",1992,88876,140751,8084376,107505
"PERU",1992,88876,193841,773936,116090
"ARGENTINA",1992,802294,779484,426821,93807
"BRAZIL",1992,802294,770929,2687852,119993
"PERU",1992,802294,187270,3121721,81436
"CANADA",1993,47083,735025,985790,63599
"BRAZIL",1993,47083,704818,3067738,109366
"PERU",1992,565699,263357,2307954,79220
"CANADA",1992,90854,683470,1726686,87206
"UNITED STATES",1992,568915,67591,1795495,93515
"UNITED STATES",1992,568915,799364,2857883,87799
"ARGENTINA",1992,568915,790881,8242333,118311
"CANADA",1992,39040,173818,8257750,113508
"ARGENTINA",1992,39040,764109,5278815,70384
"CANADA",1992,39040,338971,184916,120597
"CANADA",1992,495053,533909,3691472,116572
"PERU",1992,495053,595076,1779996,70263
"UNITED STATES",1993,604598,461410,3332477,82283
"CANADA",1993,141448,651057,2384975,60481
"UNITED STATES",1993,141448,609137,4510783,62766
"BRAZIL",1992,396319,483608,3087665,95494
"UNITED STATES",1992,469675,163402,7033920,87924
"BRAZIL",1992,807875,196328,4059312,85459
"ARGENTINA",1993,194654,375925,4754162,120054
"BRAZIL",1992,8567,213040,1334242,57181
"ARGENTINA",1992,8567,559829,4533120,113328
"CANADA",1992,348178,596142,2940535,74287
"CANADA",1993,515422,300572,915229,94353
"BRAZIL",1993,515422,744002,3426597,62758
"PERU",1993,533108,201149,210026,63007
"CANADA",1993,432452,609197,4835025,66369
"CANADA",1993,432452,344389,260873,86002
"ARGENTINA",1993,670286,168012,894248,64800
"UNITED STATES",1993,670286,572368,5617326,86420
"CANADA",1993,670286,581400,3733077,88882
"CANADA",1992,741373,786148,5336291,74046
"UNITED STATES",1993,651665,158120,3286954,70687
"PERU",1993,430349,143177,5798247,73210
"PERU",1993,430349,598345,3565000,86599
"ARGENTINA",1993,430349,376649,7440916,103537
"ARGENTINA",1992,807376,351013,2226952,63840
"ARGENTINA",1992,807376,522061,1364630,64982
"ARGENTINA",1992,614311,728572,921911,96032
"ARGENTINA",1992,423247,186314,5214754,84018
"BRAZIL",1992,240874,334330,2133796,81859
"CANADA",1992,240874,412411,4696711,79403
"PERU",1992,240874,212217,3290488,67752
"UNITED STATES",1993,322502,472935,1993765,114474
"PERU",1993,322502,127752,1505668,106785
"ARGENTINA",1992,489772,741478,5570267,91166
"BRAZIL",1992,489772,327786,500600,108826
"UNITED STATES",1993,376582,162138,4914532,72007
"BRAZIL",1992,97654,323824,7450369,110868
"PERU",1993,730243,706982,7955800,119337
"BRAZIL",1993,347069,218120,203469,62286
"UNITED STATES",1993,18844,679376,6051593,81320
"BRAZIL",1992,241597,336272,4743750,78495
"PERU",1992,405695,128699,5722109,103661
"BRAZIL",1992,885853,443701,6960285,98680
"UNITED STATES",1992,885853,252182,1633204,68050
"PERU",1993,274796,186285,499145,82276
"PERU",1993,274796,478716,2159035,101681
"ARGENTINA",1993,274796,351753,5233746,108284
"ARGENTINA",1992,484210,17657,5804159,94479
"ARGENTINA",1993,461758,18992,1230677,114659
"BRAZIL",1993,461758,787207,627672,77650
"ARGENTINA",1993,412799,513677,7465910,101439
"BRAZIL",1992,212125,568449,423360,91045
"UNITED STATES",1992,212125,72627,6534447,95977
"BRAZIL",1993,160156,93666,6638640,99579
"ARGENTINA",1993,160156,664351,4735152,78919
"CANADA",1992,442355,440205,106501,68710
"ARGENTINA",1993,344261,353360,3188517,84801
"UNITED STATES",1992,101653,190294,1052060,83057
"BRAZIL",1992,24865,769503,5283499,94348
"BRAZIL",1993,253480,662142,1726828,66246
"CANADA",1993,307654,263489,1565762,87148
"UNITED STATES",1992,230789,172529,6237920,96091
"BRAZIL",1993,840940,565860,2503592,115550
"CANADA",1992,869059,340757,1182912,107864
"PERU",1993,86011,777151,2947488,73687
"PERU",1993,86011,198649,3054874,104858
"PERU",1993,160081,753849,4113875,114168
"PERU",1993,160081,253935,8885479,113335
"BRAZIL",1992,80131,115905,7403148,115254
"CANADA",1993,76502,94125,100720,67147
"BRAZIL",1993,9419,534709,5133393,104620
"UNITED STATES",1993,9419,453896,1065525,110992
"BRAZIL",1993,608740,313017,593280,61800
"PERU",1992,769948,544100,4347504,68644
"CANADA",1992,769948,586912,5145142,119933
"BRAZIL",1992,769948,222272,2472118,71655
"BRAZIL",1993,809365,449011,2384615,57599
"BRAZIL",1992,686884,582098,3511888,70804
"BRAZIL",1992,129785,208953,1731604,111716
"UNITED STATES",1992,287900,532689,3290092,103299
"BRAZIL",1993,332824,261838,6668333,107989
"UNITED STATES",1993,332824,695088,3466843,64983
"PERU",1992,888184,473759,6411101,103963
"ARGENTINA",1992,888184,650347,1284336,77838
"CANADA",1993,292606,736203,5179730,74350
"UNITED STATES",1993,292606,558348,5765912,84379
"CANADA",1992,87022,109739,6043610,104923
"PERU",1992,87022,381433,4225231,90865
"UNITED STATES",1993,532882,39592,3416977,91895
"BRAZIL",1993,76667,593921,1382221,120894
"PERU",1993,76667,415679,299794,95679
"UNITED STATES",1993,100172,157287,6455232,80656
"ARGENTINA",1993,724225,750199,4081005,74949
"ARGENTINA",1993,719716,25389,4425517,78862
"CANADA",1993,719716,789702,4192507,107500
"ARGENTINA",1993,719716,509395,894583,84262
"ARGENTINA",1993,331165,168695,5012406,105821
"CANADA",1993,278887,236163,1384929,65949
"BRAZIL",1993,278887,380900,190165,118853
"BRAZIL",1992,860107,296710,2355246,102402
"ARGENTINA",1993,526015,641660,5009898,96097
"ARGENTINA",1993,526015,372050,5109770,67322
"BRAZIL",1992,612535,223422,5801407,80724
"PERU",1992,612535,644230,4555896,70452
"ARGENTINA",1993,660640,687552,3115988,92371
"CANADA",1992,839770,460000,267834,57598
"ARGENTINA",1992,683941,677268,5105443,74713
"BRAZIL",1992,465842,488766,1958289,105284
"ARGENTINA",1992,197740,253791,6350999,104686
"ARGENTINA",1992,197740,159799,3717580,111527
"PERU",1993,602395,308622,3913464,97836
"PERU",1993,437918,29669,575517,95919
"BRAZIL",1992,17092,72080,489217,63124
"UNITED STATES",1993,137707,208496,2556153,84268
"PERU",1993,527767,775577,1619489,99152
"UNITED STATES",1993,857101,738535,6507996,94410
"CANADA",1993,400579,354028,1623015,64920
"BRAZIL",1992,830537,52403,6302610,81324
"CANADA",1992,333574,45952,4649977,113877
"BRAZIL",1992,333574,135219,4744676,75252
"PERU",1992,12238,17801,2775862,103128
"UNITED STATES",1993,221333,636210,2682061,68770
"ARGENTINA",1992,238126,558808,672040,112006
"BRAZIL",1992,238126,120910,726022,115854
"CANADA",1992,238126,374082,4102892,69364
"CANADA",1992,235897,287086,302605,64384
"UNITED STATES",1993,709768,76686,2572165,99760
"UNITED STATES",1993,709768,61360,3091982,79281
"ARGENTINA",1993,709768,73215,4352413,71292
"CANADA",1993,709768,114788,4191463,108166
"UNITED STATES",1992,437197,436239,5081608,70512
"CANADA",1992,740053,264293,4180456,75436
"PERU",1993,493147,590983,3919784,124437
"BRAZIL",1992,439778,706612,5381778,97114
"UNITED STATES",1992,439778,16493,397476,84569
"ARGENTINA",1992,439778,743242,3052373,77112
"CANADA",1992,537433,44010,1903249,57240
"BRAZIL",1993,624280,240203,325809,68591
"CANADA",1993,134302,98404,3828552,84144
"BRAZIL",1993,492188,422623,2034009,92736
"UNITED STATES",1993,492188,53387,5018382,80422
"BRAZIL",1993,18862,760108,5098625,70084
"BRAZIL",1993,16091,244014,4267890,57480
"CANADA",1992,404731,233737,2755017,100243
"CANADA",1992,270269,605166,321339,64267
"UNITED STATES",1992,99095,281877,4788423,111531
"CANADA",1992,369631,515644,4729917,99577
"CANADA",1992,369631,27086,393075,60784
"CANADA",1993,468688,477002,1953065,58738
"UNITED STATES",1993,549139,630144,3684197,64446
"CANADA",1993,549139,3,2487765,54180
"ARGENTINA",1992,66431,600152,1041598,63127
"CANADA",1993,799228,671944,1126555,114954
"PERU",1993,644072,295039,777583,62041
"ARGENTINA",1993,506347,224261,2787708,71115
"UNITED STATES",1992,863650,356572,1465704,97713
"CANADA",1993,225980,637299,494504,74175
"ARGENTINA",1992,457037,314610,6433416,97476
"ARGENTINA",1992,457037,71933,4457536,114295
"ARGENTINA",1992,47834,566497,156347,93808
"CANADA",1993,145583,665164,5034790,67747
"BRAZIL",1993,145583,526643,5279338,100177
"CANADA",1993,245705,211087,826401,59884
"PERU",1993,356588,416218,907352,68051
"CANADA",1993,356588,172885,3682772,117472
"BRAZIL",1993,356588,65474,1504246,86368
"PERU",1993,434665,220882,4478329,108172
"PERU",1993,670207,294732,1885578,103603
"ARGENTINA",1992,456794,405333,5126603,74298
"UNITED STATES",1992,636904,322326,3910099,80898
