"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"IRAN",199204,84631,396368,5022720,87861
"EGYPT",199204,84631,253566,7296879,91173
"SAUDI ARABIA",199207,181477,104391,2930319,83723
"SAUDI ARABIA",199210,160903,80708,3510807,101322
"IRAN",199205,86219,353997,1435686,123058
"IRAN",199207,285521,465605,3612334,94234
"SAUDI ARABIA",199205,166585,595260,4336768,81314
"IRAQ",199206,215755,492541,6900840,92011
"IRAN",199204,70247,224413,4587282,80244
"SAUDI ARABIA",199205,62104,493747,7676575,104443
"EGYPT",199206,179176,268564,5823690,91953
"IRAN",199206,179176,542695,1892322,104260
"EGYPT",199202,210347,203367,5407879,76221
"EGYPT",199208,140672,33926,2393717,111595
"IRAN",199209,259927,530506,4366676,92188
"IRAQ",199206,161383,246037,3637174,58981
"JORDAN",199207,128863,337283,5881802,79216
"EGYPT",199208,209242,451315,3545612,75977
"IRAQ",199207,250816,378120,4912251,71886
"SAUDI ARABIA",199203,153064,423110,1239708,61985
"EGYPT",199203,168763,180338,4914513,85099
"IRAN",199203,168763,338779,7634592,109065
"SAUDI ARABIA",199208,53137,368527,2393265,95730
"SAUDI ARABIA",199211,200687,245780,2050214,103546
"JORDAN",199211,200687,544241,2544735,77113
"IRAN",199210,111014,217907,4379736,109493
"IRAQ",199204,174808,29818,7340802,104868
"SAUDI ARABIA",199204,174808,191279,4795945,82216
"JORDAN",199211,240109,157631,1337394,101317
"JORDAN",199208,58936,486511,2695482,89849
"IRAN",199201,138217,203337,607756,74419
"IRAQ",199201,70807,379603,1177813,100955
"IRAN",199209,293638,587533,5671785,97230
"EGYPT",199209,293638,456989,9632502,116757
"IRAQ",199204,197467,74622,1877625,95797
"JORDAN",199210,162494,548583,7035286,97893
"SAUDI ARABIA",199206,115328,11009,273240,55200
"IRAQ",199207,82894,275260,4157851,74115
"SAUDI ARABIA",199207,142661,312835,9239100,110869
"SAUDI ARABIA",199206,159592,286688,4595294,100480
"JORDAN",199206,159592,361208,746283,76151
"JORDAN",199209,266314,206921,1990593,109674
"IRAN",199204,231602,142732,5446646,106483
"IRAN",199212,96301,364629,7042030,101616
"EGYPT",199209,192265,572045,2010636,67021
"EGYPT",199212,46517,348587,8177850,98134
"SAUDI ARABIA",199209,271414,389614,5734317,102216
"IRAN",199205,188902,485538,6420071,91410
"IRAN",199212,244522,305877,7828931,112971
"EGYPT",199212,143261,63908,561570,112314
"IRAN",199201,124042,447051,2964149,59881
"IRAQ",199210,92770,244818,1586520,105768
"IRAN",199210,92770,566476,302320,92547
"SAUDI ARABIA",199210,271753,587935,6675603,121374
"IRAQ",199206,171617,141227,5453346,76093
"IRAN",199206,171617,596770,7467000,112005
"JORDAN",199203,277949,383255,4590163,80294
"EGYPT",199204,140504,277943,1901720,115255
"IRAQ",199204,140504,260885,4884172,110752
"SAUDI ARABIA",199202,258271,291162,3767341,69189
"EGYPT",199212,268574,211614,6865200,91536
"JORDAN",199206,142321,60569,1349071,91773
"EGYPT",199207,196522,521311,4529786,79937
"IRAQ",199202,160247,250725,6367698,100542
"JORDAN",199202,160247,416958,2572403,112495
"EGYPT",199204,36574,151052,1747231,66183
"IRAN",199203,111131,481820,3884680,108108
"IRAN",199209,147589,134133,3660119,70027
"EGYPT",199210,278798,233416,3643380,80964
"SAUDI ARABIA",199202,15668,229669,3676895,95919
"EGYPT",199205,207241,152468,7003238,91227
"IRAN",199212,169360,250938,2992049,113335
"SAUDI ARABIA",199206,3236,201601,150259,90155
"JORDAN",199208,149812,572333,4957933,84318
"JORDAN",199207,11509,111291,4254581,78137
"EGYPT",199208,20873,12881,4795041,107632
"IRAQ",199210,181582,27186,1432662,66790
"EGYPT",199210,181582,480075,3446848,63303
"IRAN",199208,141406,513942,968180,117355
"EGYPT",199204,237115,333856,6852559,113390
"IRAQ",199210,166666,423504,5228859,85648
"EGYPT",199209,72040,153694,4194456,104861
"IRAN",199210,163114,10132,722196,62527
"SAUDI ARABIA",199208,297412,501942,8358856,116635
"JORDAN",199210,56767,134063,430047,65823
"IRAN",199208,286708,227503,4390173,85829
"SAUDI ARABIA",199208,286708,481581,4593926,93753
"SAUDI ARABIA",199204,32758,443360,127727,78200
"SAUDI ARABIA",199205,186925,435507,1570860,86548
"SAUDI ARABIA",199201,144161,434382,6385662,78981
"SAUDI ARABIA",199206,200849,418747,5330304,99943
"IRAQ",199206,200849,81043,3993756,61442
"JORDAN",199209,212818,11385,4620298,77782
"IRAQ",199208,31141,94372,956459,81982
"SAUDI ARABIA",199212,148501,434043,3578824,58621
"EGYPT",199201,251437,123732,2925046,105343
"IRAQ",199201,251437,415328,4351550,74598
"IRAQ",199212,286654,355803,7468618,111527
"IRAQ",199207,27883,68716,7099367,101082
"JORDAN",199201,233972,513896,3055792,114592
"SAUDI ARABIA",199210,37912,521589,637781,96633
"IRAN",199211,101645,957,7060210,111477
"JORDAN",199202,100012,132202,1604460,74052
"SAUDI ARABIA",199203,9611,143406,1721887,86964
"IRAQ",199208,182966,165721,4824144,107203
"IRAN",199209,20560,560172,4269399,73929
"EGYPT",199209,20560,233193,1351416,67570
"IRAQ",199209,20560,63633,2394945,95797
"SAUDI ARABIA",199201,235093,379875,5278122,117291
"JORDAN",199207,42274,491148,1480856,68347
"EGYPT",199207,42274,237742,1175811,100783
"IRAQ",199210,65594,304654,3940928,99518
"IRAQ",199210,240949,187121,3196685,72487
"IRAN",199203,64745,582678,1936715,105639
"SAUDI ARABIA",199209,220109,244867,179373,108711
"IRAQ",199204,197008,431468,1523990,83966
"IRAQ",199205,205855,40086,2844293,61564
"IRAN",199203,175450,524515,6185670,92369
"EGYPT",199208,103993,98769,1060656,106065
"JORDAN",199201,143027,240308,4993160,74897
"IRAQ",199209,23986,42254,4923765,71775
"SAUDI ARABIA",199205,230560,143205,3460010,74892
"JORDAN",199210,98371,386027,4517707,66780
"IRAN",199212,262969,515191,241234,72370
"EGYPT",199212,262969,14856,3364615,106251
"IRAN",199212,89251,477323,386189,78018
"IRAQ",199205,13546,536143,4159935,70747
"EGYPT",199201,35122,566668,5439831,104078
"SAUDI ARABIA",199205,79843,508806,4491580,108886
"EGYPT",199203,108355,468393,1600971,81682
"IRAQ",199211,883,21523,3255948,86671
"JORDAN",199208,277046,1724,812860,97543
"SAUDI ARABIA",199201,179701,238106,4651420,62645
"IRAQ",199206,50953,453514,2934980,88049
"SAUDI ARABIA",199205,8848,450061,1415456,60662
"JORDAN",199203,284059,270947,958965,115075
"EGYPT",199206,42046,505763,5253157,106124
"JORDAN",199208,67901,568068,454416,68162
"IRAQ",199201,281179,197614,2202842,102696
"EGYPT",199210,184603,534463,5091296,89846
"IRAN",199212,193375,447438,2194489,83124
"JORDAN",199209,140483,219191,2937536,66610
"IRAN",199212,94225,351175,1103544,73569
"EGYPT",199208,22223,582907,975041,119392
"EGYPT",199202,172510,162028,3992743,65401
"IRAQ",199212,113438,390820,764324,114648
"SAUDI ARABIA",199211,33439,202314,4767896,72978
"IRAN",199210,88409,86309,3238250,77718
"IRAN",199208,68392,214321,856069,74118
"SAUDI ARABIA",199208,68392,277881,7468939,111532
"SAUDI ARABIA",199208,52552,63872,917935,110152
"EGYPT",199201,23108,430339,2284758,76158
"IRAN",199204,252899,586837,7310478,115428
"SAUDI ARABIA",199204,252899,397368,2051490,87921
"JORDAN",199201,271436,162075,4661987,68224
"EGYPT",199211,290998,594555,5172926,98971
"EGYPT",199209,250276,145779,361304,109486
"IRAQ",199209,250276,556393,4161141,86962
"SAUDI ARABIA",199206,181442,217069,197210,59163
"EGYPT",199205,262312,447756,2838414,102223
"IRAN",199206,153934,12866,8629249,106731
"IRAQ",199212,221350,192548,6821365,98432
"IRAQ",199212,4256,244430,5772564,82465
"IRAQ",199209,19618,293137,2147228,67807
"EGYPT",199210,120835,490072,1699280,63723
"EGYPT",199205,291931,575453,6291017,91705
"JORDAN",199206,26008,180411,1476495,89484
"EGYPT",199201,184655,509369,2729113,82700
"SAUDI ARABIA",199207,33833,438578,6369510,90993
"IRAN",199211,198599,48800,3462624,104928
"SAUDI ARABIA",199206,173672,338415,2589958,87204
"JORDAN",199206,173672,349090,2392068,68344
"SAUDI ARABIA",199207,197534,404830,1020068,104088
"SAUDI ARABIA",199207,197534,504356,1466435,81619
"IRAQ",199207,197534,500914,4316162,114893
"IRAQ",199208,207322,451296,4568750,74836
"IRAN",199203,162868,586942,1606904,121735
"JORDAN",199204,137860,598088,1174199,71163
"SAUDI ARABIA",199203,1168,73423,547396,83785
"SAUDI ARABIA",199207,67462,66854,6309245,109251
"EGYPT",199210,252181,387926,7975083,120834
"SAUDI ARABIA",199211,116128,112539,930918,93091
"IRAN",199203,86696,69713,4664472,100962
"JORDAN",199211,226391,533751,349807,107083
"JORDAN",199212,19582,267988,195597,117358
"IRAN",199212,278318,597070,914967,70023
"JORDAN",199212,224566,486724,7208889,102642
"IRAQ",199208,12629,244722,1000026,100002
"IRAN",199203,6992,578956,4187885,122095
"IRAQ",199210,228997,41067,1097777,60483
"EGYPT",199210,228997,198310,6692289,84498
"IRAQ",199202,143653,130356,2195978,83181
"SAUDI ARABIA",199209,29710,578203,3138891,76870
"EGYPT",199201,22144,95088,1083080,64984
"EGYPT",199204,77945,20855,5860305,106551
"EGYPT",199205,20452,556169,240127,73508
"JORDAN",199201,76828,64293,3203574,75437
"SAUDI ARABIA",199211,29167,52494,2603682,86789
"EGYPT",199211,291946,123149,1508544,70328
"JORDAN",199209,79112,73166,1708740,68349
"IRAQ",199206,80701,37060,1367966,59823
"EGYPT",199205,28750,220438,5110376,81505
"SAUDI ARABIA",199204,126952,399250,4047720,80954
"JORDAN",199210,260276,267405,6793330,82343
"JORDAN",199202,174481,229284,5217061,72796
"IRAQ",199208,132268,248422,6029804,82224
"EGYPT",199208,102232,109033,1031609,62521
"IRAN",199204,263878,129466,6662274,89727
"EGYPT",199205,17138,4354,5788410,75501
"IRAQ",199208,138341,594397,3691140,89482
"IRAQ",199202,84238,185110,5797478,71706
"IRAN",199202,84238,86128,2757447,66847
"EGYPT",199201,119326,487959,3893860,116815
"JORDAN",199207,255436,74731,8023753,102343
"SAUDI ARABIA",199212,7813,466395,2965063,81682
"SAUDI ARABIA",199210,237313,118296,1445719,78857
"EGYPT",199210,278191,6244,460096,69014
"IRAN",199209,42154,153623,1161897,100597
"IRAN",199204,74447,310979,4137126,119397
"EGYPT",199207,75031,313478,1640606,89487
"EGYPT",199205,149594,44445,953155,83366
"EGYPT",199210,248494,190126,5958988,72967
"JORDAN",199203,33359,545334,1228965,82758
"EGYPT",199210,203374,221396,1032825,79042
"IRAQ",199203,52139,200672,1729926,94359
"IRAQ",199212,31826,293998,7808561,119518
"IRAN",199212,31826,246574,5066505,91233
"IRAN",199211,246031,142293,4318327,80117
"JORDAN",199210,220612,322161,3076190,70989
"SAUDI ARABIA",199209,145481,466439,4313203,84324
"SAUDI ARABIA",199202,227518,292993,595794,119158
"IRAN",199201,133237,82456,2278504,86307
"IRAQ",199202,150988,144764,709033,108525
"EGYPT",199202,150988,185212,2464699,77832
"IRAN",199204,197332,542510,1369296,93149
"EGYPT",199211,171620,59483,3317704,86548
"IRAN",199212,217276,298950,7830840,116936
"IRAQ",199206,221200,275197,4219848,70330
"SAUDI ARABIA",199211,143594,190543,2241216,98012
"IRAN",199211,143594,369967,4073900,122217
"IRAN",199211,1888,145196,5283745,74471
"JORDAN",199201,19246,280592,471774,94354
"JORDAN",199211,143762,142070,3814400,66724
"EGYPT",199201,33754,339287,3282518,79576
"EGYPT",199203,203033,204676,4851045,94839
"JORDAN",199212,160480,45062,1309178,60423
"IRAN",199212,160480,175076,911647,69064
"IRAN",199211,245386,358636,4575474,101677
"JORDAN",199208,219062,268027,2242752,59700
"JORDAN",199211,259825,530996,5675516,121618
"SAUDI ARABIA",199205,137080,510540,6907566,93031
"EGYPT",199205,137080,29198,1436040,67631
"JORDAN",199202,231826,574739,4265845,108822
"IRAQ",199202,231826,232159,4037218,65468
"IRAN",199203,95572,197936,5033976,122035
"IRAQ",199204,31127,593236,6447997,79752
"JORDAN",199204,153019,120629,3919497,98977
"SAUDI ARABIA",199211,153032,471037,2217622,60480
"IRAQ",199212,295939,337420,2331856,87444
"IRAQ",199209,97873,513381,2323003,83661
"SAUDI ARABIA",199201,66727,41303,3572385,74658
"SAUDI ARABIA",199209,204226,235719,6486424,99282
"IRAQ",199211,190442,519215,370257,74051
"SAUDI ARABIA",199205,295912,407562,4752492,88172
"IRAN",199201,254258,45440,4710496,83126
"IRAQ",199204,79270,595965,10098606,123656
"JORDAN",199201,134332,246349,1036264,77719
"IRAQ",199204,179579,383281,1871778,81856
"IRAQ",199204,131623,580106,117421,71164
"IRAN",199204,131623,436163,4896668,65948
"SAUDI ARABIA",199208,247597,179834,1913830,114829
"SAUDI ARABIA",199212,7621,419596,2376413,90934
"IRAQ",199208,112091,418797,7134171,102946
"IRAQ",199208,18251,567817,6464829,113087
"JORDAN",199204,84841,539121,3944340,69606
"SAUDI ARABIA",199211,216670,509643,6964140,99157
"EGYPT",199201,181385,448332,3675770,76818
"IRAQ",199208,235042,30750,7899525,100845
"IRAQ",199208,14116,128388,991466,84982
"IRAQ",199210,99239,462320,753992,76938
"IRAQ",199201,128155,200464,3610334,81867
"JORDAN",199204,295316,18768,6241012,101205
"JORDAN",199211,169261,193923,8269372,121015
"JORDAN",199206,284524,282064,2665335,62763
"IRAQ",199211,293929,79026,2487424,60301
"SAUDI ARABIA",199209,199433,383438,7380408,91285
"EGYPT",199205,236683,597844,6019642,116509
"EGYPT",199207,114776,46159,974742,66309
"JORDAN",199203,161806,66163,447147,67749
"IRAQ",199203,161806,195930,5559151,121555
"JORDAN",199202,166174,534744,3311976,106723
"JORDAN",199202,166174,30385,6576900,78922
"JORDAN",199207,52943,418874,7350685,107571
"SAUDI ARABIA",199208,255862,442349,4985786,77479
"JORDAN",199209,247949,579237,1042438,78972
"EGYPT",199210,34174,333504,1537490,92249
"JORDAN",199212,157471,380407,3272258,89243
"JORDAN",199203,185368,547601,3100978,98914
"IRAQ",199203,185368,22943,3694561,111956
"JORDAN",199207,218920,72640,1580387,96758
"SAUDI ARABIA",199206,186481,165093,4815338,69485
"IRAN",199211,273158,456654,1736259,96637
"IRAN",199209,48149,595683,8366816,106719
"IRAN",199202,167009,149724,4079556,106423
"IRAQ",199202,167009,5167,1501024,64329
"JORDAN",199202,207878,231565,1319957,89793
"EGYPT",199206,26818,587469,2334660,93386
"IRAN",199203,281816,579090,1620331,70144
"JORDAN",199207,77206,465172,1783051,68229
"IRAQ",199202,154144,428098,4672722,61564
"IRAQ",199207,12824,593217,6034735,78611
"JORDAN",199209,173452,237420,5972604,81444
"SAUDI ARABIA",199208,282953,237544,580759,88891
"JORDAN",199205,269461,112874,566061,113212
"IRAQ",199201,61417,241806,4453368,104867
"EGYPT",199203,219013,152344,4747556,83780
"IRAN",199208,150139,301911,765160,114774
"EGYPT",199208,150139,46719,5829985,99942
"SAUDI ARABIA",199207,68965,202382,1798118,77062
"EGYPT",199201,195487,325751,3731154,106604
"IRAN",199212,108856,133071,2841876,66244
"JORDAN",199209,213035,519724,6277320,104622
"IRAN",199209,213035,239599,5880452,92314
"IRAQ",199212,81952,22216,3414630,68292
"EGYPT",199211,5800,157194,1348782,75071
"IRAQ",199207,141532,539813,7596439,111167
"IRAN",199206,137158,232459,5287472,83486
"EGYPT",199201,62252,423031,373971,57240
"IRAN",199207,192568,502551,4660590,93211
"JORDAN",199205,52670,221773,7639978,101685
"IRAQ",199208,256981,77929,9250468,114415
"JORDAN",199206,139613,73723,4535332,101803
"EGYPT",199208,209933,244663,945298,96459
"IRAQ",199207,48707,159191,980148,75011
"JORDAN",199207,97661,291378,4518888,82161
"IRAN",199208,275578,487780,3005192,106065
"SAUDI ARABIA",199207,48970,145622,2311321,100057
"IRAQ",199208,134416,228088,502954,60964
"SAUDI ARABIA",199211,18274,438940,5892293,112735
"EGYPT",199210,125068,443414,3897066,81443
"EGYPT",199211,126796,138888,1156128,115612
"EGYPT",199204,177772,118529,909941,92851
"JORDAN",199203,157264,49382,2662760,79882
"JORDAN",199202,42949,424804,7606632,103726
"IRAN",199210,247069,275691,333336,100000
"IRAN",199208,168527,107997,2405988,120299
"EGYPT",199206,68267,195344,2446878,86360
"SAUDI ARABIA",199204,173411,511022,2024680,61980
"IRAN",199204,203143,59683,1126878,98560
"IRAN",199202,208825,554197,2377223,75070
"IRAN",199202,229879,300924,4954718,115494
"SAUDI ARABIA",199203,237923,566692,879335,105520
"EGYPT",199212,257695,522817,5464176,110387
"IRAN",199203,159359,440107,628248,62824
"SAUDI ARABIA",199203,159359,288939,5590968,115675
"EGYPT",199204,159340,491241,5071817,73933
"IRAN",199210,36073,546075,1428217,67263
"EGYPT",199202,212525,18168,1596655,65169
"SAUDI ARABIA",199207,247864,127549,2680118,94592
"EGYPT",199202,190327,382627,2031016,102576
"IRAQ",199202,190327,596424,6257966,91224
"JORDAN",199208,150656,276369,3296107,80721
"EGYPT",199210,295565,115796,8430258,108707
"IRAN",199202,131657,97135,679278,67927
"EGYPT",199208,211286,338886,9431863,115492
"SAUDI ARABIA",199202,33649,400713,7907081,96821
"EGYPT",199210,239755,251441,5708963,83545
"SAUDI ARABIA",199212,5332,362826,4812687,113328
"IRAQ",199202,141854,416023,650727,56340
"JORDAN",199205,229039,598963,7216790,123716
"JORDAN",199208,238789,561855,6072517,115009
"IRAQ",199207,218725,217126,521555,62586
"IRAN",199206,166693,372204,5938112,76571
"SAUDI ARABIA",199212,277984,519771,6804850,107445
"IRAN",199202,222052,454148,4909944,66127
"JORDAN",199212,201661,388841,4585276,115789
"SAUDI ARABIA",199212,201661,34088,1011859,61324
"IRAQ",199207,206623,90294,5265589,77057
"IRAQ",199204,253900,129799,2509099,109727
"JORDAN",199206,69760,212774,3140747,101205
"SAUDI ARABIA",199212,125471,79225,1324642,72253
"IRAQ",199210,131011,199606,2363961,102336
"IRAQ",199210,66208,367787,2019844,111286
"SAUDI ARABIA",199205,242663,78805,4061712,107028
"EGYPT",199205,210094,467830,1585668,107868
"JORDAN",199201,235387,185304,550162,83358
"EGYPT",199209,121492,312580,4526083,95554
"JORDAN",199208,137830,543225,4058240,76092
"EGYPT",199203,117440,64926,3891513,113455
"JORDAN",199201,172891,136826,368838,111769
"EGYPT",199212,246961,92264,1741176,75375
"IRAN",199209,117331,357979,6925664,122217
"IRAQ",199207,258652,364348,5453006,84739
"IRAQ",199209,13909,297409,3797253,84383
"EGYPT",199210,237865,347014,1167100,63660
"IRAQ",199210,237865,250949,188093,113995
"IRAQ",199212,262418,320707,6046915,103661
"EGYPT",199204,293059,310976,3115553,119217
"JORDAN",199206,248915,179525,1270779,96271
"IRAN",199209,290815,158502,458787,93630
"IRAQ",199211,286438,555083,4572725,68283
"JORDAN",199211,286438,474943,1708866,115075
"EGYPT",199206,43949,153114,343130,70026
"JORDAN",199209,128081,359246,904524,78313
"EGYPT",199211,64837,27788,8407322,102946
"IRAN",199211,64837,768,4171900,100125
"EGYPT",199204,213671,431926,1114740,111474
"SAUDI ARABIA",199204,213671,219291,958541,72616
"JORDAN",199202,95668,240809,5658820,104987
"SAUDI ARABIA",199202,95668,263313,2527074,76578
"JORDAN",199202,95668,498436,143441,86064
"IRAN",199208,217627,164650,1714650,102879
"SAUDI ARABIA",199208,6694,543360,6601311,84200
"IRAQ",199205,134065,56822,2963514,106729
"JORDAN",199207,70237,380940,6602378,121255
"SAUDI ARABIA",199208,266501,488584,6538704,94353
"IRAQ",199211,75211,89301,5876026,77418
"SAUDI ARABIA",199211,75211,497375,3765728,82341
"EGYPT",199210,127460,33301,1451536,74058
"IRAQ",199210,131525,248614,7350470,93756
"JORDAN",199210,131525,593020,440748,66780
"IRAN",199209,51292,129442,4370176,88286
"IRAQ",199209,258566,591144,3147085,74107
"EGYPT",199206,262492,328180,5315948,72490
"JORDAN",199212,47164,180900,4952250,118854
"JORDAN",199209,31189,444690,6635125,98080
"SAUDI ARABIA",199204,255682,252167,4277391,67149
"EGYPT",199211,154271,564379,4041380,86601
"JORDAN",199211,154271,107053,2098899,63603
"JORDAN",199207,271913,267889,4913278,111412
"IRAQ",199201,44339,415504,2388984,85168
"IRAQ",199205,151048,230351,4484690,76880
"JORDAN",199206,209177,571814,3583001,113147
"JORDAN",199212,135203,88242,1461525,73814
"IRAN",199205,5545,129464,5470543,89607
"EGYPT",199209,41101,89617,3340142,96396
"EGYPT",199204,61111,202931,4538952,110035
"SAUDI ARABIA",199211,221206,105560,6509598,93933
"IRAN",199204,157777,103563,3446432,93993
