"s_nation","lo_custkey","lo_orderdate","lo_revenue"
"JAPAN",17605,19980116,4854033
"JAPAN",17605,19980116,316049
"JAPAN",1211,19920810,4090662
"INDIA",5452,19971116,4624487
"CHINA",5452,19971116,1968988
"VIETNAM",7139,19930620,129939
"JAPAN",14840,19980107,3438571
"INDONESIA",10429,19931222,6461086
"INDIA",12541,19940422,4769397
"CHINA",18712,19921109,6300483
"INDONESIA",29414,19980610,2715797
"INDIA",13646,19920310,3260825
"JAPAN",19483,19970128,4514266
"INDONESIA",15007,19960428,5540640
"INDONESIA",15007,19960428,2352643
"VIETNAM",4687,19930129,5689056
"JAPAN",8551,19950824,4947904
"INDIA",14477,19930206,314275
"INDIA",1787,19921114,2211831
"JAPAN",1787,19921114,3907747
"JAPAN",1787,19921114,2870278
"INDONESIA",28765,19961204,7540381
"CHINA",17239,19930224,1742023
"INDIA",17239,19930224,5110362
"JAPAN",17239,19930224,5403896
"INDIA",14881,19931011,1212656
"CHINA",19975,19970410,7458004
"INDONESIA",25183,19960512,8492505
"INDIA",25183,19960512,1421401
"INDONESIA",25183,19960512,1081493
"INDONESIA",25882,19951109,3376209
"CHINA",25882,19951109,3608776
"JAPAN",26341,19921102,5749480
"INDIA",26341,19921102,4962720
"VIETNAM",26341,19921102,7578846
"INDIA",18781,19930207,2366451
"CHINA",24580,19930813,2124001
"INDONESIA",5425,19920913,7174843
"VIETNAM",9616,19930923,3041428
"CHINA",3796,19940311,4896868
"VIETNAM",9925,19930112,1764846
"JAPAN",11996,19980525,1196030
"VIETNAM",11996,19980525,5655540
"INDONESIA",3947,19960430,4626831
"CHINA",3947,19960430,2107978
"VIETNAM",2269,19920219,1092898
"INDONESIA",2269,19920219,2601088
"CHINA",25984,19970828,3996186
"INDONESIA",21647,19980212,3326064
"INDIA",21647,19980212,921546
"INDONESIA",18794,19940510,5181662
"JAPAN",22724,19951004,2420314
"CHINA",18397,19950718,3874044
"CHINA",23545,19970210,1378887
"INDONESIA",3061,19980513,1863734
"CHINA",25477,19970701,2160813
"INDONESIA",22925,19980302,5086860
"CHINA",7903,19951207,5429451
"VIETNAM",12484,19930525,4893006
"CHINA",19490,19951221,5558026
"INDIA",23233,19960327,2395181
"INDIA",23233,19960327,2078182
"INDONESIA",21499,19931223,2031702
"INDIA",25333,19950721,250296
"INDIA",7591,19961226,2888071
"INDONESIA",19501,19921008,499094
"CHINA",4510,19971221,4612350
"VIETNAM",115,19950503,5450543
"INDONESIA",24287,19930717,7097052
"INDIA",23312,19960912,2981920
"INDIA",25934,19920119,3590499
"INDIA",25934,19920119,2853739
"INDIA",25934,19920119,1811463
"INDIA",20069,19930825,4514590
"CHINA",20069,19930825,7821695
"CHINA",5626,19950531,977463
"JAPAN",24359,19921111,133309
"CHINA",13496,19970208,3506325
"INDONESIA",13496,19970208,6823635
"CHINA",13496,19970208,1422424
"JAPAN",13496,19970208,1702332
"JAPAN",2236,19960912,4266650
"VIETNAM",2236,19960912,494532
"JAPAN",8422,19931011,3843925
"JAPAN",8422,19931011,4790755
"INDONESIA",17053,19970516,3971115
"CHINA",17053,19970516,5587882
"CHINA",17053,19970516,4606390
"INDIA",17053,19970516,606201
"CHINA",20290,19951014,3482496
"VIETNAM",27890,19980430,6780591
"JAPAN",27887,19920318,4620715
"CHINA",7591,19980326,6230844
"INDIA",9802,19930217,8308731
"INDONESIA",22117,19980428,3398332
"VIETNAM",11818,19940602,5356589
"INDONESIA",5552,19961211,134825
"INDONESIA",5552,19961211,281974
"INDIA",10886,19980206,2806085
"INDONESIA",8437,19970329,1509775
"INDONESIA",8437,19970329,2857239
"INDONESIA",16577,19921016,1985265
"INDIA",16577,19921016,3293257
"CHINA",15215,19931028,2696706
"CHINA",18538,19961115,2246357
"INDONESIA",26506,19920611,4700079
"CHINA",26506,19920611,4371446
"VIETNAM",27718,19930505,6222516
"JAPAN",11180,19960523,3880351
"INDONESIA",488,19980410,254943
"INDIA",25018,19980318,6446246
"INDIA",29785,19950523,5040384
"CHINA",29785,19950523,6769985
"INDIA",6469,19951007,4319024
"INDIA",6469,19951007,4005812
"INDIA",3953,19921119,2317884
"INDIA",7864,19921230,2816662
"VIETNAM",11587,19970911,2907573
"INDIA",11587,19970911,5170510
"INDIA",11587,19970911,1032898
"VIETNAM",21445,19930823,3816757
"INDONESIA",21445,19930823,4944643
"VIETNAM",3742,19980727,7038527
"CHINA",29599,19970921,126168
"JAPAN",13654,19971003,3688726
"INDONESIA",13654,19971003,5153959
"JAPAN",13654,19971003,4247256
"INDONESIA",10043,19950502,7395532
"JAPAN",3157,19940531,2759238
"CHINA",4469,19920728,2202436
"INDIA",4469,19920728,7125792
"INDIA",15457,19970628,3991659
"JAPAN",24688,19961026,1547165
"JAPAN",24688,19961026,1540279
"INDIA",24335,19940531,140487
"INDONESIA",4405,19921010,6162343
"JAPAN",4405,19921010,764668
"INDIA",5101,19950423,482809
"INDIA",22900,19960301,4277103
"JAPAN",398,19961219,295677
"VIETNAM",23089,19970818,5687722
"VIETNAM",5452,19920415,3314862
"INDIA",5452,19920415,1194558
"INDONESIA",5452,19920415,4163774
"CHINA",7357,19941018,6425454
"CHINA",7357,19941018,543829
"INDIA",12905,19920615,2569266
"INDONESIA",23813,19960826,5682268
"VIETNAM",23813,19960826,1274354
"INDIA",17602,19970226,3773221
"CHINA",21985,19980502,7661443
"JAPAN",19514,19960815,804704
"CHINA",7021,19930930,7799742
"CHINA",8642,19970704,3414402
"INDONESIA",4879,19930617,1138787
"CHINA",4879,19930617,5615620
"CHINA",19657,19940722,581424
"JAPAN",19657,19940722,3210535
"CHINA",17698,19921029,2605584
"INDIA",15928,19980111,2434568
"INDIA",15928,19980111,7527405
"VIETNAM",15928,19980111,106705
"INDONESIA",27670,19950207,3887253
"INDIA",27670,19950207,3817507
"INDONESIA",25468,19930826,2746891
"INDIA",5839,19950227,2946412
"VIETNAM",752,19970120,1040509
"INDIA",25480,19980123,1316653
"VIETNAM",25480,19980123,3975321
"INDIA",5638,19930514,5627042
"INDIA",20524,19960613,1997783
"INDONESIA",18742,19940704,473911
"CHINA",12164,19960224,1793423
"INDIA",12164,19960224,2819289
"INDIA",11248,19930801,3694874
"VIETNAM",11248,19930801,3797362
"CHINA",11248,19930801,6907292
"INDONESIA",25756,19941205,2126031
"VIETNAM",25756,19941205,5743302
"VIETNAM",23170,19940824,3536875
"INDONESIA",2473,19930610,3787781
"JAPAN",2473,19930610,4213922
"CHINA",2473,19930610,6018469
"CHINA",5806,19951014,3124483
"INDONESIA",12859,19930704,3828671
"JAPAN",16144,19930528,5152413
"JAPAN",904,19960401,3831777
"INDONESIA",18704,19970804,7700644
"CHINA",18704,19970804,2097098
"VIETNAM",4219,19980205,2756773
"INDONESIA",2980,19920902,560276
"INDIA",2980,19920902,5672314
"CHINA",12715,19950711,551377
"CHINA",12715,19950711,5248894
"INDONESIA",12715,19950711,1186108
"INDIA",10016,19980304,4124600
"INDONESIA",22825,19940822,7152580
"INDIA",29071,19950824,873664
"VIETNAM",29071,19950824,917000
"JAPAN",21833,19950304,5460618
"JAPAN",21833,19950304,2504043
"VIETNAM",3409,19930308,8573856
"INDONESIA",4780,19940428,533670
"JAPAN",27280,19980320,216515
"INDIA",1222,19920911,2232080
"CHINA",1222,19920911,5694486
"CHINA",6307,19980513,2261598
"VIETNAM",6307,19980513,382687
"CHINA",25096,19920408,117527
"INDIA",25096,19920408,4159823
"INDONESIA",23800,19980309,2309469
"JAPAN",23800,19980309,1047266
"INDONESIA",23800,19980309,4324202
"CHINA",23800,19980309,1051596
"VIETNAM",13004,19950101,4079230
"VIETNAM",13004,19950101,514901
"VIETNAM",11597,19951219,382828
"VIETNAM",26810,19950425,2806482
"VIETNAM",9466,19940731,2571528
"VIETNAM",9466,19940731,6817932
"INDONESIA",3944,19940113,6155407
"INDONESIA",10166,19930310,5662070
"JAPAN",10166,19930310,4010552
"VIETNAM",10166,19930310,4264795
"CHINA",28864,19951008,499213
"INDONESIA",16126,19920706,1775268
"JAPAN",11720,19920621,7499162
"VIETNAM",11720,19920621,2979832
"JAPAN",14242,19970417,4409541
"JAPAN",14242,19970417,5687489
"VIETNAM",3847,19960605,1323318
"JAPAN",6158,19980225,3765165
"INDONESIA",6158,19980225,8235237
"JAPAN",6158,19980225,4493952
"CHINA",4439,19960728,2707242
"VIETNAM",4439,19960728,3541860
"CHINA",4439,19960728,5892105
"CHINA",24964,19920619,5570579
"VIETNAM",15313,19950309,4791477
"VIETNAM",19129,19920511,2563031
"INDONESIA",17609,19961028,3737930
"INDIA",17609,19961028,5964703
"JAPAN",28153,19980208,475204
"INDONESIA",28153,19980208,3007134
"INDIA",5728,19940503,4711590
"CHINA",17305,19940125,422544
"INDIA",1283,19930527,2264564
"VIETNAM",1283,19930527,1977657
"INDONESIA",13081,19930822,8229420
"JAPAN",13081,19930822,2358434
"INDONESIA",10334,19940421,6018888
"CHINA",10334,19940421,4396200
"INDIA",27286,19940515,5545872
"INDONESIA",27286,19940515,4573010
"INDONESIA",13361,19941031,8093477
"INDONESIA",3364,19920704,2480940
"INDONESIA",27406,19950807,576267
"JAPAN",20861,19960604,5182954
"INDIA",20861,19960604,5139810
"INDONESIA",22664,19961016,6124512
"JAPAN",23254,19920902,8968927
"CHINA",23254,19920902,1949571
"JAPAN",23254,19920902,1074341
"JAPAN",23254,19920902,1577186
"JAPAN",3995,19940911,5233606
"JAPAN",3995,19940911,6264976
"JAPAN",29863,19960229,6475021
"CHINA",29863,19960229,8075944
"VIETNAM",6397,19960427,448687
"INDONESIA",6397,19960427,6125553
"INDONESIA",21526,19960822,9071193
"JAPAN",21526,19960822,3834712
"CHINA",16184,19970502,1767458
"INDIA",16184,19970502,455873
"INDIA",10798,19950213,6016441
"CHINA",14407,19970801,1010307
"INDONESIA",12518,19971208,753792
"JAPAN",27232,19921031,2539411
"JAPAN",17848,19940612,4203693
"INDIA",17848,19940612,4856303
"CHINA",16997,19970702,302541
"INDONESIA",16997,19970702,4794827
"INDIA",16997,19970702,1792031
"CHINA",10934,19920828,4752228
"JAPAN",10934,19920828,2642363
"VIETNAM",12136,19970112,4078175
"INDONESIA",12136,19970112,5609313
"INDONESIA",7267,19970816,906064
"CHINA",947,19970327,7528996
"INDIA",2218,19960730,3090462
"INDIA",2218,19960730,1499795
"INDIA",2218,19960730,2457316
"VIETNAM",28465,19950503,4370925
"INDONESIA",6274,19961215,4668746
"INDONESIA",11015,19970810,113764
"CHINA",11015,19970810,7342161
"INDONESIA",14101,19920211,3229848
"INDONESIA",18526,19931102,5004297
"JAPAN",18526,19931102,3351393
"INDIA",18526,19931102,2699413
"INDIA",7732,19920628,160793
"INDONESIA",20791,19921203,3031035
"JAPAN",27209,19980423,933298
"JAPAN",11104,19970411,1291590
"CHINA",11104,19970411,3249746
"VIETNAM",11104,19970411,4449839
"CHINA",14441,19961129,5193475
"INDONESIA",12206,19931114,4947714
"JAPAN",12206,19931114,2642838
"VIETNAM",29620,19970121,7406301
"JAPAN",29620,19970121,3612151
"JAPAN",20008,19950107,4426863
"INDONESIA",26269,19970425,4855972
"INDONESIA",23803,19980529,1748125
"INDONESIA",19423,19960528,4723201
"INDIA",19423,19960528,4676550
"CHINA",2191,19940722,7782457
"JAPAN",11171,19950110,4145149
"JAPAN",11171,19950110,3293340
"CHINA",11171,19950110,4070370
"INDIA",11171,19950110,2106526
"JAPAN",27139,19920614,6118169
"INDONESIA",23920,19940201,7795156
"VIETNAM",23920,19940201,256872
"CHINA",23779,19970930,772993
"INDONESIA",25204,19931101,281078
"JAPAN",29270,19970122,7337894
"INDIA",29270,19970122,6169536
"CHINA",21220,19940227,4306484
"CHINA",21220,19940227,1322419
"INDIA",21220,19940227,7188375
"CHINA",9853,19970708,4712823
"CHINA",28858,19970530,3728660
"INDIA",19150,19920611,3928023
"VIETNAM",29407,19951208,7229232
"CHINA",29407,19951208,546908
"INDONESIA",13250,19960328,4163267
"INDIA",25019,19930316,2009037
"CHINA",28762,19960328,3253852
"INDONESIA",28762,19960328,294054
"CHINA",28762,19960328,8215564
"INDIA",24299,19980131,1454123
"INDONESIA",17050,19920209,4092813
"CHINA",11083,19920719,4390019
"CHINA",814,19980102,218961
"JAPAN",20527,19970330,4755681
"INDONESIA",25738,19940115,1846717
"VIETNAM",7807,19930314,769223
"JAPAN",7807,19930314,488778
"INDONESIA",21121,19920313,4814488
"INDONESIA",11581,19971024,299693
"JAPAN",11251,19940209,804509
"JAPAN",11251,19940209,1776739
"INDIA",16582,19930222,3384472
"CHINA",3961,19960818,3668384
"INDIA",3961,19960818,2645857
"INDIA",3961,19960818,4492061
"JAPAN",11122,19971013,4284159
"INDONESIA",23365,19960901,7861239
"JAPAN",16684,19980727,8504849
"JAPAN",16684,19980727,7027394
"CHINA",21566,19930317,297859
"JAPAN",21566,19930317,5577267
"VIETNAM",14017,19980116,5812576
"INDIA",22054,19940917,3059306
"INDIA",6623,19950105,2550368
"INDONESIA",5542,19921005,2614307
"VIETNAM",5542,19921005,2024358
"VIETNAM",9598,19940208,1494600
"VIETNAM",8093,19930904,874676
"INDONESIA",13909,19930330,2212317
"INDONESIA",21559,19960616,3827061
"VIETNAM",21559,19960616,4197632
"INDONESIA",21559,19960616,5055814
"VIETNAM",23461,19920221,2381611
"INDIA",24946,19920629,3644649
"CHINA",17099,19930304,4160970
"CHINA",29713,19930704,6802848
"VIETNAM",2486,19970424,2403053
"INDONESIA",2486,19970424,1726803
"INDONESIA",24604,19950509,6250491
"INDONESIA",21394,19940103,177058
"VIETNAM",25130,19970926,2668472
"CHINA",25130,19970926,2390044
"INDONESIA",25130,19970926,1906464
"CHINA",17957,19920416,993402
"INDONESIA",17957,19920416,4305511
"CHINA",20395,19970129,2482713
"INDONESIA",5851,19951219,738754
"INDONESIA",11362,19920313,3325425
"CHINA",16544,19960116,1738680
"VIETNAM",12958,19950114,6789280
"JAPAN",16040,19970207,4949539
"INDIA",9811,19960129,7456163
"JAPAN",9811,19960129,4960345
"INDIA",12511,19971023,1519528
"INDIA",16507,19941031,2935762
"JAPAN",8002,19961121,7235748
"INDONESIA",23659,19960917,735240
"VIETNAM",23563,19970114,5028973
"JAPAN",23563,19970114,4167756
"CHINA",6451,19920131,4818210
"VIETNAM",5929,19940121,1789444
"JAPAN",2941,19950105,2246284
"INDONESIA",28030,19920305,1416096
"VIETNAM",20474,19940404,2875361
"JAPAN",27190,19951205,1444659
"VIETNAM",20941,19920326,1541497
"INDONESIA",20941,19920326,5582336
"JAPAN",8581,19930515,7715391
"INDIA",10144,19941104,6096555
"VIETNAM",10144,19941104,1808568
"INDONESIA",4382,19951120,4132529
"INDIA",11791,19960908,4498700
"VIETNAM",16600,19940604,4304569
"INDONESIA",26611,19980220,2384747
"VIETNAM",8912,19920324,2022528
"JAPAN",8912,19920324,2475260
"INDONESIA",9331,19940510,2171110
"INDONESIA",6056,19961111,2896645
"INDIA",4358,19930322,3236414
"INDONESIA",4358,19930322,176680
"INDIA",4358,19930322,5004375
"JAPAN",4358,19930322,615892
"INDONESIA",15223,19950615,3193992
"INDONESIA",15223,19950615,4593306
"INDIA",15223,19950615,2093872
"CHINA",10252,19960720,2014126
"JAPAN",16991,19940604,7640624
"INDIA",22354,19930124,2618729
"INDIA",22354,19930124,2143786
"INDONESIA",25000,19950623,1001944
"JAPAN",3166,19951013,2798042
"VIETNAM",3166,19951013,644088
"CHINA",7069,19920808,5368845
"CHINA",7069,19920808,3378306
"INDONESIA",7069,19920808,1880370
"VIETNAM",7069,19920808,5415531
"JAPAN",7934,19971022,6877480
"JAPAN",4672,19971219,382374
"INDONESIA",29992,19940916,5471593
"INDIA",29992,19940916,3472642
"CHINA",29992,19940916,3280967
"INDIA",10618,19960222,8641493
"VIETNAM",10618,19960222,2184900
"VIETNAM",15637,19960614,3179168
"INDIA",2668,19951116,651469
"CHINA",2668,19951116,391700
"INDIA",2668,19951116,4689650
"VIETNAM",17096,19931130,5417916
"INDONESIA",17096,19931130,2392719
"VIETNAM",17096,19931130,5408966
"JAPAN",27793,19940205,1598381
"INDONESIA",18793,19931204,6176279
"CHINA",4376,19940111,1695691
"CHINA",16120,19960620,7931679
"VIETNAM",16120,19960620,4813186
"JAPAN",15572,19931129,7298644
"INDONESIA",14762,19950201,1520669
"INDIA",14762,19950201,1605700
"INDONESIA",1315,19920414,1912866
"JAPAN",26365,19940414,7268801
"INDONESIA",11081,19931010,1682520
"INDONESIA",23516,19950912,3486088
"INDONESIA",22693,19940326,4316839
"INDONESIA",13498,19961216,1827451
"INDONESIA",1604,19970619,4192032
"CHINA",1604,19970619,5870823
"VIETNAM",4843,19930513,6389224
"CHINA",4816,19960606,2672027
"VIETNAM",18044,19960731,6247706
"VIETNAM",21136,19960214,5972435
"VIETNAM",21136,19960214,6584867
"INDIA",21136,19960214,7605706
"VIETNAM",21136,19960214,7523583
"JAPAN",8791,19940626,8533445
"JAPAN",18292,19940912,1899514
"JAPAN",18292,19940912,1240189
"CHINA",26159,19940710,539128
"CHINA",28639,19960927,600399
"INDIA",18761,19940424,309002
"INDONESIA",18761,19940424,698460
"JAPAN",18761,19940424,2277606
"VIETNAM",1919,19960711,5200066
"INDONESIA",26032,19930520,114655
"INDONESIA",24838,19980304,4741091
"INDONESIA",730,19980110,6344646
"INDONESIA",12721,19930325,4061137
"INDIA",12721,19930325,4836191
"VIETNAM",14239,19950427,6197810
"JAPAN",9055,19961227,2829433
"INDONESIA",16978,19950604,1098108
"INDIA",27109,19920322,5242727
"INDIA",27109,19920322,2684738
"CHINA",3844,19971115,5530837
"VIETNAM",4774,19920206,5501520
"INDIA",4774,19920206,2430579
"INDONESIA",4774,19920206,3066296
"VIETNAM",24901,19950619,3225630
"INDONESIA",3100,19950311,2718883
"INDONESIA",21151,19970721,4355958
"INDIA",20098,19950314,4671824
"INDIA",10444,19930510,4857776
"JAPAN",10444,19930510,2007106
"INDONESIA",10444,19930510,6613078
"VIETNAM",10444,19930510,2348582
"INDONESIA",22513,19940319,6116259
"JAPAN",20113,19950408,3862188
"INDONESIA",27986,19920105,2636737
"INDIA",28547,19980415,3551848
"CHINA",28547,19980415,2539488
"INDONESIA",19439,19960904,3972780
"VIETNAM",2467,19960928,2655642
"CHINA",17939,19960327,3043572
"VIETNAM",17939,19960327,978163
"INDIA",18443,19980324,4200055
"INDONESIA",18443,19980324,474761
"INDONESIA",25805,19921014,714636
"INDIA",9262,19970207,7231906
"JAPAN",1816,19960905,8835114
"JAPAN",1816,19960905,6530588
"CHINA",3799,19930331,5250261
"INDIA",20260,19970814,6915929
"VIETNAM",20260,19970814,7080828
"CHINA",397,19940728,3231675
"INDIA",19996,19940907,5703411
"VIETNAM",22648,19921120,3448705
"JAPAN",22648,19921120,4704998
"JAPAN",20869,19931206,5187755
"VIETNAM",20869,19931206,3628761
"CHINA",17386,19980506,2945979
"VIETNAM",17386,19980506,584640
"CHINA",19252,19920605,2775584
"CHINA",27824,19960104,2526975
"INDIA",19240,19920527,142813
"INDIA",19240,19920527,1491984
"JAPAN",19240,19920527,4063316
"INDIA",22048,19961010,4304971
"JAPAN",13790,19980710,2797087
"JAPAN",18485,19940930,166480
"VIETNAM",18485,19940930,905397
"VIETNAM",27088,19950824,7508591
"INDIA",10330,19961226,3985979
"VIETNAM",10330,19961226,176808
"JAPAN",5605,19920129,2693980
"INDONESIA",154,19980727,1098023
"CHINA",17600,19940421,868596
"CHINA",317,19940912,4050495
"INDONESIA",8792,19920612,2603743
"CHINA",8630,19930618,3979343
"VIETNAM",8144,19971004,4074271
"CHINA",8144,19971004,1375088
"CHINA",8144,19971004,3657566
"INDONESIA",4996,19970125,5056998
"INDIA",4996,19970125,4005954
"INDONESIA",106,19970317,3669033
"INDIA",106,19970317,4071503
"CHINA",13039,19970825,5715301
"INDONESIA",15139,19950504,5910914
"CHINA",25108,19960601,7832290
"INDIA",26216,19930310,5338225
"CHINA",2194,19920403,1961500
"VIETNAM",19759,19980416,3096664
"INDONESIA",26311,19930210,5093338
"VIETNAM",1348,19970209,3234539
"VIETNAM",1348,19970209,704926
"CHINA",6278,19980414,934780
"VIETNAM",817,19920310,3372216
"INDIA",15862,19930731,5434976
"CHINA",15862,19930731,6582544
"INDONESIA",1025,19940923,3490626
"JAPAN",23740,19960113,6616849
"JAPAN",23740,19960113,4094264
"INDONESIA",3931,19931118,5803284
"INDIA",3931,19931118,4323896
"JAPAN",3931,19931118,5524524
"VIETNAM",25124,19950504,804129
"VIETNAM",532,19970225,3234377
"VIETNAM",5452,19960902,6177215
"INDONESIA",875,19951003,849234
"INDONESIA",875,19951003,7257432
"VIETNAM",1895,19980109,3723087
"JAPAN",15611,19940807,7151063
"INDONESIA",29329,19961217,3526790
"VIETNAM",19405,19980519,1318878
"INDIA",28817,19950412,1385199
"INDIA",28817,19950412,3919495
"INDONESIA",28817,19950412,2923198
"VIETNAM",3997,19960125,4702827
"JAPAN",3997,19960125,6214744
"VIETNAM",2059,19960305,6410861
"JAPAN",10933,19930704,7234849
"INDIA",10498,19921123,4195647
"INDONESIA",21934,19970319,3416271
"INDONESIA",21934,19970319,2372538
"JAPAN",4414,19970113,8278368
"INDONESIA",2458,19950204,6015452
"VIETNAM",29288,19960402,5305404
"JAPAN",29288,19960402,4473797
"INDONESIA",28355,19980612,2752191
"INDONESIA",28355,19980612,4320372
"CHINA",22874,19931123,4375360
"CHINA",11176,19940128,3158481
"CHINA",3508,19930706,3216213
"INDIA",13351,19960911,2705398
"VIETNAM",10421,19980315,3688369
"CHINA",5194,19970414,613327
"INDONESIA",5143,19940410,4775690
"INDONESIA",28706,19921108,4703714
"INDONESIA",25160,19980328,98740
"INDONESIA",25160,19980328,6822155
"JAPAN",3091,19920529,604299
"JAPAN",3091,19920529,7465456
"INDONESIA",3091,19920529,2153331
"VIETNAM",280,19921231,1838914
"INDONESIA",28238,19971023,6663444
"VIETNAM",4168,19961030,4312848
"JAPAN",4168,19961030,1504825
"INDIA",4168,19961030,7606281
"VIETNAM",14866,19950216,1816835
"CHINA",14866,19950216,3567464
"VIETNAM",14866,19950216,3845908
"INDIA",20363,19950213,407655
"VIETNAM",29918,19970514,631735
"CHINA",13298,19940508,1569444
"VIETNAM",13298,19940508,2499697
"INDONESIA",26752,19930618,1769933
"INDIA",874,19930324,2217960
"INDIA",874,19930324,3784710
"JAPAN",8149,19931112,2510276
"VIETNAM",8149,19931112,922459
"CHINA",8149,19931112,3554532
