"d_year","s_nation","lo_custkey","lo_revenue"
1997,"CHINA",29485,4149753
1996,"INDIA",20593,1267761
1994,"INDONESIA",16796,3834316
1994,"JAPAN",16796,2087805
1997,"CHINA",22058,3226858
1997,"JAPAN",13261,4533526
1997,"VIETNAM",13261,668387
1995,"CHINA",16348,1903277
1995,"INDONESIA",16348,897699
1996,"INDIA",9494,790456
1996,"INDONESIA",11140,1089792
1996,"CHINA",11140,7502884
1996,"INDIA",11140,6348508
1996,"INDONESIA",11140,7465288
1996,"INDIA",7126,4408456
1996,"INDONESIA",7126,8070953
1994,"JAPAN",15691,1448318
1994,"JAPAN",15691,365484
1994,"JAPAN",9838,2397488
1995,"CHINA",16654,3786661
1994,"JAPAN",26288,4865854
1995,"VIETNAM",10720,468244
1995,"JAPAN",16205,2552465
1992,"CHINA",15247,3085624
1992,"JAPAN",3101,2503677
1992,"INDIA",3101,6487937
1992,"JAPAN",3101,6868918
1993,"VIETNAM",27376,7260986
1993,"CHINA",11833,326560
1995,"JAPAN",6526,842878
1995,"INDONESIA",6526,3159227
1995,"CHINA",6526,5405531
1995,"JAPAN",6526,941117
1995,"INDIA",6526,4022683
1992,"INDONESIA",3571,764820
1992,"INDONESIA",3571,3200987
1995,"INDIA",20143,2333658
1995,"JAPAN",20143,4257127
1995,"INDONESIA",20143,3134051
1995,"JAPAN",20143,2689288
1994,"VIETNAM",13639,4314524
1997,"INDIA",29125,2890773
1992,"VIETNAM",7085,2332711
1992,"CHINA",7085,2868160
1997,"CHINA",7741,1366211
1992,"CHINA",18932,8156520
1992,"CHINA",18932,3465600
1992,"JAPAN",5497,2154124
1992,"INDONESIA",5497,3694167
1992,"INDIA",5497,1322217
1994,"INDIA",3716,155592
1994,"VIETNAM",3716,6160737
1994,"INDONESIA",23287,9366583
1996,"VIETNAM",19508,6956742
1996,"INDONESIA",19508,3221793
1995,"VIETNAM",23713,5878296
1995,"JAPAN",23713,4223868
1992,"JAPAN",15892,2164767
1996,"VIETNAM",17791,2165922
1995,"JAPAN",11299,3848006
1994,"INDIA",24502,1802545
1994,"INDONESIA",24502,3864869
1996,"VIETNAM",25961,4790543
1996,"CHINA",25961,4276704
1996,"JAPAN",25961,1893348
1997,"CHINA",20281,7390750
1993,"JAPAN",17395,6086772
1993,"VIETNAM",17395,5165764
1992,"JAPAN",29129,4229874
1992,"CHINA",29129,4523720
1993,"JAPAN",24464,6581186
1993,"VIETNAM",24464,2515839
1993,"JAPAN",24464,8058272
1993,"JAPAN",24464,2413875
1994,"INDIA",29692,3949826
1993,"INDONESIA",18937,3359071
1993,"JAPAN",18937,2711531
1993,"INDIA",18937,157207
1997,"INDIA",5074,4242812
1992,"INDONESIA",4168,4696166
1992,"JAPAN",4168,149944
1995,"VIETNAM",14435,814557
1992,"INDONESIA",25282,1894947
1993,"VIETNAM",25112,5399487
1994,"VIETNAM",15361,4290062
1996,"INDONESIA",5095,1005724
1993,"INDONESIA",21367,4685947
1992,"INDIA",9748,1977682
1992,"INDIA",9748,7417897
1992,"INDONESIA",1405,922624
1995,"INDONESIA",23860,3251120
1996,"CHINA",3889,4687944
1996,"JAPAN",3889,3250047
1996,"CHINA",3889,2433810
1997,"INDIA",6520,1215216
1995,"JAPAN",14212,879140
1992,"JAPAN",8810,3137799
1994,"INDIA",14476,753179
1994,"CHINA",14476,2848530
1997,"INDONESIA",8911,475321
1997,"CHINA",29710,791682
1993,"VIETNAM",8663,2580374
1993,"CHINA",25798,4752545
1993,"JAPAN",25798,1776910
1997,"INDIA",11884,1751041
1992,"INDIA",22424,8862322
1997,"INDIA",19301,1218760
1994,"INDONESIA",5743,7955524
1993,"INDIA",9641,1806426
1994,"JAPAN",16303,1667669
1994,"JAPAN",16112,3171750
1994,"CHINA",16112,1772928
1996,"INDONESIA",7927,2897205
1996,"CHINA",7927,2594504
1996,"INDONESIA",25261,734704
1996,"JAPAN",6100,4893422
1996,"JAPAN",19897,1030680
1996,"INDONESIA",19897,3807638
1996,"JAPAN",19897,1490616
1994,"VIETNAM",19255,1574994
1992,"CHINA",14879,1526455
1992,"JAPAN",14879,1488022
1993,"VIETNAM",18451,6985261
1996,"INDIA",17464,5515605
1996,"INDONESIA",17464,5015964
1992,"CHINA",3649,5752835
1992,"JAPAN",3649,3078477
1996,"INDONESIA",26179,1834804
1996,"CHINA",26179,5441342
1996,"INDONESIA",26179,1693152
1994,"JAPAN",8986,1964777
1992,"CHINA",27218,6441063
1997,"JAPAN",11873,4320493
1992,"CHINA",26455,2154040
1995,"INDONESIA",5756,3571597
1995,"INDONESIA",5756,1547195
1997,"CHINA",19814,3586506
1997,"INDONESIA",19814,6868945
1995,"CHINA",28579,1833814
1995,"INDIA",28579,2950006
1995,"INDONESIA",28579,6554335
1995,"INDONESIA",28579,1892476
1995,"CHINA",20287,7169073
1995,"CHINA",20287,2387957
1997,"VIETNAM",3869,7333969
1997,"JAPAN",3869,625245
1997,"INDONESIA",3869,928327
1992,"CHINA",7318,5024755
1997,"INDONESIA",23518,6797023
1992,"VIETNAM",18188,6011617
1995,"INDIA",1012,6130808
1996,"INDONESIA",18964,8288647
1996,"CHINA",3364,1248199
1995,"CHINA",16699,5129586
1997,"CHINA",29401,2128464
1997,"VIETNAM",29401,2376072
1997,"INDONESIA",29401,1370933
1995,"CHINA",20314,89680
1996,"JAPAN",26114,5794200
1996,"CHINA",26114,2400220
1996,"CHINA",26114,6382782
1995,"JAPAN",1375,3113975
1993,"CHINA",10814,7224530
1997,"CHINA",17281,2592533
1993,"JAPAN",21718,215228
1993,"INDIA",21718,5245046
1993,"VIETNAM",6862,6154814
1994,"INDIA",28456,7342979
1993,"INDONESIA",22021,1710077
1992,"INDONESIA",20488,3718816
1992,"CHINA",20488,6618956
1993,"INDONESIA",9745,1739170
1994,"CHINA",25757,2385003
1992,"INDONESIA",6641,4739436
1992,"INDIA",6641,454307
1992,"INDONESIA",6641,3992095
1992,"INDIA",6641,3593664
1997,"INDONESIA",12023,2003528
1996,"CHINA",15845,1916584
1996,"JAPAN",15845,3302878
1996,"INDIA",15845,4381041
1994,"VIETNAM",20344,2994499
1995,"VIETNAM",21980,1023615
1994,"INDIA",19598,4565258
1992,"CHINA",4583,5086497
1992,"CHINA",4583,1078736
1995,"JAPAN",9119,1307669
1994,"INDONESIA",7495,940562
1995,"CHINA",13010,3631386
1995,"INDIA",13010,6395348
1995,"JAPAN",6233,425268
1995,"INDONESIA",25321,4323819
1993,"JAPAN",9784,354053
1993,"CHINA",9784,5966056
1994,"JAPAN",16039,6544445
1995,"INDIA",25825,722890
1996,"VIETNAM",27767,5038647
1996,"INDIA",27767,1316296
1994,"VIETNAM",28561,765448
1994,"JAPAN",28561,620236
1996,"VIETNAM",27676,4850209
1996,"CHINA",27904,7226944
1996,"VIETNAM",27904,1352897
1996,"CHINA",27904,3280443
1996,"INDONESIA",21676,524928
1994,"INDONESIA",2335,307020
1997,"INDONESIA",6676,473705
1997,"INDIA",6676,1375832
1997,"INDONESIA",6676,3134144
1997,"VIETNAM",8611,9894900
1997,"INDIA",8611,7923603
1995,"VIETNAM",9670,5053860
1997,"CHINA",17107,1831543
1997,"INDONESIA",1273,5287587
1995,"CHINA",16096,1493837
1995,"INDIA",16096,7720512
1997,"INDIA",12685,803289
1997,"CHINA",12685,509919
1997,"VIETNAM",12685,3650669
1993,"CHINA",26797,5486804
1993,"CHINA",26797,2317118
1993,"CHINA",26797,1707701
1997,"JAPAN",1795,3913616
1994,"JAPAN",24481,7494776
1994,"JAPAN",24481,1065008
1992,"INDONESIA",21991,4809000
1994,"VIETNAM",11621,6442230
1995,"CHINA",7874,669534
1995,"CHINA",5176,539655
1996,"JAPAN",13406,1187556
1997,"JAPAN",11704,2528814
1997,"INDIA",28334,2296890
1993,"JAPAN",15628,2839047
1995,"JAPAN",23416,7421867
1994,"CHINA",10487,2053964
1994,"CHINA",24673,2778962
1995,"CHINA",1840,5703073
1995,"CHINA",1840,805359
1993,"VIETNAM",25975,4435562
1995,"CHINA",18410,2946947
1995,"INDONESIA",25060,7436667
1992,"CHINA",4189,2393164
1997,"INDONESIA",12758,8445396
1996,"INDIA",11608,1801338
1996,"VIETNAM",11608,1438925
1992,"JAPAN",29038,2329672
1997,"INDIA",19625,2616394
1994,"INDONESIA",14227,640281
1994,"VIETNAM",14227,5969221
1994,"CHINA",14227,1283438
1996,"INDIA",11185,3483504
1996,"JAPAN",3034,5782049
1996,"INDIA",3034,4046699
1995,"VIETNAM",3970,3359718
1995,"INDIA",418,9789808
1995,"JAPAN",418,351587
1997,"VIETNAM",4097,1841546
1997,"VIETNAM",4097,3224299
1996,"VIETNAM",892,6138437
1996,"INDONESIA",892,729436
1992,"JAPAN",14557,5858349
1992,"JAPAN",14557,3964927
1993,"INDIA",22261,377708
1994,"INDONESIA",1993,5495260
1993,"VIETNAM",5932,3621529
1992,"INDIA",1838,3543830
1992,"INDIA",13546,339645
1995,"INDIA",13900,1175800
1994,"INDONESIA",19003,1305043
1995,"VIETNAM",1813,3847805
1995,"CHINA",4771,3471703
1996,"CHINA",27613,1021441
1993,"INDONESIA",26170,337413
1993,"VIETNAM",26170,171344
1993,"VIETNAM",26170,406286
1992,"INDONESIA",8026,2121257
1992,"CHINA",8026,5701681
1992,"JAPAN",8026,1920800
1993,"INDONESIA",29309,7198974
1994,"CHINA",10108,1043253
1994,"JAPAN",10108,5453569
1997,"INDIA",5918,4823809
1997,"INDIA",5918,1645886
1994,"INDONESIA",26485,2946109
1996,"CHINA",11287,1110427
1992,"CHINA",8959,5916544
1995,"JAPAN",1963,4718201
1997,"INDIA",15772,872708
1995,"INDONESIA",21718,3832162
1996,"INDIA",18379,672099
1996,"INDIA",18379,1743159
1997,"VIETNAM",18295,7198064
1997,"JAPAN",18295,758157
1995,"INDIA",12062,2694193
1995,"INDONESIA",13114,3524760
1994,"CHINA",6944,1363425
1994,"INDIA",6944,8447748
1992,"INDIA",16324,1431726
1997,"INDONESIA",16321,5123002
1996,"INDONESIA",9766,1422055
1994,"INDONESIA",21730,3235530
1994,"VIETNAM",21730,6382360
1997,"INDONESIA",24595,2683887
1997,"VIETNAM",8560,1665453
1997,"JAPAN",8560,6853319
1997,"INDIA",14633,6698185
1997,"CHINA",14633,1805677
1997,"CHINA",14633,5794006
1997,"JAPAN",20530,4304500
1996,"INDIA",21691,1952711
1994,"JAPAN",11851,5319283
1994,"JAPAN",11851,5229535
1992,"CHINA",8146,7530241
1995,"INDONESIA",6100,3409994
1995,"INDIA",6100,419440
1995,"INDONESIA",6100,1619925
1997,"JAPAN",16486,659028
1997,"INDIA",16486,1314600
1995,"CHINA",10360,5999578
1995,"VIETNAM",12208,8585884
1995,"CHINA",12208,1435526
1997,"JAPAN",10832,3464836
1997,"JAPAN",10832,4144173
1993,"VIETNAM",7621,1888272
1996,"VIETNAM",24233,5552835
1994,"VIETNAM",2785,3472956
1994,"JAPAN",2785,208928
1995,"JAPAN",1301,6672043
1995,"VIETNAM",1301,3717517
1995,"INDONESIA",1301,3130945
1993,"VIETNAM",16708,6086062
1997,"VIETNAM",21136,951496
1996,"JAPAN",2419,1795574
1996,"VIETNAM",3574,434228
1996,"INDIA",3574,5012892
1996,"VIETNAM",3574,8313266
1993,"INDIA",15784,3193221
1997,"VIETNAM",16282,5178096
1997,"JAPAN",16282,1365893
1997,"JAPAN",16282,4302690
1997,"INDONESIA",24938,2320559
1997,"INDIA",1081,823118
1997,"VIETNAM",16202,6387027
1996,"CHINA",18662,3215852
1996,"INDONESIA",29290,3576514
1997,"VIETNAM",20681,475184
1996,"INDONESIA",688,2758154
1992,"INDIA",28606,4637686
1997,"INDIA",21002,2314003
1993,"INDONESIA",27529,6033062
1995,"INDONESIA",12562,5229107
1995,"INDONESIA",11519,2975481
1995,"VIETNAM",11519,4054828
1992,"VIETNAM",13549,3406245
1995,"INDIA",9020,4620057
1995,"CHINA",9020,1512130
1992,"INDONESIA",27841,142747
1992,"JAPAN",27841,561202
1992,"CHINA",8833,6344454
1992,"JAPAN",8833,1246027
1993,"JAPAN",6344,8208693
1993,"INDIA",6344,2406988
1997,"VIETNAM",26407,2133693
1997,"INDIA",14033,3748494
1994,"CHINA",6107,5543307
1994,"INDONESIA",6107,4491652
1995,"CHINA",29233,2588016
1994,"INDIA",24997,2650608
1994,"VIETNAM",24997,5421916
1994,"CHINA",5497,7035846
1993,"JAPAN",343,1738295
1993,"CHINA",343,1238782
1997,"JAPAN",12011,3386087
1997,"JAPAN",12011,5223264
1994,"INDONESIA",2545,2774062
1994,"VIETNAM",2545,6898045
1995,"INDIA",22229,2451569
1997,"CHINA",1189,4872617
1997,"INDONESIA",1189,4727530
1997,"INDONESIA",4378,4798345
1997,"VIETNAM",4378,1164740
1997,"INDONESIA",4378,258888
1992,"INDONESIA",29044,441869
1995,"JAPAN",14714,2863852
1992,"CHINA",10627,3692466
1992,"JAPAN",10627,1864709
1994,"INDONESIA",2938,7391283
1992,"CHINA",10195,649152
1996,"CHINA",21643,5410968
1996,"INDONESIA",21643,4052568
1995,"JAPAN",968,4722130
1994,"JAPAN",2830,1497153
1994,"CHINA",2830,1020872
1994,"VIETNAM",2830,8622055
1994,"INDONESIA",2830,3155806
1995,"JAPAN",21217,6648745
1995,"VIETNAM",21217,5655182
1995,"INDONESIA",16379,819334
1992,"JAPAN",19198,5219111
1992,"INDONESIA",19198,2791677
1993,"INDONESIA",952,4883323
1993,"JAPAN",8455,2573109
1993,"INDONESIA",17404,3887579
1996,"INDIA",16501,8803150
1997,"CHINA",25973,3872190
1997,"CHINA",15298,1614489
1997,"JAPAN",15298,2281340
1992,"VIETNAM",9247,4385450
1996,"CHINA",301,5288619
1994,"INDONESIA",15559,5170919
1997,"VIETNAM",24440,1862269
1995,"VIETNAM",3967,1639389
1996,"VIETNAM",4477,4294135
1996,"INDONESIA",4477,1178567
1996,"CHINA",27227,7100617
1992,"JAPAN",4126,4877933
1994,"CHINA",24955,1390097
1994,"INDIA",24955,4644110
1992,"INDIA",21976,2187244
1994,"JAPAN",17039,1501955
1992,"INDONESIA",11653,1181785
1994,"CHINA",10507,7684484
1993,"JAPAN",22273,2450556
1995,"VIETNAM",376,1845903
1997,"INDONESIA",14693,5278122
1997,"CHINA",9434,4021395
1997,"INDONESIA",9434,3121687
1997,"CHINA",9434,6171491
1997,"CHINA",9434,1108476
1997,"INDONESIA",4651,2630475
1997,"INDIA",4651,5306400
1994,"CHINA",8147,508561
1992,"CHINA",4766,530742
1992,"CHINA",4766,415134
1994,"JAPAN",15436,236987
1997,"INDONESIA",18562,4439046
1995,"INDONESIA",28261,2110957
1995,"INDONESIA",18817,1845216
1994,"CHINA",15206,1349517
1997,"CHINA",12878,7829156
1997,"INDIA",12878,5212163
1997,"VIETNAM",8381,4731696
1997,"INDONESIA",8381,1697049
1997,"CHINA",28588,5170886
1995,"CHINA",8662,5270296
1996,"VIETNAM",14848,5409879
1996,"INDONESIA",14848,1920739
1994,"INDIA",6530,3828982
1997,"JAPAN",2092,8497286
1996,"INDONESIA",6689,360289
1996,"INDONESIA",6689,550614
1994,"CHINA",21746,3515145
1994,"INDONESIA",21746,7818125
1992,"INDONESIA",22411,5106687
1996,"INDONESIA",28271,3668568
1996,"INDIA",28271,8041302
1996,"JAPAN",28271,4654999
1992,"INDIA",8617,1662282
1992,"CHINA",8617,2618084
1992,"CHINA",8617,3787488
1997,"INDIA",20365,5121213
1997,"INDIA",20365,2976066
1992,"VIETNAM",26387,474775
1992,"INDONESIA",26387,2704752
1993,"CHINA",10825,6663175
1992,"CHINA",25220,702050
1994,"VIETNAM",4211,3256030
1994,"VIETNAM",4211,2227989
1994,"JAPAN",4211,4668758
1992,"CHINA",19928,2247419
1992,"INDONESIA",19928,2700432
1992,"VIETNAM",28006,2679516
1994,"CHINA",23579,4346064
1992,"INDONESIA",10546,6965640
1992,"VIETNAM",10546,1998422
1994,"JAPAN",1081,6256290
1994,"CHINA",23224,1446822
1997,"CHINA",6754,3068758
1992,"VIETNAM",436,1150220
1992,"INDONESIA",436,2469886
1996,"JAPAN",26617,8434096
1996,"INDONESIA",26617,2382817
1992,"CHINA",20255,246355
1992,"INDIA",20255,4980592
1997,"INDIA",3143,1716846
1992,"INDIA",18928,3640522
1997,"VIETNAM",2509,3554662
1997,"JAPAN",2509,7869285
1993,"INDIA",20593,2075180
1994,"INDIA",28901,4087245
1995,"JAPAN",5611,4825470
1997,"JAPAN",2641,1130872
1993,"JAPAN",28957,3037320
1993,"INDONESIA",28957,2270988
1993,"INDIA",28957,5371362
1997,"VIETNAM",20459,2606327
1992,"INDIA",20579,2667845
1992,"JAPAN",20579,4652415
1992,"INDIA",20579,5306376
1993,"INDIA",15253,5979180
1996,"INDIA",23899,7436820
1996,"JAPAN",23899,4894266
1996,"JAPAN",23899,3602072
1996,"CHINA",28636,5185989
1996,"INDIA",10807,6127512
1995,"VIETNAM",16594,7896601
1994,"VIETNAM",5807,5462072
1992,"CHINA",23678,725913
1996,"CHINA",12368,4754928
1996,"CHINA",12368,220437
1995,"JAPAN",21053,3124371
1992,"INDIA",9280,1438650
1997,"CHINA",12208,3866535
1997,"INDIA",12208,2172880
1997,"VIETNAM",12589,2390995
1997,"CHINA",12589,2671812
1997,"INDIA",4700,1968279
1996,"INDIA",22067,2285691
1993,"VIETNAM",5753,4553077
1996,"VIETNAM",25744,1182940
1993,"INDONESIA",13951,2394359
1993,"CHINA",25249,912484
1992,"VIETNAM",21439,3009673
1994,"JAPAN",22819,1833801
1994,"CHINA",22819,1996180
1992,"INDONESIA",27872,447018
1993,"JAPAN",20926,1443787
1992,"INDIA",16132,5002324
1996,"VIETNAM",27763,4396567
1995,"INDONESIA",20080,2594892
1993,"JAPAN",24541,5362385
1994,"INDONESIA",853,2551596
1994,"INDONESIA",10345,4428423
1996,"JAPAN",14722,3931050
1996,"JAPAN",14722,4844731
1996,"INDONESIA",2818,4437225
1997,"CHINA",8689,4114255
1997,"VIETNAM",28879,4530269
1992,"VIETNAM",5608,2237444
1995,"JAPAN",10795,2815313
1992,"JAPAN",18406,2909470
1995,"INDIA",28318,268197
1996,"INDONESIA",2284,1814154
1996,"CHINA",2284,3690370
1992,"INDONESIA",13790,1055554
1992,"INDONESIA",13790,1247669
1992,"INDIA",13790,2838018
1995,"INDIA",15709,4403805
1993,"CHINA",24328,4414078
1996,"VIETNAM",16003,912739
1996,"INDONESIA",16003,3352892
1996,"INDONESIA",16003,551456
1996,"INDONESIA",16003,3370752
1997,"VIETNAM",11062,4823472
1997,"CHINA",11062,2789237
1997,"VIETNAM",11062,2274070
1994,"INDIA",13615,3881248
1992,"VIETNAM",15259,6379336
1996,"INDONESIA",676,1338905
1994,"INDONESIA",8869,525830
1992,"JAPAN",17876,1208637
1992,"INDONESIA",17876,1969379
1995,"VIETNAM",6544,5342925
1994,"INDONESIA",13930,1667470
1994,"VIETNAM",13930,610514
1994,"CHINA",13930,8854455
1994,"VIETNAM",13930,5404887
1996,"INDIA",12685,8370701
1996,"CHINA",12685,5729411
1997,"INDIA",11165,1211379
1997,"INDONESIA",11165,2187115
1996,"CHINA",14470,6505149
1997,"VIETNAM",8086,1291988
1994,"INDIA",23770,2631788
1994,"VIETNAM",23770,2252311
1994,"INDONESIA",23770,2677339
1996,"INDONESIA",28484,3710292
1996,"JAPAN",12194,3550156
1995,"INDONESIA",6250,5372319
1996,"JAPAN",23753,2091410
1996,"JAPAN",23753,7672076
1996,"VIETNAM",23753,3749290
1996,"JAPAN",23753,801388
1994,"JAPAN",698,2878733
1992,"VIETNAM",13658,1261267
1995,"JAPAN",4666,4918398
1995,"CHINA",4666,7663362
1996,"CHINA",20458,818753
1994,"INDONESIA",9232,8380537
1993,"INDIA",23714,2627424
1993,"VIETNAM",23714,1409622
1993,"INDONESIA",11830,1381900
1993,"JAPAN",11830,6878449
1995,"INDONESIA",10327,3864429
1993,"VIETNAM",15817,2608224
1995,"VIETNAM",12023,1257530
1995,"INDONESIA",12023,3535129
1995,"CHINA",12023,4799118
1995,"JAPAN",12023,633276
1995,"VIETNAM",16430,3840091
1993,"CHINA",11189,3816870
1992,"VIETNAM",862,5290885
1997,"VIETNAM",19717,1805001
1995,"INDONESIA",1051,4697705
1994,"CHINA",11212,2714131
1992,"VIETNAM",19127,6256319
1992,"CHINA",19127,403675
1993,"CHINA",7247,5480328
1995,"VIETNAM",28309,1998112
1995,"VIETNAM",18340,6323268
1992,"INDIA",16307,261195
1992,"INDONESIA",16307,4477481
1994,"INDONESIA",6509,3063468
1994,"INDONESIA",6509,5570202
1994,"JAPAN",6509,1892400
1994,"CHINA",9064,1901512
1994,"JAPAN",13825,3256426
1997,"JAPAN",2347,773587
1997,"INDONESIA",2347,4614027
1997,"INDONESIA",2347,4394574
1997,"VIETNAM",2347,5949720
1992,"JAPAN",19600,1937176
1992,"JAPAN",19600,2449123
1994,"CHINA",1190,6653281
1994,"INDIA",1190,209082
1994,"JAPAN",1190,5427379
1994,"INDONESIA",1190,451519
1992,"VIETNAM",15920,1343015
1992,"INDONESIA",15920,7389098
1992,"INDONESIA",15920,5667513
1996,"INDONESIA",14254,5644261
1996,"INDONESIA",14254,4917564
1996,"CHINA",14254,262723
1996,"VIETNAM",14254,4494980
1997,"INDIA",17011,2731803
1994,"INDIA",12679,1903343
1994,"INDONESIA",12679,1303477
1997,"INDIA",3959,6785035
1994,"INDONESIA",20291,898728
1994,"INDONESIA",10550,960898
1994,"VIETNAM",10550,5811886
1994,"JAPAN",10550,1708635
1994,"INDIA",10550,5305162
1997,"CHINA",29554,384015
1997,"JAPAN",29554,1484049
1995,"CHINA",19528,2082756
1995,"VIETNAM",19528,1924895
1995,"INDONESIA",19528,2685730
1995,"VIETNAM",19528,1964454
1995,"INDIA",19528,6523723
1995,"JAPAN",89,3174468
1992,"CHINA",15833,3844401
1992,"JAPAN",173,3872471
1994,"CHINA",12808,3541904
1995,"INDIA",7337,6654447
1995,"CHINA",7337,1928442
1995,"INDIA",7337,8121944
1993,"VIETNAM",3854,4433348
1993,"INDONESIA",3854,6169644
1993,"JAPAN",3854,2232861
1993,"JAPAN",21496,4513335
1993,"INDONESIA",21496,1007427
1994,"CHINA",3787,2191797
1994,"JAPAN",3787,2329399
1992,"INDONESIA",8245,8069942
1992,"JAPAN",8245,3539626
1992,"INDIA",8245,5927332
1994,"JAPAN",22153,122776
1992,"INDONESIA",27049,4710733
1992,"JAPAN",2611,3773168
1992,"INDIA",2611,7068117
1994,"JAPAN",29449,1569542
1992,"VIETNAM",23612,166039
1993,"INDONESIA",22246,1286267
1994,"JAPAN",15109,3929276
1993,"CHINA",12121,4358419
1994,"INDONESIA",22036,3782941
1993,"JAPAN",2984,3123467
1994,"INDIA",2173,1644040
1994,"INDONESIA",2173,4481730
1995,"INDONESIA",21731,5590095
1997,"INDIA",27998,5642957
1993,"INDIA",18928,5119371
1993,"JAPAN",18928,5171360
1996,"VIETNAM",20282,1636416
1997,"INDONESIA",10411,269785
1994,"VIETNAM",6772,1347076
1995,"VIETNAM",16151,4193077
1997,"VIETNAM",2587,215457
1997,"INDIA",2587,5057729
1995,"INDIA",7909,5466224
1994,"JAPAN",6316,3514724
1994,"INDIA",6316,3666437
1996,"INDIA",17554,1367227
1996,"INDONESIA",17554,4209680
1994,"JAPAN",1513,5622237
1994,"JAPAN",15793,1009359
1993,"JAPAN",6601,4630852
1993,"INDIA",8573,6578324
1995,"INDONESIA",14015,3937562
1995,"INDONESIA",14015,2648564
1995,"VIETNAM",14015,3439922
1995,"CHINA",14015,7969281
1997,"VIETNAM",13591,7703270
1997,"INDIA",13591,8777240
1992,"INDIA",13117,6526864
1992,"JAPAN",13117,1654665
1992,"INDIA",12289,1962952
1995,"JAPAN",9767,1277203
1995,"INDIA",9767,3941075
1994,"INDONESIA",19534,3926754
1994,"CHINA",19534,7575926
1994,"INDONESIA",19534,1794087
1994,"CHINA",15802,2948915
1995,"INDONESIA",25129,1791098
1994,"JAPAN",25312,2476824
1993,"INDONESIA",11590,3582758
1994,"INDIA",9412,1271988
1995,"INDONESIA",19363,2978514
1995,"CHINA",20867,378752
1996,"CHINA",2560,574332
1994,"CHINA",2171,3680424
1996,"INDIA",24224,4763691
1997,"VIETNAM",27995,5818713
1992,"CHINA",7211,4240467
1995,"JAPAN",22327,900121
1995,"CHINA",22327,5753723
1994,"VIETNAM",25727,3236844
1994,"INDIA",25727,1058702
1996,"INDONESIA",461,1610418
1994,"JAPAN",3112,1280066
1994,"INDIA",3112,2831296
1997,"CHINA",11786,2319189
1997,"INDONESIA",11786,861995
1994,"INDIA",845,4467109
1994,"CHINA",845,5320672
1997,"VIETNAM",7162,3887104
1994,"INDIA",1759,282018
1994,"INDONESIA",1759,1608681
1993,"INDONESIA",20830,4509249
1993,"INDIA",20830,5024960
1993,"INDIA",20830,3682321
1995,"JAPAN",12772,4207189
1995,"INDIA",20641,5313161
1995,"INDONESIA",20641,5548427
1995,"VIETNAM",20641,4813515
1995,"CHINA",18731,3910962
1995,"INDONESIA",18731,4759847
1996,"INDONESIA",25420,5196720
1994,"INDIA",27397,4524735
1993,"CHINA",24824,5540661
1992,"VIETNAM",22453,2449838
1992,"JAPAN",22453,2789821
1997,"INDIA",18388,1780066
1997,"INDIA",18388,9005759
1997,"CHINA",18388,2689718
1997,"CHINA",2689,3507799
1995,"INDONESIA",24619,1527021
1993,"CHINA",10462,3708353
1995,"INDIA",1903,760751
1993,"VIETNAM",14119,4735864
1993,"VIETNAM",27730,3708374
1996,"VIETNAM",26419,4534261
1996,"INDONESIA",26419,913307
1994,"JAPAN",4157,6695002
1994,"INDIA",21269,3795962
1996,"VIETNAM",3718,939867
1996,"INDONESIA",3718,2225498
1996,"CHINA",4282,2696448
1993,"VIETNAM",21962,4712347
1997,"INDONESIA",24883,5690897
1997,"CHINA",24883,1681225
1992,"JAPAN",28747,3325675
1996,"VIETNAM",25622,5408082
1996,"JAPAN",25622,2751952
1992,"INDONESIA",24790,2493263
1995,"INDIA",17608,5167773
1995,"INDIA",17608,4534714
1997,"CHINA",23467,1464320
1997,"JAPAN",23467,1930501
1992,"INDONESIA",28379,2108870
1992,"CHINA",28379,1519841
1995,"INDIA",259,243853
1994,"CHINA",27985,1841872
1992,"VIETNAM",1477,1361015
1994,"INDIA",4981,335865
1992,"VIETNAM",14218,1178560
1992,"INDONESIA",14218,4306075
1994,"JAPAN",22825,3268950
1996,"VIETNAM",2147,5778166
1996,"VIETNAM",2147,4522154
1996,"VIETNAM",16084,4509004
