"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
16016,19930218,62037,1370669,59941
6032,19971117,173667,8181102,104439
26056,19960503,150941,2460045,119516
18179,19961228,167286,4027361,81196
18179,19961228,189556,4642096,98733
22015,19960314,116724,870360,104443
7726,19961210,135962,359632,119877
7726,19961210,60450,770105,84627
12691,19921217,29153,848405,64929
5941,19950829,130815,5374998,110748
28891,19961009,116657,1506285,100419
26509,19950117,166264,3064919,79815
26509,19950117,198185,1688664,76990
4484,19940902,135035,3072056,64201
11275,19920325,47770,6029372,103066
11275,19920325,69050,3159055,61143
11275,19920325,14590,6367424,90275
17219,19971207,167191,1479631,75491
17860,19940103,146614,1434767,99636
17860,19940103,173829,6507644,114169
20905,19940215,171941,4259381,120776
23348,19960515,194839,6683316,116029
23348,19960515,160688,4455636,104920
3782,19930418,30090,4039556,61205
12053,19951031,166657,2637184,103419
12841,19930124,77388,133807,81922
25228,19960330,49901,7411003,111054
22180,19930912,134234,984146,76093
22180,19930912,168009,4652640,64620
29329,19960208,14194,4669912,66491
2020,19970314,64362,257313,79581
26348,19921109,43870,7139392,108832
253,19951119,21292,5531389,72797
8590,19920622,137585,4872607,97354
8590,19920622,15466,1608019,82887
28001,19931114,119365,4997539,83061
29395,19970723,60942,4675523,114176
29395,19970723,191438,2179437,91765
3145,19940428,133155,3724850,71289
24412,19921126,36909,1329048,110754
24412,19921126,114526,443669,92431
24412,19921126,38221,3294503,69553
1732,19960401,138671,5785523,102580
7906,19920309,120846,5615454,112010
26657,19980624,147492,2925031,92369
25693,19980702,163337,537726,84019
10321,19930216,22093,2264665,60905
10321,19930216,187001,4304128,65280
25111,19931221,103717,4955644,103242
25111,19931221,157566,7319008,97413
25111,19931221,9190,511123,65951
12061,19970414,131428,4671603,87565
6626,19920201,162178,2624199,74410
6626,19920201,108883,7919409,113512
19420,19960405,50634,1505398,95077
18890,19940419,68508,1594620,88590
20086,19951001,45354,4365816,77961
19325,19960630,172331,2722460,84199
19325,19960630,158606,2347086,99876
19325,19960630,155609,4381227,99876
20270,19960708,4616,6432180,91236
20270,19960708,46429,1126468,82525
11680,19970719,194446,3295001,92426
11680,19970719,71973,7694301,116698
20555,19941212,123081,2594588,66244
20555,19941212,12475,6312988,83248
20555,19941212,64139,2184197,66187
12545,19930628,152791,3433136,110627
12545,19930628,152011,208349,63780
292,19930408,85282,691934,76036
292,19930408,128209,5010660,74232
292,19930408,194558,1569922,99153
18244,19960311,24205,1881247,67752
18244,19960311,268,3295661,70095
23530,19971219,102848,7832754,111050
23530,19971219,187462,3136107,92967
23530,19971219,62525,4760064,89251
14635,19920511,168934,4556665,120175
14635,19920511,68214,3628202,70932
14635,19920511,141625,4959861,99997
5635,19931129,55462,1713709,85047
16345,19970825,62522,1484520,89071
16345,19970825,6934,1325469,110455
16345,19970825,127858,9055851,113151
27643,19950629,65779,2093724,104686
21658,19960915,1669,4509364,94239
23581,19930511,172100,3865585,70326
23581,19930511,75416,6470056,83484
28282,19950720,104209,5648659,72792
18340,19930105,152349,6586298,84080
11176,19970429,184104,4790419,71286
11176,19970429,23281,2082200,72256
24439,19930218,118971,6447502,119398
24439,19930218,137660,5466465,101859
24439,19930218,124722,1149341,104803
1144,19950610,26116,3472310,62526
20794,19960722,67801,477576,106128
11462,19951002,136625,2342884,99697
11462,19951002,47238,647135,71113
11462,19951002,76041,91533,61022
24349,19930610,144535,3869848,94771
22594,19940605,196685,7703984,106900
160,19980104,108921,8163561,115795
160,19980104,165257,1864372,79335
21995,19920417,181626,5071631,102457
1195,19940117,145495,3909763,92429
18835,19950922,188214,3996482,78132
10000,19980201,124572,3151629,95794
2404,19930927,76801,3310263,106668
17059,19931229,87895,4727936,112973
269,19920817,156717,2837936,106422
20791,19941007,125654,4686223,100779
1184,19941101,30219,4148648,68952
1184,19941101,72684,5036307,99400
3775,19930203,89046,3622640,62102
23800,19971028,29792,3409144,103307
11039,19970814,147345,1364493,83540
29629,19950605,67396,4540088,81803
26524,19970616,14391,2086013,78323
7726,19960901,68815,2768473,107028
28468,19930728,82653,4553649,98139
8443,19941002,2988,2261612,113458
24865,19940902,49994,4024059,116639
17612,19940617,115854,4424065,112191
19165,19940412,195046,2738496,68462
21023,19951202,169873,8305769,116572
13022,19950414,128690,4812332,103121
14207,19930613,87991,7068952,118739
17092,19960127,50369,5456872,79161
17092,19960127,147720,1930350,106063
17092,19960127,120391,3582107,84683
24520,19950607,118286,1526007,78256
24520,19950607,32517,4565956,86970
24520,19950607,178676,2021379,105280
26695,19951107,588,2505280,89314
29797,19930413,24061,4214086,59103
15230,19920517,10272,5334402,70936
25720,19940216,84095,732702,64745
13504,19940531,42013,1976870,57300
13504,19940531,108597,2045521,96335
11401,19930815,199102,2282090,72066
20320,19960215,176011,400019,65220
22681,19950126,150628,2116739,100717
23921,19970923,196102,5577155,71886
28828,19970420,125629,4606462,99277
28828,19970420,93694,8100912,101261
22817,19970211,61009,1317260,58200
25009,19960403,98281,3060037,76756
25009,19960403,98935,5144253,116035
25009,19960403,195583,4985382,100714
15226,19960224,6627,3027365,92017
15226,19960224,3876,5959004,106792
12947,19951129,41001,3984660,56520
29113,19960522,150165,2262627,72909
8362,19920313,175109,1148577,71046
8362,19920313,108882,5241519,113452
8362,19920313,3774,966395,100666
4078,19931209,28553,6222510,88893
24929,19971116,105151,3763268,69369
24929,19971116,57978,5761446,116158
7295,19971205,172086,5167352,69484
15244,19950419,180573,1865226,99214
25025,19940313,183614,1008380,101856
25025,19940313,18257,4287312,70515
14797,19970911,25548,6498311,88412
23111,19960817,102542,148275,92672
9466,19940513,159367,1521926,85581
26729,19930607,152891,7773616,116633
25918,19960623,140256,4316512,77775
12340,19930215,41535,4837112,88591
21460,19950825,25026,1857342,57061
13364,19960807,126821,6426717,110869
13364,19960807,13979,7488589,113578
16142,19940309,41526,6750592,88051
28079,19980510,59336,4870440,77719
9089,19951124,33533,6335409,87991
15421,19970215,127722,4230822,104983
7138,19950527,62280,4024987,74536
11659,19940901,151108,3193320,69546
11659,19940901,57937,1980201,113695
4930,19920217,41937,529858,112735
4930,19920217,154071,3442714,67504
4930,19920217,2755,324919,99465
15109,19970820,194567,151201,99693
26207,19960708,114185,352558,71950
16237,19920719,116003,2567880,61140
3683,19980609,72938,2155529,114655
3683,19980609,90968,7071845,117537
24925,19970824,21634,7000335,93337
24925,19970824,186344,6386468,85820
26269,19950607,178793,7824082,112307
26269,19950607,181219,5988767,78012
9736,19980402,36273,870674,72556
19048,19950204,140250,5460338,77415
19048,19950204,122362,5833693,83061
20044,19940701,91388,6483086,82762
20044,19940701,143334,5322003,82639
12041,19970113,169610,3747209,100776
12041,19970113,177296,1249693,82397
17977,19960417,17892,1266923,108593
16822,19970223,199963,8373554,123777
18103,19920823,150614,3355853,99876
8896,19951023,172399,4011009,88283
4600,19960110,158429,3734911,89245
4600,19960110,138979,8879068,121078
125,19930613,21145,2844461,63968
20512,19970315,132477,5917122,90568
29383,19960131,122673,1543059,101740
29383,19960131,152922,5555449,118495
29383,19960131,159886,4864700,116752
18596,19980731,61220,785511,70873
18596,19980731,118061,3035395,64743
18596,19980731,47679,6069105,97600
17047,19950720,77393,3478049,82223
14536,19950527,149276,5844440,79516
8473,19940612,91635,5624886,97597
22385,19930912,68577,2012332,92734
26837,19930807,178456,1141630,92067
27253,19970414,166466,3346892,91947
14476,19920902,123508,2205360,91890
14476,19920902,197314,1284292,84678
12527,19920429,30926,1537529,111415
12527,19920429,147451,2847055,89907
1370,19961204,134848,5078019,112970
2005,19980201,147085,2499632,67924
2005,19980201,8841,6449910,104990
21676,19930808,101403,4984215,84264
24115,19941227,120979,3103953,119998
19009,19930203,56320,3961697,76579
20450,19920826,128758,7504350,107205
9238,19950317,178334,4369749,84739
7961,19950109,68750,2971718,103125
19099,19950701,83297,5646078,76817
19099,19950701,140278,4123548,79096
19099,19950701,43759,1617612,102165
19099,19950701,51507,1556219,87510
10847,19920728,10467,1774168,82647
10847,19920728,164182,1605079,74770
14399,19920216,174712,8061635,107202
17278,19950813,106127,3664510,67987
24268,19960303,82381,3435717,81802
13477,19940729,148840,3263915,113330
13477,19940729,88352,1474385,80421
13477,19940729,82944,2697716,115616
17899,19951117,116998,1740951,120899
2803,19940425,172755,4770427,109665
2803,19940425,91124,4759332,66907
18088,19970206,31869,5878007,108051
23494,19960714,71683,1257556,99280
23494,19960714,26078,3343553,60244
5668,19920527,139490,1927157,91769
24763,19950319,172935,4174486,120475
23543,19961014,56695,2242995,99101
23543,19961014,63302,2878557,75918
16295,19930327,99046,1057580,62702
7177,19951130,86293,941557,76757
4496,19970126,140425,2637756,87925
15313,19940206,5344,4814956,74960
15313,19940206,78803,2246849,106908
15313,19940206,38096,3071247,62045
11506,19931123,29926,8366487,111355
11354,19970313,83924,188884,114475
23009,19941231,107524,1549898,91891
23009,19941231,147732,7325368,106783
8543,19970521,130649,5804835,100778
14891,19930509,119486,1981211,90328
5002,19980331,158266,5244069,79455
5002,19980331,165682,5068272,104860
18742,19920321,103254,2388775,75435
18742,19920321,59800,1425438,105588
27751,19950101,94158,4925441,69129
27751,19950101,166428,7397379,89665
28453,19941013,94777,3789816,106306
10495,19960506,39098,2917334,62225
10495,19960506,110017,3495942,61620
760,19940103,90361,3175696,81081
3353,19951026,12175,1581832,65230
3353,19951026,11880,2433373,107512
17132,19930704,126143,5440008,70148
22523,19951225,121568,2924790,95373
29224,19980216,120581,3843792,96094
14299,19920410,108575,3879746,95014
20869,19980622,2851,652432,105231
20869,19980622,74466,6096026,86427
26702,19980711,52188,4916456,68410
23410,19920215,125436,3928323,87685
23410,19920215,107535,1346628,92551
16594,19970614,31858,4590965,107391
4825,19920620,96595,5347742,95495
4825,19920620,120140,1102133,69608
4825,19920620,184392,6451824,88583
2915,19961217,143090,2212924,67985
2915,19961217,111724,3627654,104143
11854,19940810,193518,5569378,96690
22666,19921216,26121,3083768,62827
6607,19931228,122951,5724455,118437
6607,19931228,82271,4053075,75196
26515,19931229,194065,1616888,69543
20647,19970729,105283,1916960,77296
23707,19930816,162286,5517161,80896
8599,19930908,87911,4052273,113934
15475,19980124,179113,5483706,71526
17113,19980320,30168,1779019,65889
21370,19930401,168407,7377000,88524
2909,19920125,194292,127538,83177
7069,19920929,180360,5199699,86421
6851,19980512,133404,6282875,86244
6851,19980512,105231,4880636,74173
2308,19970504,192048,5529194,68402
27968,19961104,81429,6423052,84625
3665,19950104,20696,6984100,97001
12779,19940823,77207,114867,71052
12779,19940823,17491,5763541,84509
26341,19921012,117059,2296290,64563
5206,19980507,8262,1929758,70215
9476,19931227,156298,5108381,81257
13534,19941122,154210,1265474,75852
13534,19941122,143239,4941714,76933
2779,19920817,109704,5259345,102822
4255,19940421,16427,5134551,80605
18280,19950619,189192,2593128,76871
18280,19950619,142306,4624669,80898
13981,19971231,191792,7791355,113027
10489,19950228,180919,8711607,119994
8446,19920610,143920,6928709,117835
7757,19920630,37520,5194601,87451
26086,19950809,123906,764240,115794
26086,19950809,111834,520524,110749
560,19940905,100436,5791685,86185
16199,19970717,126781,5032859,108466
16199,19970717,144641,3362851,101138
16199,19970717,172431,6156545,90205
274,19940922,72329,3864920,78079
20245,19970311,59612,6867935,94296
14923,19920826,103132,1223670,68107
26371,19970515,179379,5573890,87502
22601,19930714,25920,1594874,110755
21979,19970903,53358,853688,78681
10535,19970904,154585,1803538,98374
7345,19980328,32589,4153913,91294
7345,19980328,111177,5822033,71290
26710,19970327,40788,6135440,103726
23050,19951025,92465,6507558,87447
10816,19930313,22152,2210600,64449
15400,19920402,77729,6912216,102403
7768,19950603,173722,843988,107743
7768,19950603,104827,6438847,109909
7768,19950603,12647,1122940,93578
17125,19921225,138635,4669427,100417
2440,19930728,147204,6256000,75072
16378,19920805,7095,2279754,60125
21400,19930618,153640,6401959,101618
28729,19971027,187933,4607720,121255
28729,19971027,186228,1076346,78853
28729,19971027,122473,2368824,89728
18349,19940101,138600,5137011,98316
21572,19940726,85402,4923882,83244
21572,19940726,183132,3540888,72907
29026,19940531,104895,547168,113993
6808,19970314,33693,3028896,97601
6808,19970314,72268,2191539,74415
3566,19940115,27907,7431345,110094
7855,19970104,112762,1776534,106485
7855,19970104,154948,6469496,120176
10151,19930707,73595,614887,94115
13519,19980321,61640,5445576,96098
2920,19920516,193952,8372027,122757
5377,19950109,54882,1002936,110212
6538,19920601,21468,5227148,83367
29173,19971029,55021,1912999,58561
29173,19971029,122264,2011710,77175
29173,19971029,81186,859044,70030
23459,19970124,31066,897354,59823
7936,19961112,137479,3601616,90988
7336,19920814,77857,6209132,110091
25196,19940211,107810,4835374,109068
16781,19940310,186268,4265919,81255
16781,19940310,103284,2250165,77236
11920,19931111,4793,4685900,101867
11920,19931111,18188,4471179,66370
28024,19960517,176589,1740531,99934
28313,19930402,185128,4924054,72787
2572,19960529,131912,1807836,116634
10819,19940916,106200,2305048,72372
10819,19940916,190038,4090236,67681
10819,19940916,166141,3442763,72428
2386,19950228,132449,4936158,88886
20497,19920303,72758,6277430,103845
24814,19941230,121014,2664115,62100
16226,19940523,129305,5032979,80058
16226,19940523,127273,2730567,78016
7651,19931017,179952,5120514,121917
15985,19961004,42058,4050202,60003
8372,19970207,108558,3720556,93993
3772,19931113,192084,112903,70564
29165,19920604,100960,2764953,117657
24994,19920114,80017,2467599,59820
10552,19931113,13214,3571001,67632
16807,19960712,123822,7752444,110749
16807,19960712,62294,1312823,75377
8086,19930929,36385,4229737,79282
29719,19960620,18389,1647298,78442
17963,19960421,175869,914084,116691
29560,19940925,162923,1445749,119155
29560,19940925,38639,6580294,94657
21101,19970518,61154,4160624,66909
5377,19940409,103869,5921983,112371
3832,19961110,60849,2407087,108590
3832,19961110,79216,5109522,71712
12052,19970128,156540,4470312,95792
12052,19970128,161603,1837718,99876
24589,19950322,27097,4359551,61445
12167,19920124,138882,7226350,115252
12167,19920124,173041,828845,66842
7136,19931223,129445,3702318,88466
12503,19950112,86784,488735,106246
12503,19950112,178981,1186548,123598
5893,19930426,78076,3098965,63244
15196,19950425,169412,1422153,88884
15196,19950425,20237,5613722,69433
5360,19980621,186991,5990845,124679
20458,19920104,10560,5219017,88233
16543,19940510,81813,7995878,107688
14132,19920925,185812,7625400,113868
22144,19920522,55881,1636660,110212
5965,19950802,65892,1746416,111473
5965,19950802,43954,683262,113877
2617,19960201,56611,5977296,94056
2530,19960111,88506,2690100,89670
8767,19930217,105979,3507441,119098
13427,19940526,82623,2215755,96337
27643,19970527,131715,1149335,104802
12443,19931116,119050,2065404,64143
16874,19970102,140411,1971014,87084
2398,19930901,164718,1123107,106962
29663,19940219,94661,933792,99339
23026,19920125,167840,572352,114470
27566,19960721,177550,6508572,97653
27566,19960721,75953,5146438,115737
25691,19970224,132090,1531652,67325
14146,19940103,86093,4716702,64745
18568,19930302,43869,8973657,108771
18568,19930302,183981,10017217,123898
3842,19930213,58170,4355864,67690
1804,19960418,155582,5400738,98254
14924,19960101,36341,1916010,76640
