"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"IRAQ",199206,728488,580573,2455521,99213
"SAUDI ARABIA",199210,309358,9339,4201878,74899
"SAUDI ARABIA",199211,663430,317705,5798574,103361
"EGYPT",199205,145160,477650,2094759,97657
"EGYPT",199209,234565,724924,2533557,116933
"SAUDI ARABIA",199212,713900,597522,7535533,97170
"JORDAN",199207,79324,578146,2937888,73447
"IRAN",199201,838960,657953,1498161,114655
"JORDAN",199201,838960,609059,1992185,58081
"SAUDI ARABIA",199212,561409,335186,119674,73270
"IRAN",199208,593515,768129,3402129,71825
"SAUDI ARABIA",199207,839881,375575,3268108,99033
"JORDAN",199212,604444,469041,2599791,60601
"IRAN",199212,604444,762323,5125573,83117
"SAUDI ARABIA",199208,704581,23422,3032576,80725
"EGYPT",199211,401638,496557,5480853,93211
"EGYPT",199206,105553,507547,7150792,93271
"IRAQ",199201,50530,556634,5021111,101436
"IRAQ",199202,806954,554172,1802440,73569
"EGYPT",199212,393448,152083,3034068,68104
"JORDAN",199212,393448,47421,670525,82105
"EGYPT",199211,66706,570817,3885071,113267
"IRAN",199202,828619,620835,1390593,105348
"IRAN",199211,296140,246192,5633991,68290
"IRAQ",199205,31546,168110,3463643,70686
"EGYPT",199202,70738,288695,990003,101020
"IRAN",199202,70738,496568,1251632,93872
"IRAQ",199204,706225,63701,2120827,99882
"JORDAN",199202,674267,765053,3067846,67081
"EGYPT",199202,674267,434421,4914680,81324
"EGYPT",199212,625988,366406,6204651,88343
"EGYPT",199202,820303,104810,8444310,108888
"IRAQ",199202,567848,235893,6880246,109732
"IRAN",199202,567848,794041,1446002,68100
"IRAN",199205,277057,44988,6123680,115978
"IRAN",199206,510661,209545,1163624,87271
"SAUDI ARABIA",199207,31699,723185,5557490,72489
"JORDAN",199211,593332,250295,996224,74716
"IRAQ",199205,155701,657538,6879300,89730
"IRAN",199205,155701,435446,4786620,82885
"IRAQ",199201,467882,112918,7072923,115854
"IRAN",199201,791995,449145,1969416,65647
"EGYPT",199208,512395,81011,2480025,59520
"EGYPT",199203,294880,717357,5986537,82459
"EGYPT",199206,775486,302025,1951319,61620
"JORDAN",199206,44570,677945,6972471,115374
"JORDAN",199207,386266,624483,5379273,84447
"EGYPT",199206,580513,552711,5530931,105821
"IRAQ",199212,262996,98400,2097600,83904
"SAUDI ARABIA",199205,194983,164341,5371209,84320
"EGYPT",199205,194983,466468,1405751,86066
"IRAN",199201,869662,406862,4952752,106130
"EGYPT",199207,686225,289679,5559975,100119
"IRAN",199212,381739,676985,384542,117717
"EGYPT",199210,334073,583719,5889388,108161
"EGYPT",199210,334073,159519,3630573,94710
"EGYPT",199207,732238,433716,2309566,98981
"EGYPT",199204,84523,528137,692075,69906
"EGYPT",199208,309601,642304,2590995,74776
"JORDAN",199203,554371,477533,2516509,90630
"IRAN",199203,554371,286428,5267262,84864
"EGYPT",199212,487210,447986,5685842,116037
"IRAN",199205,260590,311353,935937,81860
"IRAQ",199203,362243,415670,5283385,95139
"JORDAN",199208,542794,623611,4757198,92074
"EGYPT",199208,542794,217307,5279138,73457
"JORDAN",199210,530996,697595,4729903,95553
"IRAN",199210,798836,323826,7613817,110988
"IRAQ",199204,245498,105095,330027,66005
"IRAN",199209,381460,633774,2343019,102464
"IRAQ",199211,254102,265496,1023036,87688
"IRAQ",199209,476548,193936,9548790,121795
"IRAQ",199203,749906,244339,3464964,76999
"IRAN",199207,794914,528484,3593604,90747
"EGYPT",199205,632936,334362,3594204,83781
"EGYPT",199205,632936,421778,4664114,101985
"IRAN",199211,840823,203371,6116928,76461
"JORDAN",199210,758275,408704,3033451,96760
"IRAN",199211,302767,170694,5590537,105881
"EGYPT",199206,213874,75451,2236673,85587
"IRAN",199205,374465,256891,3880548,110872
"IRAQ",199211,497153,5830,7561275,104149
"JORDAN",199201,772775,292623,3877464,96936
"SAUDI ARABIA",199203,653458,280441,6051027,85285
"SAUDI ARABIA",199202,829564,416718,1144283,98081
"SAUDI ARABIA",199210,580690,164416,5477517,88824
"EGYPT",199211,54008,697469,6179536,87985
"IRAN",199211,409090,119848,2034077,112070
"SAUDI ARABIA",199202,96869,364357,422137,85280
"EGYPT",199212,120223,303098,3303240,66064
"EGYPT",199204,178112,477261,5026016,74294
"SAUDI ARABIA",199212,105223,319325,4032930,80658
"IRAN",199212,105223,156559,5008205,96933
"IRAN",199203,826571,566356,6830028,85339
"EGYPT",199209,345478,447426,4037796,82404
"IRAQ",199210,143873,342746,6552117,107323
"IRAN",199203,532960,524353,1790529,82639
"IRAN",199205,240640,588884,9086993,118371
"JORDAN",199202,134035,658146,662466,66246
"JORDAN",199207,17546,796720,3382676,109001
"IRAQ",199203,391585,313985,9103309,119938
"EGYPT",199203,391585,359269,4865379,79695
"EGYPT",199211,436034,428808,6705707,104206
"IRAQ",199201,610721,493984,5427522,118677
"EGYPT",199201,610721,775130,1566630,72306
"IRAQ",199208,20194,134629,1152888,99817
"IRAN",199203,862936,276613,2543360,95376
"JORDAN",199209,385855,173170,2436613,74590
"JORDAN",199209,411470,281017,691614,59880
"IRAN",199209,440681,443818,2790675,105707
"IRAN",199203,691894,517065,2544958,64922
"EGYPT",199201,106087,669964,2297508,116035
"IRAN",199208,529600,767724,3687298,107501
"EGYPT",199211,371575,58283,4423921,74476
"JORDAN",199211,585751,355737,5446283,107563
"JORDAN",199209,300406,305861,731805,112011
"JORDAN",199203,802222,460866,4833818,109610
"IRAN",199211,668255,70672,6899214,98560
"SAUDI ARABIA",199205,310972,580380,2719190,87621
"EGYPT",199206,866551,590734,9032314,109482
"IRAQ",199201,119182,156216,6045541,76332
"SAUDI ARABIA",199205,105326,358587,1140380,98734
"SAUDI ARABIA",199210,590500,199025,333833,67441
"JORDAN",199208,56239,747378,838099,85520
"IRAN",199202,640675,661620,4697322,94895
"JORDAN",199204,307964,322705,3249784,103661
"JORDAN",199211,217871,398737,1272153,110143
"EGYPT",199210,6365,85664,5113946,98979
"IRAQ",199210,185212,744220,1115015,75851
"EGYPT",199211,587917,530111,1016711,68465
"IRAQ",199204,302233,747416,5650110,87802
"EGYPT",199207,424778,632841,2809715,106428
"IRAQ",199212,110956,395904,8819514,119993
"SAUDI ARABIA",199204,897842,368435,5060511,90205
"IRAQ",199201,660544,592780,8427420,112365
"IRAN",199201,660544,451023,1735668,58440
"IRAN",199201,660544,332322,3521206,81258
"JORDAN",199210,813433,650555,4667112,90331
"SAUDI ARABIA",199209,74942,529156,1896208,71107
"SAUDI ARABIA",199211,662878,518433,5603894,87084
"JORDAN",199207,891911,686520,4474275,90389
"IRAN",199209,799024,605423,4649365,79703
"IRAQ",199205,773351,711778,3366500,107384
"IRAQ",199205,773351,19064,2890196,58983
"IRAN",199206,785396,395888,2721869,119032
"IRAQ",199204,318529,208598,3281331,90394
"JORDAN",199203,225551,557060,1313639,67022
"JORDAN",199209,595435,770257,3052606,79633
"JORDAN",199211,646750,150732,6596101,106963
"IRAQ",199203,478625,324642,326659,99997
"IRAQ",199202,49150,504954,3917860,117535
"SAUDI ARABIA",199201,583954,383452,4363720,92126
"IRAQ",199210,555166,701992,7896081,119637
"SAUDI ARABIA",199203,165146,416376,2279705,77541
"IRAN",199203,568231,249882,3297366,109912
"SAUDI ARABIA",199205,550906,289813,1427817,108168
"JORDAN",199203,299585,105214,1672756,73152
"SAUDI ARABIA",199201,620431,703637,5684679,98436
"SAUDI ARABIA",199209,656933,565890,7475335,117352
"IRAN",199202,795226,333540,3238324,94411
"EGYPT",199203,466528,682633,2719054,96936
"IRAQ",199206,793109,649199,1262976,68889
"JORDAN",199206,71482,111185,1758384,71770
"SAUDI ARABIA",199203,525178,44021,1061522,57901
"JORDAN",199201,92278,191238,664615,79753
"IRAQ",199204,379126,761400,868053,87682
"IRAN",199207,252398,637542,147951,88770
"EGYPT",199208,337978,755484,3386790,92367
"IRAN",199208,421928,24128,3051148,63127
"JORDAN",199209,250453,79551,7576222,91833
"SAUDI ARABIA",199212,891065,7285,3388459,71536
"IRAQ",199202,635401,66660,159412,97599
"JORDAN",199202,342820,337934,7887680,118315
"JORDAN",199209,810928,1632,2913897,92017
"IRAN",199212,503666,251009,2303976,57599
"IRAQ",199210,854798,166185,125118,75070
"IRAN",199202,306805,118495,7416101,90809
"IRAQ",199204,120781,655564,1353901,91171
"EGYPT",199206,424960,260756,3059230,103004
"IRAN",199206,799295,121445,2011955,87986
"IRAQ",199212,43411,250313,2273940,75798
"JORDAN",199207,276904,311882,5437300,113632
"IRAN",199209,375002,570532,3966212,96150
"IRAN",199201,634168,720528,5110017,92909
"EGYPT",199204,102424,151905,1565520,117414
"SAUDI ARABIA",199212,663709,338631,2148800,100177
"JORDAN",199211,858223,739346,6516498,83118
"JORDAN",199211,639649,513057,317798,64201
"EGYPT",199210,643066,382592,6728462,100474
"SAUDI ARABIA",199211,655357,473433,4410501,84384
"IRAQ",199210,566245,464048,396711,60721
"EGYPT",199210,566245,533877,6366952,114651
"SAUDI ARABIA",199201,505028,121735,3271031,105403
"JORDAN",199210,363691,655795,4117787,105045
"JORDAN",199210,363691,123480,3157308,90208
"IRAQ",199201,284716,329964,781628,119637
"JORDAN",199206,803585,629727,3734179,99401
"SAUDI ARABIA",199211,385925,690269,4072349,75553
"SAUDI ARABIA",199207,781147,680350,3160840,79819
"IRAN",199210,341516,218349,6083184,76039
"EGYPT",199202,554383,169611,6423291,100836
"IRAN",199205,452522,2233,1112525,68113
"SAUDI ARABIA",199205,608299,496377,942118,82401
"JORDAN",199209,202441,222751,7699204,100424
"SAUDI ARABIA",199209,780544,175591,4083145,99995
"EGYPT",199207,855034,172015,5006768,65220
"JORDAN",199211,489187,782761,4380702,110623
"JORDAN",199210,572524,489815,1804790,108287
"SAUDI ARABIA",199209,582494,789185,4994668,76449
"EGYPT",199204,159742,413732,6582840,98742
"EGYPT",199212,772622,321821,5959647,110568
"JORDAN",199201,145561,80441,5401472,85286
"JORDAN",199212,742781,220486,1406470,84388
"IRAQ",199211,231638,587536,5357583,97410
"IRAQ",199209,886114,781694,5859678,106539
"EGYPT",199207,513652,607070,2344896,58622
"IRAN",199203,723920,436316,2355557,75137
"EGYPT",199211,94759,665844,6987676,108588
"SAUDI ARABIA",199211,182764,4173,3985529,64630
"IRAN",199211,182764,733699,8150432,103959
"SAUDI ARABIA",199208,286624,116105,1977620,67266
"IRAQ",199204,817555,196589,1501851,101134
"EGYPT",199203,894043,348057,4862176,66302
"EGYPT",199208,886706,678329,2562288,78437
"IRAN",199206,220570,478141,3877750,67147
"IRAQ",199206,220570,250713,7905902,99822
"IRAN",199209,98645,307122,894255,67746
"IRAN",199209,98645,44221,5075698,69913
"IRAN",199211,32713,639501,4278195,86428
"IRAQ",199201,573337,127694,6580299,103301
"SAUDI ARABIA",199211,469777,289018,2014000,60420
"IRAN",199210,209864,117804,3643600,109308
"IRAN",199205,553819,77710,4678332,101262
"IRAQ",199201,118840,453269,5270298,73334
"IRAQ",199209,365173,293409,1110692,84143
"EGYPT",199203,396670,439731,3508491,100242
"EGYPT",199210,723007,565796,5585310,111706
"IRAN",199210,723007,787128,5653813,72905
"IRAN",199210,352847,204057,1345456,57662
"SAUDI ARABIA",199205,66112,545050,3577463,65701
"IRAN",199207,723278,35561,3555826,89793
"IRAN",199210,15760,559394,7050297,87202
"EGYPT",199209,243725,143383,1118281,85582
"SAUDI ARABIA",199212,648008,14427,3812315,80485
"SAUDI ARABIA",199212,171296,620534,5818000,87270
"EGYPT",199201,746911,192833,5584907,115549
"IRAQ",199202,845111,425791,5608687,103006
"IRAN",199201,94690,614838,4981457,105168
"SAUDI ARABIA",199212,852262,161875,7941167,116212
"IRAN",199212,852262,43080,204616,61384
"IRAN",199202,573331,768060,4243648,67681
"IRAN",199208,712669,742373,1961661,84920
"EGYPT",199208,799004,338543,158153,94891
"IRAQ",199206,892057,459747,167258,102403
"IRAN",199204,241448,15409,4457930,79464
"IRAN",199204,459601,705679,2695424,101078
"IRAN",199205,871703,99268,1647438,76035
"SAUDI ARABIA",199205,435167,322325,396109,80838
"SAUDI ARABIA",199203,560096,196742,9009826,110324
"IRAN",199208,558673,414376,3034903,77421
"JORDAN",199209,157198,139650,3477299,101379
"JORDAN",199209,157198,689254,4386080,74593
"JORDAN",199211,641347,430841,2631152,106309
"IRAQ",199210,864265,164215,511684,76752
"JORDAN",199206,637448,646575,1640220,91292
"EGYPT",199210,161141,112621,2881705,98017
"JORDAN",199204,240601,122686,3759096,102520
"IRAQ",199211,74969,683800,1573285,107026
"EGYPT",199203,719548,750011,4456116,63658
"IRAN",199207,677947,42147,3126920,65348
"IRAQ",199202,680900,162804,6220177,112008
"IRAQ",199210,307820,278495,5009832,88408
"IRAN",199209,896356,314865,186105,112791
"EGYPT",199204,828454,310348,6519984,81499
"EGYPT",199204,828454,706877,6341005,113030
"IRAQ",199204,865786,82283,1138752,75916
"IRAN",199201,403318,25719,6743311,98682
"SAUDI ARABIA",199208,228386,375648,6249882,103417
"IRAN",199212,872935,701141,2014682,68526
"SAUDI ARABIA",199206,434128,728924,9666805,117173
"IRAQ",199211,360122,586751,6483511,110263
"SAUDI ARABIA",199206,806264,121758,5285857,106785
"SAUDI ARABIA",199212,21484,215359,2038944,76460
"EGYPT",199202,814420,127107,1020690,68046
"IRAN",199211,309467,372358,5186412,85820
"IRAQ",199205,184141,603040,1478639,56580
"EGYPT",199203,504631,306633,5246784,98377
"SAUDI ARABIA",199201,831583,546918,2357868,117893
"JORDAN",199204,758504,623858,6236370,106909
"SAUDI ARABIA",199205,895280,772026,2905281,65879
"SAUDI ARABIA",199212,28528,574322,5864460,83778
"EGYPT",199203,244907,340413,2470780,87204
"EGYPT",199205,258950,764197,1730311,75669
"IRAQ",199207,318923,200850,6127940,105050
"SAUDI ARABIA",199207,318923,750280,3424063,79815
"EGYPT",199203,184000,56972,4158859,115738
"SAUDI ARABIA",199211,30911,82817,179981,107988
"IRAQ",199211,799747,639022,3615244,57659
"JORDAN",199211,170699,415356,1245903,76279
"EGYPT",199201,487877,775219,3331219,77650
"JORDAN",199210,172696,341917,2687610,117534
"JORDAN",199204,192652,512389,5826854,84081
"SAUDI ARABIA",199204,2932,143806,1109880,110988
"JORDAN",199204,296170,445435,405840,82824
"JORDAN",199203,238912,294653,652465,98858
"IRAN",199208,93337,181872,8010867,117232
"JORDAN",199212,528661,83953,3835161,116217
"SAUDI ARABIA",199204,594577,522432,1282789,87264
"JORDAN",199210,275794,565643,2368147,102517
"IRAQ",199210,696316,793133,1348710,73566
"SAUDI ARABIA",199205,92215,751014,4955351,63898
"EGYPT",199211,285889,560871,1530025,115911
"EGYPT",199212,278465,644007,950970,57058
"IRAQ",199212,278465,617928,1628074,110753
"SAUDI ARABIA",199212,278465,700521,2833014,91289
"IRAQ",199205,588466,355564,1269727,97173
"EGYPT",199202,714136,556683,5114600,104379
"IRAN",199206,557603,664004,3928990,58078
"IRAQ",199210,689051,491393,548210,83062
"EGYPT",199202,258454,439955,2599843,113695
"IRAN",199210,197056,168477,1854564,92728
"JORDAN",199206,308275,271096,3697432,64024
"SAUDI ARABIA",199202,46036,413448,952994,81685
"EGYPT",199202,46036,4592,1466658,89795
"SAUDI ARABIA",199202,51436,70163,2887291,67989
"JORDAN",199202,51436,299385,5756210,83062
"EGYPT",199212,312088,764607,3309708,100294
"SAUDI ARABIA",199203,314671,715319,6208404,80056
"IRAQ",199204,542030,252151,216215,66188
"JORDAN",199212,421117,610004,2060088,54838
"JORDAN",199203,581495,281638,6802404,97177
"EGYPT",199208,787582,217998,1341186,114958
"EGYPT",199204,898636,387376,4975424,87801
"JORDAN",199207,55559,529920,2101992,116994
"JORDAN",199202,881956,789070,5507758,69542
"IRAQ",199201,424153,518500,2380976,91108
"IRAQ",199211,709180,4785,3808764,101386
"JORDAN",199207,699221,101580,5949903,94894
"EGYPT",199205,632053,50009,2397500,57540
"SAUDI ARABIA",199209,223462,484352,3012087,80179
"EGYPT",199211,281743,410744,6122464,99283
"SAUDI ARABIA",199205,294278,547545,1872803,95551
"EGYPT",199204,898840,772673,3763599,104738
"EGYPT",199204,898840,691240,1828346,73872
"IRAQ",199201,54940,7207,3529785,66852
"IRAQ",199212,147049,42601,4939520,92616
"EGYPT",199209,22691,380724,4421539,108282
"EGYPT",199202,718603,416800,849806,103006
"IRAN",199207,697900,705951,7361933,117415
"IRAQ",199203,729256,133751,7870747,107085
"JORDAN",199204,11560,754782,3306150,110205
"IRAN",199207,221686,755207,1749367,75730
"SAUDI ARABIA",199212,807322,458256,4978343,72853
"IRAQ",199212,807322,299929,756132,115734
"EGYPT",199201,521245,55938,4545432,113635
"EGYPT",199202,856207,612558,6114422,88231
"IRAQ",199212,186733,621061,2887168,58921
"EGYPT",199209,656021,615316,4464621,73876
"EGYPT",199203,59713,336939,9780804,118555
"SAUDI ARABIA",199209,104740,537241,5240702,76693
"IRAQ",199211,584933,380523,2042871,96210
"EGYPT",199206,896681,143156,5995750,71949
"IRAQ",199209,266281,669372,6374047,80480
"SAUDI ARABIA",199208,89236,487214,1902684,72071
"EGYPT",199205,441740,626694,7861821,97239
"JORDAN",199205,441740,333044,746381,64621
"IRAN",199204,345337,454357,2229261,78679
"EGYPT",199205,721343,318005,1503795,61379
"IRAN",199204,795877,152701,7118268,105222
"SAUDI ARABIA",199205,262171,758224,5403148,76931
"IRAQ",199202,601192,268197,1980806,69910
"IRAQ",199202,601192,382311,965556,83598
"IRAQ",199209,120200,468223,5542653,71472
"EGYPT",199211,595882,525587,2096328,96753
"SAUDI ARABIA",199208,895016,120462,6164068,88947
"IRAQ",199210,341009,739635,6865860,100476
"JORDAN",199204,547874,619947,3696481,112014
"IRAN",199207,530362,279258,3674602,74234
"IRAQ",199206,592097,737147,3985714,71046
"IRAQ",199210,327271,458447,973956,84325
"JORDAN",199203,826033,3598,3453657,90095
"EGYPT",199203,826033,456261,2048614,73034
"SAUDI ARABIA",199208,383818,644823,3811355,106067
"SAUDI ARABIA",199201,212956,782544,3090369,97590
"SAUDI ARABIA",199206,279772,399482,5949490,94888
"IRAN",199210,764549,774751,1084477,109543
"IRAN",199208,521888,267487,6271674,87268
"IRAN",199207,607913,594012,2101381,66359
"IRAN",199210,234923,522618,4501778,98435
"IRAQ",199208,422908,473023,4392360,59760
"IRAQ",199208,422908,482000,97216,58918
"SAUDI ARABIA",199204,195038,315268,1016334,76995
"JORDAN",199210,891728,240946,4528632,113215
"JORDAN",199209,673483,324987,402394,120718
"JORDAN",199212,334973,764579,5798409,98612
"JORDAN",199207,888431,351266,3161400,79035
"IRAQ",199208,330748,348377,142536,85521
"IRAN",199212,603656,753004,3832573,63418
"IRAQ",199201,15139,318689,6593313,102460
"EGYPT",199207,884314,249416,2457720,81924
"IRAN",199207,884314,100382,3522304,82942
"IRAN",199212,100075,482181,4375807,69789
"IRAN",199204,31516,269154,4072505,67388
"IRAQ",199201,352195,49151,4180570,66009
"EGYPT",199209,42112,18312,4219963,73818
"IRAN",199210,728282,570060,2013731,67802
"JORDAN",199212,792455,650949,6959370,113994
"SAUDI ARABIA",199211,662261,724664,7777829,101317
"SAUDI ARABIA",199210,253735,170361,2692388,85881
"EGYPT",199207,585076,542474,150128,90987
"IRAQ",199201,867623,566292,1064883,81496
"SAUDI ARABIA",199201,117508,528742,177072,106243
"JORDAN",199203,409061,601301,4448399,72136
"IRAQ",199202,688837,62271,366281,73996
"IRAQ",199202,887057,566152,2865041,73087
"IRAQ",199203,669484,510270,2176425,76815
"EGYPT",199204,266909,519070,2287005,65343
"IRAN",199204,266909,566541,5465568,96451
"IRAQ",199211,663376,186780,8131693,112006
"JORDAN",199205,489811,45071,2112409,60964
"SAUDI ARABIA",199212,786733,630339,4272463,76158
"IRAQ",199204,487099,66950,6072897,115017
"EGYPT",199211,820489,556738,5979973,107682
"JORDAN",199212,528175,520924,9530010,116694
"IRAN",199208,884110,581175,2238459,75369
"IRAQ",199205,48136,580237,5737766,79032
"SAUDI ARABIA",199207,679136,117211,1596673,73692
"IRAN",199210,790250,529980,2166736,120597
"SAUDI ARABIA",199202,26554,640590,5000339,91833
"EGYPT",199208,847960,686882,6593302,112131
"IRAN",199209,26462,250393,5984757,80602
"JORDAN",199210,620149,709584,3435693,95613
"EGYPT",199206,856903,434521,5187402,87330
"JORDAN",199206,856903,578731,6628967,108582
